JANUARY 1883
  1am  2am  3am  4am  5am  6am  7am  8am  9am  10am  11am  Noon  1pm  2pm  3pm  4pm  5pm  6pm  7pm  8pm  9pm  10pm  11pm  Midnight
16  34.8  34.7  35.3  35.2  35.0  35.0  35.7  35.8  37.0  39.4  43.3  45.0  46.5  46.4  46.6  46.0  45.2  44.8  45.2  44.3  44.0  43.8  43.9  43.4  
17  43.4  43.3  43.4  44.0  44.0  44.4  45.3  46.0  46.7  46.8  47.1  47.7  47.6  48.6  48.6  46.0  41.1  39.4  37.7  37.3  37.1  37.1  36.9  37.1  
18  37.0  36.9  36.9  37.0  36.8  36.0  36.0  36.2  37.1  38.6  39.4  40.0  41.9  43.0  43.2  42.5  40.3  39.5  37.4  35.9  36.3  36.0  34.8  34.3  
19  33.4  32.7  32.7  32.1  31.3  31.1  31.6  31.7  31.9  32.4  33.4  34.7  35.9  37.4  39.0  39.9  40.4  41.0  41.6  42.1  42.5  42.9  43.6  44.0  
20  44.4  44.9  45.5  46.0  45.9  46.0  45.5  45.4  46.0  47.0  47.5  48.4  48.7  48.8  48.7  48.5  48.8  48.6  48.3  48.0  48.0  48.2  48.2  48.3  
21  48.4  48.3  48.4  48.0  47.5  47.9  48.0  48.8  49.9  50.0  50.2  51.1  52.0  51.8  51.7  51.0  50.6  50.3  50.0  50.4  50.6  50.7  50.5  50.2  
22  50.5  50.4  49.8  47.0  46.1  44.5  42.9  41.4  42.4  42.9  44.1  44.4  45.8  44.8  45.9  44.5  43.8  43.2  42.6  42.5  41.3  41.0  41.0  40.2  
23  40.2  40.4  40.3  40.7  40.8  40.3  40.0  41.1  42.4  43.9  45.7  46.4  46.0  47.7  47.8  45.8  45.1  44.8  45.1  45.1  45.1  45.3  45.9  45.7  
24  46.0  46.5  45.9  45.7  46.0  46.1  46.1  46.0  46.6  47.5  48.2  49.1  49.7  51.0  50.8  49.9  49.0  48.0  47.8  46.2  45.2  45.9  45.9  45.9  
25  45.8  45.7  45.3  44.8  44.8  44.8  44.5  44.4  45.2  46.1  47.0  47.9  47.7  47.3  46.5  46.9  46.5  45.8  46.2  46.2  46.1  46.0  45.5  45.6  
26  45.0  43.7  41.9  41.4  41.8  41.3  41.1  40.8  41.1  41.6  42.9  44.4  44.2  45.0  45.6  46.0  46.0  45.8  45.9  45.9  46.0  46.0  45.8  45.6  
27  45.2  44.9  44.8  44.4  43.8  44.6  44.4  45.1  46.1  47.5  48.3  49.6  50.4  50.7  50.4  50.0  50.0  49.4  47.4  44.9  44.6  44.5  43.3  41.8  
28  40.0  39.0  38.0  36.5  36.2  35.9  36.0  37.8  39.6  42.1  44.7  46.8  48.9  50.7  51.8  52.2  52.0  51.5  51.3  50.2  49.3  48.6  48.0  47.3
29  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  
30  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  
31  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.
MARCH 1883                                                
  1am  2am  3am  4am  5am  6am  7am  8am  9am  10am  11am  Noon  1pm  2pm  3pm  4pm  5pm  6pm  7pm  8pm  9pm  10pm  11pm  Midnight
1  47.2  46.7  46.5  46.2  46.0  45.8  44.2  45.8  46.5  47.5  48.2  49.2  50.3  50.1  50.2  50.0  49.8  49.3  49.1  49.0  49.1  48.8  48.4  48.0  
2  47.8  47.3  47.1  47.0  47.0  46.9  46.9  46.8  47.2  47.8  48.2  49.0  48.9  49.2  49.4  49.0  49.1  48.0  45.0  42.5  43.4  43.6  43.0  42.6  
3  42.2  42.7  42.9  42.7  42.3  42.0  42.2  42.9  43.7  43.9  45.1  46.3  48.1  48.5  47.1  46.9  45.0  43.3  42.2  41.2  40.9  40.0  38.9  36.8  
4  36.2  36.1  34.4  32.4  31.6  30.7  30.0  29.9  31.0  35.4  41.0  43.1  46.5  50.0  50.2  49.4  47.7  46.1  44.4  41.9  40.0  38.7  38.1  37.9  
5  37.8  35.9  34.5  34.4  33.0  33.7  34.0  35.2  38.4  41.2  44.7  45.0  48.0  47.8  47.3  46.2  46.3  45.8  45.3  43.4  43.0  42.9  41.9  42.6  
6  42.7  42.7  41.5  42.0  42.6  42.5  41.9  40.3  40.0  39.7  38.6  38.3  38.2  37.9  37.9  37.3  36.3  35.8  35.4  35.0  34.8  34.4  34.7  33.7  
7  33.0  33.4  33.0  34.2  34.0  34.0  34.3  35.2  35.2  36.2  39.7  39.7  41.7  40.3  38.0  39.4  40.4  38.3  37.1  35.8  35.6  35.0  33.0  32.9  
8  32.2  30.8  31.6  31.2  31.1  31.1  32.3  33.5  34.8  36.1  37.5  38.3  38.5  36.9  34.2  34.9  33.0  33.1  32.4  33.2  32.0  34.0  32.7  32.0  
9  31.2  30.8  30.5  31.0  31.7  30.9  30.1  30.2  32.4  36.3  38.9  39.1  39.3  38.4  39.0  39.1  38.1  37.0  36.5  35.7  35.0  35.1  34.6  34.2  
10  33.8  33.9  33.6  32.8  33.0  32.1  32.2  33.0  35.0  36.1  38.1  40.0  42.0  43.0  42.4  43.4  42.3  40.8  39.7  39.0  37.8  37.1  37.2  37.0  
11  37.0  36.9  36.9  37.3  37.0  36.9  36.7  37.2  38.1  39.1  38.5  41.2  40.4  41.3  41.8  41.9  38.7  39.0  38.4  38.1  37.2  36.6  36.0  35.9  
12  34.9  34.7  34.0  30.6  30.0  29.8  29.0  30.0  32.3  35.0  38.2  39.8  40.3  40.9  40.0  40.0  39.7  38.7  36.3  34.3  33.0  32.5  33.7  34.1  
13  34.0  34.4  34.7  34.4  34.0  33.8  34.0  34.7  37.0  38.0  39.3  41.0  41.0  42.2  42.6  42.2  41.3  40.2  39.2  37.4  35.8  35.1  34.3  32.5  
14  31.9  30.7  30.0  29.1  29.7  29.7  29.8  31.3  33.1  35.4  37.1  39.1  37.3  38.4  39.0  36.9  36.0  33.9  33.1  33.0  32.2  32.7  31.7  30.9  
15  30.3  29.8  28.3  28.3  27.2  26.0  25.9  26.9  29.0  32.9  36.2  36.2  37.6  39.0  38.5  40.0  37.8  35.1  33.7  33.6  32.2  30.4  30.3  30.0  
16  30.8  31.2  31.7  30.9  31.0  30.1  30.3  32.0  34.5  37.7  40.4  41.7  42.1  42.8  40.9  41.0  39.7  38.6  35.9  36.3  35.0  35.1  34.2  33.7  
17  34.0  33.9  33.8  32.4  32.6  31.2  30.2  29.9  32.4  34.0  37.0  38.1  39.2  37.0  37.4  37.9  34.9  32.8  32.3  32.7  32.0  31.5  32.0  31.0  
18  31.1  30.3  30.4  31.9  32.0  31.9  33.0  32.9  34.0  36.0  37.7  38.9  38.0  37.3  34.3  33.3  33.7  33.7  32.7  31.7  31.0  30.4  30.0  30.2  
19  30.3  32.3  32.0  30.7  28.7  27.4  30.7  31.7  34.0  36.0  39.6  39.1  41.0  42.5  41.9  41.0  39.9  39.2  37.3  36.1  35.9  36.1  35.8  35.4  
20  34.1  32.3  30.1  30.7  32.7  33.2  32.4  32.4  34.0  35.3  37.0  37.8  37.9  37.8  38.1  38.2  38.4  37.0  36.6  36.0  36.0  36.0  36.2  36.2  
21  36.6  36.6  36.2  35.9  35.8  35.4  35.3  35.5  35.7  36.2  36.7  37.3  38.0  38.4  39.0  38.8  38.5  36.9  36.6  37.0  37.4  36.7  36.2  36.5  
22  36.7  36.5  36.0  35.5  35.5  34.1  34.0  34.0  33.9  34.9  36.0  35.1  35.2  35.4  35.4  35.5  34.9  34.3  33.9  33.1  33.0  32.8  32.5  32.1  
23  31.8  31.7  31.3  31.4  31.5  31.1  31.1  31.9  32.8  33.4  33.2  35.4  36.7  37.9  37.7  37.5  37.0  35.4  32.8  30.9  30.0  29.1  28.2  27.3
24  26.2  25.9  25.9  27.1  28.7  30.0  30.7  33.1  36.0  38.2  39.2  43.0  46.0  45.3  44.0  40.8  40.0  38.8  37.9  37.2  37.2  36.1  35.9  35.4  
25  34.4  34.3  33.3  30.9  31.8  32.3  33.4  35.0  37.7  40.2  41.9  44.2  44.0  45.2  45.5  45.7  43.4  42.9  39.0  38.0  36.0  36.0  35.4  34.9  
26  32.6  33.3  32.9  32.7  31.9  30.9  31.3  32.2  34.0  35.4  37.0  39.2  39.0  40.1  38.9  34.5  34.0  35.0  34.1  34.9  34.0  33.2  32.7  31.7  
27  31.2  30.5  30.2  29.1  28.2  27.8  28.0  29.9  33.2  36.0  38.7  40.0  42.0  41.9  38.4  35.0  35.5  37.0  34.1  31.9  31.8  30.3  31.2  30.9  
28  29.9  30.2  30.4  30.4  29.7  29.0  29.6  31.4  34.0  37.2  39.1  41.8  42.8  43.4  43.7  42.1  41.4  39.1  38.0  38.0  38.4  38.1  38.1  38.2  
29  38.4  38.9  39.2  39.9  40.2  40.4  41.1  42.0  43.7  44.3  44.4  44.8  44.2  44.9  45.1  45.7  45.9  46.5  47.2  47.4  47.5  47.9  48.1  47.9  
30  47.9  47.9  47.8  47.4  47.9  41.9  39.2  38.9  40.9  43.0  44.1  45.3  46.6  45.0  40.9  41.1  42.2  41.5  40.2  39.7  38.7  38.3  37.4  36.7  
31  36.2  35.4  35.0  34.4  34.2  34.1  34.6  36.3  39.0  41.4  44.4  43.9  45.9  44.7  45.9  45.8  45.1  44.6  40.8  39.5  39.6  38.7  36.9  38.1  
APRIL 1883
  1am  2am  3am  4am  5am  6am  7am  8am  9am  10am  11am  Noon  1pm  2pm  3pm  4pm  5pm  6pm  7pm  8pm  9pm  10pm  11pm  Midnight
1  37.0  36.0  35.7  35.3  35.3  35.6  36.0  40.8  43.9  46.6  48.4  50.1  50.8  51.0  49.7  50.0  48.6  47.9  46.6  44.2  43.9  43.8  43.6  44.0  
2  43.6  43.3  43.6  42.3  41.9  42.5  44.1  45.2  47.0  49.3  51.2  51.5  50.6  50.5  50.8  50.2  50.0  49.6  47.0  46.4  44.8  43.9  43.4  43.0
3  40.4  38.8  37.7  36.5  36.0  36.1  36.9  40.4  43.4  46.3  49.7  49.5  51.2  52.0  52.9  52.5  51.3  48.9  46.9  45.7  46.0  45.4  43.8  45.2  
4  45.1  44.9  44.4  44.8  44.8  44.4  45.2  46.9  49.6  52.2  54.2  53.0  54.6  56.1  55.9  56.2  55.9  54.9  53.8  52.7  51.9  51.6  51.2  50.9  
5  50.8  50.4  50.4  50.0  50.0  50.0  43.4  43.0  43.0  43.3  44.7  47.9  49.6  49.1  49.9  49.8  49.0  48.9  45.3  43.7  42.1  41.9  40.2  39.0  
6  38.2  37.4  36.2  35.9  35.3  35.4  36.2  39.3  44.3  47.2  49.9  51.6  52.9  54.2  53.6  52.3  51.2  50.0  48.0  45.0  44.9  42.3  43.0  42.4  
7  42.9  38.2  36.2  36.7  37.0  36.9  37.0  44.0  49.0  52.0  54.8  57.0  57.3  58.4  59.3  57.0  55.9  53.2  51.0  48.9  48.3  47.3  43.5  42.3  
8  41.0  39.2  38.3  38.0  37.2  36.9  38.6  41.3  47.9  51.0  53.3  54.2  56.8  56.7  57.5  57.6  57.1  55.7  54.0  50.1  48.7  45.7  45.6  43.2  
9  41.7  40.3  39.9  39.1  39.2  39.0  40.7  43.1  46.2  49.2  51.3  54.4  55.0  56.9  57.2  56.1  54.0  52.1  49.4  46.5  45.0  43.9  42.0  40.9  
10  41.9  41.9  42.1  42.2  41.5  40.8  40.6  40.1  42.0  43.1  46.5  48.5  51.0  53.2  54.0  55.3  56.0  54.9  52.0  49.2  46.1  43.6  42.9  41.8  
11  40.8  39.9  39.0  38.7  39.6  40.4  41.7  44.0  46.3  48.9  51.0  53.5  54.8  54.7  54.4  54.2  52.4  52.0  49.7  46.7  44.4  43.9  42.5  42.0  
12  41.4  41.9  38.7  40.0  41.0  41.5  43.5  44.1  45.8  49.0  50.7  52.4  56.0  53.4  53.9  52.7  52.2  51.1  49.8  49.0  48.5  48.0  47.6  46.9  
13  46.2  45.9  45.6  45.1  45.0  45.0  46.0  45.9  46.2  47.0  47.0  45.9  45.3  46.9  48.5  49.2  48.0  48.0  47.7  44.4  42.2  41.9  42.8  40.1  
14  38.6  38.1  37.7  37.1  36.3  37.7  40.3  43.4  45.8  48.0  49.8  49.7  50.0  50.3  50.0  48.4  48.7  48.5  47.9  47.0  46.7  46.8  46.7  46.4  
15  46.5  46.4  46.7  46.5  46.4  46.3  46.9  47.9  49.1  48.4  48.8  50.9  51.0  47.4  47.9  46.2  46.4  45.2  41.7  40.0  40.1  39.9  39.2  38.5  
16  38.7  37.4  38.9  37.8  38.2  38.9  40.5  43.0  43.9  45.8  48.4  49.7  49.6  48.9  47.5  49.0  48.0  47.1  45.2  43.8  42.2  42.9  42.0  41.9  
17  41.4  41.2  41.4  40.9  40.6  40.3  41.9  43.9  47.6  48.0  51.0  50.7  50.0  51.2  51.3  51.2  50.3  49.8  49.0  49.0  48.0  47.8  47.3  46.5  
18  46.5  46.3  46.0  46.3  46.5  42.8  41.3  43.1  44.0  45.7  46.9  47.0  47.9  48.2  49.8  49.6  48.9  45.8  45.9  44.7  43.2  42.2  42.0  41.1  
19  40.2  40.9  40.6  40.3  39.7  39.8  43.0  45.0  47.4  48.7  51.0  50.7  53.7  52.0  53.8  51.3  51.6  44.6  45.4  43.8  43.2  42.7  42.1  40.4  
20  39.9  38.8  37.5  37.2  38.0  38.2  40.7  43.7  47.5  50.2  53.2  53.0  53.1  54.2  53.7  54.4  52.2  51.2  50.0  48.5  48.0  46.1  45.0  44.6  
21  43.1  40.9  39.0  41.5  36.7  37.2  40.6  43.4  46.9  50.0  50.9  50.5  51.6  51.3  51.0  49.0  48.7  47.7  45.7  44.3  43.3  43.5  43.1  43.0  
22  43.0  43.0  42.7  42.3  41.2  40.2  42.0  42.4  43.5  43.7  44.2  44.4  44.4  46.7  46.8  48.4  48.5  48.1  47.1  45.0  43.2  42.1  40.9  39.9  
23  39.3  38.9  37.9  37.1  34.7  35.1  40.0  42.4  46.0  47.7  47.3  50.6  46.4  47.3  46.1  46.7  47.2  46.1  43.9  41.9  40.0  39.1  37.8  38.0  
24  36.2  35.0  34.0  33.7  32.3  32.0  35.4  40.4  44.8  46.0  48.2  47.3  48.8  48.5  47.2  45.4  41.8  42.7  41.5  39.5  38.2  37.0  37.2  36.5  
25  35.1  34.8  35.1  35.0  35.0  35.0  35.6  39.2  42.5  44.0  45.4  47.3  46.1  46.4  48.2  47.4  47.8  45.9  44.0  41.2  39.2  39.0  38.8  38.7  
26  39.0  38.9  39.1  40.3  40.3  40.4  41.0  41.9  43.0  43.4  45.1  45.7  45.6  46.7  45.0  44.2  43.6  42.9  42.4  42.4  42.4  42.4  43.0  43.6
27  44.0  43.9  43.8  43.5  43.5  43.4  43.7  44.2  44.8  45.6  47.6  49.7  48.8  48.0  48.3  48.7  49.0  49.6  49.6  48.8  48.9  48.2  47.5  47.0  
28  46.4  46.0  45.0  43.4  43.1  43.2  44.9  46.1  48.6  49.5  49.3  50.2  51.8  52.3  51.7  50.5  50.1  49.7  49.0  47.5  45.9  45.7  45.4  45.0  
29  45.2  45.2  43.3  45.4  45.3  45.4  45.5  46.0  46.9  47.9  48.3  49.8  50.8  50.7  51.9  51.0  52.7  49.5  47.8  46.9  46.3  46.3  46.1  46.0  
30  45.9  45.4  44.9  45.0  44.3  43.9  45.4  46.4  47.1  48.7  48.5  49.1  51.1  52.7  52.1  51.7  52.0  50.2  48.0  46.7  44.0  43.4  44.0  42.1  
31  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  -999.  
MAY 1883
  1am  2am  3am  4am  5am  6am  7am  8am  9am  10am  11am  Noon  1pm  2pm  3pm  4pm  5pm  6pm  7pm  8pm  9pm  10pm  11pm  Midnight
1  41.2  40.9  42.4  42.2  41.6  41.4  42.2  43.7  47.0  50.5  53.0  54.2  55.5  55.3  55.6  55.5  54.6  53.7  52.1  50.2  46.9  44.1  43.4  41.9
2  40.9  40.4  39.5  40.0  41.3  41.2  42.1  43.4  46.3  45.9  48.1  48.7  49.4  48.7  47.6  47.9  47.6  46.8  45.9  44.0  43.3  43.9  43.7  43.5
3  43.0  42.7  41.4  40.2  40.8  42.4  44.8  45.8  46.3  46.5  49.3  51.0  48.1  49.2  48.9  48.8  48.0  45.8  44.4  43.4  42.5  41.2  40.4  39.9
4  40.3  40.0  39.2  39.1  38.9  39.3  42.3  44.0  44.5  46.9  47.1  47.9  47.9  49.3  48.1  48.4  46.1  46.2  44.2  43.2  42.8  42.4  41.9  40.3
5  40.4  40.1  39.7  39.3  38.4  39.4  40.4  43.3  44.1  43.9  42.2  43.5  44.0  46.3  47.0  49.4  48.1  47.3  46.8  43.5  41.4  40.7  39.3  38.4
6  37.1  36.0  34.4  32.6  32.3  34.0  39.0  43.0  46.0  48.0  47.2  47.6  46.4  47.8  48.6  48.9  48.7  48.9  48.5  45.8  42.9  42.0  43.4  42.0
7  43.0  41.9  40.8  39.5  39.6  41.4  43.5  46.4  50.0  51.0  52.2  53.5  53.9  53.4  54.0  53.6  51.0  48.0  46.9  44.5  44.2  44.2  44.3  44.7
8  44.0  42.6  41.1  40.1  39.5  39.1  38.0  37.9  37.3  38.0  37.7  37.8  38.1  38.3  38.1  38.4  38.9  38.2  37.9  37.6  37.6  37.2  37.3  37.3
9  37.9  37.9  36.7  35.9  36.4  37.2  39.0  39.9  41.0  42.3  45.0  46.0  45.0  46.9  47.3  44.8  44.1  43.0  42.3  41.5  40.9  39.1  36.4  35.2
10  35.0  34.4  35.0  35.8  36.7  37.3  38.9  42.6  41.4  46.0  46.3  45.3  50.6  47.4  47.7  47.2  44.8  45.0  41.9  40.2  40.0  38.6  37.1  36.4
11  36.3  35.5  35.4  36.0  36.0  36.9  39.3  40.0  44.7  47.0  47.0  49.2  51.0  51.7  50.0  52.0  50.0  50.0  48.7  47.4  46.0  45.0  44.3  44.3
