The soil temperature at Armagh measured in Fahrenheit. The temperature was
recorded at 9am and was measured at depths of one foot and four feet.
Column 1 - date, column 2 - temperature at 1 foot depth, column 3 - temperature
at 1 foot depth taken with new thermometer, column 4 - temperature at 4 feet depth,
column 5 - temperature at 4 feet depth with new thermometer.
Key: -999 date does not exist, -888 data unavailable.

1967


January                                            February                                               
   1 foot  New 1 feet  4 feet  New 4 feet	      1 foot  New 1 foot  4 feet  New 4 feet
1    39.3    41.4        44.3    44.8              1    43.2    43.4        43.1    43.4
2    37.9    40.2        44.0    44.7		   2 	44.3    44.5        43.4    43.5
3    36.8    39.0        43.8    44.6		   3 	45.2    45.5        43.6    43.7
4    36.7    39.0        43.4    44.3		   4    43.3    44.3        44.0    43.9
5    36.9    39.2        43.0    44.0		   5    42.1    43.2        44.1    44.0
6    37.0    39.0        42.8    43.8		   6    42.5    43.3        44.2    44.0
7    37.7    39.4        42.7    43.7		   7    42.8    43.0        44.2    44.1
8    37.7    39.4        42.6    43.6		   8    41.0    42.6        44.2    44.3
9    36.2    38.2        42.4    43.4		   9    40.9    42.3        44.0    44.3
10   35.8    37.8        42.2    43.3		   10   41.5    42.7        43.9    44.2
11   37.7    39.0        42.0    43.0		   11   41.4    42.7        43.8    44.1
12   38.8    39.8        42.0    42.9		   12   40.9    42.2        43.8    44.0
13   39.7    40.4        42.0    42.8		   13   40.0    41.7        43.8    44.0
14   40.2    41.0        42.0    42.8		   14   39.7    41.0        43.7    44.0
15   40.2    41.0        42.0    42.8		   15   38.9    40.5        43.4    43.8
16   40.7    41.3        42.1    42.8		   16   39.8    41.0        43.2    43.8
17   41.0    41.5        42.3    42.8		   17   39.8    41.0        43.0    43.7
18   41.0    41.8        42.5    42.9		   18   39.0    40.6        43.0    43.6
19   41.2    41.7        42.6    43.0		   19   39.8    40.5        42.9    43.5
20   41.4    42.0        42.7    43.1		   20   39.7    40.8        42.8    43.3
21   41.7    42.3        42.7    43.2		   21   39.7    40.8        42.8    43.2
22   40.1    41.5        43.0    43.3		   22   39.2    40.7        42.8    43.2
23   40.1    41.2        42.9    43.3		   23   38.8    40.0        42.8    43.0
24   40.8    41.7        42.8    43.2		   24   38.4    39.8        42.6    43.0
25   41.3    42.1        42.8    43.2		   25   39.8    40.7        42.4    42.9
26   40.3    41.7        43.0    43.3		   26   40.7    41.3        42.3    42.8
27   40.3    41.3        42.8    43.2		   27   40.8    41.5        42.4    42.8
28   41.5    42.2        42.8    43.2		   28   41.1    41.8        42.6    42.8
29   42.0    42.5        42.8    43.2		   29   -999    -999        -999    -999
30   42.3    42.8        42.9    43.3		   30   -999    -999        -999    -999
31   42.5    43.0        43.1    43.4		   31   -999    -999        -999    -999



March                                              April
   1 foot  New 1 feet  4 feet  New 4 feet	      1 foot  New 1 foot  4 feet  New 4 feet
1    40.2    41.3        42.7    42.8              1    43.6    44.3        44.9    44.9
2    40.6    41.4        42.7    42.8		   2    44.0    44.6        44.8    44.8
3    41.6    42.0        42.7    42.9		   3    45.2    44.5        44.8    44.8
4    43.0    43.0        42.7    42.8		   4    45.6    45.8        44.9    44.8
5    43.2    43.3        42.7    42.8		   5    46.2    46.2        45.0    44.9
6    43.8    43.8        42.8    43.0		   6    46.5    46.8        45.3    45.0
7    44.5    44.2        43.0    43.1		   7    46.7    46.8        45.5    45.2
8    43.5    44.0        43.3    43.2		   8    45.8    46.7        45.8    45.2
9    43.1    43.7        43.5    43.3		   9    46.7    46.8        45.8    45.5
10   41.6    42.7        43.6    43.5		   10   46.8    47.0        45.9    45.6
11   41.5    42.5        43.6    43.6		   11   45.8    46.7        45.9    45.5
12   41.2    42.3        43.5    43.6		   12   46.3    46.8        46.2    45.8
13   41.2    42.2        43.5    43.6		   13   47.5    47.5        46.2    45.8
14   42.8    43.1        43.3    43.5		   14   47.8    48.2        46.4    46.0
15   43.6    43.8        43.3    43.5		   15   48.9    48.8        46.7    46.0
16   43.2    43.7        43.5    43.6		   16   48.8    48.7        46.7    46.1
17   44.2    44.3        43.6    43.7		   17   51.2    50.2        47.0    46.3
18   44.3    44.3        43.7    43.7		   18   51.1    50.5        47.3    46.5
19   45.2    45.2        44.0    43.8		   19   52.0    51.0        47.7    46.7
20   45.0    45.1        44.2    44.0		   20   50.3    50.2        48.0    47.0
21   45.6    45.5        44.3    44.2		   21   49.2    49.7        48.3    47.3
22   46.1    46.3        44.4    44.3		   22   48.8    49.4        48.3    47.3
23   46.2    46.3        44.7    44.4		   23   49.2    49.5        48.3    47.5
24   45.4    45.8        45.0    44.6		   24   50.3    50.3        48.2    47.5
25   45.7    45.9        45.1    44.7		   25   49.6    50.1        48.3    47.7
26   45.3    46.0        45.3    44.9		   26   51.3    51.0        48.4    47.7
27   44.2    45.2        45.2    45.0		   27   50.6    50.7        48.6    47.8
28   44.0    43.3        45.6    45.3		   28   52.4    52.2        49.0    48.1
29   43.2    44.3        45.2    45.0		   29   55.0    54.0        49.2    48.2
30   43.5    44.5        45.2    45.0		   30   55.0    54.7        49.5    48.4
31   43.7    44.5        45.0    45.0		   31   -999    -999        -999    -999



May                                                June
   1 foot  New 1 feet  4 feet  New 4 feet	      1 foot  New 1 foot  4 feet  New 4 feet
1    53.4    53.7        50.2    48.8		   1    58.0    56.8        52.5    51.5
2    52.0    52.7        50.3    49.0		   2    59.5    58.3        53.0    51.6
3    51.1    52.0        50.4    49.4		   3    59.1    58.1        53.4    51.8
