#statid,stnavn,tabnavn,YYYY,MM,DD,tryk8,tryk14,tryk21,t8,t14,t21,tavg,tmax,tmin,dptryk8,dptryk14,dptryk21,rh8,rh14,rh21,V8,V14,V21,dir8,dir14,dir21,skydk8,skydk14,skydk21,p24,sigt,snedk,Hsne,thav,
20210,Tylstrup,TYLSTRUP,1920,1,1,,,,2.4,2.4,1.8,,3.1,1.0,5.1,4.9,4.5,94,90,87,6.0,8.0,8.0,S,SW,W,6,2,1,2.4,,,,,
20210,Tylstrup,TYLSTRUP,1920,1,2,,,,0.4,1.4,0.4,,3.1,0.1,4.2,4.2,4.4,89,83,93,4.0,2.0,4.0,W,W,W,1,1,1,,,,,,
20210,Tylstrup,TYLSTRUP,1920,1,3,,,,0.1,1.2,-3.0,,1.5,0.0,4.0,4.8,3.2,87,97,88,3.0,2.0,1.0,W,W,W,1,1,1,,,,,,
20210,Tylstrup,TYLSTRUP,1920,1,4,,,,-6.6,-3.2,-2.0,,3.2,-6.8,2.4,3.5,3.6,85,96,92,,2.0,1.0,,W,W,1,1,1,,,,,,
20210,Tylstrup,TYLSTRUP,1920,1,5,,,,-5.0,-2.6,-8.0,,-2.4,-6.5,3.0,3.3,2.4,95,86,94,,1.0,1.0,,NNE,NW,0,4,2,,,,,,
20210,Tylstrup,TYLSTRUP,1920,1,6,,,,-5.2,-3.4,-3.0,,-2.1,-8.5,3.0,3.4,3.4,95,96,92,3.0,3.0,2.0,SSW,SSW,SSW,,10,10,,,,,,
20210,Tylstrup,TYLSTRUP,1920,1,7,,,,-4.7,-1.6,0.4,,4.8,-6.6,3.2,3.8,4.2,98,94,89,,3.0,5.0,,S,SSW,10,10,10,,,,,,
20210,Tylstrup,TYLSTRUP,1920,1,8,,,,4.7,4.8,,,5.1,-5.1,6.0,6.3,3.9,94,97,77,10.0,9.0,10.0,SSW,SW,NW,10,10,2,9.6,,,,,
20210,Tylstrup,TYLSTRUP,1920,1,9,,,,1.0,1.4,-0.2,,1.9,-1.0,4.4,3.9,3.9,90,77,86,6.0,7.0,5.0,W,W,W,7,1,1,,,,,,
20210,Tylstrup,TYLSTRUP,1920,1,10,,,,-0.7,-0.2,-6.0,,0.5,-1.9,3.4,4.1,2.9,71,91,100,5.0,4.0,4.0,SW,SW,SW,5,7,6,8.9,,,,,
20210,Tylstrup,TYLSTRUP,1920,1,11,,,,-12.6,-1.6,0.5,,2.2,-12.6,1.5,3.8,4.5,85,92,95,1.0,4.0,4.0,NE,SE,SE,2,2,8,,,,,,
20210,Tylstrup,TYLSTRUP,1920,1,12,,,,-1.6,-0.6,-3.0,,0.9,-13.5,3.8,3.6,3.7,92,76,100,1.0,2.0,1.0,W,WNW,W,9,9,8,11.2,,,,,
20210,Tylstrup,TYLSTRUP,1920,1,13,,,,0.7,1.2,1.0,,2.2,-4.5,4.4,4.8,4.8,91,97,97,1.0,3.0,5.0,S,SW,SW,10,7,6,0.7,,,,,
20210,Tylstrup,TYLSTRUP,1920,1,14,,,,0.9,0.4,-5.2,,2.1,-1.3,4.1,3.2,2.8,83,69,91,2.0,4.0,2.0,W,N,N,9,2,3,4.5,,,,,
20210,Tylstrup,TYLSTRUP,1920,1,15,,,,-7.4,-1.9,-1.4,,2.2,-8.5,2.5,3.4,3.7,95,84,88,5.0,6.0,6.0,S,SSE,SE,3,4,6,,,,,,
20210,Tylstrup,TYLSTRUP,1920,1,16,,,,2.1,2.8,3.8,,5.0,-9.0,5.1,5.2,5.8,95,94,97,4.0,5.0,5.0,SW,SW,SW,9,10,6,,,,,,
20210,Tylstrup,TYLSTRUP,1920,1,17,,,,4.8,5.3,4.2,,7.6,1.6,6.3,6.3,6.0,98,94,97,7.0,6.0,2.0,SW,SW,SW,,,10,,,,,,
20210,Tylstrup,TYLSTRUP,1920,1,18,,,,4.0,4.0,2.0,,4.8,2.7,5.5,5.7,5.1,91,94,97,7.0,6.0,2.0,SW,SW,SW,10,10,10,0.3,,,,,
20210,Tylstrup,TYLSTRUP,1920,1,19,,,,2.5,3.2,0.8,,3.3,1.8,5.2,5.4,4.2,95,94,86,2.0,3.0,3.0,SW,SW,W,9,9,2,2.7,,,,,
20210,Tylstrup,TYLSTRUP,1920,1,20,,,,2.5,3.4,1.0,,3.6,0.0,4.9,4.7,4.4,89,80,90,6.0,4.0,1.0,SW,W,W,4,1,4,,,,,,
20210,Tylstrup,TYLSTRUP,1920,1,21,,,,-1.2,0.9,-1.8,,1.6,-1.6,4.0,,,96,,,3.0,1.0,1.0,SW,NW,W,3,4,1,,,,,,
20210,Tylstrup,TYLSTRUP,1920,1,22,,,,-2.8,1.2,0.6,,1.3,-4.0,,,,,,,3.0,1.0,1.0,SW,SW,SW,2,3,6,,,,,,
20210,Tylstrup,TYLSTRUP,1920,1,23,,,,0.4,1.6,0.8,,2.6,-3.3,,,,,,,4.0,2.0,1.0,SE,S,S,,,10,4.5,,,,,
20210,Tylstrup,TYLSTRUP,1920,1,24,,,,1.2,1.8,1.4,,3.5,-0.2,,,,,,,3.0,3.0,7.0,SSE,SSE,S,,10,8,2.6,,,,,
20210,Tylstrup,TYLSTRUP,1920,1,25,,,,1.8,-0.9,-0.6,,4.6,0.6,,,,,,,3.0,4.0,,SSW,SW,,2,1,1,0.8,,,,,
20210,Tylstrup,TYLSTRUP,1920,1,26,,,,-2.0,1.1,1.0,,1.2,-2.3,,,,,,,4.0,5.0,5.0,SE,E,SE,10,6,9,,,,,,
20210,Tylstrup,TYLSTRUP,1920,1,27,,,,0.4,0.0,0.0,,0.5,-2.5,,,,,,,7.0,5.0,6.0,SE,SE,SE,10,10,,2.7,,,,,
20210,Tylstrup,TYLSTRUP,1920,1,28,,,,-3.3,-4.1,-3.0,,-2.8,-3.6,,,,,,,6.0,8.0,8.0,ESE,E,E,10,10,10,5.0,,,,,
20210,Tylstrup,TYLSTRUP,1920,1,29,,,,-4.1,-2.6,0.8,,2.3,-5.0,,,,,,,10.0,10.0,7.0,ESE,SE,SE,,,10,12.7,,,,,
20210,Tylstrup,TYLSTRUP,1920,1,30,,,,0.8,1.0,1.2,,2.4,-9.6,,,,,,,9.0,9.0,7.0,SE,SE,SE,10,10,10,3.9,,,,,
20210,Tylstrup,TYLSTRUP,1920,1,31,,,,0.9,1.8,0.2,,3.1,0.0,,,,,,,3.0,1.0,8.0,SSW,SE,SE,2,6,8,,,,,,
20210,Tylstrup,TYLSTRUP,1920,2,1,,,,1.6,2.6,2.0,,4.0,-0.3,,,,,,,2.0,2.0,6.0,S,S,S,10,6,8,10.2,,,,,
20210,Tylstrup,TYLSTRUP,1920,2,2,,,,3.6,5.4,5.2,,5.7,1.4,,,,,,,6.0,6.0,8.0,SSW,SW,SW,6,7,4,1.3,,,,,
20210,Tylstrup,TYLSTRUP,1920,2,3,,,,5.3,4.8,4.6,,5.4,3.0,,,,,,,6.0,8.0,8.0,SW,SW,SW,10,10,10,0.1,,,,,
20210,Tylstrup,TYLSTRUP,1920,2,4,,,,3.7,5.0,3.0,,5.6,3.4,,,,,,,4.0,7.0,8.0,SW,SW,SW,8,4,1,1.0,,,,,
20210,Tylstrup,TYLSTRUP,1920,2,5,,,,1.0,4.0,0.0,,5.3,0.0,,,,,,,2.0,3.0,1.0,SW,SW,SW,3,2,3,,,,,,
20210,Tylstrup,TYLSTRUP,1920,2,6,,,,-1.2,-1.6,-2.0,,-0.8,-2.0,,,,,,,3.0,2.0,1.0,SW,SW,SW,,,10,,,,,,
20210,Tylstrup,TYLSTRUP,1920,2,7,,,,-4.0,0.7,-2.0,,0.8,-4.6,,,,,,,3.0,1.0,1.0,SE,SE,SE,,2,1,,,,,,
20210,Tylstrup,TYLSTRUP,1920,2,8,,,,-0.2,5.0,2.4,,5.3,-4.6,,,,,,,1.0,1.0,5.0,S,S,W,2,1,8,,,,,,
20210,Tylstrup,TYLSTRUP,1920,2,9,,,,1.4,4.7,3.2,,5.3,-0.2,,,,,,,4.0,4.0,6.0,SW,SW,SW,3,7,,,,,,,
20210,Tylstrup,TYLSTRUP,1920,2,10,,,,5.3,6.0,5.0,,6.3,1.3,,,,,,,5.0,8.0,4.0,SW,SW,SW,10,10,10,12.1,,,,,
20210,Tylstrup,TYLSTRUP,1920,2,11,,,,4.1,4.0,3.0,,4.3,3.4,,,,,,,6.0,5.0,8.0,SW,SW,SW,9,5,10,5.3,,,,,
20210,Tylstrup,TYLSTRUP,1920,2,12,,,,1.4,0.7,0.4,,5.1,0.0,,,,,,,2.0,1.0,1.0,NW,NW,NW,1,1,2,3.8,,,,,
20210,Tylstrup,TYLSTRUP,1920,2,13,,,,0.6,1.2,2.0,,5.3,-0.5,,,,,,,2.0,5.0,6.0,S,S,S,10,10,10,,,,,,
20210,Tylstrup,TYLSTRUP,1920,2,14,,,,3.1,4.2,1.8,,4.3,0.1,,,,,,,4.0,7.0,3.0,S,WSW,W,6,2,4,5.3,,,,,
20210,Tylstrup,TYLSTRUP,1920,2,15,,,,-1.9,1.8,0.2,,5.1,-2.7,,,,,,,1.0,1.0,2.0,NW,W,SE,1,5,3,0.4,,,,,
20210,Tylstrup,TYLSTRUP,1920,2,16,,,,0.4,3.4,1.0,,4.1,-2.5,,,,,,,5.0,2.0,1.0,SE,SE,SE,10,8,8,,,,,,
20210,Tylstrup,TYLSTRUP,1920,2,17,,,,-0.5,3.6,2.4,,4.1,-2.0,,,,,,,1.0,2.0,1.0,SE,SE,SE,10,6,10,,,,,,
20210,Tylstrup,TYLSTRUP,1920,2,18,,,,0.0,6.0,1.0,,6.1,-2.0,4.4,5.8,4.6,96,83,93,1.0,1.0,1.0,SE,S,SE,10,10,10,,,,,,
20210,Tylstrup,TYLSTRUP,1920,2,19,,,,1.2,6.0,2.8,,6.2,-0.5,4.9,6.6,5.2,98,94,92,2.0,3.0,2.0,SSW,S,S,,10,10,,,,,,
20210,Tylstrup,TYLSTRUP,1920,2,20,,,,-1.6,-1.3,0.4,,0.9,-1.9,4.1,4.2,4.4,100,100,93,7.0,7.0,8.0,NE,NE,SE,10,10,,3.2,,,,,
20210,Tylstrup,TYLSTRUP,1920,2,21,,,,0.7,0.4,1.0,,5.8,-1.6,4.5,4.7,4.4,93,100,90,4.0,1.0,1.0,SE,S,SW,,,1,10.8,,,,,
20210,Tylstrup,TYLSTRUP,1920,2,22,,,,-0.2,3.6,4.2,,5.5,-4.6,4.0,5.4,5.6,86,91,91,1.0,5.0,7.0,SW,SW,SSW,2,1,10,0.2,,,,,
20210,Tylstrup,TYLSTRUP,1920,2,23,,,,5.4,7.7,3.6,,7.9,-2.0,6.0,6.3,5.7,90,81,97,6.0,7.0,6.0,WSW,W,W,8,6,2,0.1,,,,,
20210,Tylstrup,TYLSTRUP,1920,2,24,,,,3.3,5.0,2.4,,5.3,2.7,5.8,6.4,5.1,100,98,94,,,3.0,,,SW,,,10,,,,,,
20210,Tylstrup,TYLSTRUP,1920,2,25,,,,2.4,5.1,3.6,,5.3,1.5,5.4,6.0,5.6,100,91,94,,,4.0,,,S,,,10,,,,,,
20210,Tylstrup,TYLSTRUP,1920,2,26,,,,3.2,2.9,2.8,,3.3,2.0,5.6,5.6,4.9,97,98,87,,,8.0,,,W,,,1,,,,,,
20210,Tylstrup,TYLSTRUP,1920,2,27,,,,0.9,3.5,1.4,,4.3,0.1,4.6,,4.4,95,,87,,,,,,,10,7,3,7.4,,,,,
20210,Tylstrup,TYLSTRUP,1920,2,28,,,,-0.2,3.0,3.6,,5.5,-1.1,3.9,5.6,5.4,84,98,91,,,4.0,,,SW,7,,10,,,,,,
20210,Tylstrup,TYLSTRUP,1920,2,29,,,,5.4,9.0,3.8,,9.5,-0.7,6.0,6.3,5.3,90,73,88,9.0,8.0,4.0,SW,SW,SW,10,1,3,2.7,,,,,
20210,Tylstrup,TYLSTRUP,1920,3,1,,,,7.4,8.9,6.4,,9.3,-0.5,7.1,6.5,6.8,92,77,95,4.0,2.0,4.0,SW,SW,SW,10,10,10,,,,,,
20210,Tylstrup,TYLSTRUP,1920,3,2,,,,5.2,5.9,4.2,,7.0,3.7,6.1,6.2,5.6,91,89,91,4.0,5.0,8.0,SW,SW,SW,10,10,1,,,,,,
20210,Tylstrup,TYLSTRUP,1920,3,3,,,,3.2,4.3,5.6,,7.1,2.5,5.0,5.7,6.6,88,91,97,4.0,8.0,8.0,SW,SW,SW,10,10,8,0.1,,,,,
20210,Tylstrup,TYLSTRUP,1920,3,4,,,,5.8,7.8,4.6,,8.0,3.0,5.8,5.8,5.6,83,73,88,9.0,10.0,4.0,WSW,W,W,8,2,6,2.2,,,,,
20210,Tylstrup,TYLSTRUP,1920,3,5,,,,6.3,8.8,5.0,,9.0,3.7,6.9,6.8,6.5,97,80,100,5.0,4.0,2.0,SW,SW,SW,,5,10,,,,,,
20210,Tylstrup,TYLSTRUP,1920,3,6,,,,5.0,8.6,8.0,,10.3,3.5,6.2,7.9,7.6,96,95,95,4.0,5.0,6.0,SW,SSW,SW,,10,10,,,,,,
20210,Tylstrup,TYLSTRUP,1920,3,7,,,,9.4,5.0,2.4,,9.4,4.6,8.2,5.6,5.1,93,86,94,6.0,4.0,6.0,SW,SW,SW,10,2,1,3.5,,,,,
20210,Tylstrup,TYLSTRUP,1920,3,8,,,,0.6,1.6,-1.4,,2.7,-0.5,3.8,3.7,3.7,79,72,88,4.0,3.0,1.0,SSW,NW,W,6,4,2,,,,,,
20210,Tylstrup,TYLSTRUP,1920,3,9,,,,0.4,4.2,-0.2,,5.1,-2.0,3.6,2.5,3.8,76,40,82,,,,,,,1,,1,,,,,,
20210,Tylstrup,TYLSTRUP,1920,3,10,,,,1.0,3.7,2.0,,4.0,-1.1,4.4,4.3,4.9,90,71,93,,,,,,,4,5,0,,,,,,
20210,Tylstrup,TYLSTRUP,1920,3,11,,,,1.2,5.2,4.2,,6.1,0.5,4.2,3.9,5.1,83,58,82,,,,,,,4,5,10,,,,,,
20210,Tylstrup,TYLSTRUP,1920,3,12,,,,-0.2,1.8,0.0,,2.4,-2.3,3.7,4.4,3.0,79,83,65,,,,,,,5,5,8,,,,,,
20210,Tylstrup,TYLSTRUP,1920,3,13,,,,0.8,4.0,1.8,,5.5,-2.0,4.4,5.5,5.0,90,91,97,,,,,,,3,5,10,4.8,,,,,
20210,Tylstrup,TYLSTRUP,1920,3,14,,,,1.1,3.0,5.0,,3.1,0.0,4.9,5.3,6.0,98,94,91,2.0,3.0,6.0,ESE,SE,SE,10,10,10,0.4,,,,,
20210,Tylstrup,TYLSTRUP,1920,3,15,,,,2.0,1.8,0.4,,2.4,0.4,4.8,4.5,4.6,90,87,97,8.0,10.0,10.0,ESE,ESE,ESE,10,10,10,,,,,,
20210,Tylstrup,TYLSTRUP,1920,3,16,,,,2.3,3.6,3.8,,5.2,0.0,5.3,5.9,5.6,98,98,94,6.0,3.0,3.0,ESE,S,SSW,,,10,6.3,,,,,
20210,Tylstrup,TYLSTRUP,1920,3,17,,,,2.8,7.0,4.4,,8.1,1.6,4.9,,6.1,87,,97,5.0,6.0,2.0,SSW,SSW,SW,7,4,10,4.2,,,,,
20210,Tylstrup,TYLSTRUP,1920,3,18,,,,5.9,6.8,3.2,,7.3,2.4,5.1,5.1,5.0,74,68,88,10.0,10.0,10.0,W,W,W,4,2,1,3.5,,,,,
