#statid,stnavn,tabnavn,YYYY,MM,DD,tryk8,tryk14,tryk21,t8,t14,t21,tavg,tmax,tmin,dptryk8,dptryk14,dptryk21,rh8,rh14,rh21,V8,V14,V21,dir8,dir14,dir21,skydk8,skydk14,skydk21,p24,sigt,snedk,Hsne,thav,
29280,Sorø syd,SORØ SYD,1957,8,1,1018.2,1018.3,1017.5,16.4,20.9,15.2,,21.1,13.2,11.1,10.8,9.8,80,59,76,2.0,2.0,2.0,NW,WNW,NNW,3,3,1,,7,,0.0,,
29280,Sorø syd,SORØ SYD,1957,8,2,1017.8,1018.8,1018.2,15.7,18.3,15.3,,20.5,12.7,9.8,10.4,10.2,74,66,79,2.0,4.0,3.0,NW,WNW,WNW,4,3,3,,6,,0.0,,
29280,Sorø syd,SORØ SYD,1957,8,3,1017.0,1016.3,1016.0,15.1,21.8,14.8,,22.1,12.8,10.3,13.3,12.0,81,69,96,2.0,3.0,2.0,WNW,WNW,WNW,5,3,1,,6,,0.0,,
29280,Sorø syd,SORØ SYD,1957,8,4,1017.6,1017.5,1018.3,16.5,24.5,13.5,,24.5,13.4,12.9,8.1,10.3,93,35,90,1.0,1.0,0.0,NW,NNW,,6,1,0,,7,,0.0,,
29280,Sorø syd,SORØ SYD,1957,8,5,1018.6,1018.4,1017.9,18.2,26.0,15.5,,26.6,12.4,12.9,9.5,10.6,83,39,81,1.0,1.0,0.0,NW,S,,0,3,0,,7,,0.0,,
29280,Sorø syd,SORØ SYD,1957,8,6,1017.0,1014.8,1012.7,19.2,25.0,16.3,,26.4,10.6,10.4,11.1,11.1,63,47,80,1.0,4.0,0.0,S,S,,0,4,4,,6,,0.0,,
29280,Sorø syd,SORØ SYD,1957,8,7,1007.8,1006.2,1006.4,19.7,16.6,15.9,,22.7,14.9,13.5,12.4,12.4,80,89,92,1.0,2.0,0.0,W,NW,,7,7,4,,5,,0.0,,
29280,Sorø syd,SORØ SYD,1957,8,8,1007.0,1007.2,1006.7,16.1,21.8,15.9,,22.6,11.8,12.9,13.0,12.0,95,67,89,1.0,2.0,1.0,NW,SE,SE,8,4,0,7.5,5,,0.0,,
29280,Sorø syd,SORØ SYD,1957,8,9,1002.0,999.2,994.0,16.5,18.5,16.4,,18.6,12.6,11.2,11.4,13.0,80,72,94,,,,,,,7,7,8,,2,,0.0,,
29280,Sorø syd,SORØ SYD,1957,8,10,989.9,,,17.5,21.1,16.6,,21.1,16.0,14.0,13.9,12.7,94,75,91,,,,,,,,6,5,13.1,5,,0.0,,
29280,Sorø syd,SORØ SYD,1957,8,11,,,,18.3,22.0,16.4,,22.0,16.2,13.2,13.1,12.4,84,67,89,,,,,,,7,3,7,0.3,3,,0.0,,
29280,Sorø syd,SORØ SYD,1957,8,12,,,,16.3,18.4,15.8,,18.7,14.4,11.8,14.5,13.1,85,92,98,,,,,,,8,6,3,5.1,,,0.0,,
29280,Sorø syd,SORØ SYD,1957,8,13,,,,15.8,18.9,13.9,,20.0,14.6,12.8,14.2,11.3,96,87,96,,,0.0,,,,6,7,0,0.7,6,,0.0,,
