#statid,stnavn,tabnavn,YYYY,MM,DD,tryk8,tryk14,tryk21,t8,t14,t21,tavg,tmax,tmin,dptryk8,dptryk14,dptryk21,rh8,rh14,rh21,V8,V14,V21,dir8,dir14,dir21,skydk8,skydk14,skydk21,p24,sigt,snedk,Hsne,thav,
34210,Upernavik,UPERNIVIK,1874,1,1,,,,-29.5,-30.5,,,,,,,,,,,,,0.0,,,,0,0,0,,,,,,
34210,Upernavik,UPERNIVIK,1874,1,2,,,,-27.3,-23.9,-26.0,-25.7,,,,,,,,,,,,,,,5,8,0,,,,,,
34210,Upernavik,UPERNIVIK,1874,1,3,,,,-18.5,-20.1,-21.5,-20.0,,,,,,,,,,,,,,,10,10,10,,,,,,
34210,Upernavik,UPERNIVIK,1874,1,4,,,,-24.2,-25.9,-29.5,-26.5,,,,,,,,,4.0,2.0,0.0,SW,SW,,10,10,0,,,,,,
34210,Upernavik,UPERNIVIK,1874,1,5,,,,-28.3,-27.5,-25.5,-27.1,,,,,,,,,0.0,0.0,0.0,,,,2,2,0,,,,,,
34210,Upernavik,UPERNIVIK,1874,1,6,,,,-25.2,-24.0,,,,,,,,,,,0.0,0.0,4.6,,,SW,5,10,10,3.4,,,,,
34210,Upernavik,UPERNIVIK,1874,1,7,,,,,-18.5,,,,,,,,,,,4.6,1.0,5.6,SW,E,SW,10,10,10,,,,,,
34210,Upernavik,UPERNIVIK,1874,1,8,,,,-24.4,-31.5,-33.0,-29.6,,,,,,,,,4.0,2.0,2.5,SW,N,SW,10,5,5,5.5,,,,,
34210,Upernavik,UPERNIVIK,1874,1,9,,,,-32.2,-31.4,-33.1,-32.2,,,,,,,,,1.0,1.0,,N,N,,0,0,0,0.3,,,,,
34210,Upernavik,UPERNIVIK,1874,1,10,,,,-34.3,-33.2,-34.4,-34.0,,,,,,,,,,,,,,,0,2,2,,,,,,
34210,Upernavik,UPERNIVIK,1874,1,11,,,,-33.5,-34.5,-34.1,-34.0,,,,,,,,,,,,,,,2,5,0,,,,,,
34210,Upernavik,UPERNIVIK,1874,1,12,,,,-33.5,-33.7,-34.1,-33.8,,,,,,,,,,1.0,1.0,,NE,N,0,0,0,,,,,,
34210,Upernavik,UPERNIVIK,1874,1,13,,,,-33.2,-33.5,-34.4,-33.7,,,,,,,,,2.0,1.0,1.0,N,N,N,0,2,0,,,,,,
34210,Upernavik,UPERNIVIK,1874,1,14,,,,-30.6,-30.7,-26.9,-29.4,,,,,,,,,1.0,2.0,2.5,E,E,SW,5,2,5,,,,,,
34210,Upernavik,UPERNIVIK,1874,1,15,,,,-25.4,-25.8,-24.5,-25.2,,,,,,,,,2.0,1.0,2.0,SW,SW,SW,10,8,5,,,,,,
34210,Upernavik,UPERNIVIK,1874,1,16,,,,-27.5,-27.3,-29.5,-28.1,,,,,,,,,,2.0,,,E,,0,2,0,,,,,,
34210,Upernavik,UPERNIVIK,1874,1,17,,,,-30.4,-30.7,-31.6,-30.9,,,,,,,,,1.0,2.0,1.0,E,NE,N,0,0,0,,,,,,
34210,Upernavik,UPERNIVIK,1874,1,18,,,,-31.6,-31.1,-30.9,-31.2,,,,,,,,,0.0,0.0,0.0,,,,0,0,0,,,,,,
34210,Upernavik,UPERNIVIK,1874,1,19,,,,-31.5,-31.1,-32.5,-31.7,,,,,,,,,1.0,0.0,1.0,E,,E,0,0,0,,,,,,
34210,Upernavik,UPERNIVIK,1874,1,20,,,,-32.3,-32.4,-31.1,-31.9,,,,,,,,,1.0,2.0,1.0,N,N,E,0,0,0,,,,,,
34210,Upernavik,UPERNIVIK,1874,1,21,,,,-31.4,-31.5,-32.4,-31.8,,,,,,,,,0.0,0.0,1.0,,,E,0,0,0,,,,,,
34210,Upernavik,UPERNIVIK,1874,1,22,,,,-32.2,-31.3,-32.3,-31.9,,,,,,,,,2.0,1.0,2.0,N,NE,E,2,0,0,,,,,,
34210,Upernavik,UPERNIVIK,1874,1,23,,,,-31.5,-29.7,-30.3,-30.5,,,,,,,,,1.0,1.0,1.0,N,N,N,0,0,0,,,,,,
34210,Upernavik,UPERNIVIK,1874,1,24,,,,-30.4,-31.0,-32.0,-31.1,,,,,,,,,2.0,1.0,1.0,N,N,N,5,5,2,,,,,,
34210,Upernavik,UPERNIVIK,1874,1,25,,,,-31.4,-32.0,-29.8,-31.1,,,,,,,,,2.0,2.0,2.0,NE,NE,N,5,8,8,,,,,,
34210,Upernavik,UPERNIVIK,1874,1,26,,,,-31.6,-31.7,-30.4,-31.2,,,,,,,,,2.0,2.0,1.0,NE,NE,NE,5,5,5,,,,,,
34210,Upernavik,UPERNIVIK,1874,1,27,,,,-32.5,-32.0,-32.3,-32.3,,,,,,,,,1.0,2.0,1.0,N,N,N,5,2,2,,,,,,
34210,Upernavik,UPERNIVIK,1874,1,28,,,,-28.8,-27.7,-26.9,-27.8,,,,,,,,,2.0,1.0,2.0,W,SW,SW,5,5,5,,,,,,
34210,Upernavik,UPERNIVIK,1874,1,29,,,,-27.7,-28.3,-29.1,-28.4,,,,,,,,,2.5,0.0,0.0,SW,,,5,5,2,,,,,,
34210,Upernavik,UPERNIVIK,1874,1,30,,,,-26.0,-27.5,-28.5,-27.3,,,,,,,,,1.0,1.0,0.0,E,E,,5,0,0,,,,,,
