#statid,stnavn,tabnavn,YYYY,MM,DD,tryk8,tryk14,tryk21,t8,t14,t21,tavg,tmax,tmin,dptryk8,dptryk14,dptryk21,rh8,rh14,rh21,V8,V14,V21,dir8,dir14,dir21,skydk8,skydk14,skydk21,p24,sigt,snedk,Hsne,thav,
,Daugaard,Daugaard,1867,12,1,,,980.8,3.5,,,,1.0,,,,,,,,2.5,,,S,,,3,,3,15.7,,,,,
,Daugaard,Daugaard,1867,12,2,992.3,961.9,975.5,3.9,1.0,-2.7,,,2.0,,,,,,,1.5,2.0,2.5,SV,NV,NO,3,3,3,,,,,,
,Daugaard,Daugaard,1867,12,3,995.5,1004.8,1014.5,-3.0,-3.4,-6.6,,,-3.8,,,,,,,3.0,2.5,1.0,N,N,N,3,0,0,,,,,,
,Daugaard,Daugaard,1867,12,4,1017.7,1016.2,1013.0,-5.2,0.5,-3.0,,,-8.5,,,,,,,1.0,1.0,1.0,NV,NV,NV,0,,0,,,,,,
,Daugaard,Daugaard,1867,12,5,1007.6,1003.0,999.8,-4.4,-2.7,-6.0,,,-6.0,,,,,,,1.0,1.0,1.0,N,N,SV,0,0,1,,,,,,
,Daugaard,Daugaard,1867,12,6,995.5,997.2,998.7,-6.1,-3.2,-3.7,,,-8.0,,,,,,,1.0,1.0,1.0,S,S,S,0,0,2,,,,,,
,Daugaard,Daugaard,1867,12,7,1002.7,1006.2,1010.1,-1.7,-2.6,-8.1,,,-3.5,,,,,,,2.0,2.5,1.0,NO,NO,N,3,0,0,,,,,,
,Daugaard,Daugaard,1867,12,8,1009.7,,1014.0,-7.0,,-6.2,,,-9.0,,,,,,,1.0,1.0,1.0,N,N,N,0,0,0,,,,,,
,Daugaard,Daugaard,1867,12,9,1014.5,1013.6,1001.3,-9.8,-5.8,-1.2,,,-11.0,,,,,,,1.0,1.0,2.0,N,V,SV,,0,3,,,,,,
,Daugaard,Daugaard,1867,12,10,993.7,992.9,982.5,1.6,2.8,4.4,,,-2.0,,,,,,,1.0,1.0,2.5,NV,V,V,0,3,3,,,,,,
,Daugaard,Daugaard,1867,12,11,988.6,990.8,980.4,1.3,2.2,3.8,,,0.0,,,,,,,2.0,1.0,1.0,NV,V,SO,3,0,3,,,,,,
,Daugaard,Daugaard,1867,12,12,990.1,992.9,984.8,1.4,1.8,1.4,,,-0.5,,,,,,,2.0,1.0,1.5,N,V,V,0,3,0,,,,,,
,Daugaard,Daugaard,1867,12,13,996.4,1004.3,1008.2,-6.2,-6.8,-5.2,,,-7.0,,,,,,,1.0,1.0,1.0,NV,NO,NO,3,0,2,,,,,,
,Daugaard,Daugaard,1867,12,14,1005.9,1001.1,983.9,-3.7,-0.9,2.6,,,-9.0,,,,,,,1.0,0.5,1.0,O,SO,SO,2,3,3,,,,,,
,Daugaard,Daugaard,1867,12,15,978.6,983.8,996.3,-1.0,-2.2,-2.8,,,-2.0,,,,,,,1.0,2.5,1.0,N,NV,NV,2,2,2,,,,,,
,Daugaard,Daugaard,1867,12,16,992.1,989.9,989.0,-1.7,-0.1,0.0,,,-4.0,,,,,,,1.0,0.5,1.5,S,S,SV,3,3,,18.4,,,,,
