#statid,stnavn,tabnavn,YYYY,MM,DD,tryk8,tryk14,tryk21,t8,t14,t21,tavg,tmax,tmin,dptryk8,dptryk14,dptryk21,rh8,rh14,rh21,V8,V14,V21,dir8,dir14,dir21,skydk8,skydk14,skydk21,p24,sigt,snedk,Hsne,thav,
4065,Grimsey,GRIMSEY (AKUREYRI),1874,1,1,963.0,958.3,958.9,,,,,-5.7,-11.2,,,,,,,2.0,1.0,,SE,SSE,,10,10,10,3.8,,,,,
4065,Grimsey,GRIMSEY (AKUREYRI),1874,1,2,972.2,980.7,987.4,,,,,-1.8,-9.9,,,,,,,3.0,3.0,3.0,NNE,NE,NE,10,10,10,2.3,,,,,
4065,Grimsey,GRIMSEY (AKUREYRI),1874,1,3,997.6,1000.4,1005.0,,,,,-8.1,-20.2,,,,,,,2.0,2.0,1.0,NE,NE,ENE,10,10,10,1.8,,,,,
4065,Grimsey,GRIMSEY (AKUREYRI),1874,1,4,1004.8,999.6,991.2,,,,,-15.5,-16.2,,,,,,,1.0,,2.0,WSW,,WSW,10,10,10,,,,,,
4065,Grimsey,GRIMSEY (AKUREYRI),1874,1,5,979.0,979.8,986.7,,,,,-9.7,-14.7,,,,,,,2.0,,2.0,NW,,ESE,10,10,10,,,,,,
4065,Grimsey,GRIMSEY (AKUREYRI),1874,1,6,965.9,959.7,962.7,,,,,-4.5,-16.3,,,,,,,3.0,,2.0,ESE,,WNW,10,10,10,2.3,,,,,
4065,Grimsey,GRIMSEY (AKUREYRI),1874,1,7,986.2,991.1,989.9,,,,,-0.3,-15.2,,,,,,,2.0,2.0,3.0,NW,NNW,N,10,10,10,,,,,,
4065,Grimsey,GRIMSEY (AKUREYRI),1874,1,8,987.2,992.2,997.1,,,,,-10.8,-14.7,,,,,,,3.0,2.0,2.0,N,NNE,NNE,10,10,10,1.9,,,,,
4065,Grimsey,GRIMSEY (AKUREYRI),1874,1,9,996.6,996.4,994.2,,,,,-10.1,-14.7,,,,,,,2.0,0.0,1.0,NE,,SSE,10,10,10,4.5,,,,,
4065,Grimsey,GRIMSEY (AKUREYRI),1874,1,10,992.2,990.7,985.5,,,,,-7.1,-10.9,,,,,,,3.5,2.0,2.0,WNW,WNW,NW,10,10,10,5.4,,,,,
4065,Grimsey,GRIMSEY (AKUREYRI),1874,1,11,982.6,985.5,985.9,,,,,-17.8,-20.7,,,,,,,2.0,4.0,5.0,NNW,WNW,N,10,10,10,,,,,,
4065,Grimsey,GRIMSEY (AKUREYRI),1874,1,12,1003.8,1008.6,1012.6,,,,,,,,,,,,,5.0,5.0,5.0,N,N,N,10,10,10,,,,,,
4065,Grimsey,GRIMSEY (AKUREYRI),1874,1,13,1006.3,1003.6,1001.9,,,,,-15.8,-17.2,,,,,,,3.0,2.0,2.0,NNW,WNW,NNW,10,10,10,16.5,,,,,
4065,Grimsey,GRIMSEY (AKUREYRI),1874,1,14,996.4,991.2,981.4,,,,,-13.3,-14.2,,,,,,,1.0,1.0,1.0,SE,NE,SE,10,10,10,,,,,,
4065,Grimsey,GRIMSEY (AKUREYRI),1874,1,15,982.0,981.0,979.9,,,,,-4.8,-10.5,,,,,,,1.0,0.0,1.0,N,,SSE,10,10,5,,,,,,
4065,Grimsey,GRIMSEY (AKUREYRI),1874,1,16,978.3,978.7,986.0,,,,,-4.5,-5.2,,,,,,,2.0,2.0,2.0,N,N,N,10,10,10,,,,,,
4065,Grimsey,GRIMSEY (AKUREYRI),1874,1,17,994.0,991.0,984.3,,,,,-14.5,-17.7,,,,,,,2.0,2.0,2.0,NNW,N,E,10,10,10,,,,,,
4065,Grimsey,GRIMSEY (AKUREYRI),1874,1,18,977.1,976.1,981.9,,,,,-15.8,-19.2,,,,,,,1.0,2.0,1.0,NE,NE,NE,10,10,10,,,,,,
4065,Grimsey,GRIMSEY (AKUREYRI),1874,1,19,983.4,981.8,978.7,,,,,-15.3,-18.2,,,,,,,1.0,1.0,1.0,W,ESE,SE,10,10,10,,,,,,
4065,Grimsey,GRIMSEY (AKUREYRI),1874,1,20,963.7,961.7,957.9,,,,,-2.1,-17.2,,,,,,,1.0,1.0,0.0,E,W,,10,10,10,,,,,,
