#statid,stnavn,tabnavn,YYYY,MM,DD,tryk8,tryk14,tryk21,t8,t14,t21,tavg,tmax,tmin,dptryk8,dptryk14,dptryk21,rh8,rh14,rh21,V8,V14,V21,dir8,dir14,dir21,skydk8,skydk14,skydk21,p24,sigt,snedk,Hsne,thav,
,Nanortalik,NANORTALIK,1921,3,1,1018.3,1005.2,1002.8,-12.0,-5.0,-5.0,,,,1.3,3.0,3.0,74,95,95,1.0,2.0,5.0,N,N,SE,9,9,10,,,,,,
,Nanortalik,NANORTALIK,1921,3,2,1009.4,1011.4,1013.6,-7.5,-8.0,-10.5,,,,1.7,2.3,1.5,69,94,77,7.0,2.0,1.0,WNW,WNW,NNW,8,6,3,,,,,,
,Nanortalik,NANORTALIK,1921,3,3,1014.4,1016.6,1020.7,-13.0,-6.9,-7.5,,,,1.2,1.7,1.7,72,65,67,1.0,2.0,2.0,NNW,N,NE,1,1,9,,,,,,
,Nanortalik,NANORTALIK,1921,3,4,1021.1,1014.0,1010.6,-3.0,-3.6,-3.5,,,,2.6,3.0,3.1,72,87,89,2.0,7.0,8.0,NE,NE,NE,10,10,9,,,,,,
,Nanortalik,NANORTALIK,1921,3,5,997.6,991.8,988.3,0.0,2.0,1.0,,,,4.4,2.5,3.9,96,48,79,7.0,6.0,2.0,NE,NE,WNW,10,10,10,,,,,,
,Nanortalik,NANORTALIK,1921,3,6,989.5,988.4,991.4,-3.6,-7.5,-7.8,,,,3.2,1.3,2.2,91,52,89,6.0,7.0,8.0,WNW,WNW,WNW,,,10,,,,,,
,Nanortalik,NANORTALIK,1921,3,7,991.8,982.8,982.3,-11.0,-6.0,-3.5,,,,1.5,2.4,2.9,76,82,83,2.0,2.0,1.0,N,N,NE,1,10,10,,,,,,
,Nanortalik,NANORTALIK,1921,3,8,986.7,991.9,995.8,-8.0,-7.5,-9.0,,,,0.9,2.0,1.5,37,81,66,7.0,7.0,8.0,WNW,WNW,WNW,,9,1,,,,,,
,Nanortalik,NANORTALIK,1921,3,9,993.6,994.4,996.6,-9.0,-7.6,-16.0,,,,1.9,1.7,0.8,85,69,66,3.0,6.0,1.0,WNW,WNW,NNW,3,3,1,,,,,,
,Nanortalik,NANORTALIK,1921,3,10,994.6,986.7,968.1,-10.0,-2.4,-3.7,,,,1.9,3.2,3.0,90,83,89,,3.0,7.0,,SE,NE,9,10,10,,,,,,
,Nanortalik,NANORTALIK,1921,3,11,963.4,959.4,963.9,-7.0,-6.0,-5.5,,,,2.5,2.4,2.1,94,82,70,8.0,7.0,3.0,WNW,WNW,NE,10,10,9,,,,,,
,Nanortalik,NANORTALIK,1921,3,12,974.6,977.3,978.1,-2.0,-3.0,-5.5,,,,4.0,3.5,2.5,100,96,83,5.0,6.0,4.0,NNW,WNW,WNW,9,7,10,,,,,,
,Nanortalik,NANORTALIK,1921,3,13,980.2,980.8,979.6,-7.0,-7.5,-8.5,,,,2.5,1.3,1.9,94,52,79,6.0,6.0,7.0,WNW,WNW,WNW,9,10,9,,,,,,
,Nanortalik,NANORTALIK,1921,3,14,973.4,967.4,972.7,-9.0,-6.0,-10.0,,,,1.8,2.4,1.3,78,82,61,1.0,2.0,2.0,ENE,ENE,NNE,9,9,1,,,,,,
,Nanortalik,NANORTALIK,1921,3,15,981.0,980.7,978.5,-7.0,-4.8,-4.9,,,,,2.9,2.4,,90,76,4.0,3.0,4.0,N,NNW,WNW,9,9,9,,,,,,
,Nanortalik,NANORTALIK,1921,3,16,982.6,985.8,993.6,-7.0,-4.0,-5.5,,,,2.2,2.5,1.7,81,73,58,2.0,5.0,7.0,N,WNW,WNW,8,9,9,,,,,,
,Nanortalik,NANORTALIK,1921,3,17,1004.6,1004.6,1004.4,-5.0,-4.4,-7.5,,,,2.4,2.7,2.2,79,81,86,4.0,2.0,1.0,N,N,N,3,9,9,,,,,,
,Nanortalik,NANORTALIK,1921,3,18,991.5,979.6,974.5,-5.5,0.1,-1.0,,,,,3.5,4.1,,76,96,2.0,1.0,7.0,NNE,NW,NW,10,10,10,,,,,,
