#statid,stnavn,tabnavn,YYYY,MM,DD,tryk8,tryk14,tryk21,t8,t14,t21,tavg,tmax,tmin,dptryk8,dptryk14,dptryk21,rh8,rh14,rh21,V8,V14,V21,dir8,dir14,dir21,skydk8,skydk14,skydk21,p24,sigt,snedk,Hsne,thav,
20610,Terndrup,TERNDRUP,1983,1,1,,,,4.1,6.4,5.9,,6.9,2.7,5.6,6.9,6.6,92,96,94,2.0,3.0,2.0,18,18,18,8,8,8,0.3,+5+6,0,0.0,,
20610,Terndrup,TERNDRUP,1983,1,2,,,,2.1,3.1,1.4,,3.5,1.8,5.0,5.0,4.8,94,88,94,1.0,1.0,1.0,23,20,23,3,4,8,3.5,+-+7,0,0.0,,
20610,Terndrup,TERNDRUP,1983,1,3,,,,1.5,1.8,6.4,,7.4,-0.2,4.8,5.0,7.0,94,96,97,2.0,3.0,1.0,16,16,18,8,8,8,,+-+8,0,0.0,,
20610,Terndrup,TERNDRUP,1983,1,4,,,,6.7,,6.3,,4.8,7.1,1.1,7.3,7.0,56,100,99,1.0,1.0,5.0,18,9,27,8,8,3,2.9,+5+8,0,0.0,,
20610,Terndrup,TERNDRUP,1983,1,5,,,,0.8,,3.3,,5.5,10.5,0.2,4.9,5.0,66,100,86,1.0,3.0,3.0,18,18,16,8,8,8,8.1,+-+4,0,0.0,,
20610,Terndrup,TERNDRUP,1983,1,6,,,,10.3,9.7,4.9,,10.4,0.6,8.0,8.0,5.6,85,89,86,3.0,4.0,3.0,20,23,25,8,8,8,0.6,+-+8,0,0.0,,
20610,Terndrup,TERNDRUP,1983,1,7,,,,3.4,3.5,3.3,,4.7,2.4,4.5,5.0,5.6,78,85,97,2.0,3.0,3.0,23,23,25,2,8,8,6.5,++5,0,0.0,,
20610,Terndrup,TERNDRUP,1983,1,8,,,,2.4,4.6,4.4,,7.1,2.2,5.0,5.3,5.4,93,83,86,2.0,3.0,2.0,27,25,27,8,5,8,5.8,+-+4,0,0.0,,
20610,Terndrup,TERNDRUP,1983,1,9,,,,7.1,5.6,4.3,,7.1,1.9,6.5,5.9,5.5,86,87,89,3.0,4.0,5.0,25,25,27,7,8,8,9.9,+-+8,0,0.0,,
20610,Terndrup,TERNDRUP,1983,1,10,,,,5.4,6.9,6.4,,7.9,1.1,5.9,6.0,6.5,88,81,90,4.0,3.0,2.0,27,25,23,6,8,8,9.0,+-+3,0,0.0,,
20610,Terndrup,TERNDRUP,1983,1,11,,,,7.7,8.3,7.2,,8.6,5.0,7.1,7.4,6.3,90,90,83,3.0,3.0,3.0,25,25,25,6,8,8,,+-+8,0,0.0,,
