#statid,stnavn,tabnavn,YYYY,MM,DD,tryk8,tryk14,tryk21,t8,t14,t21,tavg,tmax,tmin,dptryk8,dptryk14,dptryk21,rh8,rh14,rh21,V8,V14,V21,dir8,dir14,dir21,skydk8,skydk14,skydk21,p24,sigt,snedk,Hsne,thav,
29290,Sorø By,SORØ,1935,2,1,995.4,997.0,992.8,0.9,2.6,2.2,,5.5,-1.8,4.1,4.3,5.3,84,77,98,3.0,3.0,2.0,W,SW,SSW,1,6,10,2.8,,,,,
29290,Sorø By,SORØ,1935,2,2,979.4,976.3,981.4,5.4,3.8,1.4,,5.5,0.3,6.4,4.7,3.8,95,78,74,4.0,4.0,6.0,S,SW,NW,10,5,0,6.1,,,,,
29290,Sorø By,SORØ,1935,2,3,991.1,993.8,989.6,0.2,3.0,1.8,,3.0,0.0,3.6,3.7,3.7,78,66,71,6.0,5.0,5.0,W,W,WSW,1,6,0,,,,,,
29290,Sorø By,SORØ,1935,2,4,993.5,995.4,998.6,0.0,2.0,0.6,,2.2,-0.8,3.4,3.7,4.1,74,69,85,4.0,4.0,4.0,W,W,W,1,9,0,1.5,,,,,
29290,Sorø By,SORØ,1935,2,5,998.4,997.9,999.6,0.7,1.0,-3.0,,1.6,-0.8,3.5,3.8,3.3,71,77,89,1.0,2.0,1.0,W,NW,NNE,8,7,0,,,,,,
29290,Sorø By,SORØ,1935,2,6,1006.2,1009.5,1014.7,-6.3,0.0,-4.5,,0.1,-6.9,2.6,2.9,3.1,93,63,95,1.0,3.0,1.0,N,NW,NW,0,6,0,,,,,,
29290,Sorø By,SORØ,1935,2,7,1018.4,1020.2,1022.4,-5.3,-1.1,-4.8,,-1.0,-6.8,2.8,3.9,2.9,93,92,90,1.0,2.0,2.0,NW,NW,NE,1,1,0,,,,,,
29290,Sorø By,SORØ,1935,2,8,1023.8,1023.9,1023.4,-6.3,-1.6,-3.5,,-1.0,-7.9,2.6,2.8,3.4,93,68,95,1.0,1.0,0.0,NNW,NNW,,9,5,10,,,,,,
29290,Sorø By,SORØ,1935,2,9,1021.9,1020.8,1020.3,-3.1,-0.4,-3.1,,0.0,-6.3,3.3,2.9,2.9,91,65,80,1.0,1.0,1.0,SSE,N,E,10,10,7,,,,,,
29290,Sorø By,SORØ,1935,2,10,1018.8,1016.8,1011.8,-5.8,-1.3,-2.8,,0.3,-6.3,2.6,3.6,3.6,90,86,96,1.0,2.0,4.0,S,SSW,SSE,2,10,10,,,,,,
29290,Sorø By,SORØ,1935,2,11,1009.1,1011.4,1013.9,0.4,1.3,0.0,,2.2,-6.3,4.6,4.7,4.2,96,92,90,1.0,1.0,1.0,NW,NW,SE,10,10,10,2.0,,,,,
29290,Sorø By,SORØ,1935,2,12,1007.8,1002.6,997.8,0.9,1.5,2.7,,3.4,-0.4,4.7,4.9,5.5,96,96,98,4.0,4.0,4.0,SSE,SSE,S,10,10,10,,,,,,
29290,Sorø By,SORØ,1935,2,13,999.0,997.4,991.9,1.6,2.8,3.0,,3.6,0.5,5.0,5.5,5.4,96,98,95,3.0,3.0,4.0,SW,S,S,9,10,10,4.5,,,,,
29290,Sorø By,SORØ,1935,2,14,985.2,982.6,983.8,3.6,4.4,3.9,,5.4,1.5,5.7,6.0,5.4,97,97,88,3.0,3.0,3.0,S,SSW,SW,10,10,10,4.0,,,,,
29290,Sorø By,SORØ,1935,2,15,997.5,997.4,994.3,1.7,4.4,3.9,,5.0,0.7,3.8,5.6,5.6,73,90,92,4.0,4.0,4.0,W,SW,SSW,1,10,10,4.6,,,,,
29290,Sorø By,SORØ,1935,2,16,990.7,986.8,977.1,2.0,3.0,7.1,,7.1,1.2,5.1,5.6,7.0,96,98,93,2.0,3.0,4.0,S,SSE,S,10,10,,5.5,,,,,
29290,Sorø By,SORØ,1935,2,17,980.3,992.4,1005.6,5.2,4.3,0.7,,5.1,2.0,5.0,4.1,4.0,75,66,82,6.0,6.0,2.0,SW,W,WNW,10,9,1,15.5,,,,,
29290,Sorø By,SORØ,1935,2,18,1009.9,1009.2,1009.0,2.4,5.3,5.0,,6.4,-0.5,5.3,6.5,5.9,96,97,90,3.0,3.0,3.0,S,SW,SW,10,10,10,,,,,,
29290,Sorø By,SORØ,1935,2,19,1004.4,1003.2,1002.3,4.8,5.8,5.6,,6.3,1.5,5.9,6.2,6.2,92,90,91,4.0,4.0,4.0,S,S,S,10,10,10,1.4,,,,,
29290,Sorø By,SORØ,1935,2,20,1001.1,999.0,994.4,4.9,5.8,6.8,,9.7,3.0,6.1,5.9,6.5,96,87,88,3.0,3.0,4.0,S,SSE,S,10,10,10,0.9,,,,,
29290,Sorø By,SORØ,1935,2,21,986.7,983.6,984.6,7.3,8.4,5.1,,8.5,4.0,7.3,7.1,5.6,96,87,86,5.0,5.0,4.0,SSW,SW,SW,10,10,8,0.6,,,,,
29290,Sorø By,SORØ,1935,2,22,985.2,981.6,971.3,4.5,6.7,5.4,,7.3,4.5,5.7,5.4,6.2,90,74,92,4.0,4.0,4.0,S,S,SW,10,9,,3.3,,,,,
29290,Sorø By,SORØ,1935,2,23,965.9,968.6,971.5,3.5,5.7,2.5,,5.9,3.2,5.3,5.3,4.8,90,77,87,4.0,4.0,3.0,S,S,S,10,9,1,1.8,,,,,
29290,Sorø By,SORØ,1935,2,24,982.2,986.8,987.1,0.3,2.8,2.0,,3.5,-0.4,3.9,4.4,3.9,93,77,73,2.0,3.0,4.0,SW,SE,SSW,1,4,10,0.8,,,,,
29290,Sorø By,SORØ,1935,2,25,975.7,974.2,976.2,0.6,6.0,4.0,,6.1,0.5,4.7,5.4,5.5,98,78,90,4.0,4.0,3.0,SSE,SSE,SSE,10,7,10,2.2,,,,,
29290,Sorø By,SORØ,1935,2,26,979.2,986.6,994.3,3.7,3.1,2.4,,4.1,0.7,5.5,4.5,4.2,92,79,77,2.0,4.0,4.0,S,WSW,W,10,10,10,10.8,,,,,
29290,Sorø By,SORØ,1935,2,27,998.3,999.1,998.0,0.4,3.5,1.1,,3.8,0.0,4.5,4.1,4.4,94,70,89,1.0,2.0,0.0,WSW,WNW,,0,5,10,,,,,,
29290,Sorø By,SORØ,1935,2,28,995.5,994.8,994.8,0.1,3.6,0.4,,4.2,-0.1,4.4,4.3,4.4,96,73,92,1.0,3.0,3.0,E,SE,SE,0,9,6,,,,,,
29290,Sorø By,SORØ,1935,4,1,994.3,993.0,991.1,5.2,8.0,4.2,,8.3,1.6,5.5,4.0,5.8,83,51,93,4.0,4.0,1.0,SW,SW,SE,9,10,10,5.1,,,,,
29290,Sorø By,SORØ,1935,4,2,989.2,989.5,991.5,2.2,4.0,2.2,,5.2,1.6,5.0,5.0,5.0,93,82,93,2.0,3.0,2.0,SW,SW,NW,10,10,10,1.9,,,,,
29290,Sorø By,SORØ,1935,4,3,994.8,997.2,999.4,1.0,3.1,1.4,,4.2,1.0,4.6,4.4,4.1,92,76,82,3.0,3.0,2.0,WNW,NW,SW,10,10,10,2.8,,,,,
29290,Sorø By,SORØ,1935,4,4,996.8,995.4,994.6,2.4,5.3,1.5,,6.0,-0.2,4.7,4.6,4.7,85,69,93,3.0,3.0,0.0,S,SSE,,8,9,10,,,,,,
29290,Sorø By,SORØ,1935,4,5,990.7,989.6,991.2,0.9,3.0,0.7,,4.5,0.0,4.4,5.0,4.6,89,88,94,1.0,0.0,1.0,NW,,S,10,10,10,3.9,,,,,
29290,Sorø By,SORØ,1935,4,6,990.3,991.5,993.6,1.7,4.2,2.4,,5.5,-1.0,4.4,4.1,5.1,85,66,94,2.0,2.0,3.0,SSE,SSW,SW,9,10,2,3.8,,,,,
29290,Sorø By,SORØ,1935,4,7,997.8,999.9,1000.6,2.8,6.6,3.6,,7.5,1.2,5.1,3.6,5.1,91,50,87,3.0,4.0,1.0,SW,SSW,SSW,10,3,3,1.9,,,,,
29290,Sorø By,SORØ,1935,4,8,997.9,994.7,998.2,3.4,8.0,2.3,,8.8,-1.6,5.0,6.3,5.0,85,79,93,2.0,3.0,0.0,ESE,ESE,,2,5,0,,,,,,
29290,Sorø By,SORØ,1935,4,9,1002.6,1001.5,997.8,2.5,5.0,4.5,,6.8,-1.4,4.9,5.1,5.7,89,78,90,2.0,4.0,3.0,E,ESE,SE,2,10,10,,,,,,
29290,Sorø By,SORØ,1935,4,10,999.2,996.6,995.0,5.3,11.6,8.4,,12.3,2.5,6.6,9.2,7.1,100,91,87,3.0,4.0,3.0,S,SE,SE,10,10,0,3.4,,,,,
29290,Sorø By,SORØ,1935,4,11,995.8,995.8,995.0,8.2,9.7,5.9,,10.7,5.3,7.0,7.2,6.0,87,80,87,5.0,5.0,4.0,SE,S,SE,10,10,1,23.0,,,,,
29290,Sorø By,SORØ,1935,4,12,994.6,994.8,994.4,7.4,9.3,5.5,,10.0,5.0,6.5,6.0,5.0,86,69,74,4.0,4.0,4.0,SW,SW,SW,10,10,9,,,,,,
29290,Sorø By,SORØ,1935,4,13,993.5,997.1,1000.7,3.0,7.4,3.8,,8.5,2.3,5.1,4.3,4.4,90,57,73,4.0,6.0,5.0,WNW,NW,WSW,10,5,1,1.4,,,,,
29290,Sorø By,SORØ,1935,4,14,1000.7,1000.0,1002.0,3.6,6.8,4.0,,8.0,1.8,4.7,4.2,4.1,80,57,67,4.0,4.0,1.0,WNW,W,W,9,4,1,0.8,,,,,
29290,Sorø By,SORØ,1935,4,15,1007.6,1010.0,1011.8,3.7,7.5,3.7,,8.4,0.2,4.9,3.6,5.0,82,47,83,2.0,4.0,0.0,SW,SW,,7,2,0,,,,,,
29290,Sorø By,SORØ,1935,4,16,1009.0,1004.2,1000.4,5.0,9.4,7.3,,10.4,-1.0,4.8,5.4,5.5,74,61,72,1.0,4.0,4.0,SE,SE,SE,1,10,10,,,,,,
29290,Sorø By,SORØ,1935,4,17,995.1,995.8,999.9,6.2,7.5,5.3,,9.5,5.0,5.8,7.2,6.1,82,93,92,4.0,2.0,0.0,ESE,SE,,10,10,8,1.8,,,,,
