#statid,stnavn,tabnavn,YYYY,MM,DD,tryk8,tryk14,tryk21,t8,t14,t21,tavg,tmax,tmin,dptryk8,dptryk14,dptryk21,rh8,rh14,rh21,V8,V14,V21,dir8,dir14,dir21,skydk8,skydk14,skydk21,p24,sigt,snedk,Hsne,thav,
22360,Viby J.,VIBY J.,1983,1,1,1011.1,1007.3,1003.1,4.2,5.4,4.8,,5.8,3.4,6.0,6.5,6.3,97,97,98,2.0,4.0,5.0,23,23,23,8,8,8,1.0,+5+,0,0.0,,
22360,Viby J.,VIBY J.,1983,1,2,1006.6,1009.5,1013.8,2.4,3.8,1.8,,3.8,2.4,5.1,5.3,4.9,94,94,94,4.0,3.0,1.0,23,25,27,2,1,1,0.5,+8+,0,0.0,,
22360,Viby J.,VIBY J.,1983,1,3,1008.7,1001.4,998.2,1.8,3.0,0.6,,5.2,0.6,5.2,5.5,7.5,100,96,97,4.0,5.0,3.0,18,20,23,8,8,8,2.0,+5+,0,0.0,,
22360,Viby J.,VIBY J.,1983,1,4,992.7,983.4,993.0,6.6,,6.6,,7.2,1.8,7.3,7.3,6.0,,100,100,,3.0,4.0,-9,20,18,,8,7,3.2,29 6,0,0.0,,
22360,Viby J.,VIBY J.,1983,1,5,1001.8,999.0,996.6,1.2,4.0,6.7,,10.2,1.2,4.7,5.5,7.3,94,90,100,2.0,3.0,4.0,23,23,20,7,8,8,6.2,+7+,0,0.0,,
22360,Viby J.,VIBY J.,1983,1,6,995.3,994.9,996.9,10.2,10.1,5.4,,10.4,1.0,8.2,7.4,6.1,88,80,91,5.0,6.0,5.0,25,23,25,8,8,8,,+7+,0,0.0,,
22360,Viby J.,VIBY J.,1983,1,7,1001.4,1002.6,1003.7,3.4,2.5,3.0,,4.6,3.1,4.8,5.0,5.3,83,91,93,4.0,5.0,3.0,23,25,29,1,3,8,2.3,+7+,0,0.0,,
22360,Viby J.,VIBY J.,1983,1,8,1005.9,1010.2,1012.7,2.8,4.8,4.7,,6.2,1.6,5.2,5.5,5.5,93,86,86,4.0,5.0,5.0,25,29,25,2,4,8,8.1,+8+,0,0.0,,
22360,Viby J.,VIBY J.,1983,1,9,1003.3,1003.4,1006.6,6.2,5.1,5.6,,7.5,2.5,6.5,5.6,5.9,92,85,87,6.0,5.0,5.0,25,27,27,4,6,8,0.3,+7+,0,0.0,,
22360,Viby J.,VIBY J.,1983,1,10,1008.6,1012.1,1013.9,6.4,7.0,6.5,,8.2,3.6,5.6,5.6,5.9,78,79,90,6.0,4.0,3.0,29,25,25,3,8,8,3.2,+7+,0,0.0,,
22360,Viby J.,VIBY J.,1983,1,11,1014.2,1016.2,1016.2,7.6,9.2,7.8,,9.2,5.6,7.6,6.6,6.5,97,76,85,5.0,4.0,5.0,27,25,25,4,8,8,0.1,+7+,0,0.0,,
22360,Viby J.,VIBY J.,1983,1,12,1013.1,1012.2,1009.9,6.9,7.4,7.0,,7.4,5.8,6.7,6.3,6.7,91,82,89,4.0,5.0,5.0,25,25,25,8,8,8,,+6+,0,0.0,,
22360,Viby J.,VIBY J.,1983,1,13,999.9,990.3,989.0,6.2,5.4,3.0,,6.2,6.0,6.3,6.3,4.8,89,94,84,5.0,6.0,6.0,25,25,25,8,8,2,0.1,+6+,0,0.0,,
22360,Viby J.,VIBY J.,1983,1,14,992.1,988.7,982.5,1.6,2.2,1.2,,2.3,1.4,4.3,4.7,4.8,84,87,96,4.0,4.0,3.0,25,25,25,6,7,8,2.3,+8+,0,0.0,,
