#statid,stnavn,tabnavn,YYYY,MM,DD,tryk8,tryk14,tryk21,t8,t14,t21,tavg,tmax,tmin,dptryk8,dptryk14,dptryk21,rh8,rh14,rh21,V8,V14,V21,dir8,dir14,dir21,skydk8,skydk14,skydk21,p24,sigt,snedk,Hsne,thav,
4073,Grimsstadir,GRIMSTADIR,1910,1,1,,,934.9,0.6,0.1,-6.6,,2.1,-1.9,,,,,,,3.0,2.0,1.0,SSW,SW,S,3,4,1,,,,,,
4073,Grimsstadir,GRIMSTADIR,1910,1,2,,,939.5,-4.9,-4.9,-4.4,,0.6,-11.4,,,,,,,3.0,2.0,1.0,SW,SW,SW,4,6,10,,,,,,
4073,Grimsstadir,GRIMSTADIR,1910,1,3,942.6,945.7,950.7,-7.3,-9.9,-4.9,,-3.9,-8.4,,,,,,,1.0,1.0,1.0,SW,SW,SW,5,4,1,,,,,,
4073,Grimsstadir,GRIMSTADIR,1910,1,4,952.7,946.1,943.0,-0.9,3.6,4.1,,-0.9,-11.4,,,,,,,1.0,3.0,3.0,S,SSE,S,8,8,8,,,,,,
4073,Grimsstadir,GRIMSTADIR,1910,1,5,948.3,947.8,939.3,-0.4,0.6,5.3,,4.1,-1.9,,,,,,,1.0,2.0,1.0,SSE,SSE,S,2,10,9,,,,,,
4073,Grimsstadir,GRIMSTADIR,1910,1,6,947.5,942.6,942.9,2.5,1.9,1.9,,6.1,-1.9,,,,,,,1.0,1.0,2.0,S,S,SW,10,10,8,,,,,,
4073,Grimsstadir,GRIMSTADIR,1910,1,7,943.4,945.9,944.3,-2.9,-4.1,-4.4,,3.1,-3.9,,,,,,,2.0,1.0,1.0,W,SW,SW,2,4,2,,,,,,
4073,Grimsstadir,GRIMSTADIR,1910,1,8,935.7,934.6,,-2.9,-1.9,0.1,,-2.8,-6.4,,,,,,,1.0,2.0,2.0,SW,SE,SE,10,8,8,,,,,,
4073,Grimsstadir,GRIMSTADIR,1910,1,9,,,,-8.9,-10.9,-9.3,,0.1,-11.4,,,,,,,0.0,0.0,1.0,,,SW,10,10,10,,,,,,
4073,Grimsstadir,GRIMSTADIR,1910,1,10,,,,-12.4,-11.9,-11.8,,-8.9,-13.4,,,,,,,0.0,1.0,0.0,,S,,3,5,8,,,,,,
4073,Grimsstadir,GRIMSTADIR,1910,1,11,,,947.8,-8.9,-4.9,-6.9,,-8.9,-14.4,,,,,,,0.0,,2.0,,,N,10,10,10,,,,,,
4073,Grimsstadir,GRIMSTADIR,1910,1,12,958.6,959.1,961.0,-8.9,-8.9,-9.9,,-4.9,-11.4,,,,,,,,0.0,0.0,,,,10,8,3,,,,,,
4073,Grimsstadir,GRIMSTADIR,1910,1,13,950.6,944.6,937.8,-8.7,-4.9,-4.9,,-8.6,-11.4,,,,,,,2.0,4.0,3.0,SE,E,E,8,10,10,,,,,,
4073,Grimsstadir,GRIMSTADIR,1910,1,14,933.7,933.5,935.5,-3.9,-3.4,-2.9,,-2.9,-11.4,,,,,,,3.0,1.0,1.0,SE,N,N,10,10,10,,,,,,
4073,Grimsstadir,GRIMSTADIR,1910,1,15,945.5,944.6,939.1,-8.4,-9.9,-5.9,,-2.9,-9.4,,,,,,,1.0,1.0,1.0,S,SSE,SE,8,3,10,,,,,,
4073,Grimsstadir,GRIMSTADIR,1910,1,16,,,,-1.9,-0.9,-1.9,,-1.9,-10.9,,,,,,,2.0,2.0,1.0,E,E,E,10,10,10,,,,,,
4073,Grimsstadir,GRIMSTADIR,1910,1,17,,,,-2.3,-2.9,-1.9,,-0.9,-4.4,,,,,,,1.0,2.0,4.0,NE,NNE,NE,10,10,10,,,,,,
4073,Grimsstadir,GRIMSTADIR,1910,1,18,943.9,945.7,952.1,-4.9,-4.9,-9.9,,-1.9,-5.8,,,,,,,2.0,3.0,1.0,NE,NNE,NNE,10,8,10,,,,,,
4073,Grimsstadir,GRIMSTADIR,1910,1,19,957.1,959.0,964.5,-11.9,-11.4,-11.4,,-4.9,-13.4,,,,,,,0.0,0.0,0.0,,,,6,10,6,,,,,,
4073,Grimsstadir,GRIMSTADIR,1910,1,20,966.5,967.0,968.1,-12.4,-11.9,-12.9,,-11.4,-13.4,,,,,,,0.0,0.0,0.0,,,,10,10,10,,,,,,
4073,Grimsstadir,GRIMSTADIR,1910,1,21,971.7,971.9,972.3,-13.9,-19.9,-21.3,,-11.9,-15.0,,,,,,,0.0,0.0,0.0,,,,10,0,0,,,,,,
4073,Grimsstadir,GRIMSTADIR,1910,1,22,968.2,962.2,949.9,-15.4,-10.9,-2.9,,-11.9,-21.4,,,,,,,,,,,,,4,5,10,,,,,,
