#statid,stnavn,tabnavn,YYYY,MM,DD,tryk8,tryk14,tryk21,t8,t14,t21,tavg,tmax,tmin,dptryk8,dptryk14,dptryk21,rh8,rh14,rh21,V8,V14,V21,dir8,dir14,dir21,skydk8,skydk14,skydk21,p24,sigt,snedk,Hsne,thav,
26445,Felsted,FELSTED,1979,1,1,1001.3,1007.7,1010.5,-8.0,-6.4,,,,,,,,,,,8.0,7.0,2.0,5,5,34,6,2,1,1.0,+-+,4,12.0,,
26445,Felsted,FELSTED,1979,1,2,1008.6,1008.2,1008.2,-5.6,-5.6,-8.2,,,,,,,,,,4.0,2.0,2.0,29,29,29,8,2,7,,+-+,4,12.0,,
26445,Felsted,FELSTED,1979,1,3,1008.2,1009.2,1009.2,-7.0,-6.8,-9.4,,,,,,,,,,2.0,3.0,2.0,34,34,34,7,2,1,0.1,+-+,4,12.0,,
26445,Felsted,FELSTED,1979,1,4,1008.2,1008.4,1010.3,-7.2,-5.6,-8.8,,,,,,,,,,2.0,3.0,2.0,36,34,34,7,7,5,,+-+,4,12.0,,
26445,Felsted,FELSTED,1979,1,5,1015.0,1016.4,1017.8,,-9.2,-9.6,,,,,,,,,,2.0,1.0,1.0,34,34,34,1,1,4,,+-+,4,12.0,,
26445,Felsted,FELSTED,1979,1,6,1018.3,1019.2,1018.9,-5.4,-6.6,-9.0,,,,,,,,,,3.0,2.0,3.0,20,20,20,8,1,7,,+-+,4,12.0,,
26445,Felsted,FELSTED,1979,1,7,1010.2,1008.0,1006.9,-3.2,0.4,1.4,,,-9.4,,,,,,,5.0,5.0,4.0,20,23,23,8,8,8,2.0,+4+,4,12.0,,
26445,Felsted,FELSTED,1979,1,8,1007.0,1005.1,1003.9,0.8,0.8,1.4,,,-3.2,,,,,,,2.0,3.0,3.0,34,23,23,8,8,8,4.0,112,3,10.0,,
26445,Felsted,FELSTED,1979,1,9,1000.0,995.1,993.2,0.0,0.0,0.0,,,0.0,,,,,,,4.0,3.0,2.0,23,20,20,8,8,8,1.3,+43,3,8.0,,
26445,Felsted,FELSTED,1979,1,10,991.1,984.1,981.1,-1.4,-1.2,-1.0,,,-2.4,,,,,,,1.0,3.0,3.0,23,16,16,7,8,8,1.0,+-+,4,4.0,,
26445,Felsted,FELSTED,1979,1,11,971.1,971.3,973.9,-1.4,-2.6,-2.2,,,-1.4,,,,,,,2.0,2.0,0.0,16,9,0,8,8,8,6.0,+4+,4,14.0,,
26445,Felsted,FELSTED,1979,1,12,978.9,982.3,991.0,-1.2,-0.6,-1.6,,,-4.6,,,,,,,1.0,1.0,1.0,2,2,2,8,8,8,8.5,+4+,4,20.0,,
26445,Felsted,FELSTED,1979,1,13,993.1,998.0,1002.9,-5.2,0.0,-4.0,,,-5.2,,,,,,,2.0,2.0,2.0,32,32,32,1,8,7,1.2,+-+,4,25.0,,
26445,Felsted,FELSTED,1979,1,14,1009.0,1011.9,1017.8,0.6,-0.8,-3.0,,,-6.0,,,,,,,3.0,2.0,1.0,29,2,2,7,8,7,,+-+,4,25.0,,
26445,Felsted,FELSTED,1979,1,15,1021.9,1024.0,1025.0,-5.2,-3.4,-3.4,,,-7.0,,,,,,,1.0,0.0,0.0,2,0,0,8,8,8,,+-+,4,25.0,,
26445,Felsted,FELSTED,1979,1,16,1026.2,1025.0,1023.9,-5.2,-5.8,-5.8,,,-5.2,,,,,,,1.0,0.0,0.0,11,0,0,8,8,8,,+4+,4,25.0,,
26445,Felsted,FELSTED,1979,1,17,1020.2,1019.2,1020.1,-3.0,-2.0,-2.8,,,-6.6,,,,,,,2.0,2.0,3.0,2,2,2,8,8,8,0.1,+-+,4,25.0,,
26445,Felsted,FELSTED,1979,1,18,1020.8,1023.3,1023.3,-2.4,-3.2,-2.8,,,-3.4,,,,,,,4.0,3.0,3.0,7,9,9,8,8,8,,+-+,4,25.0,,
26445,Felsted,FELSTED,1979,1,19,1023.4,1021.4,1021.4,-4.6,-3.4,-3.2,,,-4.6,,,,,,,5.0,7.0,6.0,7,9,7,8,8,8,,+-+,4,25.0,,
26445,Felsted,FELSTED,1979,1,20,1018.5,1018.3,1020.0,-3.4,-3.8,-3.8,,,-4.8,,,,,,,6.0,8.0,6.0,7,7,7,8,8,8,,+-+,4,25.0,,
26445,Felsted,FELSTED,1979,1,21,1022.6,1022.2,1020.2,-6.6,-2.4,-6.0,,,-6.6,,,,,,,4.0,3.0,3.0,7,7,7,2,8,8,,+-+,3,25.0,,
26445,Felsted,FELSTED,1979,1,22,1016.5,1014.4,1012.4,-7.4,-7.4,-7.4,,,-7.6,,,,,,,2.0,0.0,2.0,7,0,9,8,0,8,,+-+,3,25.0,,
26445,Felsted,FELSTED,1979,1,23,1005.4,1000.4,996.4,-4.4,-4.8,-3.8,,,-8.8,,,,,,,3.0,4.0,5.0,11,11,11,8,8,8,,+-+,3,25.0,,
26445,Felsted,FELSTED,1979,1,24,989.3,989.3,991.1,-4.0,-2.0,-5.8,,,-5.4,,,,,,,2.0,3.0,1.0,36,27,27,8,5,8,6.0,+-+,4,30.0,,
26445,Felsted,FELSTED,1979,1,25,986.9,986.9,987.8,0.2,0.2,-0.4,,,-9.0,,,,,,,4.0,4.0,3.0,20,27,20,8,8,8,1.0,+-+,4,31.0,,
26445,Felsted,FELSTED,1979,1,26,979.0,976.0,984.9,-2.6,0.2,-5.8,,,-3.8,,,,,,,5.0,5.0,3.0,16,20,29,8,8,8,8.0,+-+,4,35.0,,
26445,Felsted,FELSTED,1979,1,27,987.9,989.3,990.2,-4.4,0.0,-2.6,,,-9.0,,,,,,,3.0,3.0,1.0,18,20,20,8,7,8,1.0,+-+,4,38.0,,
26445,Felsted,FELSTED,1979,1,28,992.7,993.9,995.1,-4.6,-4.0,-3.8,,,-5.2,,,,,,,3.0,3.0,3.0,16,11,11,8,8,8,1.0,1-+,4,40.0,,
26445,Felsted,FELSTED,1979,1,29,995.1,993.2,993.3,-3.4,-3.0,-2.0,,,-4.8,,,,,,,4.0,7.0,6.0,14,14,14,8,8,8,,+-+,4,40.0,,
26445,Felsted,FELSTED,1979,1,30,993.2,994.2,996.2,-2.4,-2.0,-4.0,,,-3.6,,,,,,,3.0,2.0,2.0,11,9,2,8,8,8,,+-+,4,40.0,,
26445,Felsted,FELSTED,1979,1,31,996.2,997.9,994.9,-3.4,-1.6,1.0,,,-8.6,,,,,,,4.0,3.0,3.0,29,29,27,7,1,8,,+-+,4,40.0,,
26445,Felsted,FELSTED,1979,2,1,991.2,987.9,984.2,1.2,0.4,0.0,,1.4,-3.4,4.8,4.7,4.6,96,100,100,4.0,4.0,3.0,27,23,23,8,8,8,1.5,+-+,4,38.0,,
