#statid,stnavn,tabnavn,YYYY,MM,DD,tryk8,tryk14,tryk21,t8,t14,t21,tavg,tmax,tmin,dptryk8,dptryk14,dptryk21,rh8,rh14,rh21,V8,V14,V21,dir8,dir14,dir21,skydk8,skydk14,skydk21,p24,sigt,snedk,Hsne,thav,
24270,Bodholt,BODHOLT,1976,1,1,,,,1.4,3.7,1.4,,3.8,0.7,4.4,4.8,4.3,86,80,84,4.0,4.0,3.0,27,27,29,8,5,6,0.5,+-+,0,0.0,,
24270,Bodholt,BODHOLT,1976,1,2,,,,0.0,-2.0,0.2,,3.4,-2.3,4.6,3.7,4.5,100,92,96,2.0,2.0,7.0,27,16,16,0,4,8,20.2,+-+,4,3.0,,
24270,Bodholt,BODHOLT,1976,1,3,,,,2.6,0.4,-0.4,,3.1,-4.3,5.3,4.6,4.1,96,98,93,4.0,6.0,4.0,23,32,32,8,8,6,11.0,+4+,4,5.0,,
24270,Bodholt,BODHOLT,1976,1,4,,,,-2.1,-1.9,-5.6,,3.5,-2.3,3.4,3.3,2.6,88,82,86,2.0,1.0,3.0,32,27,18,7,4,4,5.9,+-+,4,9.0,,
24270,Bodholt,BODHOLT,1976,1,5,,,,3.4,3.2,0.3,,3.8,-8.3,5.7,3.5,3.1,98,60,66,6.0,8.0,4.0,25,29,29,8,6,0,0.4,+-+,4,11.0,,
24270,Bodholt,BODHOLT,1976,1,6,,,,-5.0,-1.5,-5.2,,3.9,-5.7,2.8,3.1,2.5,86,76,82,1.0,1.0,2.0,7,32,20,8,0,4,0.8,+-+,4,10.0,,
24270,Bodholt,BODHOLT,1976,1,7,,,,1.4,4.5,5.6,,6.8,-6.5,4.7,6.0,6.3,92,95,93,4.0,4.0,5.0,20,20,25,8,8,4,2.0,+6+,3,4.0,,
24270,Bodholt,BODHOLT,1976,1,8,,,,6.7,6.8,6.2,,7.2,-0.4,6.1,7.0,6.4,84,95,90,6.0,6.0,5.0,27,27,27,8,8,6,1.9,+5+,0,1.0,,
24270,Bodholt,BODHOLT,1976,1,9,,,,4.8,6.2,1.5,,6.6,4.4,5.9,5.8,4.5,92,82,88,4.0,4.0,3.0,27,32,27,8,6,0,0.4,+-+,0,0.0,,
24270,Bodholt,BODHOLT,1976,1,10,,,,-1.0,1.5,4.0,,4.8,-1.3,4.0,4.6,6.0,92,90,98,1.0,3.0,5.0,18,20,29,0,8,5,,+-+,0,0.0,,
24270,Bodholt,BODHOLT,1976,1,11,,,,3.2,5.3,7.9,,8.3,-3.5,5.4,4.6,7.0,93,69,88,6.0,5.0,7.0,29,29,29,5,7,8,11.1,+-+,0,0.0,,
24270,Bodholt,BODHOLT,1976,1,12,,,,8.2,5.4,4.0,,8.3,-0.3,7.4,4.8,5.7,91,72,94,8.0,6.0,4.0,29,29,32,8,8,6,0.9,+-+,0,0.0,,
24270,Bodholt,BODHOLT,1976,1,13,,,,0.0,1.9,1.6,,2.1,-0.1,3.9,2.8,3.6,85,53,71,5.0,4.0,4.0,32,32,29,3,1,7,1.2,+-+,0,0.0,,
24270,Bodholt,BODHOLT,1976,1,14,,,,1.1,1.0,0.1,,1.1,-0.3,4.7,3.9,4.4,94,80,96,3.0,3.0,3.0,25,27,5,8,8,8,0.3,+-+,0,0.0,,
24270,Bodholt,BODHOLT,1976,1,15,,,,-0.8,-0.8,-4.0,,-0.4,-1.7,4.1,3.8,3.0,95,89,88,1.0,1.0,2.0,25,14,9,8,6,1,4.4,+6+,4,1.0,,
24270,Bodholt,BODHOLT,1976,1,16,,,,-2.5,2.8,2.6,,3.8,-4.4,3.2,5.4,4.9,84,96,89,3.0,3.0,4.0,18,27,29,8,8,7,0.7,+4+,3,1.0,,
24270,Bodholt,BODHOLT,1976,1,17,,,,0.8,3.5,4.2,,5.9,-4.4,4.0,4.4,6.0,82,75,97,1.0,3.0,3.0,25,27,27,5,1,8,0.9,+-+,0,1.0,,
24270,Bodholt,BODHOLT,1976,1,18,,,,4.9,5.0,5.4,,5.8,0.7,6.3,5.9,6.0,97,91,90,4.0,4.0,5.0,27,25,23,8,8,8,0.4,+6+,0,0.0,,
24270,Bodholt,BODHOLT,1976,1,19,,,,2.6,5.0,6.0,,8.7,2.3,4.4,5.5,6.6,80,85,94,5.0,5.0,7.0,27,27,23,1,7,8,2.2,+-+,0,0.0,,
24270,Bodholt,BODHOLT,1976,1,20,,,,8.2,4.8,4.2,,8.2,1.1,7.4,6.3,4.3,91,98,69,8.0,6.0,7.0,25,27,27,8,8,8,8.5,+-+,0,0.0,,
24270,Bodholt,BODHOLT,1976,1,21,,,,4.2,3.3,1.2,,4.4,1.1,3.8,4.8,4.7,61,83,94,9.0,6.0,7.0,29,27,27,3,7,8,10.3,+-+,0,0.0,,
24270,Bodholt,BODHOLT,1976,1,22,,,,1.4,2.0,-0.6,,2.1,0.1,4.0,3.5,4.4,78,66,100,7.0,6.0,2.0,32,27,23,6,7,8,7.3,-3,2,1.0,,
24270,Bodholt,BODHOLT,1976,1,23,,,,-1.2,0.0,-2.7,,0.5,-1.4,3.5,3.5,3.2,84,76,84,2.0,2.0,1.0,5,36,25,7,6,1,0.2,+-+,1,2.0,,
24270,Bodholt,BODHOLT,1976,1,24,,,,-5.9,-1.3,-8.3,,-1.2,-6.4,2.8,3.7,2.1,97,87,84,1.0,1.0,1.0,9,18,18,3,2,0,0.9,+-+,4,2.0,,
24270,Bodholt,BODHOLT,1976,1,25,,,,-6.3,0.2,-7.4,,0.6,-99.0,2.7,4.1,2.5,93,87,96,1.0,1.0,1.0,18,23,14,7,0,1,,+-+,3,1.0,,
24270,Bodholt,BODHOLT,1976,1,26,,,,-6.7,-1.5,-1.4,,-0.8,-99.0,2.6,3.9,3.9,93,95,95,2.0,3.0,2.0,18,20,9,2,8,8,,+6+,3,1.0,,
24270,Bodholt,BODHOLT,1976,1,27,,,,-5.0,-2.4,,,-1.8,-6.7,2.9,3.6,1.2,92,95,83,3.0,3.0,0.0,9,7,0,8,6,2,4.2,+63,4,7.0,,
24270,Bodholt,BODHOLT,1976,1,28,,,,-5.4,-4.3,-7.4,,-2.4,,2.8,2.6,2.3,90,80,88,2.0,2.0,2.0,20,18,11,8,2,2,0.1,+6+,4,7.0,,
24270,Bodholt,BODHOLT,1976,1,29,,,,-8.8,-4.4,-6.3,,-3.7,,2.2,3.0,2.7,92,92,93,1.0,1.0,2.0,9,16,14,8,0,0,,3-+,4,6.0,,
24270,Bodholt,BODHOLT,1976,1,30,,,,-8.5,-2.4,-6.2,,-1.9,,2.1,3.1,2.6,89,81,91,2.0,2.0,2.0,9,9,7,1,2,1,,+-+,4,5.0,,
24270,Bodholt,BODHOLT,1976,1,31,,,,-3.1,-1.8,-7.1,,-1.8,-8.9,3.4,3.8,2.5,94,95,93,2.0,2.0,2.0,7,7,5,6,1,0,,+-+,4,4.0,,
24270,Bodholt,BODHOLT,1976,2,1,,,,-99.0,-2.5,-6.0,,-1.9,,1.8,3.7,2.6,82,97,91,2.0,2.0,2.0,5,9,11,6,0,0,,+-+,4,4.0,,
24270,Bodholt,BODHOLT,1976,2,2,,,,-2.3,-0.6,-3.7,,-0.2,,3.8,4.4,3.2,97,100,91,4.0,4.0,2.0,11,9,9,8,0,1,,+-+,4,4.0,,
24270,Bodholt,BODHOLT,1976,2,3,,,,-2.7,-0.6,-3.5,,-0.6,-4.8,3.7,4.3,3.4,97,97,97,4.0,3.0,4.0,9,9,7,2,2,0,,+-+,4,4.0,,
24270,Bodholt,BODHOLT,1976,2,4,,,,-4.7,-3.5,-4.0,,-2.7,-4.7,3.1,3.4,3.3,97,97,97,3.0,3.0,3.0,7,7,9,6,7,8,,+-+,4,4.0,,
24270,Bodholt,BODHOLT,1976,2,5,,,,-4.0,-3.0,-3.7,,-2.6,-5.2,3.3,3.6,3.4,97,97,97,3.0,3.0,3.0,11,9,9,8,8,8,,+-+,4,4.0,,
24270,Bodholt,BODHOLT,1976,2,6,,,,-3.4,-0.1,-1.4,,0.0,-5.3,3.4,4.4,3.9,94,98,95,4.0,4.0,4.0,9,9,9,8,8,5,,+-+,4,4.0,,
24270,Bodholt,BODHOLT,1976,2,7,,,,-2.5,-0.8,-3.5,,-0.6,-3.5,3.7,4.1,3.3,97,95,94,5.0,5.0,4.0,11,11,16,7,0,7,,+-+,3,4.0,,
24270,Bodholt,BODHOLT,1976,2,8,,,,-6.6,-2.3,-1.3,,1.3,-6.7,2.6,3.6,3.8,93,92,91,3.0,2.0,3.0,11,18,16,8,8,8,,+4+,3,4.0,,
24270,Bodholt,BODHOLT,1976,2,9,,,,1.3,1.5,0.9,,2.1,-6.6,4.9,5.0,4.8,98,98,98,3.0,3.0,4.0,23,23,20,8,8,8,,+42,4,3.0,,
24270,Bodholt,BODHOLT,1976,2,10,,,,2.0,3.8,1.3,,4.1,0.6,5.1,6.0,5.0,96,100,100,6.0,1.0,2.0,20,23,20,8,8,8,2.0,+43,0,0.0,,
24270,Bodholt,BODHOLT,1976,2,11,,,,0.8,1.4,0.9,,2.3,0.7,4.9,4.7,4.7,100,92,96,3.0,3.0,3.0,18,16,18,8,8,8,0.6,44+,0,0.0,,
24270,Bodholt,BODHOLT,1976,2,12,,,,-0.4,2.8,0.7,,3.0,-0.5,4.1,5.0,4.7,93,89,98,2.0,2.0,3.0,20,20,16,1,2,8,,+1,0,0.0,,
24270,Bodholt,BODHOLT,1976,2,13,,,,0.7,1.4,0.6,,1.7,-0.5,4.5,4.6,4.1,94,90,85,4.0,4.0,4.0,7,7,7,8,8,8,0.9,5-+,0,0.0,,
24270,Bodholt,BODHOLT,1976,2,14,,,,-0.2,-0.4,-1.3,,0.1,-0.2,3.8,3.9,3.6,84,88,85,4.0,4.0,4.0,5,7,7,8,7,8,,6-+,0,0.0,,
24270,Bodholt,BODHOLT,1976,2,15,,,,-3.7,-2.6,-3.6,,-1.0,-3.7,3.3,3.2,3.4,93,85,97,2.0,1.0,0.0,7,7,0,8,7,1,,6-+,0,0.0,,
24270,Bodholt,BODHOLT,1976,2,16,,,,-5.7,2.1,-2.2,,2.3,-5.7,2.8,5.0,3.6,93,94,92,1.0,2.0,2.0,18,20,16,1,1,0,,66+,0,0.0,,
24270,Bodholt,BODHOLT,1976,2,17,,,,-2.1,0.2,-1.6,,0.5,-5.9,3.8,4.5,3.7,97,96,91,5.0,5.0,5.0,14,11,14,8,2,8,,66+,0,0.0,,
24270,Bodholt,BODHOLT,1976,2,18,,,,-1.2,0.2,-0.7,,0.4,-2.1,3.8,4.5,4.0,91,96,92,4.0,4.0,5.0,14,14,14,8,5,8,,56+,0,0.0,,
24270,Bodholt,BODHOLT,1976,2,19,,,,-0.3,0.7,0.7,,1.1,-1.9,4.5,4.7,4.2,100,98,88,4.0,3.0,3.0,11,14,16,8,8,8,,54+,0,0.0,,
24270,Bodholt,BODHOLT,1976,2,20,,,,-0.7,7.0,2.0,,7.5,-1.2,3.8,5.3,4.5,87,71,85,3.0,2.0,2.0,14,14,16,6,3,8,,45+,0,0.0,,
