#statid,stnavn,tabnavn,YYYY,MM,DD,tryk8,tryk14,tryk21,t8,t14,t21,tavg,tmax,tmin,dptryk8,dptryk14,dptryk21,rh8,rh14,rh21,V8,V14,V21,dir8,dir14,dir21,skydk8,skydk14,skydk21,p24,sigt,snedk,Hsne,thav,
,Sandodden,Sandodden,1929,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandodden,Sandodden,1929,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandodden,Sandodden,1929,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandodden,Sandodden,1929,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandodden,Sandodden,1929,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandodden,Sandodden,1929,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandodden,Sandodden,1929,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandodden,Sandodden,1929,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandodden,Sandodden,1929,9,9,1008.8,1009.5,1010.2,,,,,,,,,,,,,1.0,2.0,2.0,SW,WSW,SW,9,9,1,,,,,,
,Sandodden,Sandodden,1929,9,10,1009.9,1011.0,1010.6,,,,,-4.6,1.3,,,,,,,2.0,2.0,1.0,NW,SW,SE,10,10,10,,,,,,
,Sandodden,Sandodden,1929,9,11,1007.0,1005.2,1001.9,,,,,,,,,,,,,2.0,2.0,1.0,S,S,S,10,0,1,,,,,,
,Sandodden,Sandodden,1929,9,12,999.8,998.4,993.6,-1.4,-0.8,-1.3,,0.2,-3.6,,,,,,,4.0,5.0,3.0,N,N,N,5,3,1,,,,,,
,Sandodden,Sandodden,1929,9,13,992.2,991.6,991.8,-1.1,1.5,-4.5,,2.3,-6.2,,,,,,,1.0,2.0,1.0,N,N,N,0,0,1,,,,,,
,Sandodden,Sandodden,1929,9,14,992.0,992.8,994.3,-3.6,-2.8,-2.7,,-0.7,-5.8,,,,,,,1.0,2.0,2.0,SSE,E,SE,9,7,10,,,,,,
,Sandodden,Sandodden,1929,9,15,1000.4,1001.2,994.0,-1.0,-4.6,-4.8,,-0.6,-3.8,,,,,,,4.0,5.0,8.0,N,NW,NW,10,10,10,,,,,,
,Sandodden,Sandodden,1929,9,16,993.8,994.8,995.6,-2.1,-0.9,-2.9,,0.2,-5.1,,,,,,,2.0,2.0,1.0,N,N,NNW,10,10,7,1.5,,,,,
,Sandodden,Sandodden,1929,9,17,994.8,995.4,992.8,-4.8,-2.5,-0.4,,0.8,-7.3,,,,,,,2.0,5.0,8.0,N,N,N,1,5,10,0.3,,,,,
,Sandodden,Sandodden,1929,9,18,987.4,989.4,988.3,-0.1,1.5,1.2,,2.1,-5.0,,,,,,,6.0,5.0,4.0,N,N,N,10,10,10,,,,,,
,Sandodden,Sandodden,1929,9,19,989.9,990.6,992.8,1.5,3.0,1.1,,3.2,-1.1,,,,,,,3.0,3.0,2.0,NE,N,N,7,8,9,,,,,,
