/* DATA DESCRIPTION:
Citation:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2021): Early meteorological records from CCCACE1 (1913-1923), Extremadura region, SW Iberia. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.926327 (dataset in review), 
	In: Vaquero, JM et al. (2020): Early meteorological records from Extremadura region, SW Iberia (CliPastExtrem). PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.925807 (dataset in review)
Related to:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (in prep.): Recovery of early meteorological records from Extremadura region (SW Iberia): the "CliPastExtrem" (v1.0) database.
Coverage:	LATITUDE: 39.473056 * LONGITUDE: -6.370000
	DATE/TIME START: 1913-01-01T00:00:00 * DATE/TIME END: 1923-12-31T00:00:00
Event(s):	CCCACE1 * LATITUDE: 39.473056 * LONGITUDE: -6.370000 * LOCATION: Cáceres, Spain * METHOD/DEVICE: Weather station/meteorological observation (WST) * COMMENT: the symbol "#" represents suspicious data found from a quality control
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Total cloud amount [fourths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 8 am
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 8 am
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 1 pm
	Total cloud amount [fourths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 4 pm
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 4 pm
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 6 pm
	Temperature, air [°C] (TTT) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: reached by the black bulb thermometer, at 4pm for the period 1913-01-01--1920-12-31, at 1pm for the period 1923-01-01--1923-12-31
	Temperature, air [°C] (TTT) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: reached by the bright bulb thermometer, at 4pm for the period 1913-01-01--1920-12-31, at 1pm for the period 1923-01-01--1923-12-31
	Temperature, difference [°C] (delta T) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: oscillation between black and bright bulbs thermometers, at 4pm for the period 1913-01-01--1920-12-31, at 1pm for the period 1923-01-01--1923-12-31
Size:	18173 data points
*/
Date/Time	N [fourths] (at 8 am)	N [tenths] (at 8 am)	N [tenths] (at 1 pm)	N [fourths] (at 4 pm)	N [tenths] (at 4 pm)	N [tenths] (at 6 pm)	TTT [°C] (reached by the black bulb the...)	TTT [°C] (reached by the bright bulb th...)	delta T [°C] (oscillation between black and...)
1918-09-09	1			0			48.4	38.0	10.4
1918-09-10	1			0			42.0	34.0	8.0
1918-09-11	0			0			49.6	35.8	13.8
1918-09-12	0			0			47.4	41.6	5.8
1918-09-13	0			0			52.2	42.2	10.0
1918-09-14	0			0			51.2	45.0	6.2
1918-09-15	2			0			#57.0	41.4	#15.6
1918-09-16	2			4			27.8	27.0	0.8
1918-09-17	4			4			26.4	25.0	1.4
1918-09-18	4			4			30.0	26.8	3.2
1918-09-19	4			4			25.6	24.4	1.2
1918-09-20				4			24.0	22.0	2.0
1918-09-21	2			3			36.2	30.4	5.8
1918-09-22	3			4			39.2	31.0	8.2
1918-09-23	4			3			28.8	19.6	9.2
1918-09-24	1			0			33.4	28.6	4.8
1918-09-25	1			1			35.0	25.0	6.0
1918-09-26	1			0			45.0	36.4	8.6
1918-09-27	0			0			45.0	35.0	10.0
1918-09-28	0			0			47.8	35.0	12.8
1918-09-29	0			0			48.4	34.4	14.0
1918-09-30	1			2			40.0	29.8	10.2
1918-10-01	2			1			44.0	35.6	8.4
1918-10-02	1			0			42.4	34.4	8.0
1918-10-03	0			0			40.0	35.0	5.0
1918-10-04	2			2			43.2	35.0	8.2
1918-10-05	0			0			46.4	37.6	8.8
1918-10-06	1			2			51.0	40.2	10.8
1918-10-07	1			0			44.2	38.2	6.0
1918-10-08	1			0			38.2	35.0	3.2
1918-10-09	2			0			42.8	37.4	5.4
1918-10-10	1			0			46.2	39.4	6.8
1918-10-11	1			1			39.2	28.8	10.4
1918-10-12	1			0			35.8	27.0	8.8
1918-10-13	3			0			37.2	29.4	7.8
1918-10-14	0			0			38.4	29.8	8.6
1918-10-15	0			2			39.0	35.0	4.0
1918-10-16	1			4			24.0	20.8	3.2
1918-10-17	3			4			21.4	19.4	#2.0
1918-10-18	0			0			46.8	33.0	13.8
1918-10-19	0			0			38.8	29.8	9.0
1918-10-20	0			0			34.0	28.6	5.4
1918-10-21	2			2			34.4	#29.0	5.4
1918-10-22				4			10.2	9.6	0.6
1918-10-23	4			4			20.6	17.2	3.4
1918-10-24	4			4			14.2	13.4	0.8
1918-10-25				0			34.4	30.0	4.4
1918-10-26	0			0			35.4	30.2	5.2
1918-10-27	1			0			40.4	30.4	10.0
1918-10-28	0			0			34.4	31.2	3.2
1918-10-29	2			0			36.8	31.6	5.2
1918-10-30	0			2			28.6	23.8	4.8
1918-10-31	4			4			14.8	13.2	1.6
1918-11-01				4			19.4	17.6	1.8
1918-11-02				4			13.2	12.8	0.4
1918-11-03	1			3			25.8	19.8	6.0
1918-11-04	1			0			31.2	25.0	6.2
1918-11-05				3			24.6	20.6	4.0
1918-11-06	4			4			13.4	13.0	0.4
1918-11-07	2			0			32.2	25.0	7.2
1918-11-08	1			4			13.4	12.8	0.6
1918-11-09	4			1			32.0	25.2	6.8
1918-11-10	1			3			25.0	21.2	3.8
1918-11-11	4			4			21.6	19.4	2.2
1918-11-12	1			1			33.0	26.2	6.8
1918-11-13	4			4			17.8	16.8	1.0
1918-11-14	4			4			16.8	16.0	0.8
1918-11-15	4			4			21.0	18.4	2.6
1918-11-16	4			4			9.4	9.0	0.4
1918-11-17	4			4			14.4	13.4	1.0
1918-11-18	2			0			30.2	24.2	6.0
1918-11-19	0			0			30.2	22.8	7.4
1918-11-20	2			2			9.2	8.4	0.8
1918-11-21	4			4			5.8	5.4	0.4
1918-11-22				3			13.8	12.6	1.2
1918-11-23	3			1			28.4	21.0	7.4
1918-11-24	4			4			17.0	14.4	2.6
1918-11-25	4			1			28.2	22.6	5.6
1918-11-26				0			25.4	23.0	2.4
1918-11-27	1			1			25.6	17.2	8.4
1918-11-28	0			0			30.4	25.2	5.2
1918-11-29				0			26.4	22.2	4.2
1918-11-30	0			1			30.4	21.6	8.8
1918-12-01	0			0			32.6	26.8	5.8
1918-12-02	0			0			34.8	20.0	#14.8
1918-12-03	1						16.4	14.0	2.4
1918-12-04							11.0	11.0	0.0
1918-12-05							12.4	10.8	1.6
1918-12-06				3			22.4	18.0	4.4
1918-12-07	0			4			14.4	12.6	1.8
1918-12-08	2			3			16.4	16.2	0.2
1918-12-09	2			1			24.2	20.0	4.2
1918-12-10	0			4			11.4	10.2	1.2
1918-12-11	0			0			26.6	21.4	5.2
1918-12-12							9.6	9.2	0.4
1918-12-13							10.8	9.6	1.2
1918-12-14							9.4	8.4	1.0
1918-12-15							10.0	8.6	1.4
1918-12-16							5.6	5.2	0.4
1918-12-17				0			17.4	13.2	4.2
1918-12-18	1			2			14.2	12.0	2.2
1918-12-19	2			4			16.8	14.4	2.4
1918-12-20	3			3			19.2	16.8	2.4
1918-12-21	2			4			15.0	14.4	0.6
1918-12-22	1			0			32.4	26.2	6.2
1918-12-23				1			22.8	18.6	4.2
1918-12-24				1			25.4	18.4	7.0
1918-12-25	0			3			18.6	16.6	2.0
1918-12-26	1			0			24.6	18.4	6.2
1918-12-27	0			0			24.8	20.8	4.0
1918-12-28	2			0			30.2	26.8	3.4
1918-12-29				0			10.2	9.0	1.2
1918-12-30				4			8.4	8.0	#0.4
1918-12-31	1			1			29.2	17.0	12.2
1919-01-01	0			0			27.0	20.0	7.0
1919-01-02	0			0			28.6	18.2	10.4
1919-01-03				3			11.8	10.4	1.4
1919-01-04				4			7.4	7.0	0.4
1919-01-05	2			3			20.0	15.0	5.0
1919-01-06	3			4			7.8	6.2	1.6
1919-01-07	2			4			6.8	5.8	1.0
1919-01-08	1			1			23.4	19.0	4.4
1919-01-09				3			16.0	15.6	0.4
1919-01-10	0			1			23.0	18.4	4.6
1919-01-11				4			14.0	8.8	5.2
1919-01-12				1			24.8	19.0	5.8
1919-01-13				4			10.2	9.4	0.8
1919-01-14				3			12.4	10.4	2.0
1919-01-15	2			3			15.0	12.6	2.4
1919-01-16				2			15.2	14.0	1.2
1919-01-17	2			1			27.2	20.2	7.0
1919-01-18	0			0			30.2	22.4	7.8
1919-01-19	2			0			36.0	26.2	9.8
1919-01-20	0			2			31.0	26.0	5.0
1919-01-21	3			3			28.0	17.8	10.2
1919-01-22	1			3			28.8	18.8	10.0
1919-01-23	0			0			28.0	22.2	5.8
1919-01-24	0			0			16.4	12.4	4.0
1919-01-25	0			0			29.0	15.0	14.0
1919-01-26	1			0			25.8	20.2	5.6
1919-01-27	0			1			32.4	20.4	12.0
1919-01-28	2			4			14.2	12.0	2.2
1919-01-29	4			4			17.0	14.4	2.6
1919-01-30							13.0	12.0	1.0
1919-01-31				4			15.4	13.4	2.0
1919-02-01	4			3			27.0	21.6	5.4
1919-02-02	4			4			13.4	10.8	2.6
1919-02-03	4			1			25.0	20.2	4.8
1919-02-04	3			4			12.2	11.2	1.0
1919-02-05				4			12.4	11.8	0.6
1919-02-06	1			3			21.2	18.2	3.0
1919-02-07	1			1			29.6	25.2	4.4
1919-02-08				2			16.0	13.6	2.4
1919-02-09	4			4			10.6	9.6	1.0
1919-02-10	4			4			10.2	9.8	0.4
1919-02-11	4			4			10.0	9.2	0.8
1919-02-12	4			3			30.4	18.6	11.8
1919-02-13	4			4			10.4	9.4	1.0
1919-02-14				4			11.0	10.4	0.6
1919-02-15	4			4			15.0	13.8	1.2
1919-02-16				4			16.4	15.0	1.4
1919-02-17	4			4			20.2	17.6	2.6
1919-02-18				4			13.0	12.0	1.0
1919-02-19				3			27.8	25.4	2.4
1919-02-20	4			1			34.4	25.4	9.0
1919-02-21				4			15.8	14.6	1.2
1919-02-22	4			4			16.4	15.2	1.2
1919-02-23				4			21.2	18.8	2.4
1919-02-24	1			3			24.0	21.0	3.0
1919-02-25	2			3			25.4	24.4	1.0
1919-02-26	2			3			25.2	22.4	2.8
1919-02-27				4			17.2	15.0	2.2
1919-02-28	4			4			13.2	12.2	1.0
1919-03-01				4			20.0	17.2	2.8
1919-03-02				4			18.6	16.4	2.2
1919-03-03	4			2			36.0	28.4	7.6
1919-03-04	4			4			31.0	25.2	5.8
1919-03-05	4			4			37.8	29.0	8.8
1919-03-06	0			0			37.0	27.6	9.4
1919-03-07	0			0			32.2	26.0	6.2
1919-03-08	1			0			31.8	26.6	5.2
1919-03-09	4			1			42.6	32.4	10.2
1919-03-10	1			2			35.8	28.4	7.4
1919-03-11	1			3			26.4	24.2	2.2
1919-03-12	0			3			31.6	28.4	3.2
1919-03-13	4			0			34.2	26.2	8.0
1919-03-14	4			3			22.0	18.6	3.4
1919-03-15	2			0			36.0	28.8	7.2
1919-03-16	0			0			31.0	29.2	1.8
1919-03-17	0			0			32.0	28.2	3.8
1919-03-18	3			0			36.4	30.0	6.4
1919-03-19	2			0			44.4	34.0	10.4
1919-03-20	4			4			19.2	15.8	3.4
1919-03-21	2			4			39.4	28.6	10.8
1919-03-22	3			4			21.0	16.4	4.6
1919-03-23				3			26.4	20.2	6.2
1919-03-24	3			4			12.0	11.0	1.0
1919-03-25	4			4			14.0	12.0	2.0
1919-03-26				4			14.0	12.2	1.8
1919-03-27	0			1			39.4	28.6	10.8
1919-03-28	4			1			35.4	24.6	10.8
1919-03-29	0			3			26.4	22.4	4.0
1919-03-30	4			4			23.2	19.0	4.2
1919-03-31	4			4			15.4	13.6	1.8
1919-04-01	4			4			12.8	11.4	1.4
1919-04-02	3			1			28.4	20.4	8.0
1919-04-03	4			4			7.6	6.8	0.8
1919-04-04	2			4			16.2	13.0	3.2
1919-04-05				4			25.0	18.6	6.4
1919-04-06	1			2			27.8	22.0	5.8
1919-04-07	0			2			29.6	18.8	10.8
1919-04-08	4						12.4	11.2	1.2
1919-04-09	4			3			19.2	16.2	3.0
1919-04-10	2			2			31.6	23.4	8.2
1919-04-11	0			0			37.4	25.0	12.4
1919-04-12	1			1			39.0	28.8	10.2
1919-04-13	4			2			28.2	23.8	4.4
1919-04-14	3			3			36.4	26.0	10.4
1919-04-15	1			2			25.0	20.2	4.8
1919-04-16	0			0			36.6	26.4	10.2
1919-04-17	1			1			27.2	21.0	6.2
1919-04-18	0			0			31.8	24.6	7.2
1919-04-19	0			0			37.4	27.2	10.2
1919-04-20	0			0			33.2	28.0	5.2
1919-04-21	0			1			45.2	35.0	10.2
1919-04-22	1			2			39.4	30.0	5.4
1919-04-23				0			40.2	30.0	10.2
1919-04-24	2			1			43.0	33.2	9.8
1919-04-25	0			1			28.6	25.6	3.0
1919-04-26	0			0			38.0	31.0	7.0
1919-04-27	3			1			47.0	36.8	10.2
1919-04-28	0			0			47.2	35.4	11.8
1919-04-29	0			1			38.0	26.8	11.2
1919-04-30	0			2			29.4	21.2	8.2
1919-05-01	0			0			41.2	31.4	9.8
1919-05-02	0			0			45.2	37.0	8.2
1919-05-03	0			0			42.0	37.4	4.6
1919-05-04	0			1			35.4	30.0	5.4
1919-05-05	0			0			44.8	34.4	10.4
1919-05-06	2			2			36.0	30.0	6.0
1919-05-07	0			3			#40.4	#32.0	8.4
1919-05-08	2			4			12.0	10.6	1.4
1919-05-09	4			4			33.4	26.8	6.6
1919-05-10	1			3			38.8	31.2	7.6
1919-05-11	3			0			50.2	38.8	11.4
1919-05-12	0								
1919-05-13	1			4			37.2	31.8	5.4
1919-05-14	3			4			29.2	25.2	4.0
1919-05-15	2			3			35.4	28.2	7.2
1919-05-16	2			1			44.8	35.0	9.8
1919-05-17	1			1			39.4	33.4	6.0
1919-05-18	0			1			38.4	34.0	4.4
1919-05-19	2			1			50.4	39.8	10.6
1919-05-20	2			3			52.4	42.2	10.2
1919-05-21	3			1			44.0	35.8	8.2
1919-05-22	0			0			44.4	34.2	10.2
1919-05-23	0			0			48.0	39.6	8.4
1919-05-24	0			0			45.4	37.2	8.2
1919-05-25	0			0			49.2	39.4	9.8
1919-05-26	2			0			49.4	41.8	7.6
1919-05-27	0			0			41.0	35.0	6.0
1919-05-28	2			2			43.0	35.0	8.0
1919-05-29	3			4			42.8	33.0	9.8
1919-05-30	2			4			34.0	28.0	6.0
1919-05-31	2			4			#53.6	#41.6	12.0
1919-06-01	1			4			19.6	17.2	2.4
1919-06-02	1			4			33.0	28.0	5.0
1919-06-03	3			4			35.0	29.6	5.4
1919-06-04	4			4			35.4	30.4	5.0
1919-06-05	0			1			38.0	32.4	5.6
1919-06-06	0			3			51.2	42.0	9.2
1919-06-07	0			2			41.8	39.2	2.6
1919-06-08	0			2			42.8	37.8	5.0
1919-06-09	0			1			53.2	45.2	8.0
1919-06-10	0			1			49.2	42.0	7.2
1919-06-11	0			1			56.6	47.2	9.4
1919-06-12	0			4			38.4	36.2	2.2
1919-06-13	0			0			53.2	45.2	8.0
1919-06-14	1			4			37.6	34.2	3.4
1919-06-15	1			4			35.0	32.0	3.0
1919-06-16	0			4			45.4	40.4	5.0
1919-06-17	3			3			44.2	39.2	5.0
1919-06-18	2			2			45.0	38.4	6.6
1919-06-19	1			4			34.6	32.2	3.4
1919-06-20	1			0			52.0	44.0	8.0
1919-06-21	1			3			46.2	40.4	5.8
1919-06-22	0			0			44.0	37.0	5.0
1919-06-23	0			3			43.6	39.6	4.0
1919-06-24	0			4			28.0	#25.0	3.0
1919-06-25	1			0			53.0	46.0	7.0
1919-06-26	1			0			54.0	46.6	7.4
1919-06-27	0			0			47.4	41.0	6.4
1919-06-28	0			3			36.8	34.0	2.8
1919-06-29	0			1			49.4	43.0	6.4
1919-06-30	0			0			43.2	38.4	4.8
1919-07-01	0			0			44.0	37.6	6.4
1919-07-02	0			0			50.2	40.4	9.8
1919-07-03	0			0			51.8	43.4	8.4
1919-07-04	0			0			51.4	41.8	9.6
1919-07-05	2			4			32.4	27.4	5.0
1919-07-06	1			4			26.8	23.2	3.6
1919-07-07	4			4			25.2	21.4	3.8
1919-07-08	1			0			40.0	32.4	7.6
1919-07-09	2			0			56.4	46.4	10.0
1919-07-10	0			0			40.4	35.2	5.2
1919-07-11	3			3			41.6	35.4	6.2
1919-07-12	0			2			36.4	32.6	3.8
1919-07-13	0			0			44.4	40.0	4.4
1919-07-14	0			1			61.2	51.0	10.2
1919-07-15	0			0			52.0	44.4	7.6
1919-07-16	0			0			49.6	42.4	7.2
1919-07-17	0			0			58.8	48.4	10.4
1919-07-18	0			0			51.4	42.2	9.2
1919-07-19	0			0			42.4	37.8	4.6
1919-07-20	0			0			43.4	38.4	5.0
1919-07-21	0			0			52.8	44.4	8.4
1919-07-22	0			0			53.0	46.0	7.0
1919-07-23	1			3			57.0	47.0	10.0
1919-07-24	0			0			57.0	47.0	10.0
1919-07-25	0			0			43.8	39.2	4.6
1919-07-26	0			0			52.0	42.6	9.4
1919-07-27	1			0			50.0	41.2	8.8
1919-07-28	1			0			39.4	34.4	4.8
1919-07-29	2			3			40.8	34.4	6.4
1919-07-30	0			3			41.2	34.4	6.8
1919-07-31	0			0			54.0	43.6	10.4
1919-08-01	1			3			52.6	42.6	10.0
1919-08-02	0			0			59.2	49.2	10.0
1919-08-03	0			0			56.0	44.8	11.2
1919-08-04	1			0			56.4	49.4	7.0
1919-08-05	0			3			48.0	42.0	6.0
1919-08-06	0			0			43.8	39.4	4.4
1919-08-07	0			0			45.2	40.2	5.0
1919-08-08	0			0			51.0	42.0	9.0
1919-08-09	0			0			51.2	44.4	6.8
1919-08-10	0			0			53.6	47.6	6.0
1919-08-11	0			0			49.2	44.4	4.8
1919-08-12	1			0			52.0	46.0	6.0
1919-08-13	0			0			54.4	46.6	7.8
1919-08-14	0			0			56.2	48.0	8.2
1919-08-15	0			0			50.4	42.4	8.0
1919-08-16	0			0			57.2	47.4	9.8
1919-08-17	0			0			57.2	48.2	9.0
1919-08-18	0			0			56.0	47.8	8.2
1919-08-19	0			0			54.6	45.0	9.6
1919-08-20	0			0			47.8	41.0	6.8
1919-08-21	0			0			54.4	49.0	9.4
1919-08-22	0			0			52.0	44.0	8.0
1919-08-23	0			0			56.8	47.8	9.0
1919-08-24	0			0			56.2	47.0	9.2
1919-08-25	0			0			60.4	49.2	11.2
1919-08-26	0			0			44.2	36.8	7.4
1919-08-27	1			0			49.6	40.4	9.2
1919-08-28	1			0			51.8	42.0	9.8
1919-08-29	2			2			49.0	38.4	10.6
1919-08-30	0			0			50.8	39.4	11.4
1919-08-31	0			0			50.4	40.0	10.4
1919-09-01	0			0			#53.0	#43.4	9.6
1919-09-02	4			4			25.2	23.8	1.4
1919-09-03	0			0			42.4	34.8	7.6
1919-09-04	0			0			49.4	39.6	9.8
1919-09-05	0			2			36.6	32.8	3.8
1919-09-06	2			0			53.6	39.0	#14.6
1919-09-07	0			2			37.0	34.8	2.2
1919-09-08	4			2			49.0	41.0	8.0
1919-09-09	1			0			53.2	43.6	9.6
1919-09-10	0			0			50.0	40.0	10.0
1919-09-11	0			3			35.2	32.0	3.2
1919-09-12	4			1			38.4	34.8	3.6
1919-09-13	2			3			35.2	31.6	3.6
1919-09-14	0			1			48.6	39.0	9.6
1919-09-15	0			0			50.2	40.0	10.2
1919-09-16	1			2			30.6	29.0	1.6
1919-09-17	2			2			39.2	34.4	4.8
1919-09-18	4			4			32.4	29.0	3.4
1919-09-19	3			1			42.0	40.0	#2.0
1919-09-20	2			0			44.0	30.2	13.8
1919-09-21	1			0			42.2	37.2	5.0
1919-09-22	1			1			40.8	38.4	2.4
1919-09-23	1			4			26.0	23.8	2.2
1919-09-24	1			3			42.4	21.6	2.6
1919-09-25	4			4			21.0	20.2	0.8
1919-09-26	2			2			27.0	23.2	4.8
1919-09-27	2			3			24.2	21.2	3.0
1919-09-28	2			3			25.8	23.6	2.2
1919-09-29	2			4			25.0	22.0	3.0
1919-09-30	4			4			23.2	21.2	2.0
1919-10-01	4			4			20.0	19.0	1.0
1919-10-02	1			1			39.2	31.2	8.0
1919-10-03	0			0			39.6	31.4	8.2
1919-10-04	0			0			39.4	33.0	6.4
1919-10-05	1			4			23.0	19.4	3.6
1919-10-06	1			3			27.6	25.0	2.6
1919-10-07	4			4			15.8	15.0	0.8
1919-10-08	2			4			22.8	20.8	2.0
1919-10-09	2			4			27.4	24.6	2.8
1919-10-10	1			0			#40.8	#35.4	5.4
1919-10-11							12.4	12.0	0.4
1919-10-12				4			22.2	19.4	2.8
1919-10-13	3			3			33.4	23.0	10.4
1919-10-14	0			0			37.8	30.6	7.2
1919-10-15	1			2			26.2	22.6	3.6
1919-10-16	4			4			27.4	23.6	3.8
1919-10-17	4			4			16.8	#15.6	1.2
1919-10-18	1			4			39.4	35.2	4.2
1919-10-19	1			0			40.2	32.8	7.4
1919-10-20	4			4			31.8	28.2	3.6
1919-10-21	1			0			41.8	34.2	7.6
1919-10-22	4			4			24.4	22.8	1.6
1919-10-23	0			1			31.4	28.0	3.2
1919-10-24	2			0			33.6	27.6	6.0
1919-10-25	2			0			33.6	27.4	6.2
1919-10-26	0			0			34.0	30.0	4.0
1919-10-27	0			0			33.4	26.0	7.4
1919-10-28	0			0			35.2	29.2	6.0
1919-10-29	0			0			37.2	29.8	7.4
1919-10-30	1			0			35.4	25.2	7.2
1919-10-31	1			4			21.4	19.8	1.6
1919-11-01	0			0			20.0	11.0	9.0
1919-11-02	2			3			16.2	14.4	1.8
1919-11-03	4			4			12.8	11.6	1.2
1919-11-04	4			4			21.2	18.6	2.6
1919-11-05				3			15.8	14.4	1.4
1919-11-06	4			4			15.6	14.2	1.4
1919-11-07	4			1			30.0	23.8	6.2
1919-11-08	1			2			18.0	16.0	2.0
1919-11-09				3			13.0	12.2	0.8
1919-11-10	4			0			29.0	21.6	7.4
1919-11-11	2			2			14.4	12.2	2.2
1919-11-12	4						9.4	8.4	1.0
1919-11-13				4			9.0	9.0	0.0
1919-11-14	4			4			24.8	20.0	4.8
1919-11-15	0			0			25.2	19.2	6.0
1919-11-16	0			0			25.6	19.8	5.8
1919-11-17	0			0			24.4	20.0	4.4
1919-11-18	0			0			30.0	21.4	8.6
1919-11-19	1			1			29.8	25.0	4.8
1919-11-20	4						12.2	11.8	0.4
1919-11-21	1			2			20.8	17.2	3.6
1919-11-22	1			0			27.2	22.8	4.4
1919-11-23	1			1			32.2	28.0	4.2
1919-11-24	0			2			34.4	26.4	8.0
1919-11-25	1			4			13.6	12.8	0.8
1919-11-26	4			4			10.0	8.6	1.4
1919-11-27	2			2			16.8	14.8	2.0
1919-11-28	2			4			12.4	10.8	1.6
1919-11-29				2			12.0	10.0	2.0
1919-11-30	0			0			27.4	23.2	4.2
1919-12-01	1			4			10.0	9.2	0.8
1919-12-02				0			23.0	18.2	4.8
1919-12-03	1			0			25.4	20.6	4.8
1919-12-04	0			0			31.2	26.0	5.2
1919-12-05	0			0			27.2	22.0	5.2
1919-12-06	0			0			28.6	25.6	3.0
1919-12-07	1			0			28.0	25.8	2.2
1919-12-08	0			0			34.2	30.0	4.2
1919-12-09	0			0			24.2	19.8	4.4
1919-12-10	0			2			18.8	15.4	3.4
1919-12-11				4			9.4	8.4	1.0
1919-12-12	4			4			12.4	10.8	1.6
1919-12-13	3			4			9.2	8.6	0.6
1919-12-14	4			4			11.4	10.6	0.8
1919-12-15	4			4			7.2	7.0	0.2
1919-12-16				1			10.4	8.8	1.6
1919-12-17	1			0			27.8	18.8	9.0
1919-12-18	0			0			26.8	21.0	5.8
1919-12-19	4			0			26.2	18.8	7.4
1919-12-20	1			2			16.4	14.4	2.0
1919-12-21	0			0			34.0	28.0	6.0
1919-12-22	1			0			30.0	23.0	7.0
1919-12-23	0			0			28.6	22.2	6.4
1919-12-24							5.4	4.6	0.8
1919-12-25							6.0	5.2	0.8
1919-12-26							5.0	4.2	0.8
1919-12-27							2.4	2.2	0.6
1919-12-28							7.0	6.4	0.6
1919-12-29							9.6	8.6	1.0
1919-12-30				4			11.8	10.4	1.4
1919-12-31							11.2	10.8	0.4
1920-01-01	4			3			12.8	11.0	1.8
1920-01-02	0			3			22.6	17.8	4.8
1920-01-03	4			4			11.2	11.0	0.2
1920-01-04	2			4			11.4	9.4	2.0
1920-01-05	1			0			19.4	17.6	1.8
1920-01-06	0			0			18.4	14.4	4.0
1920-01-07	0			0			19.4	17.0	2.4
1920-01-08	1			0			21.0	17.0	4.0
1920-01-09	4			0			33.4	22.4	11.0
1920-01-10							8.0	7.4	0.6
1920-01-11	4			4			11.6	11.0	0.6
1920-01-12	4			3			25.0	22.0	3.0
1920-01-13							9.4	8.4	1.0
1920-01-14							8.0	7.0	1.0
1920-01-15				0			33.4	24.4	9.0
1920-01-16	0			0			30.4	25.0	5.4
1920-01-17	0			0			29.6	26.2	3.4
1920-01-18	0			0			33.6	28.6	5.0
1920-01-19	4			0			24.4	18.2	6.2
1920-01-20	0			0			24.8	22.2	2.6
1920-01-21	0			0			28.4	24.0	4.4
1920-01-22	0			0			38.8	30.2	8.6
1920-01-23	1			3			33.8	28.8	5.0
1920-01-24	4			2			35.0	25.4	9.6
1920-01-25	2			4			15.6	14.4	1.2
1920-01-26				4			13.6	12.0	1.6
1920-01-27				4			18.6	16.0	2.6
1920-01-28	4			4			12.4	11.6	0.8
1920-01-29	0			4			14.0	12.2	1.8
1920-01-30	4			4			12.4	15.0	2.4
1920-01-31	2			0			27.6	24.4	3.2
1920-02-01				0			37.4	29.0	8.4
1920-02-02	2			0			36.4	30.2	6.2
1920-02-03	0			0			35.0	29.8	5.2
1920-02-04	0			0			37.4	29.2	8.2
1920-02-05	0			0			32.8	26.0	6.8
1920-02-06	0			0			26.0	23.0	3.0
1920-02-07	0			0			29.8	22.4	7.4
1920-02-08	0			0			24.4	22.4	2.0
1920-02-09	0			0			30.0	23.4	6.6
1920-02-10	0			0			30.0	24.6	5.4
1920-02-11	0			0			40.0	33.0	7.0
1920-02-12	3			0			40.4	29.0	11.4
1920-02-13	4			4			13.4	12.0	1.4
1920-02-14	4			4			16.0	14.6	1.4
1920-02-15	4			4			20.8	17.8	3.0
1920-02-16	4			4			14.4	12.6	1.8
1920-02-17	4			4			10.6	9.8	0.8
1920-02-18	4			4			12.2	11.0	1.2
1920-02-19	4			4			13.0	11.2	1.8
1920-02-20				4			16.2	14.2	2.0
1920-02-21	0			0			33.4	26.8	6.6
1920-02-22	1			3			22.6	19.4	3.2
1920-02-23	4			3			26.6	23.0	3.6
1920-02-24				4			9.2	8.8	0.4
1920-02-25	4			4			31.2	18.0	3.2
1920-02-26	4			4			14.4	13.4	1.0
1920-02-27	4			4			12.0	11.4	0.6
1920-02-28	4			4			18.0	16.0	2.0
1920-02-29	4			3			33.0	28.0	5.0
1920-03-01	4			3			33.0	26.8	6.2
1920-03-02	4			4			20.8	17.6	3.2
