/* DATA DESCRIPTION:
Citation:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2021): Early meteorological records from BAVVEN1 (1882-1883), Extremadura region, SW Iberia. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.926399 (dataset in review), 
	In: Vaquero, JM et al. (2020): Early meteorological records from Extremadura region, SW Iberia (CliPastExtrem). PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.925807 (dataset in review)
Related to:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (in prep.): Recovery of early meteorological records from Extremadura region (SW Iberia): the "CliPastExtrem" (v1.0) database.
Coverage:	LATITUDE: 38.265278 * LONGITUDE: -6.474444
	DATE/TIME START: 1882-01-01T00:00:00 * DATE/TIME END: 1883-11-30T00:00:00
Event(s):	BAVVEN1 * LATITUDE: 38.265278 * LONGITUDE: -6.474444 * LOCATION: Valencia del Ventoso, Spain * METHOD/DEVICE: Weather station/meteorological * COMMENT: the symbol "#" represents suspicious data found from a quality control observation (WST)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Pressure, atmospheric [arbitrary units] (PPPP other) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: in mmHg, at 9am
	Pressure, atmospheric [arbitrary units] (PPPP other) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: in mmHg, at 3pm
	Pressure, atmospheric [arbitrary units] (PPPP other) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: in mmHg, mean
	Pressure, difference [arbitrary units] (dP) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Temperature, air, daily maximum [°C] (TxTxTx day max) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Temperature, air, daily minimum [°C] (TnTnTn day min) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Temperature, air, daily mean [°C] (TTT daily m) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Temperature, difference [°C] (delta T) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: between max and mean
	Wind direction description (Wind dir descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: WD1, during morning * COMMENT: W = west, E = east, N = north, S = south"
	Wind direction description (Wind dir descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: WD2, during afternoon * COMMENT: W = west, E = east, N = north, S = south"
	Wind speed description (ff descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: WF1, during morning
	Wind speed description (ff descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: WF2, during afternoon
	Present weather (ww) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: SS1, during morning
	Present weather (ww) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: SS2, during morning
	Precipitation [mm/day] (Precip) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Evaporation [mm] (Evapor) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: mean
Size:	7746 data points
*/
Date/Time	PPPP other [arbitrary units] (in mmHg, at 9am)	PPPP other [arbitrary units] (in mmHg, at 3pm)	PPPP other [arbitrary units] (in mmHg, mean)	dP [arbitrary units]	TxTxTx day max [°C]	TnTnTn day min [°C]	TTT daily m [°C]	delta T [°C] (between max and mean)	Wind dir descr (WD1, during morning)	Wind dir descr (WD2, during afternoon)	ff descr (WF1, during morning)	ff descr (WF2, during afternoon)	ww (SS1, during morning)	ww (SS2, during morning)	Precip [mm/day]	Evapor [mm] (mean)
1882-03-01	24.50	23.50	24.00	1.00	10.0	2.5	6.25	7.5	SW	SW	Breeze	Wind	Cloudy	Cloudy	3.0	2.5
1882-03-02	27.00	25.00	26.00	2.00	10.0	2.0	6.00	#6.8	SW	SW	Wind	Wind	Cloudy	Covered	0.0	2.0
1882-03-03	18.50	13.50	16.00	5.00	11.5	2.0	6.75	9.5	S	S	Wind	Strong Wind	Covered	Covered	3.0	2.0
1882-03-04	15.50	16.00	15.75	-0.50	10.5	2.0	6.25	8.5	SW	SW	Wind	Wind	Cloudy	Cloudy	8.0	1.5
1882-03-05	22.50	23.00	22.75	-0.50	13.0	1.5	7.25	11.5	W	W	Breeze	Breeze	Clear	Clear	0.0	1.5
1882-03-06	26.00	26.00	26.00	0.00	13.0	2.0	7.50	11.0	NW	NW	Breeze	Breeze	Clear	Clear	0.0	1.5
1882-03-07	28.00	27.00	27.50	1.00	15.5	2.0	8.75	13.5	N	NW	Breeze	Breeze	Clear	Clear	0.0	2.0
1882-03-08	27.50	27.00	27.25	0.50	16.5	4.5	10.50	12.0	NE	NE	Breeze		Clear	Clear	0.0	2.1
1882-03-09	28.00	27.00	27.50	1.00	18.0	4.0	11.00	14.0	NE	E		Calm-Breeze	Clear	Clear	0.0	2.5
1882-03-10	28.00	27.50	27.75	0.50	16.0	4.5	10.25	11.5	E	E	Calm-Breeze	Breeze	Clear	Clear	0.0	3.0
1882-03-11	28.00	27.00	27.50	1.00	18.5	4.0	11.25	14.5	E	E	Breeze	Breeze	Clear	Clear	0.0	3.5
1882-03-12	26.00	24.50	25.25	1.50	19.5	4.0	#11.50	#15.0	E	E	Breeze	Wind	Clear	Clear	0.0	3.5
1882-03-13	25.50	24.50	25.00	1.00	17.5	5.0	11.25	12.5	E	E	Breeze	Wind	Clear	Clear	0.0	4.0
1882-03-14	25.50	24.00	24.75	#1.00	16.5	4.0	10.25	#11.5	E	E	Breeze	Wind	Clear	Clear	0.0	4.0
1882-03-15	25.50	26.50	26.00	-1.00	17.0	4.5	10.75	12.5	E		Wind		Clear	Clear	0.0	3.5
1882-03-16	28.00	27.50	27.75	0.50	18.0	3.5	#11.00	#15.0	E	E	Wind	Wind	Clear	Clear	0.0	3.0
1882-03-17	28.00	26.00	27.00	2.00	19.5	5.0	12.25	#13.5	E		Wind		Clear	Clear	0.0	3.5
1882-03-18	26.00	24.00	#25.25	#2.50	19.0	5.0	12.00	14.0	E	E	Wind	Wind	Clear	Cloudy	0.0	3.5
1882-03-19	22.50	18.00	20.25	4.50	16.0	5.0	10.50	11.0	E	W	Breeze	Breeze	Clear-Cloudy		0.0	3.5
1882-03-20	17.00	16.00	16.50	1.00	14.0	4.0	10.00	#10.0	W		Breeze-Wind	Wind	Cloudy	Cloudy-Covered	0.0	3.5
1882-03-21	18.00	19.50	18.75	-1.50	17.0	3.5	10.25	13.5	W	SE	Wind	Wind	Covered	Covered	1.5	3.0
1882-03-22	20.00	18.00	19.00	2.00	10.0	4.0	7.00	6.0	N	NE	Breeze	Wind	Clear	Cloudy	0.0	3.0
1882-03-23	22.50	21.50	22.00	1.00	17.0	3.0	10.00	14.0	N	N	Wind	Wind	Clear	Clear	2.0	2.5
1882-03-24	23.00	22.00	22.50	1.00	15.0	4.0	9.50	11.0	NE	N	Breeze		Clear	Clear	0.0	3.0
1882-03-25	23.50	21.50	22.50	2.00	15.5	3.0	9.25	12.5	NE	NE	Wind	Calm-Breeze	Clear	Clear	0.0	2.5
1882-03-26	23.00	19.50	21.25	3.50	14.0	3.0	8.50	11.0	N	N	Wind	Breeze	Clear	Clear	0.0	3.0
1882-03-27	22.00	21.50	21.75	0.50	13.0	4.0	8.50	9.0	NE	NE	Wind	Strong Wind	Clear	Clear	0.0	3.0
1882-03-28	25.00	25.00	25.00	0.00	18.0	3.0	10.50	15.0	NE	N	Wind	Breeze	Clear	Clear	0.0	3.0
1882-03-29	22.00	20.00	21.00	2.00	19.0	4.0	11.50	15.0	SW	NE	Breeze	Breeze	Clear	Clear	0.0	3.5
1882-03-30	18.00	16.50	17.25	1.50	15.0	4.0	9.50	11.0	NE	W		Breeze-Wind	Clear	Clear	0.0	3.0
1882-03-31	17.50	17.00	17.25	0.50	15.5	3.5	9.50	12.0	W	W	Wind	Wind	Clear	Cloudy	0.0	3.0
1882-05-01	18.00	19.50	18.75	-1.50	20.0	5.5	12.75	#5.5	N	W	Breeze	Wind	Clear	Clear	0.0	4.0
1882-05-02	18.50	16.50	17.50	2.00	16.5	4.0	10.25	12.5	S	S	Breeze	Wind	Clear	Cloudy	0.0	4.0
1882-05-03	17.00	17.00	17.00	0.00	17.0	5.0	11.00	12.0	SW	W	Breeze	Wind	Covered	Cloudy	3.0	3.0
1882-05-04	21.00	20.50	20.75	0.50	15.0	3.5	9.25	11.5	SW	SW	Breeze	Wind	Cloudy	Covered	15.0	3.0
1882-05-05	18.50	17.50	18.00	1.00	17.5	3.5	10.50	14.0	W	SW	Breeze	Wind	Covered	Covered	3.0	3.0
1882-05-06	20.00	19.00	19.50	1.00	23.0	3.5	13.25	19.5	S-W	S-W	Breeze	Breeze	Cloudy	Cloudy	0.0	3.0
1882-05-07	17.50	16.50	17.00	1.00	18.0	5.0	11.50	13.0			Breeze	Wind	Cloudy	Cloudy	0.0	4.0
1882-05-08	18.00	17.50	17.75	0.50	19.0	4.0	11.50	15.0	NE	SE	Breeze	Wind	Covered	Covered	2.0	3.0
1882-05-09	19.00	19.00	19.00	0.00	23.0	4.5	13.75	18.5	E	E	Wind	Strong Wind	Cloudy	Cloudy	4.5	3.5
1882-05-10	20.50	19.00	19.75	1.50	24.0	5.0	14.50	19.0	E	SE	Wind	Wind	Clear	Clear	0.0	4.5
1882-05-11	20.50	20.50	20.50	0.00	27.0	5.0	16.00	22.0	E	SE	Wind	Wind	Clear	Clear	0.0	5.0
1882-05-12	22.00	21.00	21.50	1.00	26.0	6.0	16.00	20.0	E	SE	Breeze	Wind	Clear	Clear	0.0	6.0
1882-05-13	21.50	20.50	21.00	1.00	25.5	5.5	15.50	20.0	SE	SW	Breeze	Wind	Clear	Cloudy	0.0	6.0
1882-05-14	19.00	18.00	18.50	1.00	23.5	5.5	14.50	18.0	SW	SW	Breeze	Wind	Cloudy	Clear	0.0	5.0
1882-05-15	16.50	15.00	15.75	1.50	24.5	5.0	14.75	19.5	W	SW	Breeze	Wind	Covered	Covered	0.0	6.0
1882-05-16	16.00	15.50	15.75	0.50	25.5	4.5	15.00	21.0	SW	SW	Breeze	Wind	Cloudy	Cloudy	0.0	4.5
1882-05-17	17.00	17.25	17.12	#-0.50	23.5	5.5	14.50	18.0	N	SE-S	Breeze	Wind	Covered	Covered	0.0	5.5
1882-05-18	18.50	17.00	17.75	1.50	16.0	5.0	10.50	11.0	E	S	Breeze	Wind	Covered	Covered	3.0	3.5
1882-05-19	15.00	12.50	13.75	2.50	18.0	4.5	11.25	13.5	S	S	Wind	Wind	Covered	Covered	9.0	3.0
1882-05-20	14.50	14.00	14.25	0.50	16.5	4.5	10.50	12.0	S	S	Wind	Wind	Cloudy	Covered	22.0	3.5
1882-05-21	19.50	19.00	19.25	0.50	17.0	3.5	10.25	13.5	S	S	Wind	Strong Wind	Cloudy	Cloudy	15.0	2.5
1882-05-22	19.50	18.00	18.75	1.50	19.0	4.0	11.50	15.0	SW	S	Wind	Strong Wind	Covered	Covered	0.0	3.5
1882-05-23	18.50	16.50	17.50	2.00	18.0	4.5	#11.50	#14.0	SW	SW	Wind	Wind	Cloudy	Cloudy	3.0	1.0
1882-05-24	19.00	17.50	18.25	1.50	19.0	3.5	11.25	15.5	SW	SW	Wind	Strong Wind	Cloudy	Cloudy	1.5	3.0
1882-05-25	18.00	18.50	18.25	-0.50	19.0	3.5	11.25	15.5	S	S	Wind	Strong Wind	Covered	Cloudy	0.0	3.0
1882-05-26	21.50	22.00	21.75	-0.50	23.5	4.5	14.00	19.0	S	S	Wind	Wind	Cloudy	Cloudy	0.0	3.0
1882-05-27	23.50	21.50	22.50	2.00	28.0	5.0	16.50	23.0	E	W	Breeze	Breeze	Clear	Cloudy	0.0	3.5
1882-05-28	22.50	22.00	22.25	0.50	29.0	6.0	17.50	23.0	W	W	Breeze	Wind	Clear	Cloudy	0.0	5.5
1882-05-29	24.00	23.00	23.50	1.00	28.5	5.5	17.00	23.0		NW	Breeze	Wind	Clear	Clear	0.0	4.5
1882-05-30	22.50	20.00	21.25	2.50	29.5	6.0	17.75	#22.5	E	E	Breeze	Breeze	Cloudy	Clear	0.0	5.5
1882-05-31	18.50	17.00	17.75	1.50	29.5	6.5	18.00	23.0	S	S	Breeze	Wind	Clear	Clear	0.0	6.5
1882-06-01	18.50	18.00	18.25	0.50	28.5	7.0	17.75	21.5	SW	W	Breeze	Wind	Cloudy	Cloudy	0.0	6.5
1882-06-02	20.00	19.00	19.50	1.00	23.0	6.0	14.50	17.0	W	W	Breeze	Wind	Clear	Covered	0.0	6.0
1882-06-03	19.50	20.00	19.75	-0.50	23.5	5.0	14.25	18.5	S	SW	Wind	Wind	Cloudy	Clear	0.0	4.5
1882-06-04	23.00	22.50	22.75	0.50	26.5	4.5	15.50	22.0	N	NW	Wind	Wind	Cloudy	Cloudy	0.0	4.5
1882-06-05	23.50	21.50	22.50	2.00	30.5	5.5	18.00	25.0	NE	NE	Wind	Breeze	Clear	Clear	0.0	4.5
1882-06-06	21.00	18.50	#19.25	2.50	26.0	6.5	16.25	19.5	SW-NW		Breeze	Wind	Clear	Clear	0.0	6.5
1882-06-07	20.50	21.00	20.75	-0.50	27.0	5.0	16.00	22.0	N-NW	W	Wind	Wind	Clear	Clear	0.0	6.5
1882-06-08	23.50	22.00	22.75	1.50	30.0	5.5	17.75	24.5	NE	NE	Breeze	Wind	Clear	Clear	0.0	5.5
1882-06-09	22.00	20.00	21.00	2.00	31.0	6.5	18.75	24.5	NE	N	Breeze	Wind	Clear	Clear	0.0	7.0
1882-06-10	21.00	19.50	#20.50	1.50	29.5	6.5	18.00	23.0	N	NE	Breeze	Wind	Clear	Clear	0.0	7.0
1882-06-11	21.50	20.50	21.00	1.00	31.5	7.5	19.50	24.0	E	NE	Wind	Wind	Clear	Clear	0.0	7.5
1882-06-12	20.50	19.50	20.00	1.00	32.0	7.5	19.75	24.5	E	NE	Breeze	Wind	Clear	Clear	0.0	7.5
1882-06-13	20.50	19.50	20.00	1.00	33.0	7.5	20.25	25.5	NE	NE	Breeze	Wind	Clear	Clear	0.0	7.5
1882-06-14	22.50	21.50	22.00	1.00	34.5	8.5	21.50	#6.0	E-SE	E	Breeze	Wind	Clear	Clear	0.0	8.0
1882-06-15	22.00	21.50	#20.75	0.50	33.5	8.5	21.00	25.0	SE	SE	Breeze	Wind	Clear	Clear	0.0	8.5
1882-06-16	22.50	21.50	22.00	1.00	29.5	7.0	18.25	22.5	S	SE	Breeze	Wind	Clear	Clear	0.0	7.5
1882-06-17	20.50	19.50	20.00	1.00	19.5	7.0	13.25	12.5	S	SW	Breeze	Wind	Cloudy	Clear	0.0	7.0
1882-06-18	23.00	22.50	22.75	0.50	27.5	6.0	16.75	21.5	SW	SW	Wind	Wind	Covered	Clear	0.0	6.5
1882-06-19	24.00	23.00	23.50	1.00	29.5	5.5	17.50	24.0	W	SW	Breeze	Wind	Clear	Clear	0.0	4.5
1882-06-20	22.50	21.00	#22.25	#2.50	34.0	6.5	20.25	27.5	N		Breeze	Breeze	Clear	Clear	0.0	6.0
1882-06-21	21.00	19.50	20.25	1.50	34.0	7.5	20.75	26.5	W	W	Breeze	Wind	Clear	Cloudy	0.0	7.0
1882-06-22	20.50	19.00	#20.25	1.50	29.5	7.5	18.50	22.0	W	W	Breeze	Wind	Clear	Clear	0.0	8.0
1882-06-23	21.00	20.00	20.50	1.00	29.5	7.0	#18.00	#22.0	W	W	Breeze	Breeze	Clear	Clear	0.0	7.5
1882-06-24	21.00	20.00	20.50	1.00	29.0	6.0	17.50	23.0	W	W	Calm	Wind	Clear	Clear	0.0	7.5
1882-06-25	22.50	22.00	22.25	0.50	29.5	7.0	18.25	22.5	W	NW	Breeze	Wind	Clear	Clear	0.0	7.5
1882-06-26	22.50	21.00	21.75	1.50	31.0	6.5	18.75	24.5	W	N	Breeze	Breeze	Clear	Clear	0.0	7.5
1882-06-27	22.00	21.50	21.75	0.50	30.0	6.5	18.25	23.5	W	W	Calm	Wind	Clear	Cloudy	0.0	8.0
1882-06-28	24.50	23.50	24.00	1.00	31.0	8.5	19.75	22.5	W	W	Breeze	Wind	Cloudy	Clear	0.0	10.0
1882-06-29	24.00	22.50	23.25	1.50	32.0	9.5	20.75	22.5	W	W	Breeze	Wind	Cloudy	Cloudy	0.0	10.0
1882-06-30	20.50	20.50	20.50	0.00	34.0	9.5	#22.75	24.5	W	W	Calm	Breeze	Clear	Clear	0.0	2.5
1882-07-01	19.50	20.00	19.75	-0.50	33.0	11.0	22.00	22.0	W-NW		Calm	Breeze	Clear	Clear	0.0	12.0
1882-07-02	20.50	19.00	19.75	1.50	34.0	12.0	#22.00	22.0	SW-W		Breeze	Wind	Clear-Cloudy		0.0	12.5
1882-07-03	21.00	20.50	20.75	0.50	30.0	11.0	20.50	19.0	SW	W	Breeze	Wind	Clear	Cloudy	0.0	14.0
1882-07-04	20.50	20.00	20.25	0.50	29.5	8.5	19.00	21.0	S	SW	Wind	Breeze	Clear	Clear	0.0	11.0
1882-07-05	21.00	20.00	20.50	1.00	30.0	8.5	19.25	21.5	SW	W	Breeze	Wind	Clear	Clear	0.0	10.0
1882-07-06	21.00	19.50	20.25	1.50	25.0	8.5	16.75	16.5	W	SW	Breeze	Wind	Clear	Clear	0.0	9.5
1882-07-07	19.00	18.50	18.75	0.50	20.0	7.0	13.50	13.0			Breeze	Strong Wind	Covered	Covered	0.0	10.0
1882-07-08	19.50	16.50	18.00	3.00	17.0	6.5	11.75	10.5	S	S	Breeze	Wind	Covered	Covered	3.0	7.0
1882-07-09	23.00	23.50	23.25	#0.50	26.0	5.5	15.75	20.5	S-SW-W	S-SW-W	Breeze	Wind	Cloudy	Cloudy	61.0	5.5
1882-07-10	25.50	24.50	25.00	1.00	28.0	6.5	17.25	21.5	W	W	Breeze	Breeze	Clear	Clear	0.0	5.5
1882-07-11	24.50	23.00	23.75	1.50	30.0	6.5	18.25	#25.5	W	W	Calm	Breeze	Clear	Clear	0.0	6.5
1882-07-12	23.50	22.00	22.75	#3.50	32.0	8.0	20.00	24.0	NW	NW	Breeze	Breeze	Clear	Clear	0.0	8.0
1882-07-13	21.00	21.00	21.00	0.00	30.0	8.0	19.00	22.0	NW	NW	Breeze	Breeze	Clear	Clear	0.0	8.5
