/* DATA DESCRIPTION:
Citation:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2021): Early meteorological records from CCSFUE1 (1912-1931), Extremadura region, SW Iberia. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.926245 (dataset in review), 
	In: Vaquero, JM et al. (2020): Early meteorological records from Extremadura region, SW Iberia (CliPastExtrem). PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.925807 (dataset in review)
Related to:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (in prep.): Recovery of early meteorological records from Extremadura region (SW Iberia): the "CliPastExtrem" (v1.0) database.
Coverage:	LATITUDE: 39.430000 * LONGITUDE: -6.220000 * ALTITUDE: 340 m
	DATE/TIME START: 1912-06-01T00:00:00 * DATE/TIME END: 1931-01-01T00:00:00
Event(s):	CCSFUE * LATITUDE: 39.430000 * LONGITUDE: -6.220000 * ALTITUDE: 340 m * LOCATION: Sierra de Fuentes, Spain * METHOD/DEVICE: Weather station/meteorological observation (WST)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Number of rainy days [days/month] (Rainy days) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Observation (OBSE)
	Number of snowy days [days/month] (Snowy days) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Observation (OBSE)
	Precipitation [mm/month] (Precip) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Hellmann Rain Gauge
	Precipitation, daily, maximum [mm/day] (Precip day max) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Hellmann Rain Gauge * COMMENT: within this month
	Date (Date) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: of max daily precipitation
	Wind direction description (Wind dir descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: mean, in rainy days (W = west, E = east, N = north, S = south) (From the North to East (0º-90º): 1er Cte = first quadrant, from the East to South (90º-180º): 2º Cte = second quadrant, from the South to West (180º-270º): 3er Cte = third quadrant, from the West to North (270º-360º): 4º Cte = fourth quadrant) ("Various" means several directions)
	Wind direction description (Wind dir descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: max, in rainy days (W = west, E = east, N = north, S = south) (From the North to East (0º-90º): 1er Cte = first quadrant, from the East to South (90º-180º): 2º Cte = second quadrant, from the South to West (180º-270º): 3er Cte = third quadrant, from the West to North (270º-360º): 4º Cte = fourth quadrant) ("Various" means several directions)
	Number of dew days [days/month] (Dew days) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Observation (OBSE)
	Number of frost days [days/month] (Frost days) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Observation (OBSE)
	Number of foggy days [days/month] (Foggy days) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Observation (OBSE)
	Number of stormy days [days/month] (Stormy days) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Observation (OBSE)
	Number of hail days [days/month] (Hail days) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Observation (OBSE)
Size:	2466 data points
*/
Date/Time	Rainy days [days/month] (Observation)	Snowy days [days/month] (Observation)	Precip [mm/month] (Hellmann Rain Gauge)	Precip day max [mm/day] (within this month, Hellmann R...)	Date (of max daily precipitation, m...)	Wind dir descr (mean, in rainy days (W = west...)	Wind dir descr (max, in rainy days (W = west,...)	Dew days [days/month] (Observation)	Frost days [days/month] (Observation)	Foggy days [days/month] (Observation)	Stormy days [days/month] (Observation)	Hail days [days/month] (Observation)
1912-06	4	0	19.70	10.3	1912-06-11	W	W					
1912-07	3	0	8.60	5.2	1912-07-12							
1912-08	2	0	1.60	1.6	1912-08-04							
1912-09	8	0	19.00	11.7	1912-09-20						3	
1912-10	10	0	82.90	22.9	1912-10-30						1	
1912-11	4	0	9.10	5.6	1912-11-30							
1912-12	4	0	19.80	9.1	1912-12-09						4	
1913-01	20	0	161.20	46.3	1913-01-24					3	0	0
1913-02	9	0	67.30	28.4	1913-02-24					0	1	1
1913-03	12	0	52.20	36.2	1913-03-09					0	0	1
1913-04	8	0	10.40	7.0	1913-04-02					0	1	0
1913-05	11	0	21.70	10.4	1913-05-25					0	2	0
1913-06	3	0	29.20	20.4	1913-06-01					0	2	0
1913-07	2	0	0.00	0.0						0	1	0
1913-08	5	0	0.10	0.1	1913-08-29					0	2	0
1913-09	15	0	48.70	16.2	1913-09-29					0	6	0
1913-10	20	0	191.70	47.0	1913-10-24					0	1	0
1913-11	9	0	58.90	15.5	1913-11-12					4	1	0
1913-12	7	0	12.20	3.4	1913-12-28					10	0	0
1914-01	5	1	23.20	8.3	1914-01-22			2	0	6	0	0
1914-02	10	0	90.00	22.8	1914-02-24			7	1	3	0	3
1914-03	10	0	46.00	33.2	1914-03-10			6	0	5	0	0
1914-04	12	0	74.70	24.4	1914-04-28			0	0	1	3	0
1914-05	6	0	15.70	6.4	1914-05-09			0	0	0	2	0
1914-06	6	0	46.60	24.9	1914-06-28			0	0	0	6	0
1914-07	2	0	11.20	7.7	1914-07-21			0	0	0	0	0
1914-08	0	0	0.00	0.0				0	0	0	0	0
1914-09	1	0	4.10	4.1	1914-09-08			0	0	0	0	0
1914-10	8	0	49.50	13.0	1914-10-22			0	0	0	0	0
1914-11	7	0	95.20	54.5	1914-11-21			0	0	3	0	0
1914-12	19	0	155.60	57.7	1914-12-14			0	2	7	0	0
1915-01	7	2	62.80	18.6	1915-01-02			3	3	8	0	1
1915-02	16	0	83.10	11.3	1915-02-05	Various		4	3	8	0	1
1915-03	14	0	131.00	22.6	1915-03-18	Various	NW	10	2	0	1	1
1915-04	7	0	10.50	2.5	1915-04-23	Various	S	0	0	0	0	1
1915-05	12	0	60.50	32.2	1915-05-07	SW	W	0	0	0	8	0
1915-06	4	0	13.40	8.8	1915-06-09	SW		0	0	0	2	0
1915-07	1	0	0.60	0.6	1915-07-14			0	0	0	1	0
1915-08	0	0	0.00	0.0				0	0	0	0	0
1915-09	5	0	39.90	34.5	1915-09-11			0	0	0	3	0
1915-10	6	0	37.20	23.0	1915-10-12	W	W	2	0	2	2	0
1915-11	17	0	92.80	21.0	1915-11-05	SW	SW	15	0	8	0	0
1915-12	14	0	125.50	50.3	1915-12-07	Various	SW	6	9	10	0	0
1916-01	3	0	23.40	14.7	1916-01-18	SW	SW	11	11	6	0	0
1916-02	11	0	97.70	33.9	1916-02-05	SW	Various	0	2	3	0	1
1916-03	20	0	188.10	41.6	1916-03-10	SW	W	4	4	2	2	4
1916-04	5	0	13.70	8.5	1916-04-22	SW	Various	19	0	0	0	2
1916-05	6	0	45.70	13.0	1916-05-23	SW		0	0	0	2	1
1916-06	2	0	4.50	3.0	1916-06-19	SW-NW	NW	0	0	0	0	0
1916-07	1	0	1.50	1.5	1916-07-04			0	0	0	2	0
1916-08	2	0	4.00	3.5	1916-08-29	W	W	0	0	1	0	0
1916-09	6	0	40.20	28.1	1916-09-28	W	W	0	0	0	0	0
1916-10	3	0	5.20	3.6	1916-10-25	Various	Various	0	0	0	1	0
1916-11	10	1	79.30	19.2	1916-11-04	W	W	13	1	4	0	0
1916-12	15	0	146.60	48.5	1916-12-18	SW	SW	8	4	9	1	0
1917-01	12	0	59.70	17.4	1917-01-14	SW	W	7	10	4	0	0
1917-02	10	0	109.00	19.0	1917-02-12	Various	Various	11	5	1	1	2
1917-03	11	2	52.20	17.1	1917-03-06	SW	SW	16	6	0	0	1
1917-04	9	0	58.40	23.2	1917-04-05	W	Various	17	1	0	0	1
1917-05	9	0	53.20	12.2	1917-05-19	SW	SW	0	0	3	4	0
1917-06	4	0	29.90	13.1	1917-06-08	W	W	0	0	0	3	0
1917-07	0	0	0.00	0.0				0	0	0	0	0
1917-08	1	0	0.30	0.3	1917-08-29	Various	Various	0	0	0	0	0
1917-09	4	0	15.00	8.2	1917-09-11			0	0	0	4	0
1917-10	3	0	3.20	2.0	1917-10-14	Various	W	0	0	1	1	1
