/* DATA DESCRIPTION:
Citation:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2021): Early meteorological records from CCMPLS1 (1919-1935), Extremadura region, SW Iberia. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.926255 (dataset in review), 
	In: Vaquero, JM et al. (2020): Early meteorological records from Extremadura region, SW Iberia (CliPastExtrem). PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.925807 (dataset in review)
Related to:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (in prep.): Recovery of early meteorological records from Extremadura region (SW Iberia): the "CliPastExtrem" (v1.0) database.
Coverage:	LATITUDE: 40.010000 * LONGITUDE: -6.050000
	DATE/TIME START: 1919-02-01T00:00:00 * DATE/TIME END: 1935-04-01T00:00:00
Event(s):	CCMPLS1 * LATITUDE: 40.010000 * LONGITUDE: -6.050000 * LOCATION: Malpartida de Plasencia, Spain * METHOD/DEVICE: Weather station/meteorological observation (WST)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Number of rainy days [days/month] (Rainy days) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Observation (OBSE)
	Number of snowy days [days/month] (Snowy days) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Observation (OBSE)
	Precipitation [mm/month] (Precip) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Hellmann Rain Gauge
	Precipitation, daily, maximum [mm/day] (Precip day max) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Hellmann Rain Gauge * COMMENT: within this month
	Date (Date) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: of max daily precipitation
	Wind direction description (Wind dir descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: mean, in rainy days (W = west, E = east, N = north, S = south) (From the North to East (0º-90º): 1er Cte = first quadrant, from the East to South (90º-180º): 2º Cte = second quadrant, from the South to West (180º-270º): 3er Cte = third quadrant, from the West to North (270º-360º): 4º Cte = fourth quadrant) ("Various" means several directions)
	Wind direction description (Wind dir descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: max, in rainy days (W = west, E = east, N = north, S = south) (From the North to East (0º-90º): 1er Cte = first quadrant, from the East to South (90º-180º): 2º Cte = second quadrant, from the South to West (180º-270º): 3er Cte = third quadrant, from the West to North (270º-360º): 4º Cte = fourth quadrant) ("Various" means several directions)
	Number of dew days [days/month] (Dew days) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Observation (OBSE)
	Number of frost days [days/month] (Frost days) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Observation (OBSE)
	Number of foggy days [days/month] (Foggy days) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Observation (OBSE)
	Number of stormy days [days/month] (Stormy days) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Observation (OBSE)
	Number of hail days [days/month] (Hail days) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Observation (OBSE)
Size:	1833 data points
*/
Date/Time	Rainy days [days/month] (Observation)	Snowy days [days/month] (Observation)	Precip [mm/month] (Hellmann Rain Gauge)	Precip day max [mm/day] (within this month, Hellmann R...)	Date (of max daily precipitation)	Wind dir descr (mean, in rainy days (W = west...)	Wind dir descr (max, in rainy days (W = west,...)	Dew days [days/month] (Observation)	Frost days [days/month] (Observation)	Foggy days [days/month] (Observation)	Stormy days [days/month] (Observation)	Hail days [days/month] (Observation)
1919-02	20	0	231.10	49.0	1919-02-11							
1919-03	13	0	101.40	38.8	1919-03-23							
1919-04	12	0	80.50	16.3	1919-04-09							
1919-05	5	0	38.60	23.1	1919-05-30							
1919-06	8	0	11.30	7.2	1919-06-04							
1919-07	3	0	6.60	4.4	1919-07-08							
1919-08	0	0	0.00	0.0								
1919-09	9	0	22.40	7.2	1919-09-29							
1919-10	10	0	31.50	6.0	1919-10-14							
1919-11	17	0	129.60	63.2	1919-11-05							
1919-12	7	0	48.30	24.1	1919-12-16							
1920-01	5	0	34.00	10.7	1920-01-27		E	0	0	6	0	0
1920-02	12	0	118.40	33.9	1920-02-18	E	E	0	0	0	0	0
1920-03	9	3	47.70	16.8	1920-03-29	NW	S-SW	9	0	0	0	1
1920-04	10	0	75.80	24.8	1920-04-09	W	SE	0	0	1	2	1
1920-05	12	0	72.60	18.9	1920-05-25	3er Cte	3er Cte	1	0	0	5	1
1920-06	5	0	35.00	13.4	1920-06-26	N-W	NW	0	0	0	2	1
1920-07	0	0	0.00	0.0				0	0	0	0	0
1920-08	0	0	0.00	0.0				0	0	0	0	0
1920-09	7	0	24.60	8.5	1920-09-09	3er Cte	Various	0	0	0	2	0
1920-10	18	0	131.70	26.0	1920-10-07	3er Cte	NW	0	0	0	3	1
1920-11	10	0	98.30	19.8	1920-11-25	Various	E	6	0	0	0	0
1920-12	8	3	87.60	23.4	1920-12-27	2° Cte	SE	7	2	4	0	0
1921-01	3	0	23.10	14.7	1921-01-12	Various	S	0	0	4	0	0
1921-02	10	1	71.30	17.2	1921-02-04	2° Cte	SSE	0	6	0	0	1
1921-03	5	0	30.40	15.8	1921-03-12	Various	SE	0	0	0	0	0
1921-04	6	0	15.00	9.9	1921-04-12	Various	W	0	0	0	1	1
1921-05	11	0	29.30	11.2	1921-05-22	Various	NE-S	0	0	0	3	0
1921-06	6	0	17.50	5.3	1921-06-08	Various	NE	0	0	0	3	2
1921-07	4	0	2.10	1.4	1921-07-11			0	0	0	1	0
1921-08	1	0	0.10	0.1	1921-08-09	S	S	0	0	0	2	0
1921-09	10	0	59.00	20.4	1921-09-23	Various	E	0	0	0	5	0
1921-10	13	0	96.30	19.3	1921-10-13	2° Cte	E	0	0	0	4	1
1921-11	9	0	161.10	40.3	1921-11-25	2° Cte	E-SE	0	0	0	0	0
1921-12	4	0	39.50	28.0	1921-12-01	SW	SW	0	0	2	0	0
1922-01	13	0	149.30	57.5	1922-01-24	W and SW	SW		0		0	0
1922-02	6	0	13.40	8.8	1922-02-06	Various	SE-NE		0		0	0
1922-03	17	0	89.50	21.3	1922-03-15	Various	SE-S		6		0	1
1922-04	7	0	28.20	16.1	1922-04-03	Various	S-SW		7		0	0
1922-05	7	0	16.50	9.2	1922-05-13	Various	SW-W		0		1	0
1922-06	8	0	63.00	32.2	1922-06-05	Various			0		3	0
1922-07	1	0	1.20	1.2	1922-07-07	W	W		0		0	0
1922-08	6	0	25.20	11.3	1922-08-31	Various	W		0		2	1
1922-09	6	0	37.30	17.0	1922-09-11	Various	E		0		1	0
1922-10	14	0	313.90	76.5	1922-10-16	Various	Various		1		2	1
1922-11	3	0	18.50	15.9	1922-11-03	W	NW				0	0
1922-12	8	0	106.10	25.7	1922-12-16	Various	Various				0	1
1923-01	1	0	0.90	0.9	1923-01-01	NW	NW	0	0	0	0	0
1923-02	18	0	119.10	27.1	1923-02-10	4° Cte	Various	0	0	9	1	5
1923-03	7	0	32.50	15.6	1923-03-23	Various	Calm	0	0	0	0	0
1923-04	16	1	153.50	28.4	1923-04-12	S-NW	S	1	4	1	0	3
1923-05	6	0	11.40	5.0	1923-05-10	4° Cte	N	0	0	0	1	2
1923-06	5	0	57.70	29.0	1923-06-26	Various	NE	0	0	0	3	3
1923-07	3	0	3.60	3.2	1923-07-25			0	0	0	2	0
1923-08	0	0	0.00	0.0				0	0	0	0	0
1923-09	4	0	18.50	8.8	1923-09-14	3° and 4° Cte	W-NW	0	0	0	0	0
1923-10	9	0	57.50	20.4	1923-10-15	3° and 4° Cte	NW	0	0	0	0	0
1923-11	15	0	207.90	58.9	1923-11-23	Various	SE	0	0	0	0	0
1923-12	4	0	33.80	25.4	1923-12-09	Various	Various	0	0	0	0	0
1924-01	11	0	152.60	53.2	1924-01-16	E	E		0	1	0	1
1924-02	9	2	103.30	32.7	1924-02-10	Various	E		0	0	1	1
