/* DATA DESCRIPTION:
Citation:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2021): Early meteorological records from BABADA2 (1880-1889), Extremadura region, SW Iberia. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.926304 (dataset in review), 
	In: Vaquero, JM et al. (2020): Early meteorological records from Extremadura region, SW Iberia (CliPastExtrem). PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.925807 (dataset in review)
Related to:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (in prep.): Recovery of early meteorological records from Extremadura region (SW Iberia): the "CliPastExtrem" (v1.0) database.
Coverage:	LATITUDE: 38.900000 * LONGITUDE: -6.962500
	DATE/TIME START: 1880-10-25T00:00:00 * DATE/TIME END: 1889-07-09T00:00:00
Event(s):	BABADA2 * LATITUDE: 38.900000 * LONGITUDE: -6.962500 * LOCATION: Badajoz, Spain * METHOD/DEVICE: Weather station/meteorological observation (WST) * COMMENT: the symbol "#" represents suspicious data found from a quality control
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Pressure, atmospheric [arbitrary units] (PPPP other) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: in mmHg
	Temperature, air [°C] (TTT) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Wind direction description (Wind dir descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: W = west, E = east, N = north, S = south
	Wind force description (Wind force descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Present weather (ww) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
Size:	15521 data points
*/
Date/Time	PPPP other [arbitrary units]	TTT [°C]	Wind dir descr	Wind force descr	ww
1881-01-02	766.1	5.0	W	Calm	Cloudy
1881-01-03	761.9	2.0	NW		Clear
1881-01-04	759.9	3.0	N	Calm	Clear
1881-01-05	761.7	1.0	W	Calm	Clear
1881-01-06	764.7	0.0	W	Calm	Fog
1881-01-07	765.3	1.2	N	Calm	Cloudy
1881-01-08	763.0	4.0	E	Breeze	Cloudy
1881-01-09	756.3	4.2	E	Breeze	Covered
1881-01-10	753.0	8.0	NE	Breeze	Covered
1881-01-11	756.4	#4.8	S		Covered
1881-01-12	756.8	15.0	S	Calm	Rainy
1881-01-13	754.3	14.8	SW	Calm	Covered
1881-01-14	746.8	15.0	SW	Wind	Covered
1881-01-15	759.6	14.0	SW	Breeze	Covered
1881-01-16	755.1	11.2	N	Calm	Covered
1881-01-17	750.0	14.6	S	Breeze	Covered
1881-01-18	751.3	10.8	S	Calm	Covered
1881-01-19	756.0	8.8	WSW	Breeze	Cloudy
1881-01-20	762.5	7.0	W	Calm	Fog
1881-01-21	756.0	8.2	E	Calm	Rainy
1881-01-22	763.1	10.0	W	Calm	Covered
1881-01-23	762.0	3.6	N	Calm	Covered
1881-01-24	753.2	7.0	N	Calm	Covered
1881-01-25	758.2	7.0	W	Calm	Fog
1881-01-26	751.7	13.8	S	Strong_wind	Rainy
1881-01-27	751.6	14.8	S	Strong_wind	Rainy
1881-01-28	753.3	13.8	S	Breeze	Covered
1881-01-29	747.2	14.0	S		Covered
1881-01-30	754.1	12.2	SW	Breeze	Covered
1881-01-31	757.2	14.8	SW	Breeze	Covered
1881-02-01	764.6	12.0	SW	Calm	Clear
1881-02-02	764.0	14.0	W	Calm	Covered
1881-02-03					
1881-02-04	763.6	10.0	W	Calm	Cloudy
1881-02-05	766.5	11.0	SW	Calm	Covered
1881-02-06	764.9	13.2	W	Breeze	Covered
1881-02-07	765.8	12.6	W	Calm	Clear
1881-02-08	767.4	10.2	NW	Calm	Covered
1881-02-09	767.2	7.2	W	Calm	Fog
1881-02-10	765.4	6.0	W	Calm	Fog
1881-02-11	764.5	10.0	NW	Calm	Cloudy
1881-02-12	764.0	7.8	NW	Calm	Cloudy
1881-02-13	762.9	8.0	NE	Calm	Cloudy
1881-02-14	756.9	8.2	NE	Calm	Cloudy
1881-02-15	752.1	9.0	SW		Cloudy
1881-02-16	751.9	8.0	SW	Calm	Rainy
1881-02-17	759.1	8.6	W	Calm	Clear
1881-02-18	757.8	11.0	SE	Calm	Covered
1881-02-19	755.0	8.8	S	Calm	Rainy
1881-02-20	757.7	9.8	W	Calm	Covered
1881-02-21	758.1	10.2	SW	Calm	Covered
1881-02-22	756.6	7.4	N	Calm	Cloudy
1881-02-23	756.0	10.5	NE	Calm	Cloudy
1881-02-24	756.0	10.8	NE	Calm	Covered
1881-02-25	752.0	11.0	N	Calm	Covered
1881-02-26	750.0	12.4	E	Calm	Covered
1881-02-27	752.0	10.2	S	Calm	Covered
1881-02-28	754.0	10.0	W	Calm	Covered
1881-03-01	763.0	9.8	W	Calm	Cloudy
1881-03-02	764.3	12.2	NE	Calm	Clear
1881-03-03	757.6	13.8	S	Calm	Covered
1881-03-04	758.7	14.6	S	Calm	Covered
1881-03-05	759.2	15.0	SE	Calm	Cloudy
1881-03-06	757.6	17.6	E	Calm	Cloudy
1881-03-07	754.6	15.0	W	Calm	Covered
1881-03-08	764.9	10.6	W	Calm	Fog
1881-03-09	766.1	14.8	NE	Calm	Cloudy
1881-03-10	764.1	14.8	E	Calm	Clear
1881-03-11	761.8	15.8	SE	Calm	Covered
1881-03-12	761.8	14.0	E	Calm	Covered
1881-03-13	757.7	13.8	S	Calm	Covered
1881-03-14	755.9	12.4	W	Calm	Covered
1881-03-15	762.7	11.2	W	Calm	Clear
1881-03-16	764.0	13.2	E	Calm	Clear
1881-03-17	764.9	12.4	E	Breeze	Clear
1881-03-18	764.5	12.8	E	Wind	Cloudy
1881-03-19	763.7	12.0	E	Wind	Cloudy
1881-03-20	761.1	13.0	NE	Calm	Covered
1881-03-21	761.7	13.6	W	Calm	Covered
1881-03-22	762.3	14.0	SW	Calm	Covered
1881-03-23	757.0	14.4	E	Breeze	Covered
1881-03-24	751.2	13.8	E	Calm	Rainy
1881-03-25	753.2	14.8	S	Calm	Covered
1881-03-26	752.8	13.2	SW	Calm	Covered
1881-03-27	749.6	14.0	SW		Covered
1881-03-28	753.1	14.0	SE	Calm	Covered
1881-03-29	749.2	15.0	SE	Calm	Covered
1881-03-30	747.2	15.4	S	Breeze	Covered
1881-03-31	748.3	12.8	S	Calm	Covered
1881-04-01	749.6	11.0	S	Breeze	Covered
1881-04-02	749.1	12.0	W	Breeze	Cloudy
1881-04-03	748.2	12.0	SE	Calm	Rainy
1881-04-04	#745.6	13.6	SW	Breeze	Covered
1881-04-05	#743.3	13.0	S	Calm	Covered
1881-04-06	#744.5	14.0	W	Calm	Covered
1881-04-07	756.1	14.8	W	Breeze	Cloudy
1881-04-08	762.1	14.0	W	Breeze	Cloudy
1881-04-09	764.0	13.5	W	Calm	Covered
1881-04-10	764.1	16.0	S	Calm	Covered
1881-04-11	764.4	14.6	NW		Covered
1881-04-12	760.1	14.0	S	Calm	Covered
1881-04-13	759.0	14.6	SW	Calm	Cloudy
1881-04-14	760.8	14.2	W	Calm	Covered
1881-04-15	757.2	18.0	SW		Cloudy
1881-04-16					
1881-04-17	747.6	16.8	SE	Breeze	Covered
1881-04-18	750.5	16.4	S	Calm	Cloudy
1881-04-19	748.4	12.8	SE	Breeze	Covered
1881-04-20	748.3	14.2	SE	Calm	Cloudy
1881-04-21	751.8	13.8	W	Breeze	Covered
1881-04-22	758.8	11.8	W	Calm	Clear
1881-04-23	760.6	14.2	N	Calm	Clear
1881-04-24	765.9	14.8	E	Calm	Clear
1881-04-25	768.4	16.4	NE	Calm	Clear
1881-04-26	768.5	16.4	W	Calm	Cloudy
1881-04-27	766.8	20.0	N	Calm	Clear
1881-04-28	764.9	21.0	N	Calm	Clear
1881-04-29	763.5	18.4	E	Breeze	Clear
1881-04-30	760.6	21.0	E	Calm	Clear
1881-05-01	759.2	18.8	NW	Calm	Cloudy
1881-05-02	759.2	15.6	W	Breeze	Cloudy
1881-05-03	762.6	16.0	NW	Calm	Cloudy
1881-05-04	764.4	18.4	N	Calm	Clear
1881-05-05	764.5	19.4	E	Calm	Clear
1881-05-06	764.4	20.0	E	Calm	Clear
1881-05-07	765.6	21.4	E	Breeze	Clear
1881-05-08	765.9	20.0	E	Calm	Clear
1881-05-09	763.7	23.8	W		Clear
1881-05-10	759.5	23.0	N	Calm	Clear
1881-05-11	758.5	17.0	E	Breeze	Covered
1881-05-12	760.0	16.0	E	Strong_wind	Clear
1881-05-13	758.1	18.0	NE		Clear
1881-05-14	758.6	15.0	E	Breeze	Covered
1881-05-15	759.3	19.8	NE	Calm	Cloudy
1881-05-16	760.1	17.0	SW	Calm	Cloudy
1881-05-17	762.1	18.0	SW	Calm	Clear
1881-05-18	760.0	19.2	W	Calm	Clear
1881-05-19	760.2	19.0	SW	Calm	Clear
1881-05-20	760.0	20.4	W	Calm	Clear
1881-05-21	760.0	23.2	E	Calm	Clear
1881-05-22	760.0	24.4	SW	Calm	Clear
1881-05-23	758.0	24.0	E	Calm	Cloudy
1881-05-24	756.5	19.0	S	Calm	Covered
1881-05-25	757.5	20.0	S	Breeze	Cloudy
1881-05-26	761.1	18.0	W	Calm	Covered
1881-05-27	763.0	19.4	W	Calm	Cloudy
1881-05-28	763.0	23.2	W	Calm	Clear
1881-05-29	761.5	22.2	NW	Calm	Clear
1881-05-30	760.8	25.0	W	Calm	Clear
1881-05-31	760.8	22.2	NE	Calm	Clear
1881-06-01	759.6	24.8	NE	Calm	Clear
1881-06-02	759.6	26.2	NE	Calm	Clear
1881-06-03	760.2	25.0	E	Calm	Clear
1881-06-04	759.3	24.6	NE	Calm	Cloudy
1881-06-05	758.5	24.0	E	Calm	Clear
1881-06-06	757.7	16.0	W	Calm	Covered
1881-06-07	760.1	17.6	NW	Calm	Cloudy
1881-06-08	761.1	17.6	N	Calm	Cloudy
1881-06-09	760.0	25.2	NE	Calm	Clear
1881-06-10	765.3	18.5	E	Calm	Clear
1881-06-11	763.3	22.0	SE	Calm	Clear
1881-06-12	761.7	26.0	W	Calm	Clear
1881-06-13	761.6	26.0	E	Calm	Clear
1881-06-14	759.1	26.2	N	Calm	Cloudy
1881-06-15	758.8	24.0	S	Calm	Clear
1881-06-16	761.4	22.0	W	Calm	Cloudy
1881-06-17	761.9	20.0	W	Calm	Covered
1881-06-18		19.0	SW	Calm	Covered
1881-06-19	761.6	23.0	W	Calm	Covered
1881-06-20	758.8	21.0	W	Calm	Clear
1881-06-21	757.8	21.4	W	Calm	Covered
1881-06-22	758.7	22.0	S	Calm	Covered
1881-06-23	759.9	23.0	W	Breeze	Clear
1881-06-24	760.5	21.4	W	Calm	Cloudy
1881-06-25	762.0	27.5	NE	Calm	Clear
1881-06-26	761.0	32.0	N	Calm	Clear
1881-06-27	757.2	34.6	N	Calm	Clear
1881-06-28	756.4	29.0	W	Calm	Clear
1881-06-29	758.7	#30.0	W	Calm	Cloudy
1881-06-30	764.5	20.0	W	Calm	Cloudy
1881-07-01	761.3	21.4	W	Breeze	Rainy
1881-07-02	757.3	20.0	W	Calm	Covered
1881-07-03	758.7	25.0	SE	Calm	Cloudy
1881-07-04	761.8	24.0	S	Calm	Clear
1881-07-05	765.0	23.1	S	Calm	Covered
1881-07-06	764.8	24.0	NW	Calm	Clear
1881-07-07	760.8	29.0	N	Calm	Clear
1881-07-08	759.6	28.0	NW	Calm	Cloudy
1881-07-09	762.3	28.0	SE	Calm	Cloudy
1881-07-10	762.2	28.0	NE	Calm	Cloudy
1881-07-11	759.7	30.0	NE	Calm	Cloudy
1881-07-12	761.5	28.2	W	Calm	Cloudy
1881-07-13	761.4	28.5	SW	Calm	Clear
1881-07-14	760.4	30.4	W	Calm	Cloudy
1881-07-15	760.7	32.0	E	Calm	Clear
1881-07-16	760.1	31.0	W	Calm	Cloudy
1881-07-17	759.7	32.0	E	Calm	Clear
1881-07-18	758.0	30.8	E	Calm	Almost_covered
1881-07-19	757.6	27.0	W	Calm	Cloudy
1881-07-20	758.2	24.0	S	Calm	Covered
1881-07-21	759.2	#20.8	W	Calm	Covered
1881-07-22	759.5	29.0	W	Calm	Clear
1881-07-23	759.0	33.6	NE	Calm	Clear
1881-07-24	756.5	33.8	NE	Calm	Clear
1881-07-25	757.2	30.4	SW	Calm	Clear
1881-07-26	757.0	25.6	W	Calm	Clear
1881-07-27	758.0	28.2	N	Breeze	Clear
1881-07-28	759.9	23.2	NW	Calm	Cloudy
1881-07-29	763.3	29.5	S	Breeze	Covered
1881-07-30	762.0	29.0	NE	Calm	Clear
1881-07-31	760.6	#29.1	W	Calm	Clear
1881-08-01	759.4	#39.0	NW	Calm	Clear
1881-08-02					
1881-08-03	761.9	35.0	E	Calm	Clear
1881-08-04	761.8	34.0	E	Calm	Clear
1881-08-05	759.5	31.0	W	Breeze	Clear
1881-08-06	760.6	32.5	SW	Calm	Clear
1881-08-07	761.0	33.0	W	Calm	Clear
1881-08-08	760.5	34.0	NE	Calm	Clear
1881-08-09	759.1	31.0	W	Calm	Clear
1881-08-10	761.0	29.5	W	Calm	Clear
1881-08-11	762.2	31.0	W	Calm	Clear
1881-08-12	759.8	28.5	SW	Calm	Clear
1881-08-13	757.2	28.2	SW	Calm	Clear
1881-08-14	757.8	28.3	W	Calm	Clear
1881-08-15	758.2	28.5	N	Calm	Clear
1881-08-16	757.6	30.5	W	Calm	Clear
1881-08-17	757.8	31.0	SW	Calm	Clear
1881-08-18	758.7	28.5	W	Calm	Clear
1881-08-19	757.3	#35.0	SW	Breeze	Cloudy
1881-08-20	761.2	25.0	W	Calm	Clear
1881-08-21	761.3	26.5	W	Calm	Clear
1881-08-22	759.1	28.0	W	Calm	Clear
1881-08-23	758.7	22.0	W	Calm	Covered
1881-08-24	760.1	23.0	N	Calm	Clear
1881-08-25	760.3	26.0	W	Calm	Cloudy
1881-08-26	760.3	22.0	W	Calm	Clear
1881-08-27	760.4	20.0	NW	Breeze	Clear
1881-08-28	765.2	22.0	NE	Breeze	Clear
1881-08-29	764.1	25.0	E	Calm	Clear
1881-08-30	761.0	20.0	NW	Calm	Clear
1881-08-31	759.4	24.0	W	Calm	Clear
1881-09-01	757.9	22.3	ne	Breeze	Clear
1881-09-02	758.9	25.5	NE	Calm	Clear
1881-09-03	758.4	26.0	W	Calm	Clear
1881-09-04	760.5	22.0	W	Calm	Clear
1881-09-05	759.8	20.0	NE	Breeze	Cloudy
1881-09-06	758.5	18.5	W	Breeze	Covered
1881-09-07	759.3	21.0	SE	Calm	Clear
1881-09-08	762.3	23.0	W	Calm	Covered
1881-09-09	762.5	20.0	NW	Calm	Covered
1881-09-10	759.7	19.0	NW	Calm	Clear
1881-09-11	759.0	20.0	N	Calm	Clear
1881-09-12	762.8	21.0	N	Calm	Clear
1881-09-13	762.4	24.5	N	Calm	Clear
1881-09-14	764.0	25.5	E	Calm	Clear
1881-09-15	761.4	24.0	E	Calm	Clear
1881-09-16	762.3	29.5	NE	Calm	Clear
1881-09-17	757.7	#30.5	SW	Calm	Covered
1881-09-18	761.1	19.5	SW	Breeze	Cloudy
1881-09-19	763.0	21.5	SW		Covered
1881-09-20	758.7	20.5	SE	Calm	Covered
1881-09-21	758.5	18.5	W	Calm	Cloudy
1881-09-22	763.4	20.0	NW	Calm	Cloudy
1881-09-23	764.3	20.0	NW	Calm	Cloudy
1881-09-24	764.0	22.5	NE	Calm	Clear
1881-09-25					
1881-09-26	762.2	26.0	E	Calm	Cloudy
1881-09-27	763.3		SW	Calm	Clear
1881-09-28	762.2	24.5	W	Calm	Clear
1881-09-29	762.2	20.0	NW	Breeze	Clear
1881-09-30	760.1	24.5	NE	Calm	Clear
1881-10-01					
1881-10-02					
1881-10-03	756.3	20.0	W	Calm	Cloudy
1881-10-04	754.7	19.0	NW	Calm	Cloudy
1881-10-05	757.3	17.0	W	Calm	Covered
1881-10-06	758.1	14.0	N	Calm	Covered
1881-10-07	758.3	12.0	NE	Breeze	Covered
1881-10-08	758.9	15.0	E	Breeze	Cloudy
1881-10-09	761.2		NE	Calm	Clear
1881-10-10	762.9	19.0	NE	Calm	Clear
1881-10-11	764.3	19.5	NE	Calm	Covered
1881-10-12	765.8	16.0	NE	Calm	Clear
1881-10-13	765.7	18.5	NW	Calm	Clear
1881-10-14	764.8	18.5	N	Calm	Clear
1881-10-15	764.9	16.0	W	Calm	Clear
1881-10-16	764.4	17.0	E	Calm	Clear
1881-10-17	761.0	21.0	E	Calm	Clear
1881-10-18	759.6	21.0	NE	Calm	Cloudy
1881-10-19	757.6	18.5	S	Calm	Covered
1881-10-20	756.0	16.5	SW	Calm	Covered
1881-10-21	755.9	19.0	SW		Covered
1881-10-22	749.8	16.5	SW	Breeze	Cloudy
1881-10-23	755.9	13.5	SW	Calm	Covered
1881-10-24	760.4	15.0	SW		Covered
1881-10-25	756.8	19.5	SW	Calm	Covered
1881-10-26	758.1	16.5	W	Calm	Covered
1881-10-27	760.1	15.5	SW	Calm	Cloudy
1881-10-28	759.1	13.0	NW	Calm	Covered
1881-10-29	757.3	12.0	NW	Calm	Cloudy
1881-10-30	757.2	10.5	N	Calm	Clear
1881-10-31	764.3	9.0	N	Calm	Clear
1881-11-01	762.2	11.0	S	Calm	Drizzle
1881-11-02	758.5	15.0	W	Calm	Covered
1881-11-03	762.6	18.0	S	Calm	Cloudy
1881-11-04	763.9	18.0	E	Calm	Cloudy
1881-11-05	764.5	14.0	E	Calm	Covered
1881-11-06	765.7	18.0	E	Calm	Covered
1881-11-07	763.5	17.0	E	Breeze	Cloudy
1881-11-08	762.5	16.0	E		Cloudy
1881-11-09	762.4	17.0	SE	Calm	Cloudy
1881-11-10	767.1	15.0	NE	Calm	Clear
1881-11-11	767.2	14.5	NE	Calm	Clear
1881-11-12	767.7	13.0	N	Calm	Cloudy
1881-11-13	768.0	13.0	N	Calm	Cloudy
1881-11-14	768.8	11.0	E	Calm	Clear
1881-11-15	767.1	12.0	E	Calm	Clear
1881-11-16	768.4	9.0	E	Calm	Fog
1881-11-17	767.8	11.0	NW	Calm	Clear
1881-11-18	767.7	10.0	NE	Calm	Clear
1881-11-19	767.2	8.5	N	Calm	Clear
1881-11-20	768.7	10.5	NE	Calm	Clear
1881-11-21	770.2	10.0	NE	Calm	Clear
1881-11-22	769.1	8.5	N	Calm	Clear
1881-11-23	768.5	7.0	N	Calm	Cloudy
1881-11-24	768.3	13.0	SW	Calm	Covered
1881-11-25	766.4	13.0	E	Calm	Cloudy
1881-11-26	767.4	11.0	W	Calm	Cloudy
1881-11-27	764.4	10.5	S	Calm	Cloudy
1881-11-28	766.9	9.0	W	Calm	Cloudy
1881-11-29	766.3	6.5	W	Calm	Clear
1881-11-30	768.6	4.0	N	Calm	Cloudy
1881-12-01	769.8	8.0	E	Calm	Covered
1881-12-02	771.0	3.0	E	Calm	Fog
1881-12-03	771.4	3.0	NW	Calm	Fog
1881-12-04	765.0	9.0	SW	Breeze	Cloudy
1881-12-05	772.4	5.0	E	Calm	Cloudy
1881-12-06	772.0	5.0	E	Calm	Clear
1881-12-07	770.5	9.0	SW	Calm	Covered
1881-12-08	768.6	7.0	SW		Covered
1881-12-09	753.0	6.0	NE	Calm	Covered
1881-12-10	757.4	4.0	W	Calm	Clear
1881-12-11	756.5	8.5	SE	Calm	Covered
1881-12-12	759.2	7.0	N	Calm	Cloudy
1881-12-13	764.6	5.0	NE	Calm	Clear
1881-12-14	765.0	3.0	SE	Calm	Clear
1881-12-15	765.5	2.0	N	Calm	Cloudy
1881-12-16	762.2	6.0	SE	Calm	Covered
1881-12-17	764.2	7.0	S	Calm	Covered
1881-12-18	764.9	11.0	W	Calm	Covered
1881-12-19	767.5	11.5	S	Calm	Covered
1881-12-20	765.4	12.0	SW	Breeze	Covered
1881-12-21	765.5	13.0	SW	Calm	Covered
1881-12-22		12.0	S	Calm	Covered
1881-12-23	767.4	10.0	W	Calm	Clear
1881-12-24	768.2	4.0	N	Calm	Fog
1881-12-25	765.8	5.0	NW	Calm	Fog
1881-12-26	769.9	2.0	E	Calm	Clear
1881-12-27	774.1	3.0	E	Calm	Clear
1881-12-28	772.5	4.0	E	Calm	Clear
1881-12-29	767.5	3.0	NE	Breeze	Cloudy
1881-12-30	762.4	3.0	NE	Calm	Clear
1881-12-31	760.6	2.0	E	Calm	Cloudy
1882-01-01	758.7	10.0	SE	Calm	Covered
1882-01-02					
1882-01-03	761.7	4.0	E	Calm	Cloudy
1882-01-04	759.6	6.0	N	Calm	Cloudy
1882-01-05	765.9	6.0	N	Calm	Clear
1882-01-06	768.9	4.0	N	Calm	Clear
1882-01-07	774.1	3.5	SW		Fog
1882-01-08	773.2	2.5	NE	Calm	Clear
1882-01-09	773.1	5.0	E	Calm	Cloudy
1882-01-10	771.8	4.0	E	Calm	Cloudy
1882-01-11	771.3	3.0	NW	Calm	Fog
1882-01-12	770.1	2.0	E	Calm	Fog
1882-01-13	769.9	3.0	N	Calm	Cloudy
1882-01-14		3.0	E	Calm	Covered
1882-01-15	773.3	6.0	E	Calm	Clear
1882-01-16	#777.3	6.0	E	Calm	Clear
1882-01-17	775.7	7.0	E	Calm	Clear
1882-01-18	#777.1	6.0	E	Calm	Clear
1882-01-19	774.0	5.0	E	Calm	Clear
1882-01-20	#778.2	4.0	E	Calm	Clear
1882-01-21	774.1	5.0	E	Calm	Clear
1882-01-22	770.0	4.0	N	Calm	Cloudy
1882-01-23	769.4	3.0	NE	Calm	Cloudy
