/* DATA DESCRIPTION:
Citation:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2021): Early meteorological records from BABADA2 (1880-1889), Extremadura region, SW Iberia. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.926304 (dataset in review), 
	In: Vaquero, JM et al. (2020): Early meteorological records from Extremadura region, SW Iberia (CliPastExtrem). PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.925807 (dataset in review)
Related to:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (in prep.): Recovery of early meteorological records from Extremadura region (SW Iberia): the "CliPastExtrem" (v1.0) database.
Coverage:	LATITUDE: 38.900000 * LONGITUDE: -6.962500
	DATE/TIME START: 1880-10-25T00:00:00 * DATE/TIME END: 1889-07-09T00:00:00
Event(s):	BABADA2 * LATITUDE: 38.900000 * LONGITUDE: -6.962500 * LOCATION: Badajoz, Spain * METHOD/DEVICE: Weather station/meteorological observation (WST) * COMMENT: the symbol "#" represents suspicious data found from a quality control
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Pressure, atmospheric [arbitrary units] (PPPP other) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: in mmHg
	Temperature, air [°C] (TTT) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Wind direction description (Wind dir descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: W = west, E = east, N = north, S = south
	Wind force description (Wind force descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Present weather (ww) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
Size:	15521 data points
*/
Date/Time	PPPP other [arbitrary units]	TTT [°C]	Wind dir descr	Wind force descr	ww
1880-10-25	763.8	18.8	SE	Calm	Covered
1880-10-26	759.4	20.2	N	Calm	Cloudy
1880-10-27	757.8	19.6	SE	Breeze	Covered
1880-10-28	759.5	18.0	S	Breeze	Covered
1880-10-29	757.8	18.0	S	Breeze	Rainy
1880-10-30	761.3	16.5	N	Calm	Covered
1880-10-31	763.0	17.2	S	Breeze	Covered
1880-11-01	765.2	15.0	N	Calm	Clear
1880-11-02	760.8	14.0	SW		Covered
1880-11-03	758.5	11.4	W	Breeze	Clear
1880-11-04	759.8	9.0	W	Calm	Clear
1880-11-05	761.1	8.8	NW	Calm	Cloudy
1880-11-06	763.3	10.2	N	Calm	Clear
1880-11-07	763.0	11.0	NW		Clear
1880-11-08	762.9	10.8	NW		Clear
1880-11-09	760.8	12.8	NW		Clear
1880-11-10	763.7	11.2	NW		Clear
1880-11-11	764.4	12.0	N	Calm	Clear
1880-11-12	767.4	7.0	W	Calm	Clear
1880-11-13	768.0	9.2	NE	Calm	Clear
1880-11-14	766.9	9.4	N	Calm	Clear
1880-11-15	769.3	11.0	W	Calm	Covered
1880-11-16	766.0	11.0	SW		Covered
1880-11-17	754.7	11.5	SW	Calm	Rainy
1880-11-18	754.5	14.6	S	Breeze	Rainy
1880-11-19	757.7	14.0	S	Calm	Cloudy
1880-11-20	759.9	10.5	SW	Breeze	Covered
1880-11-21	764.0	8.8	NW	Breeze	Clear
1880-11-22	757.6	6.4	E	Breeze	Covered
1880-11-23	756.7	10.0	E	Breeze	Covered
1880-11-24	768.0	8.0	E	Calm	Fog
1880-11-25	761.6	6.2	NE	Calm	Fog
1880-11-26	768.7	7.8	E	Calm	Fog
1880-11-27	767.0	10.8	NW	Wind	Covered
1880-11-28	766.8	13.2	NE	Calm	Clear
1880-11-29	767.5	11.4	NW		Cloudy
1880-11-30	767.1	10.0	E	Calm	Clear
1880-12-01	765.7	7.4	NW		Clear
1880-12-02	765.6	9.4	N	Calm	Clear
1880-12-03	766.7	9.0	NE	Calm	Clear
1880-12-04	769.6	8.2	NW		Clear
1880-12-05	766.5	6.6	NE	Calm	Fog
1880-12-06	762.1	3.2	NE		Fog
1880-12-07	772.7	5.9	NE	Calm	Clear
1880-12-08	773.1	7.2	N	Calm	Clear
1880-12-09	#776.9	7.0	NE	Calm	Clear
1880-12-10	774.1	4.0	NE	Calm	Fog
1880-12-11	770.5	3.0	E	Calm	Fog
1880-12-12	769.8	2.8	E	Calm	Fog
1880-12-13	769.8	1.0	NE	Breeze	Fog
1880-12-14	770.0	2.0	NW	Calm	Clear
1880-12-15	766.4	2.0	N	Calm	Fog
1880-12-16	762.3	8.0	SW	Calm	Covered
1880-12-17	759.7	10.0	SW	Calm	Covered
1880-12-18	761.2	6.8	NW	Breeze	Clear
1880-12-19	766.8	3.2	N	Calm	Clear
1880-12-20	768.0	2.0	N	Calm	Fog
1880-12-21	770.5	6.4	N	Calm	Covered
1880-12-22	769.8	9.0	E	Calm	Covered
1880-12-23	768.9	6.0	E	Calm	Covered
1880-12-24	766.1	13.0	W	Calm	Covered
1880-12-25	763.9	13.8	W	Breeze	Covered
1880-12-26	764.3	13.8	s	Calm	Covered
1880-12-27	763.1	13.9	S	Calm	Covered
1880-12-28	760.6	12.8	S	Breeze	Rainy
1880-12-29	757.7	12.8	S	Wind	Covered
1880-12-30	765.3	5.2	W	Calm	Fog
1880-12-31	768.7	6.2	W	Calm	Clear
1881-01-01	766.7	4.0	N	Calm	Clear
