/* DATA DESCRIPTION:
Citation:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2021): Early meteorological records from BABADA3 (1864-1900), Extremadura region, SW Iberia. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.926359 (dataset in review), 
1868-01-27	0
1868-01-28	0
1868-01-29	0
1868-01-30	0
1868-01-31	0
1868-02-01	0
1868-02-02	0
1868-02-03	0
1868-02-04	0
1868-02-05	0
1868-02-06	0
1868-02-07	0
1868-02-08	0
1868-02-09	0
1868-02-10	0
1868-02-11	0
1868-02-12	0
1868-02-13	0
1868-02-14	0
1868-02-15	0
1868-02-16	0
1868-02-17	0
1868-02-18	0
1868-02-19	0
1868-02-20	0
1868-02-21	0
1868-02-22	0
1868-02-23	0
1868-02-24	0
1868-02-25	0
1868-02-26	0
1868-02-27	0
1868-02-28	0
1868-02-29	0
1868-03-01	0
1868-03-02	0
1868-03-03	0
1868-03-04	0
1868-03-05	0
1868-03-06	0
1868-03-07	0
1868-03-08	0
1868-03-09	0
1868-03-10	0
1868-03-11	0
1868-03-12	0
1868-03-13	0
1868-03-14	0
1868-03-15	0
1868-03-16	0
1868-03-17	0
1868-03-18	0
1868-03-19	0
1868-03-20	0
1868-03-21	0
1868-03-22	0
1868-03-23	0
1868-03-24	0
1868-03-25	0
1868-03-26	0
1868-03-27	0
1868-03-28	0
1868-03-29	0
1868-03-30	0
1868-03-31	0
1868-04-01	0
1868-04-02	1
1868-04-03	1
1868-04-04	1
1868-04-05	0
1868-04-06	0
1868-04-07	0
1868-04-08	0
1868-04-09	0
1868-04-10	0
1868-04-11	0
1868-04-12	0
1868-04-13	0
1868-04-14	0
1868-04-15	0
1868-04-16	0
1868-04-17	0
1868-04-18	0
1868-04-19	1
1868-04-20	0
1868-04-21	0
1868-04-22	0
1868-04-23	0
1868-04-24	0
1868-04-25	0
1868-04-26	0
1868-04-27	0
1868-04-28	0
1868-04-29	0
1868-04-30	0
1868-05-01	0
1868-05-02	0
1868-05-03	0
1868-05-04	1
1868-05-05	1
1868-05-06	1
1868-05-07	1
1868-05-08	0
1868-05-09	0
1868-05-10	0
1868-05-11	0
1868-05-12	0
1868-05-13	0
1868-05-14	0
1868-05-15	0
1868-05-16	0
1868-05-17	0
1868-05-18	0
1868-05-19	0
1868-05-20	0
1868-05-21	0
1868-05-22	0
1868-05-23	0
1868-05-24	0
1868-05-25	0
1868-05-26	0
1868-05-27	0
1868-05-28	0
1868-05-29	0
1868-05-30	0
1868-05-31	1
1868-06-01	0
1868-06-02	0
1868-06-03	0
1868-06-04	0
1868-06-05	0
1868-06-06	0
1868-06-07	0
1868-06-08	0
1868-06-09	1
1868-06-10	0
1868-06-11	0
1868-06-12	0
1868-06-13	0
1868-06-14	0
1868-06-15	0
1868-06-16	0
1868-06-17	0
1868-06-18	0
1868-06-19	0
1868-06-20	0
1868-06-21	0
1868-06-22	0
1868-06-23	0
1868-06-24	0
1868-06-25	0
1868-06-26	0
1868-06-27	0
1868-06-28	0
1868-06-29	0
1868-06-30	0
1868-07-01	1
1868-07-02	0
1868-07-03	0
1868-07-04	0
1868-07-05	0
1868-07-06	0
1868-07-07	0
1868-07-08	0
1868-07-09	0
1868-07-10	0
1868-07-11	0
1868-07-12	0
1868-07-13	0
1868-07-14	0
1868-07-15	0
1868-07-16	0
1868-07-17	0
1868-07-18	0
1868-07-19	0
1868-07-20	0
1868-07-21	0
1868-07-22	0
1868-07-23	0
1868-07-24	0
1868-07-25	0
1868-07-26	0
1868-07-27	0
1868-07-28	0
1868-07-29	0
1868-07-30	0
1868-07-31	0
1868-08-01	0
1868-08-02	0
1868-08-03	0
1868-08-04	0
1868-08-05	0
1868-08-06	0
1868-08-07	0
1868-08-08	0
1868-08-09	0
1868-08-10	0
1868-08-11	0
1868-08-12	0
1868-08-13	0
1868-08-14	0
1868-08-15	0
1868-08-16	0
1868-08-17	0
1868-08-18	1
1868-08-19	0
1868-08-20	0
1868-08-21	0
1868-08-22	0
1868-08-23	0
1868-08-24	0
1868-08-25	0
1868-08-26	0
1868-08-27	0
1868-08-28	0
1868-08-29	0
1868-08-30	0
1868-08-31	0
1868-09-01	0
1868-09-02	0
1868-09-03	0
1868-09-04	0
1868-09-05	1
1868-09-06	1
1868-09-07	0
1868-09-08	0
1868-09-09	1
1868-09-10	0
1868-09-11	0
1868-09-12	1
1868-09-13	0
1868-09-14	1
1868-09-15	0
1868-09-16	0
1868-09-17	0
1868-09-18	1
1868-09-19	
1868-09-20	0
1868-09-21	
1868-09-22	0
1868-09-23	
1868-09-24	0
1868-09-25	0
1868-09-26	0
1868-09-27	1
1868-09-28	0
1868-09-29	
1868-09-30	
1868-10-01	
1868-10-02	
1868-10-03	
1868-10-04	
1868-10-05	
1868-10-06	
1868-10-07	
1868-10-08	
1868-10-09	
1868-10-10	
1868-10-11	
1868-10-12	
1868-10-13	
1868-10-14	
1868-10-15	
1868-10-16	
1868-10-17	
1868-10-18	
1868-10-19	
1868-10-20	
1868-10-21	
1868-10-22	
1868-10-23	
1868-10-24	
1868-10-25	
1868-10-26	
1868-10-27	
1868-10-28	
1868-10-29	
1868-10-30	
1868-10-31	
1868-11-01	
1868-11-02	
1868-11-03	
1868-11-04	
1868-11-05	
1868-11-06	
1868-11-07	
1868-11-08	
1868-11-09	
1868-11-10	
1868-11-11	
1868-11-12	
1868-11-13	
1868-11-14	
1868-11-15	
1868-11-16	
1868-11-17	
1868-11-18	
1868-11-19	
1868-11-20	
1868-11-21	
1868-11-22	0
1868-11-23	
1868-11-24	
1868-11-25	
1868-11-26	0
1868-11-27	
1868-11-28	
1868-11-29	
1868-11-30	
1868-12-01	
1868-12-02	
1868-12-03	
1868-12-04	
1868-12-05	
1868-12-06	
1868-12-07	
1868-12-08	
1868-12-09	
1868-12-10	
1868-12-11	
1868-12-12	
1868-12-13	
1868-12-14	
1868-12-15	
1868-12-16	
1868-12-17	
1868-12-18	
1868-12-19	
1868-12-20	
1868-12-21	
1868-12-22	
1868-12-23	
1868-12-24	
1868-12-25	
1868-12-26	
1868-12-27	
1868-12-28	
1868-12-29	
1868-12-30	
1868-12-31	
1869-01-01	
1869-01-02	
1869-01-03	
1869-01-04	
1869-01-05	0
1869-01-06	0
1869-01-07	
1869-01-08	
1869-01-09	
1869-01-10	0
1869-01-11	0
1869-01-12	
1869-01-13	
1869-01-14	
1869-01-15	
1869-01-16	
1869-01-17	
1869-01-18	
1869-01-19	
1869-01-20	
1869-01-21	
1869-01-22	
1869-01-23	
1869-01-24	
1869-01-25	
1869-01-26	
1869-01-27	
1869-01-28	
1869-01-29	
1869-01-30	
1869-01-31	
1869-02-01	
1869-02-02	
1869-02-03	
1869-02-04	
1869-02-05	
1869-02-06	
1869-02-07	
1869-02-08	
1869-02-09	
1869-02-10	
1869-02-11	
1869-02-12	
1869-02-13	
1869-02-14	
1869-02-15	
1869-02-16	
1869-02-17	
1869-02-18	
1869-02-19	
1869-02-20	
1869-02-21	
1869-02-22	
1869-02-23	
1869-02-24	
1869-02-25	
1869-02-26	
1869-02-27	
1869-02-28	
1869-03-01	
1869-03-02	
1869-03-03	
1869-03-04	
1869-03-05	
1869-03-06	
1869-03-07	
1869-03-08	
1869-03-09	
1869-03-10	
1869-03-11	
1869-03-12	
1869-03-13	
1869-03-14	
1869-03-15	
1869-03-16	
1869-03-17	
1869-03-18	
1869-03-19	
1869-03-20	
1869-03-21	
1869-03-22	
1869-03-23	
1869-03-24	
1869-03-25	
1869-03-26	
1869-03-27	
1869-03-28	
1869-03-29	
1869-03-30	
1869-03-31	
1869-04-01	
1869-04-02	
1869-04-03	
1869-04-04	
1869-04-05	
1869-04-06	
1869-04-07	
1869-04-08	
1869-04-09	
1869-04-10	
1869-04-11	
1869-04-12	
1869-04-13	
1869-04-14	
1869-04-15	
1869-04-16	
1869-04-17	
1869-04-18	
1869-04-19	
1869-04-20	
1869-04-21	
1869-04-22	
1869-04-23	
1869-04-24	
1869-04-25	
1869-04-26	
1869-04-27	
1869-04-28	
1869-04-29	
1869-04-30	
1869-05-01	
1869-05-02	
1869-05-03	
1869-05-04	
1869-05-05	
1869-05-06	
1869-05-07	
1869-05-08	
1869-05-09	
1869-05-10	
1869-05-11	
1869-05-12	
1869-05-13	
1869-05-14	0
1869-05-15	
1869-05-16	
1869-05-17	
1869-05-18	
1869-05-19	0
1869-05-20	0
1869-05-21	0
1869-05-22	0
1869-05-23	0
1869-05-24	0
1869-05-25	0
1869-05-26	1
1869-05-27	0
1869-05-28	0
1869-05-29	0
1869-05-30	0
1869-05-31	0
1869-06-01	0
1869-06-02	0
1869-06-03	0
1869-06-04	0
1869-06-05	0
1869-06-06	0
1869-06-07	0
1869-06-08	0
1869-06-09	0
1869-06-10	0
1869-06-11	0
1869-06-12	0
1869-06-13	0
1869-06-14	0
1869-06-15	0
1869-06-16	0
1869-06-17	0
1869-06-18	0
1869-06-19	0
1869-06-20	0
1869-06-21	0
1869-06-22	0
1869-06-23	0
1869-06-24	0
1869-06-25	0
1869-06-26	0
1869-06-27	0
1869-06-28	0
1869-06-29	0
1869-06-30	0
1869-07-01	0
1869-07-02	0
1869-07-03	0
1869-07-04	0
1869-07-05	0
1869-07-06	0
1869-07-07	0
1869-07-08	0
1869-07-09	0
1869-07-10	0
1869-07-11	0
1869-07-12	0
1869-07-13	0
1869-07-14	0
1869-07-15	0
1869-07-16	
1869-07-17	0
1869-07-18	
1869-07-19	0
1869-07-20	0
1869-07-21	0
1869-07-22	0
1869-07-23	0
1869-07-24	0
1869-07-25	0
1869-07-26	0
1869-07-27	0
1869-07-28	0
1869-07-29	0
1869-07-30	0
1869-07-31	0
1869-08-01	0
1869-08-02	0
1869-08-03	0
1869-08-04	0
1869-08-05	0
1869-08-06	0
1869-08-07	0
1869-08-08	0
1869-08-09	0
1869-08-10	0
1869-08-11	0
1869-08-12	0
1869-08-13	0
1869-08-14	0
1869-08-15	0
1869-08-16	0
1869-08-17	0
1869-08-18	0
1869-08-19	0
1869-08-20	0
1869-08-21	0
1869-08-22	0
1869-08-23	0
1869-08-24	0
1869-08-25	0
1869-08-26	0
1869-08-27	0
1869-08-28	0
1869-08-29	0
1869-08-30	0
1869-08-31	0
1869-09-01	0
1869-09-02	0
1869-09-03	0
1869-09-04	0
1869-09-05	0
1869-09-06	0
1869-09-07	0
1869-09-08	0
1869-09-09	0
1869-09-10	0
1869-09-11	0
1869-09-12	0
1869-09-13	0
1869-09-14	0
1869-09-15	0
1869-09-16	0
1869-09-17	0
1869-09-18	0
1869-09-19	0
1869-09-20	0
1869-09-21	0
1869-09-22	0
1869-09-23	0
1869-09-24	0
1869-09-25	0
1869-09-26	0
1869-09-27	0
1869-09-28	0
1869-09-29	0
1869-09-30	0
1869-10-01	0
1869-10-02	0
1869-10-03	0
1869-10-04	0
1869-10-05	0
1869-10-06	0
1869-10-07	0
1869-10-08	0
1869-10-09	0
1869-10-10	0
1869-10-11	0
1869-10-12	0
1869-10-13	0
1869-10-14	0
1869-10-15	0
1869-10-16	0
1869-10-17	0
1869-10-18	0
1869-10-19	0
1869-10-20	0
1869-10-21	0
1869-10-22	0
1869-10-23	0
1869-10-24	0
1869-10-25	0
1869-10-26	0
1869-10-27	0
1869-10-28	0
1869-10-29	0
1869-10-30	0
1869-10-31	0
1869-11-01	0
1869-11-02	0
1869-11-03	0
1869-11-04	0
1869-11-05	0
1869-11-06	0
1869-11-07	0
1869-11-08	0
1869-11-09	0
1869-11-10	0
1869-11-11	0
1869-11-12	0
1869-11-13	0
1869-11-14	0
1869-11-15	0
1869-11-16	0
1869-11-17	0
1869-11-18	0
1869-11-19	0
1869-11-20	0
1869-11-21	0
1869-11-22	1
1869-11-23	0
1869-11-24	0
1869-11-25	0
1869-11-26	0
1869-11-27	0
1869-11-28	0
1869-11-29	0
1869-11-30	0
1869-12-01	0
1869-12-02	0
1869-12-03	1
1869-12-04	0
1869-12-05	1
1869-12-06	0
1869-12-07	
1869-12-08	0
1869-12-09	1
1869-12-10	0
1869-12-11	1
1869-12-12	0
1869-12-13	0
1869-12-14	0
1869-12-15	1
1869-12-16	0
1869-12-17	0
1869-12-18	0
1869-12-19	0
1869-12-20	0
1869-12-21	0
1869-12-22	0
1869-12-23	1
1869-12-24	0
1869-12-25	0
1869-12-26	0
1869-12-27	0
1869-12-28	0
1869-12-29	0
1869-12-30	0
1869-12-31	1
1870-01-01	0
1870-01-02	1
1870-01-03	0
1870-01-04	0
1870-01-05	0
1870-01-06	0
1870-01-07	0
1870-01-08	0
1870-01-09	0
1870-01-10	0
1870-01-11	0
1870-01-12	0
1870-01-13	0
1870-01-14	1
1870-01-15	0
1870-01-16	0
1870-01-17	0
1870-01-18	0
1870-01-19	0
1870-01-20	0
1870-01-21	
1870-01-22	0
1870-01-23	
1870-01-24	0
1870-01-25	0
1870-01-26	0
1870-01-27	0
1870-01-28	0
1870-01-29	1
1870-01-30	0
1870-01-31	0
1870-02-01	0
1870-02-02	1
1870-02-03	1
1870-02-04	0
1870-02-05	0
1870-02-06	0
1870-02-07	0
1870-02-08	0
1870-02-09	0
1870-02-10	0
1870-02-11	0
1870-02-12	1
1870-02-13	0
1870-02-14	0
1870-02-15	0
1870-02-16	0
1870-02-17	0
1870-02-18	0
1870-02-19	0
1870-02-20	0
1870-02-21	0
1870-02-22	0
1870-02-23	0
1870-02-24	1
1870-02-25	0
1870-02-26	1
1870-02-27	1
1870-02-28	0
1870-03-01	0
1870-03-02	
1870-03-03	
1870-03-04	1
1870-03-05	0
1870-03-06	0
1870-03-07	1
1870-03-08	1
1870-03-09	0
1870-03-10	0
1870-03-11	0
1870-03-12	0
1870-03-13	0
1870-03-14	0
1870-03-15	0
1870-03-16	0
1870-03-17	0
1870-03-18	0
1870-03-19	0
1870-03-20	
1870-03-21	0
1870-03-22	0
1870-03-23	0
1870-03-24	0
1870-03-25	0
1870-03-26	0
1870-03-27	0
1870-03-28	0
1870-03-29	0
1870-03-30	0
1870-03-31	0
1870-04-01	0
1870-04-02	0
1870-04-03	0
1870-04-04	0
1870-04-05	1
1870-04-06	0
1870-04-07	0
1870-04-08	1
1870-04-09	0
1870-04-10	0
1870-04-11	0
1870-04-12	0
1870-04-13	0
1870-04-14	0
1870-04-15	0
1870-04-16	0
1870-04-17	0
1870-04-18	0
1870-04-19	0
1870-04-20	0
1870-04-21	0
1870-04-22	0
1870-04-23	0
1870-04-24	0
1870-04-25	0
1870-04-26	0
1870-04-27	0
1870-04-28	0
1870-04-29	0
1870-04-30	0
1870-05-01	0
1870-05-02	0
1870-05-03	0
1870-05-04	0
1870-05-05	0
1870-05-06	1
1870-05-07	0
1870-05-08	0
1870-05-09	0
1870-05-10	0
1870-05-11	0
1870-05-12	0
1870-05-13	0
1870-05-14	0
1870-05-15	0
1870-05-16	0
1870-05-17	0
1870-05-18	0
1870-05-19	0
1870-05-20	0
1870-05-21	0
1870-05-22	0
1870-05-23	0
1870-05-24	0
1870-05-25	0
1870-05-26	0
1870-05-27	0
1870-05-28	0
1870-05-29	0
1870-05-30	0
1870-05-31	0
1870-06-01	0
1870-06-02	0
1870-06-03	0
1870-06-04	0
1870-06-05	0
1870-06-06	0
1870-06-07	0
1870-06-08	0
1870-06-09	0
1870-06-10	0
1870-06-11	0
1870-06-12	0
1870-06-13	0
1870-06-14	0
1870-06-15	0
1870-06-16	0
1870-06-17	0
1870-06-18	0
1870-06-19	0
1870-06-20	0
1870-06-21	0
1870-06-22	0
1870-06-23	0
1870-06-24	0
1870-06-25	0
1870-06-26	0
1870-06-27	0
1870-06-28	0
1870-06-29	0
1870-06-30	0
1870-07-01	0
1870-07-02	0
1870-07-03	0
1870-07-04	0
1870-07-05	0
1870-07-06	0
1870-07-07	0
1870-07-08	0
1870-07-09	0
1870-07-10	0
1870-07-11	0
1870-07-12	0
1870-07-13	0
1870-07-14	0
1870-07-15	0
1870-07-16	0
1870-07-17	0
1870-07-18	0
1870-07-19	0
1870-07-20	0
1870-07-21	0
1870-07-22	0
1870-07-23	0
1870-07-24	0
1870-07-25	0
1870-07-26	0
1870-07-27	0
1870-07-28	0
1870-07-29	0
1870-07-30	0
1870-07-31	0
1870-08-01	0
1870-08-02	0
1870-08-03	0
1870-08-04	0
1870-08-05	0
1870-08-06	0
1870-08-07	0
1870-08-08	0
1870-08-09	0
1870-08-10	1
1870-08-11	0
1870-08-12	0
1870-08-13	0
1870-08-14	0
1870-08-15	0
1870-08-16	0
1870-08-17	0
1870-08-18	0
1870-08-19	0
1870-08-20	0
1870-08-21	0
1870-08-22	0
1870-08-23	0
1870-08-24	0
1870-08-25	0
1870-08-26	0
1870-08-27	0
1870-08-28	0
1870-08-29	0
1870-08-30	0
1870-08-31	0
1870-09-01	0
1870-09-02	0
1870-09-03	0
1870-09-04	0
1870-09-05	0
1870-09-06	0
1870-09-07	0
1870-09-08	0
1870-09-09	0
1870-09-10	0
1870-09-11	0
1870-09-12	0
1870-09-13	0
1870-09-14	0
1870-09-15	0
1870-09-16	0
1870-09-17	0
1870-09-18	0
1870-09-19	0
1870-09-20	0
1870-09-21	0
1870-09-22	1
1870-09-23	0
1870-09-24	0
1870-09-25	0
1870-09-26	0
1870-09-27	0
1870-09-28	0
1870-09-29	1
1870-09-30	0
1870-10-01	0
1870-10-02	0
1870-10-03	1
1870-10-04	0
1870-10-05	0
1870-10-06	0
1870-10-07	0
1870-10-08	1
1870-10-09	0
1870-10-10	1
1870-10-11	1
1870-10-12	0
1870-10-13	0
1870-10-14	0
1870-10-15	0
1870-10-16	0
1870-10-17	0
1870-10-18	0
1870-10-19	0
1870-10-20	0
1870-10-21	0
1870-10-22	0
1870-10-23	0
1870-10-24	0
1870-10-25	0
1870-10-26	0
1870-10-27	0
1870-10-28	0
1870-10-29	0
1870-10-30	0
1870-10-31	0
1870-11-01	0
1870-11-02	0
1870-11-03	0
1870-11-04	0
1870-11-05	0
1870-11-06	0
1870-11-07	0
1870-11-08	0
1870-11-09	0
1870-11-10	0
1870-11-11	0
1870-11-12	0
1870-11-13	1
1870-11-14	0
1870-11-15	1
1870-11-16	0
1870-11-17	0
1870-11-18	0
1870-11-19	0
1870-11-20	1
1870-11-21	0
1870-11-22	1
1870-11-23	1
1870-11-24	0
1870-11-25	0
1870-11-26	0
1870-11-27	1
1870-11-28	1
1870-11-29	0
1870-11-30	0
1870-12-01	0
1870-12-02	0
1870-12-03	0
1870-12-04	0
1870-12-05	0
1870-12-06	0
1870-12-07	0
1870-12-08	0
1870-12-09	0
1870-12-10	1
1870-12-11	0
1870-12-12	0
1870-12-13	0
1870-12-14	1
1870-12-15	0
1870-12-16	0
1870-12-17	1
1870-12-18	0
1870-12-19	0
1870-12-20	0
1870-12-21	0
1870-12-22	0
1870-12-23	0
1870-12-24	0
1870-12-25	0
1870-12-26	0
1870-12-27	0
1870-12-28	0
1870-12-29	0
1870-12-30	0
1870-12-31	0
1871-01-01	0
1871-01-02	0
1871-01-03	0
1871-01-04	0
1871-01-05	0
1871-01-06	0
1871-01-07	0
1871-01-08	0
1871-01-09	
1871-01-10	
1871-01-11	
1871-01-12	
1871-01-13	0
1871-01-14	
1871-01-15	0
1871-01-16	0
1871-01-17	1
1871-01-18	0
1871-01-19	0
1871-01-20	0
1871-01-21	0
1871-01-22	0
1871-01-23	0
1871-01-24	0
1871-01-25	0
1871-01-26	0
1871-01-27	0
1871-01-28	0
1871-01-29	1
1871-01-30	0
1871-01-31	1
1871-02-01	0
1871-02-02	0
1871-02-03	0
1871-02-04	0
1871-02-05	0
1871-02-06	0
1871-02-07	0
1871-02-08	0
1871-02-09	0
1871-02-10	0
1871-02-11	0
1871-02-12	0
1871-02-13	0
1871-02-14	0
1871-02-15	0
1871-02-16	0
1871-02-17	0
1871-02-18	0
1871-02-19	0
1871-02-20	0
1871-02-21	0
1871-02-22	1
1871-02-23	0
1871-02-24	0
1871-02-25	0
1871-02-26	0
1871-02-27	1
1871-02-28	0
1871-03-01	0
1871-03-02	1
1871-03-03	1
1871-03-04	0
1871-03-05	0
1871-03-06	1
1871-03-07	0
1871-03-08	0
1871-03-09	0
1871-03-10	0
1871-03-11	0
1871-03-12	
1871-03-13	0
1871-03-14	1
1871-03-15	0
1871-03-16	0
1871-03-17	
1871-03-18	0
1871-03-19	0
1871-03-20	0
1871-03-21	0
1871-03-22	0
1871-03-23	1
1871-03-24	0
1871-03-25	
1871-03-26	0
1871-03-27	1
1871-03-28	0
1871-03-29	0
1871-03-30	0
1871-03-31	0
1871-04-01	0
1871-04-02	0
1871-04-03	0
1871-04-04	0
1871-04-05	0
1871-04-06	1
1871-04-07	1
1871-04-08	0
1871-04-09	0
1871-04-10	0
1871-04-11	0
1871-04-12	0
1871-04-13	0
1871-04-14	0
1871-04-15	0
1871-04-16	0
1871-04-17	0
1871-04-18	1
1871-04-19	0
1871-04-20	0
1871-04-21	0
1871-04-22	0
1871-04-23	0
1871-04-24	0
1871-04-25	0
1871-04-26	0
1871-04-27	0
1871-04-28	0
1871-04-29	0
1871-04-30	0
1871-05-01	0
1871-05-02	0
1871-05-03	0
1871-05-04	0
1871-05-05	0
1871-05-06	0
1871-05-07	0
1871-05-08	0
1871-05-09	1
1871-05-10	0
1871-05-11	1
1871-05-12	1
1871-05-13	1
1871-05-14	0
1871-05-15	1
1871-05-16	0
1871-05-17	0
1871-05-18	0
1871-05-19	0
1871-05-20	0
1871-05-21	0
1871-05-22	0
1871-05-23	0
1871-05-24	0
1871-05-25	1
1871-05-26	0
1871-05-27	0
1871-05-28	0
1871-05-29	0
1871-05-30	1
1871-05-31	
1871-06-01	1
1871-06-02	0
1871-06-03	0
1871-06-04	0
1871-06-05	0
1871-06-06	0
1871-06-07	0
1871-06-08	0
1871-06-09	0
1871-06-10	0
1871-06-11	1
1871-06-12	0
1871-06-13	0
1871-06-14	0
1871-06-15	0
1871-06-16	1
1871-06-17	0
1871-06-18	0
1871-06-19	0
1871-06-20	0
1871-06-21	0
1871-06-22	0
1871-06-23	0
1871-06-24	1
1871-06-25	0
1871-06-26	0
1871-06-27	0
1871-06-28	0
1871-06-29	0
1871-06-30	0
1871-07-01	0
1871-07-02	0
1871-07-03	0
1871-07-04	0
1871-07-05	0
1871-07-06	0
1871-07-07	0
1871-07-08	0
1871-07-09	0
1871-07-10	0
1871-07-11	0
1871-07-12	0
1871-07-13	0
1871-07-14	0
1871-07-15	0
1871-07-16	0
1871-07-17	0
1871-07-18	0
1871-07-19	0
1871-07-20	0
1871-07-21	0
1871-07-22	0
1871-07-23	0
1871-07-24	0
1871-07-25	0
1871-07-26	0
1871-07-27	0
1871-07-28	0
1871-07-29	0
1871-07-30	0
1871-07-31	0
1871-08-01	0
1871-08-02	0
1871-08-03	0
1871-08-04	0
1871-08-05	0
1871-08-06	0
1871-08-07	0
1871-08-08	0
1871-08-09	0
1871-08-10	0
1871-08-11	0
1871-08-12	0
1871-08-13	0
1871-08-14	0
1871-08-15	0
1871-08-16	0
1871-08-17	0
1871-08-18	0
1871-08-19	0
1871-08-20	0
1871-08-21	0
1871-08-22	0
1871-08-23	0
1871-08-24	0
1871-08-25	0
1871-08-26	0
1871-08-27	0
1871-08-28	0
1871-08-29	0
1871-08-30	0
1871-08-31	0
1871-09-01	0
1871-09-02	0
1871-09-03	0
1871-09-04	0
1871-09-05	0
1871-09-06	0
1871-09-07	0
1871-09-08	0
1871-09-09	0
1871-09-10	0
1871-09-11	0
1871-09-12	1
1871-09-13	0
1871-09-14	0
1871-09-15	0
1871-09-16	0
1871-09-17	0
1871-09-18	0
1871-09-19	0
1871-09-20	1
1871-09-21	1
1871-09-22	0
1871-09-23	0
1871-09-24	0
1871-09-25	0
1871-09-26	0
1871-09-27	0
1871-09-28	0
1871-09-29	1
1871-09-30	0
1871-10-01	0
1871-10-02	0
1871-10-03	0
1871-10-04	0
1871-10-05	0
1871-10-06	0
1871-10-07	0
1871-10-08	0
1871-10-09	0
1871-10-10	0
1871-10-11	0
1871-10-12	0
1871-10-13	0
1871-10-14	0
1871-10-15	0
1871-10-16	0
1871-10-17	1
1871-10-18	0
1871-10-19	0
1871-10-20	1
1871-10-21	0
1871-10-22	0
1871-10-23	0
1871-10-24	0
1871-10-25	0
1871-10-26	0
1871-10-27	0
1871-10-28	0
1871-10-29	1
1871-10-30	0
1871-10-31	0
1871-11-01	0
1871-11-02	0
1871-11-03	1
1871-11-04	1
1871-11-05	1
1871-11-06	0
1871-11-07	0
1871-11-08	0
1871-11-09	1
1871-11-10	0
1871-11-11	0
1871-11-12	1
1871-11-13	0
1871-11-14	0
1871-11-15	0
1871-11-16	0
1871-11-17	0
1871-11-18	0
1871-11-19	0
1871-11-20	0
1871-11-21	0
1871-11-22	0
1871-11-23	0
1871-11-24	1
1871-11-25	0
1871-11-26	0
1871-11-27	0
1871-11-28	0
1871-11-29	1
1871-11-30	0
1871-12-01	1
1871-12-02	0
1871-12-03	1
1871-12-04	0
1871-12-05	0
1871-12-06	
1871-12-07	0
1871-12-08	0
1871-12-09	0
1871-12-10	0
1871-12-11	0
1871-12-12	0
1871-12-13	0
1871-12-14	0
1871-12-15	0
1871-12-16	0
1871-12-17	0
1871-12-18	0
1871-12-19	0
1871-12-20	0
1871-12-21	0
1871-12-22	0
1871-12-23	0
1871-12-24	0
1871-12-25	0
1871-12-26	0
1871-12-27	0
1871-12-28	0
1871-12-29	0
1871-12-30	0
1871-12-31	0
1872-01-01	0
1872-01-02	0
1872-01-03	1
1872-01-04	0
1872-01-05	1
1872-01-06	1
1872-01-07	1
1872-01-08	0
1872-01-09	0
1872-01-10	0
1872-01-11	0
1872-01-12	0
1872-01-13	0
1872-01-14	0
1872-01-15	1
1872-01-16	0
1872-01-17	0
1872-01-18	0
1872-01-19	1
1872-01-20	0
1872-01-21	0
1872-01-22	1
1872-01-23	0
1872-01-24	1
1872-01-25	0
1872-01-26	0
1872-01-27	0
1872-01-28	0
1872-01-29	0
1872-01-30	0
1872-01-31	0
1872-02-01	1
1872-02-02	0
1872-02-03	0
1872-02-04	0
1872-02-05	1
1872-02-06	0
1872-02-07	0
1872-02-08	0
1872-02-09	0
1872-02-10	0
1872-02-11	
1872-02-12	1
1872-02-13	1
1872-02-14	0
1872-02-15	0
1872-02-16	0
1872-02-17	0
1872-02-18	1
1872-02-19	0
1872-02-20	0
1872-02-21	0
1872-02-22	0
1872-02-23	0
1872-02-24	0
1872-02-25	0
1872-02-26	0
1872-02-27	0
1872-02-28	0
1872-02-29	0
1872-03-01	0
1872-03-02	0
1872-03-03	0
1872-03-04	0
1872-03-05	0
1872-03-06	1
1872-03-07	0
1872-03-08	0
1872-03-09	0
1872-03-10	0
1872-03-11	0
1872-03-12	0
1872-03-13	0
1872-03-14	0
1872-03-15	0
1872-03-16	0
1872-03-17	0
1872-03-18	0
1872-03-19	0
1872-03-20	0
1872-03-21	0
1872-03-22	1
1872-03-23	0
1872-03-24	0
1872-03-25	1
1872-03-26	1
1872-03-27	0
1872-03-28	0
1872-03-29	1
1872-03-30	1
1872-03-31	0
1872-04-01	0
1872-04-02	0
1872-04-03	0
1872-04-04	0
1872-04-05	0
1872-04-06	0
1872-04-07	0
1872-04-08	0
1872-04-09	0
1872-04-10	0
1872-04-11	0
1872-04-12	0
1872-04-13	0
1872-04-14	0
1872-04-15	0
1872-04-16	0
1872-04-17	0
1872-04-18	0
1872-04-19	0
1872-04-20	0
1872-04-21	0
1872-04-22	0
1872-04-23	0
1872-04-24	0
1872-04-25	0
1872-04-26	0
1872-04-27	0
1872-04-28	0
