/* DATA DESCRIPTION:
Citation:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2021): Early meteorological records from BABADA3 (1864-1900), Extremadura region, SW Iberia. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.926359 (dataset in review), 
	In: Vaquero, JM et al. (2020): Early meteorological records from Extremadura region, SW Iberia (CliPastExtrem). PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.925807 (dataset in review)
Related to:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (in prep.): Recovery of early meteorological records from Extremadura region (SW Iberia): the "CliPastExtrem" (v1.0) database.
Coverage:	LATITUDE: 38.900000 * LONGITUDE: -6.962500
	DATE/TIME START: 1864-02-23T00:00:00 * DATE/TIME END: 1900-01-31T00:00:00
Event(s):	BABADA3 * LATITUDE: 38.900000 * LONGITUDE: -6.962500 * LOCATION: Badajoz, Spain * METHOD/DEVICE: Weather station/meteorological observation (WST)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Precipitation/Rain (Rain) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: 1=yes, 0=no
Size:	12632 data points
*/
Date/Time	Rain
1864-02-23	0
1864-02-24	1
1864-02-25	1
1864-02-26	0
1864-02-27	0
1864-02-28	0
1864-02-29	0
1864-03-01	1
1864-03-02	0
1864-03-03	1
1864-03-04	0
1864-03-05	1
1864-03-06	0
1864-03-07	1
1864-03-08	1
1864-03-09	1
1864-03-10	0
1864-03-11	0
1864-03-12	0
1864-03-13	0
1864-03-14	0
1864-03-15	0
1864-03-16	0
1864-03-17	0
1864-03-18	1
1864-03-19	0
1864-03-20	0
1864-03-21	1
1864-03-22	0
1864-03-23	1
1864-03-24	0
1864-03-25	0
1864-03-26	0
1864-03-27	0
1864-03-28	0
1864-03-29	0
1864-03-30	0
1864-03-31	0
1864-04-01	0
1864-04-02	0
1864-04-03	0
1864-04-04	0
1864-04-05	0
1864-04-06	0
1864-04-07	0
1864-04-08	0
1864-04-09	0
1864-04-10	0
1864-04-11	0
1864-04-12	0
1864-04-13	1
1864-04-14	1
1864-04-15	0
1864-04-16	0
1864-04-17	1
1864-04-18	0
1864-04-19	0
1864-04-20	0
1864-04-21	1
1864-04-22	0
1864-04-23	1
1864-04-24	1
1864-04-25	0
1864-04-26	0
1864-04-27	0
1864-04-28	0
1864-04-29	0
1864-04-30	0
1864-05-01	0
1864-05-02	0
1864-05-03	0
1864-05-04	0
1864-05-05	0
1864-05-06	0
1864-05-07	1
1864-05-08	1
1864-05-09	0
1864-05-10	0
1864-05-11	0
1864-05-12	0
1864-05-13	0
1864-05-14	0
1864-05-15	0
1864-05-16	0
1864-05-17	0
1864-05-18	0
1864-05-19	0
1864-05-20	0
1864-05-21	0
1864-05-22	0
1864-05-23	0
1864-05-24	1
1864-05-25	1
1864-05-26	0
1864-05-27	0
1864-05-28	0
1864-05-29	0
1864-05-30	0
1864-05-31	0
1864-06-01	0
1864-06-02	0
1864-06-03	0
1864-06-04	0
1864-06-05	0
1864-06-06	1
1864-06-07	0
1864-06-08	0
1864-06-09	0
1864-06-10	0
1864-06-11	0
1864-06-12	0
1864-06-13	0
1864-06-14	0
1864-06-15	0
1864-06-16	0
1864-06-17	0
1864-06-18	0
1864-06-19	0
1864-06-20	0
1864-06-21	0
1864-06-22	0
1864-06-23	0
1864-06-24	0
1864-06-25	0
1864-06-26	0
1864-06-27	0
1864-06-28	0
1864-06-29	0
1864-06-30	0
1864-07-01	0
1864-07-02	0
1864-07-03	0
1864-07-04	0
1864-07-05	0
1864-07-06	0
1864-07-07	0
1864-07-08	0
1864-07-09	0
1864-07-10	0
1864-07-11	0
1864-07-12	0
1864-07-13	0
1864-07-14	0
1864-07-15	0
1864-07-16	0
1864-07-17	0
1864-07-18	0
1864-07-19	0
1864-07-20	0
1864-07-21	0
1864-07-22	0
1864-07-23	0
1864-07-24	0
1864-07-25	0
1864-07-26	0
1864-07-27	0
1864-07-28	0
1864-07-29	0
1864-07-30	0
1864-07-31	0
1864-08-01	0
1864-08-02	0
1864-08-03	0
1864-08-04	0
1864-08-05	0
1864-08-06	0
1864-08-07	0
1864-08-08	1
1864-08-09	0
1864-08-10	0
1864-08-11	0
1864-08-12	0
1864-08-13	0
1864-08-14	0
1864-08-15	0
1864-08-16	0
1864-08-17	0
1864-08-18	0
1864-08-19	0
1864-08-20	0
1864-08-21	0
1864-08-22	0
1864-08-23	0
1864-08-24	0
1864-08-25	0
1864-08-26	0
1864-08-27	0
1864-08-28	0
1864-08-29	0
1864-08-30	0
1864-08-31	0
1864-09-01	0
1864-09-02	0
1864-09-03	0
1864-09-04	0
1864-09-05	0
1864-09-06	0
1864-09-07	0
1864-09-08	0
1864-09-09	0
1864-09-10	0
1864-09-11	0
1864-09-12	0
1864-09-13	0
1864-09-14	0
1864-09-15	0
1864-09-16	0
1864-09-17	0
1864-09-18	0
1864-09-19	0
1864-09-20	0
1864-09-21	0
1864-09-22	0
1864-09-23	0
1864-09-24	0
1864-09-25	0
1864-09-26	0
1864-09-27	0
1864-09-28	1
1864-09-29	0
1864-09-30	0
1864-10-01	1
1864-10-02	0
1864-10-03	1
1864-10-04	1
1864-10-05	0
1864-10-06	0
1864-10-07	0
1864-10-08	0
1864-10-09	0
1864-10-10	0
1864-10-11	0
1864-10-12	0
1864-10-13	0
1864-10-14	0
1864-10-15	0
1864-10-16	0
1864-10-17	1
1864-10-18	1
1864-10-19	1
1864-10-20	0
1864-10-21	0
1864-10-22	
1864-10-23	1
1864-10-24	0
1864-10-25	1
1864-10-26	0
1864-10-27	0
1864-10-28	0
1864-10-29	1
1864-10-30	0
1864-10-31	0
1864-11-01	0
1864-11-02	1
1864-11-03	1
1864-11-04	0
1864-11-05	0
1864-11-06	0
1864-11-07	0
1864-11-08	0
1864-11-09	0
1864-11-10	0
1864-11-11	0
1864-11-12	0
1864-11-13	0
1864-11-14	0
1864-11-15	0
1864-11-16	0
1864-11-17	0
1864-11-18	0
1864-11-19	1
1864-11-20	0
1864-11-21	0
1864-11-22	0
1864-11-23	1
1864-11-24	0
1864-11-25	0
1864-11-26	0
1864-11-27	0
1864-11-28	0
1864-11-29	0
1864-11-30	0
1864-12-01	0
1864-12-02	0
1864-12-03	0
1864-12-04	0
1864-12-05	0
1864-12-06	0
1864-12-07	0
1864-12-08	1
1864-12-09	0
1864-12-10	1
1864-12-11	1
1864-12-12	0
1864-12-13	0
1864-12-14	0
1864-12-15	0
1864-12-16	0
1864-12-17	1
1864-12-18	0
1864-12-19	0
1864-12-20	0
1864-12-21	0
1864-12-22	0
1864-12-23	0
1864-12-24	0
1864-12-25	0
1864-12-26	0
1864-12-27	0
1864-12-28	0
1864-12-29	0
1864-12-30	0
1864-12-31	0
1865-01-01	1
1865-01-02	0
1865-01-03	0
1865-01-04	0
1865-01-05	0
1865-01-06	0
1865-01-07	0
1865-01-08	0
1865-01-09	0
1865-01-10	0
1865-01-11	0
1865-01-12	1
1865-01-13	1
1865-01-14	1
1865-01-15	0
1865-01-16	0
1865-01-17	0
1865-01-18	1
1865-01-19	0
1865-01-20	1
1865-01-21	0
1865-01-22	0
1865-01-23	0
1865-01-24	1
1865-01-25	0
1865-01-26	1
1865-01-27	1
1865-01-28	0
1865-01-29	1
1865-01-30	0
1865-01-31	1
1865-02-01	1
1865-02-02	1
1865-02-03	1
1865-02-04	1
1865-02-05	0
1865-02-06	0
1865-02-07	0
1865-02-08	0
1865-02-09	0
1865-02-10	0
1865-02-11	0
1865-02-12	0
1865-02-13	0
1865-02-14	1
1865-02-15	1
1865-02-16	1
1865-02-17	0
1865-02-18	0
1865-02-19	0
1865-02-20	0
1865-02-21	0
1865-02-22	0
1865-02-23	0
1865-02-24	0
1865-02-25	0
1865-02-26	0
1865-02-27	0
1865-02-28	0
1865-03-01	0
1865-03-02	0
1865-03-03	0
1865-03-04	0
1865-03-05	0
1865-03-06	1
1865-03-07	0
1865-03-08	0
1865-03-09	0
1865-03-10	0
1865-03-11	0
1865-03-12	0
1865-03-13	0
1865-03-14	0
1865-03-15	0
1865-03-16	0
1865-03-17	0
1865-03-18	0
1865-03-19	0
1865-03-20	0
1865-03-21	0
1865-03-22	0
1865-03-23	0
1865-03-24	0
1865-03-25	0
1865-03-26	0
1865-03-27	0
1865-03-28	0
1865-03-29	0
1865-03-30	0
1865-03-31	0
1865-04-01	0
1865-04-02	0
1865-04-03	0
1865-04-04	0
1865-04-05	0
1865-04-06	0
1865-04-07	0
1865-04-08	0
1865-04-09	0
1865-04-10	0
1865-04-11	0
1865-04-12	0
1865-04-13	1
1865-04-14	1
1865-04-15	0
1865-04-16	1
1865-04-17	1
1865-04-18	0
1865-04-19	0
1865-04-20	0
1865-04-21	1
1865-04-22	1
1865-04-23	0
1865-04-24	0
1865-04-25	0
1865-04-26	0
1865-04-27	1
1865-04-28	1
1865-04-29	0
1865-04-30	0
1865-05-01	0
1865-05-02	0
1865-05-03	0
1865-05-04	0
1865-05-05	0
1865-05-06	1
1865-05-07	1
1865-05-08	1
1865-05-09	1
1865-05-10	0
1865-05-11	0
1865-05-12	0
1865-05-13	0
1865-05-14	0
1865-05-15	0
1865-05-16	0
1865-05-17	0
1865-05-18	0
1865-05-19	0
1865-05-20	0
1865-05-21	0
1865-05-22	0
1865-05-23	0
1865-05-24	0
1865-05-25	0
1865-05-26	0
1865-05-27	0
1865-05-28	0
1865-05-29	0
1865-05-30	0
1865-05-31	0
1865-06-01	0
1865-06-02	0
1865-06-03	0
1865-06-04	0
1865-06-05	0
1865-06-06	0
1865-06-07	0
1865-06-08	0
1865-06-09	0
1865-06-10	0
1865-06-11	1
1865-06-12	0
1865-06-13	0
1865-06-14	0
1865-06-15	0
1865-06-16	0
1865-06-17	0
1865-06-18	0
1865-06-19	0
1865-06-20	0
1865-06-21	0
1865-06-22	0
1865-06-23	0
1865-06-24	0
1865-06-25	0
1865-06-26	0
1865-06-27	0
1865-06-28	0
1865-06-29	0
1865-06-30	0
1865-07-01	0
1865-07-02	0
1865-07-03	0
1865-07-04	0
1865-07-05	0
1865-07-06	0
1865-07-07	0
1865-07-08	0
1865-07-09	0
1865-07-10	0
1865-07-11	0
1865-07-12	0
1865-07-13	0
1865-07-14	0
1865-07-15	0
1865-07-16	0
1865-07-17	0
1865-07-18	0
1865-07-19	0
1865-07-20	0
1865-07-21	0
1865-07-22	0
1865-07-23	0
1865-07-24	0
1865-07-25	0
1865-07-26	0
1865-07-27	0
1865-07-28	0
1865-07-29	0
1865-07-30	0
1865-07-31	0
1865-08-01	0
1865-08-02	0
1865-08-03	0
1865-08-04	0
1865-08-05	0
1865-08-06	0
