/* DATA DESCRIPTION:
Citation:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2020): Early meteorological records from BAALAN2 (1868), Extremadura region, SW Iberia. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.925806 (dataset in review), 
	In: Vaquero, JM et al. (2020): Early meteorological records from Extremadura region, SW Iberia (CliPastExtrem). PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.925807 (dataset in review)
Related to:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (in prep.): Recovery of early meteorological records from Extremadura region (SW Iberia): the "CliPastExtrem" (v1.0) database.
Coverage:	LATITUDE: 38.784444 * LONGITUDE: -6.243611
	DATE/TIME START: 1868-07-01T09:00:00 * DATE/TIME END: 1868-09-30T21:00:00
Event(s):	BAALAN2 * LATITUDE: 38.784444 * LONGITUDE: -6.243611 * LOCATION: Alange, Spain * METHOD/DEVICE: Weather station/meteorological observation (WST)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Pressure, atmospheric [arbitrary units] (PPPP other) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: mmHg
	Temperature, air [°C] (TTT) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Thermometer
	Humidity, relative [%] (RH) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Saussure hygrometer
Size:	1104 data points
*/
Date/Time	PPPP other [arbitrary units]	TTT [°C]	RH [%]
1868-07-01T09:00	639.2870	39.00201	78.234460
1868-07-01T12:00	639.7099	39.43131	78.758540
1868-07-01T15:00	640.2081	39.85553	79.336710
1868-07-01T21:00	640.6226	40.10165	79.823800
1868-07-02T09:00	640.9161	40.16490	80.147250
1868-07-02T12:00	641.1417	40.07497	80.397790
1868-07-02T15:00	641.3746	39.93056	80.575790
1868-07-02T21:00	641.5846	39.74656	80.709700
1868-07-03T09:00	641.7263	39.48343	80.781260
1868-07-03T12:00	641.7541	39.24502	80.798340
1868-07-03T15:00	641.6305	39.09567	80.805100
1868-07-03T21:00	641.4008	39.02044	80.737840
1868-07-04T09:00	641.1485	38.98979	80.607460
1868-07-04T12:00	640.8809	39.01356	80.498580
1868-07-04T15:00	640.5754	39.06695	80.389640
1868-07-04T21:00	640.1863	39.16483	80.228100
1868-07-05T09:00	639.7972	39.33190	80.013740
1868-07-05T12:00	639.3549	39.53355	79.830750
1868-07-05T15:00	638.7685	39.74006	79.658220
1868-07-05T21:00	637.9698	39.92690	79.517460
1868-07-06T09:00	637.1788	40.13846	79.471410
1868-07-06T12:00	636.8882	40.35984	79.477390
1868-07-06T15:00	636.9692	40.54170	79.540690
1868-07-06T21:00	637.1636	40.72353	79.681150
1868-07-07T09:00	637.3962	40.90538	79.884390
1868-07-07T12:00	637.5606	41.06248	80.050710
1868-07-07T15:00	637.6946	41.20966	80.174770
1868-07-07T21:00	637.8741	41.34700	80.304850
1868-07-08T09:00	638.1521	41.42493	80.428850
1868-07-08T12:00	638.3617	41.43374	80.528810
1868-07-08T15:00	638.4581	41.42780	80.592690
1868-07-08T21:00	638.6000	41.45791	80.692870
1868-07-09T09:00	638.7647	41.50522	80.781220
1868-07-09T12:00	638.9072	41.53865	80.785020
1868-07-09T15:00	639.0953	41.52086	80.739920
1868-07-09T21:00	639.3288	41.46892	80.810420
1868-07-10T09:00	639.5090	41.47666	80.995900
1868-07-10T12:00	639.6283	41.46717	81.144370
1868-07-10T15:00	639.6868	41.44062	81.286610
1868-07-10T21:00	639.6770	41.43967	81.441080
1868-07-11T09:00	639.5837	41.48132	81.607550
1868-07-11T12:00	639.4600	41.55711	81.767600
1868-07-11T15:00	639.3514	41.57305	81.866790
1868-07-11T21:00	639.2199	41.52065	81.911480
1868-07-12T09:00	639.0581	41.34863	81.974460
1868-07-12T12:00	638.8812	41.06551	82.025300
1868-07-12T15:00	638.6888	40.75676	82.063960
1868-07-12T21:00	638.5272	40.48226	82.096400
1868-07-13T09:00	638.4034	40.21629	82.122730
1868-07-13T12:00	638.2946	39.98440	82.203840
1868-07-13T15:00	638.2011	39.84654	82.285180
1868-07-13T21:00	638.1606	39.74298	82.299690
1868-07-14T09:00	638.2038	39.66501	82.295690
1868-07-14T12:00	638.3227	39.59551	82.297600
1868-07-14T15:00	638.4797	39.51761	82.281490
1868-07-14T21:00	638.7126	39.47384	82.259550
1868-07-15T09:00	638.9831	39.40429	82.236960
1868-07-15T12:00	639.2157	39.29213	82.202190
1868-07-15T15:00	639.4028	39.17142	82.180100
1868-07-15T21:00	639.6432	39.03362	82.127330
1868-07-16T09:00	639.9445	38.85324	82.050570
1868-07-16T12:00	640.1848	38.68135	81.961620
1868-07-16T15:00	640.5157	38.48366	81.823600
1868-07-16T21:00	640.8846	38.20051	81.654930
1868-07-17T09:00	641.1853	37.90881	81.467930
1868-07-17T12:00	641.7361	37.63410	81.250210
1868-07-17T15:00	642.3019	37.53026	81.013990
1868-07-17T21:00	642.5419	37.57182	80.796520
1868-07-18T09:00	642.7445	37.57078	80.579610
1868-07-18T12:00	642.9926	37.52704	80.381090
1868-07-18T15:00	643.2407	37.52604	80.255610
1868-07-18T21:00	643.4810	37.61049	80.185230
1868-07-19T09:00	643.6456	37.73765	80.096490
1868-07-19T12:00	643.7040	37.94169	80.001390
1868-07-19T15:00	643.4517	38.21410	79.924590
1868-07-19T21:00	643.1085	38.46094	79.872480
1868-07-20T09:00	642.8713	38.70770	79.844630
1868-07-20T12:00	642.5656	38.95442	79.816430
1868-07-20T15:00	642.2677	39.23540	79.843270
1868-07-20T21:00	642.0076	39.52489	79.985950
1868-07-21T09:00	641.5882	39.80583	80.128420
1868-07-21T12:00	641.1462	40.12106	80.130690
1868-07-21T15:00	640.8562	40.44481	80.005060
1868-07-21T21:00	640.5205	40.73432	79.873070
1868-07-22T09:00	640.1845	41.00672	79.807970
1868-07-22T12:00	639.8863	41.32176	79.779200
1868-07-22T15:00	639.6260	41.59405	79.732280
1868-07-22T21:00	639.4493	41.76384	79.691870
1868-07-23T09:00	639.3711	41.84821	79.663220
1868-07-23T12:00	639.3461	41.90698	79.646840
1868-07-23T15:00	639.3289	41.94876	79.697550
1868-07-23T21:00	639.4104	41.94787	79.712120
1868-07-24T09:00	639.6132	41.92983	79.708750
1868-07-24T12:00	639.8993	41.91177	79.741470
1868-07-24T15:00	640.1629	41.89381	79.743740
1868-07-24T21:00	640.3353	41.88438	79.728190
1868-07-25T09:00	640.5604	41.87477	79.725120
1868-07-25T12:00	640.7629	41.83952	79.739870
1868-07-25T15:00	640.8519	41.80447	79.754730
1868-07-25T21:00	640.9334	41.76092	79.763750
1868-07-26T09:00	641.0298	41.68304	79.802560
1868-07-26T12:00	641.1187	41.57093	79.835210
1868-07-26T15:00	641.1924	41.42464	79.843870
1868-07-26T21:00	641.2659	41.29545	79.876560
1868-07-27T09:00	641.3698	41.16628	79.939540
1868-07-27T12:00	641.4360	41.04569	79.990890
1868-07-27T15:00	641.5098	40.94224	80.024050
1868-07-27T21:00	641.6442	40.81308	80.105300
1868-07-28T09:00	641.8161	40.67524	80.247270
1868-07-28T12:00	642.0868	40.56309	80.365410
1868-07-28T15:00	642.4791	40.45963	80.459500
1868-07-28T21:00	642.7955	40.35615	80.535080
1868-07-29T09:00	643.0283	40.25262	80.579970
1868-07-29T12:00	643.2458	40.12335	80.606780
1868-07-29T15:00	643.3649	39.99414	80.578720
1868-07-29T21:00	643.3706	39.84802	80.526430
1868-07-30T09:00	643.2018	39.67618	80.504710
1868-07-30T12:00	642.9036	39.50420	80.433700
1868-07-30T15:00	642.5295	39.35787	80.301620
