/* DATA DESCRIPTION:
Citation:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2021): Early meteorological records from CCHOYO1 (1925-1936), Extremadura region, SW Iberia. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.926204 (dataset in review), 
	In: Vaquero, JM et al. (2020): Early meteorological records from Extremadura region, SW Iberia (CliPastExtrem). PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.925807 (dataset in review)
Related to:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (in prep.): Recovery of early meteorological records from Extremadura region (SW Iberia): the "CliPastExtrem" (v1.0) database.
Coverage:	LATITUDE: 40.180000 * LONGITUDE: -6.690000
	DATE/TIME START: 1925-09-01T00:00:00 * DATE/TIME END: 1936-05-01T00:00:00
Event(s):	CCHOYO1 * LATITUDE: 40.180000 * LONGITUDE: -6.690000 * LOCATION: Hoyos, Spain * METHOD/DEVICE: Weather station/meteorological observation (WST)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Number of rainy days [days/month] (Rainy days) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Observation (OBSE)
	Number of snowy days [days/month] (Snowy days) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Observation (OBSE)
	Precipitation [mm/month] (Precip) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Hellmann Rain Gauge
	Precipitation, daily, maximum [mm/day] (Precip day max) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Hellmann Rain Gauge * COMMENT: within this month
	Date (Date) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: of max daily precipitation
Size:	607 data points
*/
Date/Time	Rainy days [days/month]	Snowy days [days/month]	Precip [mm/month]	Precip day max [mm/day]	Date
1925-09	0	0	0.00	0.0	
1925-10	3	0	118.20	90.0	1925-10-23
1925-11	8	0	181.10	57.6	1925-11-27
1925-12	17	0	398.30		
1926-01	4	0	162.60	85.0	1926-01-31
1926-02	9		222.60	77.1	1926-02-08
1926-03	11		216.10	56.6	1926-03-29
1926-04	10		115.90	21.3	1926-04-29
1926-05	8		118.40	53.6	1926-05-02
1926-06	0		0.00	0.0	
1926-07	0		0.00	0.0	
1926-08	0		0.00	0.0	
1926-09	0		0.00	0.0	
1926-10	7		184.50	49.5	1926-10-28
1926-11	13		279.40	45.3	1926-11-17
1926-12	2	1	33.60	28.5	1926-12-15
1927-01	10	0	105.50	24.7	1927-01-24
1927-02	10	0	146.00	56.6	1927-02-12
1927-03	11	0	89.80	22.6	1927-03-16
1927-04	2	0	0.90	0.7	1927-04-09
1927-05	11	0	126.60	36.4	1927-05-12
1927-06	3	0	103.10	64.1	1927-06-02
1927-07	2	0	6.60	3.8	1927-07-06
1927-08	3	0	21.50	15.4	1927-08-08
1927-09	2	0	10.80	8.6	1927-09-25
1927-10	6	0	106.00	47.4	1927-10-14
1927-11	8	0	240.50	71.7	1927-11-08
1927-12	16	0	348.10	49.0	1927-12-07
1928-01	5	0	24.50	10.2	1928-01-29
1928-02	5	0	232.00	81.2	1928-02-29
1928-03	14	0	214.40	53.9	1928-03-03
1928-04	14	0	197.20	47.7	1928-04-27
1928-05	5	0	103.10	40.6	1928-05-04
1928-06	5	0	150.90	45.0	1928-06-06
1928-07	0	0	0.00	0.0	
1928-08	0	0	0.00	0.0	
1928-09	6	0	169.80	90.5	1928-09-26
1928-10	6	0	71.10	22.7	1928-10-02
1928-11	3	0	183.10	98.0	1928-11-17
1928-12	2	0	68.80	58.6	1928-12-31
1929-01	4	0	55.90	30.2	1929-01-27
1929-02	7	0	105.80	58.5	1929-02-24
1929-03	3	0	132.10	78.5	1929-03-04
1929-04	10	0	93.60	28.0	1929-04-29
1929-05	3	0	36.90	28.6	1929-05-20
1929-06	1	0	10.00	10.0	1929-06-30
1929-07	3	0	76.30	50.0	1929-07-02
1929-08	0	0	0.00	0.0	
1929-09	4	0	25.00	13.1	1929-09-08
1929-10	3	0	68.00	30.5	1929-10-24
1929-11	7	0	266.30	70.5	1929-11-29
1929-12	11	0	271.60	54.2	1929-12-06
1930-01	8	0	209.10	40.6	1930-01-26
1930-02	3	0	39.10	21.5	1930-02-01
1930-03	4	0	147.90	68.5	1930-03-17
1930-04	7	0	227.70	76.8	1930-04-22
1930-05	2	0	16.50	10.7	1930-05-27
1930-06	3	0	59.40	32.5	1930-06-12
1930-07	3	0	16.50	6.0	1930-07-04
1930-08	1	0	10.00	10.0	1930-08-28
1930-09	2	0	28.60	27.5	1930-09-19
1930-10	7	0	129.70	39.8	1930-10-12
1930-11	5	0	69.00	23.2	1930-11-25
1930-12	4	0	68.40	34.3	1930-12-31
1931-01	5	0	169.50	62.0	1931-01-03
1931-02	0	0	0.00	0.0	
1931-03	16	0	336.10	81.6	1931-03-19
1931-04	3	0	61.10	34.5	1931-04-02
1931-05	5	0	54.40	16.7	1931-05-17
1931-06	3	0	23.00	16.0	1931-06-21
1931-07	0	0	0.00	0.0	
1931-08	2	0	33.90	21.0	1931-08-24
1931-09	0	0	0.00	0.0	
1931-10	6	0	303.50	124.0	1931-10-24
1931-11	8	0	203.10	75.3	1931-11-05
1931-12	0	0	0.00	0.0	
1932-01	6	0	141.90	60.0	1932-01-10
1932-02	2	0	23.70	15.5	1932-02-13
1932-03	7	0	257.50	63.2	1932-03-03
1932-04	2	0	54.00	49.4	1932-04-30
1932-05	2	0	35.40	26.4	1932-05-05
1932-06	2	0	60.80	46.8	1932-06-13
1932-07	1	0	11.10	11.1	1932-07-13
1932-08	1	0	17.80	17.8	1932-08-20
