/* DATA DESCRIPTION:
Citation:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz; Pinochet, Rubén (2021): Early meteorological records from BABADA6 (1830-1833), Extremadura region, SW Iberia. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.926383 (dataset in review), 
	In: Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2020): Early meteorological records from Extremadura region, SW Iberia (CliPastExtrem). PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.925807 (dataset in review)
Related to:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (in prep.): Recovery of early meteorological records from Extremadura region (SW Iberia): the "CliPastExtrem" (v1.0) database.
Coverage:	LATITUDE: 38.900000 * LONGITUDE: -6.962500
	DATE/TIME START: 1830-02-28T00:00:00 * DATE/TIME END: 1833-07-19T00:00:00
Event(s):	BABADA6 * LATITUDE: 38.900000 * LONGITUDE: -6.962500 * LOCATION: Badajoz, Spain * METHOD/DEVICE: Weather station/meteorological observation (WST)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Temperature, air [°C] (TTT) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: T1, time unknown
	Temperature, air [°C] (TTT) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: T2, time unknown
	Temperature, air [°C] (TTT) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: T3, time unknown
	Pressure description (P descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: IP1, inches of preasure, time unknown
	Pressure description (P descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: PL1, preasure lines, time unknown
	Pressure description (P descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: IP2, inches of preasure, time unknown
	Pressure description (P descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: PL2, preasure lines, time unknown
	Pressure description (P descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: IP3, inches of preasure, time unknown
	Pressure description (P descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: PL3, preasure lines, time unknown
	Wind direction description (Wind dir descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: WD1, W = west, E = east, N = north, S = south, time unknown
	Present weather (ww) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: SS1, time unknown (DESP = clear sky, LLUV = rain, N/NEB/NUB/NUV = cloudy/covered, NIEB = fog, RAF = wind, gust)
	Wind direction description (Wind dir descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: WD3, W = west, E = east, N = north, S = south, time unknown
	Present weather (ww) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: SS2, time unknown (DESP = clear sky, LLUV = rain, N/NEB/NUB/NUV = cloudy/covered, NIEB = fog, RAF = wind, gust)
	Wind direction description (Wind dir descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: WD3, W = west, E = east, N = north, S = south, time unknown
	Present weather (ww) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: SS3, time unknown (DESP = clear sky, LLUV = rain, N/NEB/NUB/NUV = cloudy/covered, NIEB = fog, RAF = wind, gust)
Size:	13349 data points
*/
Date/Time	TTT [°C] (T1, time unknown)	TTT [°C] (T2, time unknown)	TTT [°C] (T3, time unknown)	P descr (IP1, inches of preasure, time...)	P descr (PL1, preasure lines, time unk...)	P descr (IP2, inches of preasure, time...)	P descr (PL2, preasure lines, time unk...)	P descr (IP3, inches of preasure, time...)	P descr (PL3, preasure lines, time unk...)	Wind dir descr (WD1, W = west, E = east, N = ...)	ww (SS1, time unknown)	Wind dir descr (WD3, W = west, E = east, N = ...)	ww (SS2, time unknown)	Wind dir descr (WD3, W = west, E = east, N = ...)	ww (SS3, time unknown)
1830-09	14.5	21.0	20.50	28	0	28	0	27	11.5	SW	RAF	SE	NUV	SWW	DESP
1830-09	14.5	22.5	19.00	27	11	27	10.5	27	9	W	RAF	W	NUV	NNE	NUBL
1830-09	14.0	22.0	22.50	27	11	27	10.5	27	10	NE	DESP	ESE	DESP	NE	DESP
1830-09	16.0	22.0	21.00	28	0	28	0	28	0	NE	DESP	NE	DESP	W	DESP
1830-09	13.5	21.0	21.00	27	11	27	11.5	27	10.5	NNE	NEBU	SW	DESP	W	RAF
1830-09	15.0	22.0	19.00	27	10	27	11	27	10.5	W	NEBU	W	RAF	W	RAF
1830-09	11.0	19.0	20.00	27	11	28	0	28	0	W	RAF	NWW	DESP	W	DESP
1830-09	10.0	19.5	19.00	28	0	28	0	28	0	SW	RAF	NW	DESP	W	DESP
1830-09	11.0	21.0	21.00	28	0	28	0	28	0	NE	RAF	NNW	DESP	W	DESP
1830-09	13.0	21.0	19.00	28	0	27	11	27	11	NE	NEB	W	DESP	NNW	DESP
1830-09	14.0	20.0	20.00	27	11	28	0	28	0	W	NUBL	SWW	RAF	W	DESP
1830-09	13.0	21.0	22.00	27	11	28	0	27	10.5	NE	NUBL	NNE	DESP	W	RAF
1830-09	15.0	21.5	19.00	27	11	28	0	27	11	W	NUBL	SW	NUV	W	DESP
1830-09	11.0	19.0	19.00	28	0	28	1	28	1	NE	RAF	NW	DESP	NNW	DESP
1830-09	12.0	21.0	20.00	28	0	28	1.5	28	0.5	NE	DESP	NE	RAF	NE	NEB
1830-09	11.0	19.5	20.00	28	0	28	0	28	0	NW	NEB	W	RAF	W	NEB
1830-09	13.0	17.5	14.50	27	10	27	9	27	9	SW	NEB	SWW	NUB	W	NUB
1830-09	7.5	17.0	17.00	27	11	28	0	28	0	SW	RAF	ENE	RAF	NWW	RAF
1830-09	9.0	19.0	20.50	28	0	28	1.5	28	1	NW	RAF	NW	RAF	NNW	RAF
1830-09	13.0	22.0	21.00	28	1	28	1.5	28	1	NE	DESP	NNW	RAF	NNW	RAF
1830-09	11.0	21.5	20.00	28	0	28	1	28	1	NE	RAF	N	RAF	N	RAF
1830-09	11.0	19.0	19.50	28	1	28	2	28	1.5	NNE	DESP	E	DESP	E	DESP
1830-09	10.0	20.5	19.00	28	1.5	28	1.5	28	0	NE	DESP	E	DESP	E	DESP
1830-09	10.0	19.5	18.50	28	0	28	0	27	11	NE	DESP	NE	DESP	E	DESP
1830-09	9.0	19.0	18.00	27	11	27	10.5	27	10	E	DESP	ENE	RAF	E	DESP
1830-09	9.0	19.0	20.00	27	10.5	27	11	27	10	NNE	DESP	NNW	DESP	N	NEB
1830-10	10.0	20.0	19.00	27	11	28	0	28	0	NE	DESP	NE	RAF	NNW	RAF
1830-10	10.0	20.0	18.00	28	0	28	0	28	0	NNE	NEBU	NE	RAF	ENE	DESP
1830-10	10.0	21.0	19.50	28	0	28	0	28	0	NNE	NEBU	ENE	DESP	E	DESP
1830-10	10.0	20.5	20.00	28	0	28	1	28	0	NNE	DESP	E	DESP	E	DESP
1830-10	12.0	20.5	20.00	28	1.5	28	1	28	1	NNE	NEBU	E	DESP	ENE	DESP
1830-10	11.0	20.5	19.00	28	1	28	1	28	0	NE	DESP	E	DESP	ESE	RAF
1830-10	10.0	21.0	19.50	28	1	28	0	28	0	NE	RAF	E	DESP	ENE	DESP
1830-10	10.0	21.0	19.50	28	1	28	1.5	28	1	SE	RAF	E	DESP	ENE	DESP
1830-10	10.0	19.0	17.50	28	1	28	1.5	28	1	WSW	RAF	WSW	RAF	E	DESP
1830-10	7.0	19.0	19.00	28	1	28	1.5	28	1	SW	RAF	ESE	RAF	E	NUV
1830-10	10.0	19.0	19.00	28	0	28	0	28	0	SSW	RAF	SSW	NEB	S	NEB
1830-10	10.0	19.5	18.00	28	0	28	0	27	11.5	NW	NEB	SW	RAF	SSW	NUB
1830-10	13.0	19.0	17.00	28	0	28	0	27	11	WNW	RAF	NW	NUB	SSW	NUB
1830-10	10.5	19.0	17.00	27	11	27	11	27	11	ESE	NEB	SE	NUB	SSE	DESP
1830-10	11.0	19.0	19.00	27	11	28	0	28	0	ENE	RAF	ESE	RAF	SW	RAF
1830-10	11.0	19.0	18.00	27	11	28	1.5	28	1	SSW	NEB	S	NUV	SSW	RAF
1830-10	15.0	19.5	18.00	28	1	28	1	28	0.5	ESE	NEB	SSE	NUV	SSW	NUV
1830-10	15.0	19.5	17.00	28	1	28	1	28	1	ENE	NEB	S	NUV	S	NUV
1830-10	13.0	19.0	18.00	28	0	28	0	28	0	ENE	NEB	ESE	NUV	ESE	NUV
1830-10	13.0	19.0	18.00	28	2	28	2	28	2	ESE	NEB	E	RAF	E	RAF
1830-10	11.0	18.5	19.00	28	3	28	3.5	28	3	SW	DESP	SSW	RAF	SW	DESP
1830-10	12.0	20.0	19.50	28	3	28	4	28	3	NE	RAF	E	DESP	E	DESP
1830-10	10.0	18.5	19.00	28	3	28	3	28	2	ESE	DESP	E	DESP	E	DESP
1830-10	10.5	19.0	18.00	28	1.5	28	2	28	2	NE	DESP	E	RAF	ESE	RAF
1830-10	13.0	18.5	18.00	28	2	28	2	28	1.5	SE	NEB	W	DESP	W	RAF
1830-10	11.0	17.0	15.00	28	2	28	2	28	1.5	NNE	RAF	NNE	RAF	NE	DESP
1830-10	6.0	14.0	13.00	28	3	28	3	28	2.5	NNE	DESP	E	DESP	ENE	DESP
1830-10	4.0	13.5	13.00	28	2	28	2	28	1	NE	DESP	NE	DESP	NNE	DESP
1830-10	7.0	16.5	16.00	28	2	28	1	28	0	WNW	DESP	NW	NEB	NW	NEB
1830-10	8.0	14.0	13.00	28	1	28	1.5	28	1.5	NE	NEB	E	NEB	E	DESP
1830-11	6.0	14.5	14.50	28	1	28	2	28	1.5	ENE	RAF	E	DESP	ENE	RAF
1830-11	6.0	15.5	15.50	28	1.5	28	1	28	0.5	NE	DESP	E	DESP	WSW	NEB
1830-11	7.0	15.5	14.50	28	1	28	1	28	1	SW	NEB	SW	DESP	SSW	DESP
1830-11	7.0	15.0	15.00	28	1	28	1	28	1	SW	NEB	SW	DESP	SW	NEB
1830-11	8.0	16.0	14.50	28	1	28	1	28	0.5	SW	NEB	WSW	RAF	SSW	NUV
1830-11	12.0	17.0	15.50	28	1	28	0	27	10.5	SSW	NEB	S	NUB	SSW	NUB
1830-11	14.0	14.5	13.00	27	8	27	7	27	7.5	SSW	LLUV	S	LLUV	S	NUB
1830-11	10.0	13.5	12.00	27	9	27	9.5	27	9	NW	NEB	W	NUB	SE	NUB
1830-11	9.0	13.0	12.00	27	10.5	27	11	27	11	W	RAF	WNW	RAF	W	NUB
1830-11	5.0	12.0	11.00	28	0	28	1	28	1	NW	RAF	WNW	DESP	WNW	DESP
1830-11	4.0	11.0	10.00	28	1	28	1.5	28	1.5	SSW	DESP	ESE	RAF	ESE	RAF
1830-11	4.0	10.5	10.50	28	1	28	0.5	28	0	NE	NEB	ESE	NEB	ESE	NEB
1830-11	8.0	13.5	13.50	27	10	27	11	27	10	NE	NEB	E	NUV	SSE	NUB
1830-11	12.0	14.5	13.00	27	11	27	11.5	27	11.5	W	NUV	WSW	NUV	WNW	NUV
1830-11	9.0	14.0	14.00	28	0	28	0	28	0	NE	NEB	NNW	RAF	SW	NUV
1830-11	11.0	16.0	15.00	27	11	27	9.5	27	9	ESE	LLUV	SSW	NUB	SSW	NUB
1830-11	10.0	12.0	14.50	27	9	27	10	27	10.5	NW	NEB	NW	RAF	W	NUV
1830-11	5.0	11.5	10.50	27	10.5	28	0	28	0	NW	DESP	NW	RAF	NNW	RAF
1830-11	5.0	10.0	9.00	28	0	28	1	28	1	NE	RAF	E	DESP	E	DESP
1830-11	2.5	10.0	9.00	28	0	28	1	28	1	NE	RAF	ENE	DESP	ENE	DESP
1830-11	2.0	9.0	8.50	28	1	28	1	28	0.5	NE	RAF	ENE	DESP	ENE	DESP
1830-11	3.0	10.0	10.00	28	1	28	2	28	2	NE	RAF	ENE	RAF	ENE	RAF
1830-11	4.0	12.0	11.00	28	2	28	3	28	3	NE	RAF	NE	DESP	NE	DESP
1830-11	4.0	11.5	11.00	28	2	28	2	28	1	NE	RAF	NE	DESP	NE	DESP
1830-11	4.0	10.5	10.00	28	0	28	0	27	11	NE	RAF	NE	DESP	NE	DESP
1830-11	8.0	12.0	11.00	27	11	27	10.5	27	10.5	SW	NEB	WSW	NUB	SSW	DESP
1830-11	10.0	13.5	12.00	27	9	27	8	27	8.5	SW	LLUV	SSW	NUB	SSW	LLUV
1830-11	6.0	7.5	8.00	27	8	27	7.5	27	6	SW	NUB	SSW	LLUV	SSW	NUB
1830-11	4.0	9.0	9.00	27	7	27	8	27	7	SW	RAF	WSW	NUB	SSW	LLUV
1830-11	6.0	10.0	9.50	27	10	27	9	27	9	SW	NEB	SW	NEB	SSW	LLUV
1830-12	7.0	11.0	10.00	27	7	27	9	27	8	NE	LLUV	E	NUB	SE	LLUV
1830-12	10.0	12.0	11.50	27	9	27	8	27	10	SW	NEB	W	NUV	WSW	DESP
1830-12	10.0	11.0	11.00	27	11	27	10	27	10	SW	RAF	SW	LLUV	SW	LLUV
1830-12	7.0	10.5	10.00	27	10	27	11	27	10	NNW	RAF	WNW	NUV	NW	DESP
1830-12	8.0	10.0	10.50	27	9	27	8	27	7.5	SW	NEB	WSW	LLUV	SSW	LLUV
1830-12	9.0	11.0	10.50	27	8	27	9	27	9	NE	RAF	W	NUV	N	NUV
1830-12	6.0	9.0	9.50	27	10	27	10	27	11	NE	DESP	NE	DESP	N	DESP
1830-12	7.0	8.0	8.50	28	0	28	1	28	0	NE	DESP	NE	DESP	N	DESP
1830-12	4.0	8.0	8.00	28	1	28	1	28	1	NE	DESP	ENE	DESP	NNE	DESP
1830-12	5.0	7.0	8.00	28	1	28	2	28	2	NE	RAF	NNE	RAF	N	DESP
1830-12	3.0	7.0	7.50	28	2	28	2	28	2	NNE	RAF	E	DESP	NNW	DESP
1830-12	4.5	6.0	7.00	28	1.5	28	1	28	1	WSW	DESP	WSW	NUV	NNE	DESP
1830-12	5.0	7.0	6.00	28	1	28	1.5	28	2	NE	RAF	NNE	RAF	NNW	DESP
1830-12	0.0	5.0	6.50	28	2	28	2	28	1.5	NE	D	NE	D	WNW	D
1830-12	0.5	5.0	6.00	28	1	28	1.5	28	1	WSW	D	WNW	D	NNE	D
1830-12	1.5	6.0	6.00	28	1.5	28	2	28	2	ESE	D	E	D	ESE	D
1830-12	1.5	6.0	6.00	28	2	28	2	28	1	SE	D	SW	D	WNW	D
1830-12	-1.0	4.0	5.00	28	1.5	28	2	28	1	NW	D	WNW	R	WNW	D
1830-12	4.0	6.0	6.00	27	10	27	10	27	11	WSW	N	W	N	WNW	D
1830-12	5.0	6.0	5.00	27	11	27	10	27	10	SW	N	SW	N	SSW	N
1830-12	4.0	6.0	5.00	27	11	27	10	27	10	SW	N	SW	N	SSW	N
1830-12	7.0	8.0	7.00	27	10	27	9	27	9	SW	N	SSW	N	ESE	N
1830-12	8.0	8.5	7.00	27	10	27	9.5	27	9	ESE	N	S	LLUV	SE	LLUV
1830-12	7.0	9.0	8.00	27	9	27	8	27	8	SW	LLUV	SSW	LLUV	SW	LLUV
1830-12	7.5	7.5	7.00	27	10.5	27	10	27	10	W	RAF	WNW	NUV	SW	NUV
1831-01	7.5	7.0	6.00	27	10	27	9	27	9	SW	NEB	SW	LLUV	SW	LLUV
1831-01	8.0	11.0	10.00	27	10	27	10.5	27	10	S	NEB	SE	LLUV	SW	NUV
1831-01	6.0	11.0	10.50	27	10	27	11	27	11	ESE	NUV	ESE	RAF	SE	NUV
1831-01	7.0	11.0	11.00	27	8	27	9	27	9	SE	LLUV	SSE	LLUV	SSE	NUV
1831-01	7.0	12.0	11.00	27	9	27	9	27	9	SW	NUV	WSW	NUV	NE	NUV
1831-01	7.0	9.0	9.50	27	11.5	27	11.5	27	11	NE	NIEB	ENE	NIEB	W	NIEB
1831-01	4.0	3.5	8.00	28	0	27	11	27	10	ENE	NIEB	ENE	DESP	E	DESP
1831-01	0.0	6.0	5.00	28	0	28	0	28	0	NE	DESP	E	DESP	ENE	DESP
1831-01	-0.5	7.0	5.00	28	1	28	0	28	0	ENE	RAF	E	RAF	ENE	RAF
1831-01	5.0	6.0	6.00	27	9	27	9	27	9	ENE	LLUV	ENE	LLUV	ENE	NUV
1831-01	6.0	8.0	7.00	27	7	27	9	27	9	ENE	LLUV	NNE	NUB	ENE	NUV
1831-01	6.0	10.5	10.00	27	9	27	9.5	27	10	ESE	NUB	ESE	NUB	SE	NUV
1831-01	7.0	10.0	9.50	27	10	27	9	27	10	SW	NUB	WSW	NUB	ENE	NUV
1831-01	6.0	9.0	9.00	27	10	27	9	27	9.5	NE	NEB	E	NUB	E	NUB
1831-01	7.0	11.5	9.00	27	9	27	8	27	8.5	SE	LLUV	S	NUB	SSW	LLUV
1831-01	8.0	12.0	10.50	27	10.5	27	9	27	9	SW	NUV	SSW	NUV	SSW	NUV
1831-01	9.0	11.0	10.00	27	8	27	8	27	9	NE	NUV	WNW	NUV	S	NUV
1831-01	9.0	13.0	9.50	27	8	27	8	27	9	WSW	LLUV	W	LLUV	E	LLUV
1831-01	9.0	12.5	10.00	27	8.5	27	8	27	8.5	SSE	LLUV	WSW	LLUV	S	LLUV
1831-01	10.0	12.5	9.50	27	8	27	8	27	9	SE	LLUV	W	NUV	WSW	NUV
1831-01	9.0	11.0	10.50	27	9.5	27	9	27	9	SE	NUV	WSW	NUV	WSW	DESP
1831-01	9.0	12.0	10.00	27	10	27	10	27	10	SW	NEB	WSW	NEB	SW	DESP
1831-01	9.5	11.0	10.00	27	11	27	11	27	10.5	W	DESP	W	NUV	W	NUV
1831-01	6.0	11.0	9.50	28	0	28	0	28	0	WSW	DESP	W	NUV	W	NUV
1831-01	4.0	9.5	9.00	28	0	28	0	28	0	NNW	DESP	NNW	DESP		DESP
1831-01	3.5	8.5	7.00	28	0	28	0	28	0.5	WNW	DESP	NE	DESP	NE	DESP
1831-01	2.5	8.0	8.00	28	3	28	2.5	28	3	WNW	DESP	NE	RAF	NW	NEB
1831-01	4.0	10.0	10.00	28	3	28	3	28	3	NW	RAF	NW	DESP	WNW	DESP
1831-01	5.0	11.0	10.50	28	4.5	28	4	28	4	W	DESP	WNW	DESP	WNW	DESP
1831-01	6.0	10.0	9.00	28	1	28	0	28	0	WSW	NEB	W	NUB	WNW	NUV
1831-01	6.0	10.5	9.00	28	0	28	0	28	0	SW	NEB	SW	NEB	SSW	NEB
1831-02	5.0	9.5	10.00	28	0.5	28	1	28	0.5	ENE	NEB	SSW	NUV	SW	DESP
1831-02	8.0	11.5	11.00	27	11	27	11	27	11	SW	NEB	SSW	NUB	S	NUB
1831-02	10.0	12.0	11.00	27	9	27	9	27	10	SSW	NEB	SSW	LLUV	W	DESP
1831-02	7.0	12.5	11.00	27	10.5	27	11	27	11	WSW	NEB	SW	RAF	SSW	DESP
1831-02	7.0	12.5	11.00	28	0	28	0	28	0	SW	NEB	ENE	RAF	E	DESP
1831-02	6.0	10.5	12.00	28	0	27	11	27	11	ESE	NIEB	N	NEB	NE	RAF
1831-02	7.0	11.5	12.00	28	0	28	0	28	0	ENE	RAF	ENE	DESP	WSW	DESP
1831-02	7.5	14.5	14.00	28	1	28	1.5	28	1.5	ENE	DESP	ENE	DESP	ENE	DESP
1831-02	7.0	15.0	14.00	28	1.5	28	2	28	2	ENE	DESP	ENE	DESP	ESE	DESP
1831-02	7.5	15.0	13.50	28	2	28	2	28	3	ENE	DESP	ENE	DESP	NE	DESP
1831-02	7.5	13.0	13.00	28	2.5	28	3	28	3	ESE	DESP	ENE	DESP	NE	DESP
1831-02	6.0	12.0	12.00	28	3	28	3	28	3	NE	DESP	N	DESP	NW	DESP
1831-02	6.0	12.0	10.50	28	3	28	3	28	3	NW	NIEB	SW	DESP	W	RAF
1831-02	6.5	13.0	11.00	28	2.5	28	3	28	3	SW	NIEB	SSW	NUB	WSW	RAF
1831-02	7.0	12.5	11.50	28	2	28	3	28	3	SW	NEB	W	NUB	WNW	DESP
1831-02	6.0	12.0	11.50	28	2.5	28	3	28	3	SSE	RAF	NE	DESP	NW	NUV
1831-02	9.0	14.0	14.50	28	2	28	1.5	28	2	WNW	RAF	WSW	NUV	WNW	DESP
1831-02	8.5	14.0	14.00	28	2.5	28	2.5	28	2	NW	DESP	WNW	RAF	WNW	NUV
1831-02	9.0	13.0	11.50	28	0	28	0	28	0	NW	NEB	E	NUV	NNE	DESP
1831-02	4.5	11.0	10.50	28	2	28	2	28	2	NW	DESP	NW	DESP	NNW	DESP
1831-02	5.0	12.5	13.50	28	2.5	28	3	28	4.5	WNW	DESP	W	DESP	NNW	DESP
1831-02	6.0	12.0	12.50	28	3.5	28	4.5	28	5.5	NW	DESP	ENE	DESP	NNW	DESP
1831-02	5.5	12.0	12.00	28	5	28	6	28	6	NW	DESP	ENE	DESP	NNE	DESP
1831-02	6.0	11.0	12.00	28	5	28	6	28	6	NW	DESP	ENE	DESP	NNW	DESP
1831-02	2.0	10.5	12.00	28	5.5	28	6	28	5.5	NW	DESP	ENE	DESP	WNW	DESP
1831-02	3.5	12.0	12.00	28	5	28	5.5	28	5.5	NW	DESP	WNW	RAF	WNW	RAF
1831-02	5.0	12.0	12.00	28	5.5	28	6	28	6	WNW	DESP	WNW	DESP	WNW	DESP
1831-02	11.0	13.5	11.00	28	0	28	0	28	0	SSW	NUB	SSW	LLUV	SE	LLUV
1831-05	12.0	13.5	12.00	28	0	28	0	28	0	SSW	NUB	SSW	NUB	SE	NUB
1831-05	10.0	15.5	12.00	28	0	28	0	28	0.5	SW	RAF	SW	NUV	WSW	LLUV
1831-05	13.0	15.5	14.00	28	1.5	28	1.5	28	1.5	SW	NUV	SSW	NUV	WSW	NUV
1831-05	12.0	15.5	13.50	28	1	28	2	28	2	SW	DESP	WNW	NUV	WNW	DESP
1831-05	12.0	16.0	15.50	28	2.5	28	3.5	28	3.5	NW	DESP	N	NUV	NW	DESP
1831-05	12.0	17.5	16.00	28	3	28	5	28	5	NE	DESP	W	DESP	NNW	DESP
1831-05	12.0	18.9	16.00	28	4.5	28	6	28	6	WSW	DESP	W	NUV	WNW	NUV
1831-05	14.0	14.0	13.00	28	4	28	3	28	3	NW	NEB	W	LLUV	WNW	NUV
1831-05	13.0	15.5	14.00	28	3	28	2.5	28	2.5	WSW	RAF	SW	NUV	WSW	NUV
1831-05	13.0	15.5	14.50	28	2.5	28	2	28	2	SSW	RAF	SW	NUV	WNW	NUV
1831-05	15.0	16.5	16.00	28	2.5	28	2	28	2.5	SE	DESP	ENE	NUV	ENE	NUV
1831-05	17.0	18.0	17.00	28	2	28	2	28	2	SSE	NUV	SSW	NUV	SSW	NUV
1831-05	18.0	20.0	18.50	28	3.5	28	3.5	28	3.5	ENE	RAF	SSW	NEB	S	DESP
1831-05	16.0	15.0	14.00	28	3.5	28	3	28	2	NE	RAF	S	LLUV	SSE	NUV
1831-05	15.0	18.0	16.00	28	1.5	28	1.5	28	2	SSW	NEB	WSW	NUV	WSW	DESP
1831-05	14.0	18.0	17.00	28	2.5	28	2	28	3	SSW	RAF	WSW	RAF	WSW	DESP
1831-05	18.0	19.0	18.00	28	3	28	2	28	3.5	SW	DESP	WSW	NUV	SW	NUV
1831-05	13.5	18.5	16.00	28	3	28	4	28	3	SW	RAF	SW	NUV	WSW	NUB
1831-05	14.5	17.5	15.00	28	3.5	28	4	28	2.5	SSW	DESP	SW	NUB	SSW	NUV
1831-05	12.0	14.0	13.00	28	1	28	1	28	1	SSW	LLUV	SW	LLUV	WNW	NUB
1831-05	13.0	16.5	15.50	28	1	28	1	28	1	SSW	NEB	WNW	NUV	WNW	DESP
1831-05	14.0	17.5	16.50	28	2	28	2	28	3	NW	DESP	WSW	DESP	NE	DESP
1831-05	16.0	19.0	18.00	28	2	28	2	28	2	NW	RAF	WSW	NUV	W	RAF
1831-05	16.0	18.0	17.00	28	3	28	3	28	2.5	WSW	RAF	SSW	NUV	SSW	NUV
1831-05	13.0	15.5	15.50	28	1.5	28	2	28	2	NNW	NEB	SSE	NUV	SSE	NUV
1831-05	17.0	17.0	14.50	28	1.5	28	3	28	2.5	WSW	RAF	SSW	NUV	SSW	NUV
1831-05	13.0	18.0	17.50	28	2	28	2	28	2.5	W	RAF	SW	NUV	WSW	DESP
1831-05	18.0	19.0	18.00	28	3	28	3.5	28	3.5	WSW	DESP	W	NUV	W	DESP
1831-05	15.0	20.5	19.00	28	4	28	4.5	28	4.5	ENE	NEB	SSW	NEB	W	DESP
1831-05	17.0	20.0	19.00	28	3.5	28	4	28	4	S	NEB	SSE	NEB	NW	NEB
1832-01	-2.5	3.0	2.50	27	9	27	9	27	9	N	DESP	NE	DESP	NNW	DESP
1832-01	0.0	3.5	3.00	27	9	27	9	27	9	S	NUB	NE	NUB	NW	NUB
1832-01	3.0	6.0	5.00	27	9	27	9	27	9	SW	NUB	NNE	NUB	NE	NUB
1832-01	2.0	4.5	5.50	27	8	27	9	27	9	S	NUB	SSE	NUB	ESE	NUB
1832-01	5.0	8.5	7.00	27	8	27	9	27	9	S	NUB	W	NUB	WNW	NUB
1832-01	5.0	9.5	8.50	27	9	27	9	27	9	SW	NUB	WSW	NUB	SW	NUB
1832-01	5.5	9.5	8.00	27	9	27	9	27	9	SW	NUB	SW	LLUV	SSW	LLUV
1832-01	7.0	9.0	8.00	27	8	27	8	27	8	W	NUB	SW	NUB	SSW	NUB
1832-01	5.5	10.5	10.00	27	8	27	8	27	8	S	NUB	SSW	NUB	S	DESP
1832-01	6.5	10.0	9.00	27	8	27	8	27	8	ESE	RAF	ENE	RAF	NE	DESP
1832-01	7.0	8.5	5.00	27	9	27	8	27	7	NE	RAF	E	RAF	NE	DESP
1832-01	3.5	8.0	7.00	27	8	27	7	27	7	NE	NUB	NE	NUB	ENE	DESP
1832-01	5.0	9.5	8.80	27	8	27	7	27	7	NNW	NUB	W	RAF	WNW	RAF
1832-01	7.0	8.5	7.50	27	8	27	7	27	8	WNW	NUB	NNW	NUB	N	NUB
1832-01	3.0	7.0	5.50	27	9	27	9	27	10	NE	DESP	NE	DESP	NNE	DESP
1832-01	5.0	5.5	6.00	27	9	27	11	27	10	NW	RAF	E	DESP	N	DESP
1832-01	0.0	5.5	4.50	27	10	27	11	27	11	NNE	RAF	NW	DESP	WNW	DESP
1832-01	-1.0	5.5	3.50	27	11	27	11	27	11	NNE	DESP	NNW	DESP	NNW	DESP
1832-01	-1.5	3.5	3.00	27	10	27	10	27	10	N	DESP	NE	DESP	NNE	DESP
1832-01	-2.0	5.0	4.00	27	10	27	10	27	10	NE	DESP	ENE	DESP	NE	DESP
1832-01	0.0	6.5	4.00	27	11	27	10	27	10	NE	RAF	ENE	DESP	NE	DESP
