/* DATA DESCRIPTION:
Citation:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2020): Early meteorological records from BAALAN1 (1866). PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.925805 (dataset in review), 
	In: Vaquero, JM et al. (2020): Early meteorological records from Extremadura region, SW Iberia (CliPastExtrem). PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.925807 (dataset in review)
Related to:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (in prep.): Recovery of early meteorological records from Extremadura region (SW Iberia): the "CliPastExtrem" (v1.0) database.
Coverage:	LATITUDE: 38.784444 * LONGITUDE: -6.243611
	DATE/TIME START: 1866-07-01T09:00:00 * DATE/TIME END: 1866-09-30T21:00:00
Event(s):	BAALAN1 * LATITUDE: 38.784444 * LONGITUDE: -6.243611 * LOCATION: Alange, Spain * METHOD/DEVICE: Weather station/meteorological observation (WST)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Pressure, atmospheric [arbitrary units] (PPPP other) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: mmHg
	Temperature, air [°C] (TTT) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Thermometer
	Humidity index (Humidity index) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Saussure hygrometer * COMMENT: relative units
Size:	1104 data points
*/
Date/Time	PPPP other [arbitrary units]	TTT [°C]	Humidity index
1866-07-01T09:00	647.6069	23.40456	644.13315
1866-07-01T12:00	646.6422	24.40606	644.39963
1866-07-01T15:00	645.2906	24.71708	644.29918
1866-07-01T21:00	644.2640	24.74595	644.18347
1866-07-02T09:00	644.0796	24.90018	644.16321
1866-07-02T12:00	644.5144	25.65081	644.28623
1866-07-02T15:00	645.0112	26.76264	644.58510
1866-07-02T21:00	644.6720	27.74896	644.94816
1866-07-03T09:00	643.2336	28.84543	645.27960
1866-07-03T12:00	640.3555	29.75352	645.41937
1866-07-03T15:00	637.1831	30.17504	645.22365
1866-07-03T21:00	635.3576	30.26659	644.73968
1866-07-04T09:00	634.5076	30.07377	644.19039
1866-07-04T12:00	634.1531	29.84865	643.62453
1866-07-04T15:00	634.3866	29.62509	643.10706
1866-07-04T21:00	635.0535	29.23076	642.75167
1866-07-05T09:00	636.0456	28.94590	642.63596
1866-07-05T12:00	637.4247	29.03728	643.03104
1866-07-05T15:00	638.6490	29.31825	643.74767
1866-07-05T21:00	638.8825	29.72475	644.20844
1866-07-06T09:00	638.8993	30.22448	644.33165
1866-07-06T12:00	639.9688	30.70902	644.29520
1866-07-06T15:00	640.7905	31.16283	644.08404
1866-07-06T21:00	640.7609	31.53738	643.80867
1866-07-07T09:00	640.9634	31.86514	643.48530
1866-07-07T12:00	642.0328	32.16165	643.09753
1866-07-07T15:00	643.5203	32.25406	642.75816
1866-07-07T21:00	644.4814	32.26826	642.72321
1866-07-08T09:00	644.8078	32.43906	642.97669
1866-07-08T12:00	644.0814	32.67272	643.34201
1866-07-08T15:00	642.4416	32.95369	643.73821
1866-07-08T21:00	641.4212	33.40680	644.31006
1866-07-09T09:00	641.7321	33.87511	645.18579
1866-07-09T12:00	642.5539	34.21858	645.34213
1866-07-09T15:00	643.3292	34.60937	644.53848
1866-07-09T21:00	644.1355	34.90570	643.87904
1866-07-10T09:00	644.8644	34.85653	643.57185
1866-07-10T12:00	643.7355	34.55596	643.47215
1866-07-10T15:00	640.7798	34.17717	643.46846
1866-07-10T21:00	638.5672	33.54663	643.51259
1866-07-11T09:00	638.0267	32.28776	643.71712
1866-07-11T12:00	638.2911	29.97598	644.06606
1866-07-11T15:00	638.6948	27.93251	644.38374
1866-07-11T21:00	639.1293	27.16314	644.52652
1866-07-12T09:00	639.0376	26.81664	644.50927
1866-07-12T12:00	638.5279	26.65834	644.34761
1866-07-12T15:00	637.8944	26.68911	644.15376
1866-07-12T21:00	637.1369	26.78325	644.00810
1866-07-13T09:00	636.3176	26.95526	643.83007
1866-07-13T12:00	635.4983	27.23726	643.66841
1866-07-13T15:00	635.2053	27.62959	643.63478
1866-07-13T21:00	635.7792	28.08495	643.68041
1866-07-14T09:00	636.6162	28.46278	643.80756
1866-07-14T12:00	637.6390	28.77741	644.04673
1866-07-14T15:00	639.0954	29.01296	644.42898
1866-07-14T21:00	640.7376	29.12281	644.90782
1866-07-15T09:00	642.0392	29.04359	645.35465
1866-07-15T12:00	642.5822	28.80690	645.62414
1866-07-15T15:00	642.2738	28.49148	645.74960
1866-07-15T21:00	641.6712	28.03481	645.81180
1866-07-16T09:00	641.8427	27.46816	645.80942
1866-07-16T12:00	642.7573	26.86991	645.66245
1866-07-16T15:00	643.7957	26.28703	645.33870
1866-07-16T21:00	644.5864	25.89270	644.93569
1866-07-17T09:00	643.9064	25.68726	644.51723
1866-07-17T12:00	641.7403	25.82733	644.09784
1866-07-17T15:00	640.1159	26.14041	643.77503
1866-07-17T21:00	639.6527	26.43761	643.51604
1866-07-18T09:00	639.9944	27.12848	643.28943
1866-07-18T12:00	640.6921	28.02534	643.22511
1866-07-18T15:00	640.9563	28.85986	643.38576
1866-07-18T21:00	640.5294	29.84739	643.54196
1866-07-19T09:00	640.0030	30.62602	643.87814
1866-07-19T12:00	640.3066	31.01966	644.43012
1866-07-19T15:00	641.4066	31.30545	644.80001
1866-07-19T21:00	642.0343	31.48770	645.01118
1866-07-20T09:00	641.2651	31.51368	645.04019
1866-07-20T12:00	640.5149	31.45905	644.90892
1866-07-20T15:00	641.1403	31.40363	644.67655
1866-07-20T21:00	642.3897	31.29665	644.32247
1866-07-21T09:00	643.5969	31.13868	643.88078
1866-07-21T12:00	643.9646	30.99238	643.42759
1866-07-21T15:00	642.5900	30.93657	642.98431
1866-07-21T21:00	641.2154	31.01057	642.66215
1866-07-22T09:00	640.9150	31.14977	642.47300
1866-07-22T12:00	640.8094	31.34310	642.46404
1866-07-22T15:00	640.5755	31.62771	642.56647
1866-07-22T21:00	639.8680	31.89908	642.80072
1866-07-23T09:00	638.6228	32.05329	643.44590
1866-07-23T12:00	637.3127	32.13723	644.37989
1866-07-23T15:00	636.4325	32.22783	645.18146
1866-07-23T21:00	635.9618	32.26329	644.11932
1866-07-24T09:00	635.9221	32.11352	642.59016
1866-07-24T12:00	636.5267	31.76701	642.44740
1866-07-24T15:00	637.4738	31.35480	642.80336
1866-07-24T21:00	638.3574	30.84595	643.45865
1866-07-25T09:00	639.3499	30.23978	644.04753
1866-07-25T12:00	640.5346	29.64284	644.32540
1866-07-25T15:00	641.4813	29.29468	644.28016
1866-07-25T21:00	641.3106	29.08911	644.04740
