/* DATA DESCRIPTION:
Citation:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2021): Early meteorological records from BAVALD1 (1880-1883), Extremadura region, SW Iberia. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.926309 (dataset in review), 
	In: Vaquero, JM et al. (2020): Early meteorological records from Extremadura region, SW Iberia (CliPastExtrem). PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.925807 (dataset in review)
Related to:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (in prep.): Recovery of early meteorological records from Extremadura region (SW Iberia): the "CliPastExtrem" (v1.0) database.
Coverage:	LATITUDE: 38.700000 * LONGITUDE: -6.829167
	DATE/TIME START: 1880-06-12T00:00:00 * DATE/TIME END: 1883-07-22T00:00:00
Event(s):	BAVALD1 * LATITUDE: 38.700000 * LONGITUDE: -6.829167 * LOCATION: Valdesevilla, Spain * METHOD/DEVICE: Weather station/meteorological observation (WST)* COMMENT: the symbol "#" represents suspicious data found from a quality control
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Pressure, atmospheric [arbitrary units] (PPPP other) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: in mmHg
	Temperature, air [°C] (TTT) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Wind direction description (Wind dir descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)* COMMENT: W = west, E = east, N = north, S = south"
	Wind force description (Wind force descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Present weather (ww) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
Size:	3039 data points
*/
Date/Time	PPPP other [arbitrary units]	TTT [°C]	Wind dir descr	Wind force descr	ww
1880-06-12T00:00:00	760.2	17.0	N	Breeze	Clear
1880-06-24T00:00:00	762.7	18.0	NW	Breeze	Clear
1880-06-25T00:00:00	761.0	18.0	W	Breeze	Clear
1880-06-27T00:00:00	764.0	22.0	N	Breeze	Clear
1880-06-28T00:00:00	766.0	25.0	S	Breeze	Clear
1880-07-01T00:00:00	759.0	21.0	SW	Breeze	Clear
1880-07-04T00:00:00	764.2	7.0		Breeze	Clear
1880-07-22T00:00:00	763.0	23.0	NW	Calm	Clear
1880-07-28T00:00:00	763.0	27.0	SW	Calm	Clear
1880-08-03T00:00:00	762.0	25.0	W	Calm	Clear
1880-08-17T00:00:00	759.2	22.0	SW	Breeze	Clear
1880-08-20T00:00:00	762.5	26.0	S	Calm	Clear
1880-08-21T00:00:00	761.0	24.5	SW	Breeze	Cloudy
1880-08-22T00:00:00	762.0	23.0	SE	Breeze	Cloudy
1880-08-23T00:00:00	762.5	21.5	S	Breeze	Cloudy
1880-08-25T00:00:00	762.5	21.5	SW	Breeze	Cloudy
1880-08-27T00:00:00	762.0	22.0	W	Breeze	Cloudy
1880-08-28T00:00:00	758.5	23.0	N	Calm	Clear
1880-08-30T00:00:00	761.5	22.0	SW	Breeze	Clear
1880-08-31T00:00:00	760.5	19.5	N	Calm	Cloudy
1880-09-01T00:00:00	764.7	26.0	E	Breeze	Cloudy
1880-09-02T00:00:00	765.0	27.0	E	Breeze	Cloudy
1880-09-04T00:00:00	766.0	24.0	E	Calm	Cloudy
1880-09-05T00:00:00	768.0	28.0	E	Calm	Clear
1880-09-09T00:00:00	763.5	26.0	W	Calm	Cloudy
1880-09-10T00:00:00	763.5	23.0	SW	Breeze	Cloudy
1880-09-15T00:00:00	764.2	21.0	N	Breeze	Clear
1880-09-30T00:00:00	767.0	24.0	N	Calm	Clear
1880-10-08T00:00:00	760.0	14.5	SW	Breeze	Cloudy
1880-10-10T00:00:00	757.0	15.0		Breeze	Cloudy
1880-10-13T00:00:00	764.0	16.0	SE	Breeze	Cloudy
1880-10-14T00:00:00	763.0	15.5	SE	Breeze	Cloudy
1880-10-22T00:00:00	757.0	19.0	SW	Wind	Cloudy
1880-10-23T00:00:00	762.5	19.0	S	Breeze	Cloudy
1880-10-24T00:00:00	765.2	20.0	SW		Cloudy
1880-10-25T00:00:00	764.5	19.0	SE	Breeze	Cloudy
1880-10-26T00:00:00	759.2	21.0	S	Breeze	Cloudy
1880-10-27T00:00:00	758.0	17.5	SW	Wind	Cloudy
1880-10-28T00:00:00	760.0	17.0	S	Breeze	Cloudy
1880-10-29T00:00:00	758.2	18.0	SW	Wind	Covered
1880-10-30T00:00:00	762.0	17.0	E	Calm	Cloudy
1880-10-31T00:00:00	763.7	17.0	NE	Breeze	Covered
1880-11-01T00:00:00	765.5	14.0	SW	Calm	Cloudy
1880-11-02T00:00:00	759.6	13.5	SW	Breeze	Cloudy
1880-11-03T00:00:00	756.5	11.0	S	Calm	Clear
1880-11-04T00:00:00	758.2	10.0	NW	Calm	Clear
1880-11-05T00:00:00	759.5	7.0		Breeze	Clear
1880-11-06T00:00:00	761.7	7.5	SE	Wind	Clear
1880-11-07T00:00:00	761.7	8.0	E	Breeze	Clear
1880-11-08T00:00:00	760.5	9.0	E	Breeze	Clear
1880-11-09T00:00:00	759.7	10.0	SE	Breeze	Clear
1880-11-10T00:00:00	762.5	10.0	SE	Breeze	Clear
1880-11-11T00:00:00	763.5	11.0	E	Calm	Clear
1880-11-13T00:00:00	767.5	11.0	NE	Breeze	Clear
1880-11-14T00:00:00	766.3	12.0	SE	Calm	Clear
1880-11-15T00:00:00	768.7	11.0	W	Calm	Cloudy
1880-11-16T00:00:00	763.5	10.5	SW	Calm	Covered
1880-11-17T00:00:00	752.5	11.5	NW	Calm	Covered
1880-11-18T00:00:00	753.4	14.5	W	Strong wind	Rainy
