1861,05,03,Friday,DWR_1861_05-2.jpg
NAIRN, 30.07, 50
ABERDEEN, 29.99, 49
LEITH, 30.05, 54
BERWICK, 30.00, 53
COPENHAGEN, 999.00, 999
ARDROSSAN, 30.14, 51
PORTRUSH, 30.24, 51
SHIELDS, 30.04, 54
SCARBOROUGH, 30.13, 51
HELIGOLAND, 999.00, 999
LIVERPOOL, 30.19, 52
HOLYHEAD, 999.00, 999
GALWAY, 30.39, 57
HELDER, 999.00, 999
YARMOUTH, 30.07, 48
VALENTIA, 30.43, 54
QUEENSTOWN, 30.33, 53
LONDON, 30.14, 52
DOVER, 30.10, 54
PORTSMOUTH, 30.17, 56
WEYMOUTH, 999.00, 999
PORTLAND, 30.22, 54
PLYMOUTH, 30.24, 58
PENZANCE, 30.32, 59
JERSEY, 30.28, 59
BREST, 999.00, 999
LORIENT, 999.00, 999
ROCHEFORT, 999.00, 999
BAYONNE, 999.00, 999
LISBON, 999.00, 999
