SEFSHIP	1.0.0
ID	10-ITALY
Name	10-ITALY
Source	ISPDv4
Link	
Vbl	p
Stat	point
Units	hPa
Meta	
Year	Month	Day	Hour	Minute	Period	Lat	Long	Value	Meta
1839	9	20	5	0	0	-3.40	106.68	1011.20	
1839	9	21	5	0	0	-3.18	106.77	1011.20	
1839	9	22	5	0	0	-1.52	107.07	1011.20	
1839	9	23	5	0	0	0.80	106.65	1011.20	
1839	9	24	5	0	0	2.87	106.73	1007.80	
1839	9	25	5	0	0	4.48	107.42	1007.80	
1839	9	26	5	0	0	6.22	108.60	1007.90	
1839	9	27	5	0	0	7.75	109.73	1007.90	
1839	9	28	5	0	0	9.78	111.47	1007.90	
1839	9	29	5	0	0	12.40	112.48	1008.00	
1839	9	30	4	0	0	13.93	113.37	1008.10	
1839	10	1	4	0	0	14.50	113.80	1008.10	
1839	10	2	4	0	0	15.25	113.35	1008.20	
1839	10	3	4	0	0	15.83	113.00	1008.20	
1839	10	4	4	0	0	15.73	113.72	1008.20	
1839	10	5	4	0	0	15.53	114.78	1008.20	
1839	10	6	4	0	0	17.35	115.80	1008.30	
1839	10	7	4	0	0	19.00	115.82	1011.70	
1839	10	8	4	0	0	20.53	115.20	1015.20	
