SEFSHIP	1.0.0
ID	10-1768
Name	10-1768
Source	ISPDv4
Link	
Vbl	p
Stat	point
Units	hPa
Meta	
Year	Month	Day	Hour	Minute	Period	Lat	Long	Value	Meta
1838	1	1	14	0	0	-11.07	-29.12	1012.70	
1838	1	2	14	0	0	-13.43	-29.02	1015.60	
1838	1	3	14	0	0	-16.25	-28.85	1015.60	
1838	1	4	14	0	0	-18.62	-28.40	1015.60	
1838	1	5	14	0	0	-20.97	-28.02	1015.60	
1838	1	6	14	0	0	-22.87	-27.12	1015.60	
1838	1	8	14	0	0	-26.37	-26.93	1018.50	
1838	1	9	14	0	0	-27.70	-26.17	1021.40	
1838	1	10	14	0	0	-27.93	-26.13	1021.40	
1838	1	11	14	0	0	-29.77	-27.10	1024.30	
1838	1	12	14	0	0	-31.05	-27.98	1021.40	
1838	1	13	14	0	0	-31.92	-27.22	1018.50	
1838	1	14	14	0	0	-32.12	-25.23	1015.60	
1838	1	15	14	0	0	-32.10	-24.05	1015.60	
1838	1	16	13	0	0	-33.07	-21.38	1009.80	
1838	1	17	13	0	0	-34.83	-17.63	1012.70	
1838	1	19	13	0	0	-34.78	-13.20	1027.20	
1838	1	20	13	0	0	-34.85	-12.28	1024.30	
1838	1	21	13	0	0	-34.90	-12.40	1027.20	
1838	1	22	13	0	0	-35.92	-10.15	1027.20	
1838	1	23	12	0	0	-36.92	-6.02	1018.50	
1838	1	24	12	0	0	-37.77	-1.40	1018.50	
1838	1	25	12	0	0	-38.47	3.10	1012.70	
1838	1	26	12	0	0	-38.33	5.32	1018.50	
1838	1	27	11	0	0	-38.48	8.47	1012.70	
1838	1	28	11	0	0	-38.15	12.28	1015.60	
1838	1	29	11	0	0	-38.05	15.27	1021.40	
1838	1	30	11	0	0	-37.82	16.57	1018.50	
1838	1	31	11	0	0	-38.83	17.77	1009.80	
1838	2	1	11	0	0	-38.55	20.52	1018.50	
1838	2	2	11	0	0	-38.83	20.62	1021.40	
1838	2	3	10	0	0	-40.08	23.40	1015.60	
1838	2	4	10	0	0	-39.80	25.78	1012.70	
1838	2	5	10	0	0	-40.03	29.15	1004.00	
1838	2	6	10	0	0	-40.12	31.57	1004.00	
1838	2	7	10	0	0	-39.93	35.55	989.50	qc_reject
1838	2	8	9	0	0	-39.57	39.33	1001.10	qc_reject
1838	2	9	9	0	0	-39.43	41.68	1004.00	
1838	2	10	9	0	0	-38.80	45.82	1018.50	
1838	2	11	9	0	0	-38.68	49.78	1021.40	
1838	2	12	8	0	0	-38.60	53.10	1021.40	
1838	2	13	8	0	0	-38.88	55.77	1024.30	
1838	2	14	8	0	0	-38.87	59.77	1015.60	
1838	2	15	8	0	0	-38.73	63.33	1015.60	
1838	2	16	8	0	0	-38.78	64.75	1021.40	
1838	2	17	7	0	0	-39.12	67.52	1015.60	
1838	2	18	7	0	0	-39.12	72.10	1001.10	qc_reject
1838	2	19	7	0	0	-38.77	74.37	998.20	qc_reject
1838	2	20	7	0	0	-38.95	76.08	1004.00	
1838	2	21	7	0	0	-37.97	78.92	1012.70	
1838	2	22	7	0	0	-36.47	82.40	1018.50	
1838	2	23	6	0	0	-34.92	85.85	1012.70	
1838	2	24	6	0	0	-33.62	88.67	1012.70	
1838	2	25	6	0	0	-32.52	90.93	1015.60	
1838	2	26	6	0	0	-31.47	93.27	1021.40	
1838	2	27	6	0	0	-29.77	93.68	1021.40	
1838	2	28	6	0	0	-27.27	95.03	1018.50	
1838	3	1	6	0	0	-24.88	95.92	1015.60	
1838	3	2	6	0	0	-23.60	96.40	1015.60	
1838	3	3	6	0	0	-22.17	97.32	1018.50	
1838	3	4	5	0	0	-19.25	99.23	1015.60	
1838	3	5	5	0	0	-17.52	99.78	1009.80	
1838	3	6	5	0	0	-17.62	100.32	1006.90	
1838	3	7	5	0	0	-18.02	101.27	1006.90	
1838	3	8	5	0	0	-16.92	100.73	1009.80	
1838	3	9	5	0	0	-17.15	101.03	1009.80	
1838	3	10	5	0	0	-15.10	101.62	1009.80	
1838	3	11	5	0	0	-13.48	102.38	1009.80	
1838	3	12	5	0	0	-13.20	102.43	1009.80	
1838	3	13	5	0	0	-13.12	103.07	1012.70	
1838	3	14	5	0	0	-12.17	103.52	1012.70	
1838	3	15	5	0	0	-10.85	105.40	1021.40	qc_reject
1838	3	16	5	0	0	-9.22	104.23	1009.80	
1838	3	17	5	0	0	-8.18	105.03	1009.80	
1838	4	30	5	0	0	-6.78	104.38	1012.70	
1838	5	1	5	0	0	-8.22	102.67	1012.70	
1838	5	2	5	0	0	-9.90	100.65	1012.70	
1838	5	3	5	0	0	-11.97	98.32	1012.70	
1838	5	4	6	0	0	-13.23	96.08	1012.70	
1838	5	5	6	0	0	-13.95	93.67	1015.60	
1838	5	6	6	0	0	-15.05	90.82	1015.60	
1838	5	7	6	0	0	-16.05	88.12	1018.50	
1838	5	8	6	0	0	-17.30	85.45	1015.60	
1838	5	9	6	0	0	-18.23	83.08	1018.50	
1838	5	10	7	0	0	-19.22	80.93	1015.60	
1838	5	11	7	0	0	-20.15	78.95	1015.60	
1838	5	12	7	0	0	-20.87	77.07	1015.60	
1838	5	13	7	0	0	-21.25	75.72	1021.40	
1838	5	14	7	0	0	-22.08	74.02	1018.50	
1838	5	15	7	0	0	-22.45	71.77	1018.50	
1838	5	16	7	0	0	-23.08	68.75	1021.40	
1838	5	17	8	0	0	-23.53	66.00	1021.40	
1838	5	18	8	0	0	-24.03	63.13	1024.30	
1838	5	19	8	0	0	-24.97	61.10	1024.30	
1838	5	20	8	0	0	-25.27	59.80	1018.50	
1838	5	21	8	0	0	-25.45	59.00	1021.40	
1838	5	22	8	0	0	-25.72	56.50	1030.20	
1838	5	23	8	0	0	-26.15	54.52	1030.20	
1838	5	24	9	0	0	-26.57	51.98	1024.30	
1838	5	25	9	0	0	-27.23	49.13	1024.30	
1838	5	26	9	0	0	-27.75	46.02	1018.50	
1838	5	27	9	0	0	-28.30	45.58	1015.60	
1838	5	28	9	0	0	-28.32	45.37	1015.60	
1838	5	29	9	0	0	-28.70	43.85	1015.60	
1838	5	30	9	0	0	-28.55	41.85	1021.40	
1838	5	31	9	0	0	-29.45	39.55	1021.40	
