SEFSHIP	1.0.0
ID	10-SUL--HMS
Name	10-SUL-HMS
Source	ISPDv4
Link	
Vbl	p
Stat	point
Units	hPa
Meta	
Year	Month	Day	Hour	Minute	Period	Lat	Long	Value	Meta
1838	1	1	13	0	0	20.55	-106.09	1013.00	
1838	1	2	1	0	0	20.49	-106.04	1013.40	
1838	1	2	10	0	0	20.45	-106.00	1013.30	
1838	1	2	22	0	0	20.40	-105.96	1011.30	
1838	1	3	4	0	0	20.37	-105.93	1013.00	
1838	1	3	7	0	0	20.35	-105.92	1013.30	
1838	1	4	16	0	0	20.20	-105.79	1018.80	
1838	1	4	19	0	0	20.19	-105.78	1017.10	
1838	1	5	4	0	0	20.15	-105.74	1017.40	
1838	1	5	7	0	0	20.14	-105.73	1016.40	
1838	1	5	10	0	0	20.12	-105.71	1013.20	
1838	1	5	16	0	0	20.09	-105.69	1013.50	
1838	1	5	19	0	0	20.08	-105.68	1012.50	
1838	1	5	22	0	0	20.07	-105.67	1010.20	
1838	1	6	1	0	0	19.97	-105.56	1010.20	
1838	1	6	4	0	0	19.87	-105.46	1012.30	
1838	1	6	7	0	0	19.77	-105.36	1012.30	
1838	1	6	10	0	0	19.67	-105.26	1010.30	
1838	1	6	13	0	0	19.57	-105.16	1012.00	
1838	1	6	16	0	0	19.47	-105.05	1012.30	
1838	1	7	1	0	0	19.17	-104.75	1011.40	
1838	1	7	4	0	0	19.07	-104.65	1011.10	
1838	1	7	7	0	0	18.97	-104.54	1011.40	
1838	1	7	10	0	0	18.87	-104.44	1010.00	
1838	1	7	13	0	0	18.77	-104.34	1010.30	
1838	1	7	16	0	0	18.67	-104.24	1012.20	
1838	1	7	22	0	0	18.47	-104.03	1009.70	
1838	1	8	1	0	0	18.31	-103.88	1009.80	
1838	1	8	4	0	0	18.16	-103.73	1010.40	
1838	1	8	7	0	0	18.01	-103.58	1010.40	
1838	1	8	10	0	0	17.86	-103.43	1010.40	
1838	1	8	13	0	0	17.71	-103.28	1009.10	
1838	1	8	16	0	0	17.55	-103.13	1012.00	
1838	1	8	19	0	0	17.40	-102.98	1011.40	
1838	1	8	22	0	0	17.25	-102.83	1010.00	
1838	1	9	1	0	0	17.28	-102.79	1010.50	
