SEFSHIP	1.0.0
ID	10-MONTESUM
Name	10-MONTESUM
Source	ISPDv4
Link	
Vbl	p
Stat	point
Units	hPa
Meta	
Year	Month	Day	Hour	Minute	Period	Lat	Long	Value	Meta
1838	11	3	14	0	0	-3.18	-23.42	1003.10	qc_reject
1838	11	4	14	0	0	-6.20	-26.92	1004.90	qc_reject
1838	11	5	14	0	0	-8.95	-27.73	1004.30	qc_reject
1838	11	6	14	0	0	-11.63	-28.45	1005.00	qc_reject
1838	11	7	14	0	0	-14.42	-29.20	1006.10	qc_reject
1838	11	8	14	0	0	-16.77	-28.33	1004.60	qc_reject
1838	11	9	14	0	0	-18.75	-27.93	1006.40	
1838	11	10	14	0	0	-21.08	-26.63	1003.10	qc_reject
1838	11	11	14	0	0	-22.42	-24.20	1003.50	qc_reject
1838	11	12	14	0	0	-24.17	-24.80	984.70	qc_reject
1838	11	13	14	0	0	-25.88	-24.42	1005.10	
1838	11	14	13	0	0	-27.03	-21.00	1003.50	qc_reject
1838	11	15	13	0	0	-29.60	-18.05	1005.40	qc_reject
1838	11	16	13	0	0	-30.72	-15.25	1010.20	
1838	11	17	13	0	0	-31.88	-12.28	1009.00	
1838	11	18	13	0	0	-33.02	-9.33	1012.50	
1838	11	19	12	0	0	-34.15	-7.08	1009.50	
1838	11	20	12	0	0	-35.00	-2.82	1007.60	
1838	11	21	12	0	0	-35.83	0.32	1000.90	qc_reject
1838	11	22	12	0	0	-36.70	4.72	1001.30	qc_reject
1838	11	23	11	0	0	-36.58	9.20	1002.60	qc_reject
1838	11	24	11	0	0	-36.87	13.88	1002.60	
1838	11	25	11	0	0	-36.97	17.80	1012.80	
1838	11	26	11	0	0	-37.00	21.43	1012.80	
1838	11	27	10	0	0	-38.42	23.75	1004.50	
1838	11	28	10	0	0	-38.42	28.08	1002.80	
1838	11	29	10	0	0	-38.80	32.72	999.40	qc_reject
1838	11	30	10	0	0	-38.58	35.25	1002.80	
1838	12	1	10	0	0	-38.60	35.87	989.30	qc_reject
