SEFSHIP	1.0.0
ID	10-1332
Name	10-1332
Source	ISPDv4
Link	
Vbl	p
Stat	point
Units	hPa
Meta	
Year	Month	Day	Hour	Minute	Period	Lat	Long	Value	Meta
1838	11	15	12	0	0	50.10	-3.05	1012.00	
1838	11	16	12	0	0	49.08	-5.37	1008.00	
1838	11	17	13	0	0	47.78	-7.55	1000.00	
1838	11	18	13	0	0	47.82	-9.38	1000.00	
1838	11	19	13	0	0	47.30	-10.83	998.70	
1838	11	20	13	0	0	46.47	-9.85	997.30	
1838	11	21	13	0	0	45.15	-9.72	996.00	
1838	11	22	13	0	0	44.62	-10.38	994.70	
1838	11	23	13	0	0	44.75	-11.13	992.00	
1838	11	24	13	0	0	44.63	-11.28	1013.30	
1838	11	25	13	0	0	44.50	-11.22	1016.00	
1838	11	26	13	0	0	43.92	-12.25	1000.00	
1838	11	27	13	0	0	43.77	-12.30	982.70	
1838	11	28	13	0	0	43.84	-9.95	994.70	
1838	11	29	13	0	0	44.07	-10.47	1006.70	
1838	11	30	13	0	0	43.48	-9.18	1006.70	
1838	12	8	13	0	0	43.07	-10.75	1024.00	
1838	12	9	13	0	0	41.70	-12.58	1017.30	
1838	12	10	13	0	0	38.68	-14.93	1018.70	
1838	12	11	13	0	0	35.90	-17.03	1022.70	
1838	12	12	13	0	0	33.55	-18.43	1022.70	
1838	12	13	13	0	0	31.42	-18.85	1018.70	
1838	12	14	13	0	0	30.78	-18.83	1017.30	
1838	12	15	13	0	0	29.98	-19.43	1016.00	
1838	12	16	13	0	0	28.30	-20.28	1016.00	
1838	12	17	13	0	0	27.42	-20.55	1021.30	
1838	12	18	13	0	0	26.23	-20.48	1021.30	
1838	12	19	13	0	0	24.45	-20.80	1022.70	
1838	12	20	14	0	0	21.77	-22.53	1021.30	
1838	12	21	14	0	0	19.07	-24.87	1021.30	
1838	12	22	14	0	0	16.23	-26.33	1018.70	
1838	12	23	14	0	0	13.45	-25.50	1017.30	
1838	12	24	14	0	0	11.10	-23.47	1017.30	qc_reject
