SEFSHIP	1.0.0
ID	10-AJ--N14
Name	10-AJ-N14
Source	ISPDv4
Link	
Vbl	p
Stat	point
Units	hPa
Meta	
Year	Month	Day	Hour	Minute	Period	Lat	Long	Value	Meta
1838	7	13	8	0	0	-19.10	58.63	1014.50	
1838	7	14	8	0	0	-18.48	59.85	1013.80	
1838	7	15	8	0	0	-17.37	61.93	1012.10	
1838	7	16	8	0	0	-14.95	63.33	1012.30	
1838	7	17	8	0	0	-12.85	64.60	1010.80	
1838	7	18	8	0	0	-10.60	65.68	1009.10	
1838	7	19	8	0	0	-8.58	67.32	1010.40	
1838	7	20	7	0	0	-6.37	69.23	1009.30	
1838	7	21	7	0	0	-4.58	71.08	1008.20	
1838	7	22	7	0	0	-3.15	72.35	1008.20	
1838	7	23	7	0	0	-1.32	74.05	1007.90	
1838	7	24	7	0	0	-1.65	74.05	1008.90	
1839	3	22	14	0	0	36.97	-24.58	1028.70	
1839	3	23	14	0	0	37.38	-24.05	1025.10	
1839	3	24	14	0	0	38.05	-23.17	1026.80	
1839	3	25	13	0	0	39.42	-21.62	1029.30	
1839	3	26	13	0	0	40.67	-19.95	1031.80	
1839	3	27	13	0	0	42.07	-17.97	1033.30	
1839	3	28	13	0	0	43.62	-16.25	1019.20	
1839	3	29	13	0	0	45.93	-13.85	1015.70	
1839	3	30	13	0	0	47.62	-11.18	1003.30	
1839	3	31	13	0	0	49.43	-8.58	996.00	
1839	4	1	12	0	0	49.57	-7.43	1008.30	
1839	4	2	12	0	0	49.80	-6.30	1019.50	
1839	4	3	12	0	0	49.20	-5.95	1018.40	
1839	4	4	12	0	0	49.52	-5.33	1021.80	
