SEFSHIP	1.0.0
ID	10-194
Name	10-194
Source	ISPDv4
Link	
Vbl	p
Stat	point
Units	hPa
Meta	
Year	Month	Day	Hour	Minute	Period	Lat	Long	Value	Meta
1838	11	9	5	0	0	-6.25	105.23	1006.80	
1838	11	10	5	0	0	-7.52	103.53	1004.00	
1838	11	11	5	0	0	-9.20	100.53	1001.20	qc_reject
1838	11	12	5	0	0	-10.87	97.60	1006.80	
1838	11	13	6	0	0	-12.37	94.75	1010.80	
1838	11	14	6	0	0	-13.42	91.83	1010.60	
1838	11	15	6	0	0	-14.40	88.93	1011.50	
1838	11	16	6	0	0	-15.62	85.67	1018.10	
1838	11	17	7	0	0	-16.80	82.45	1011.50	
1838	11	18	7	0	0	-17.65	79.73	1018.10	
1838	11	19	7	0	0	-18.90	76.62	1011.70	
1838	11	20	7	0	0	-19.63	74.33	1011.50	
1838	11	21	7	0	0	-20.17	71.62	1020.90	
1838	11	22	7	0	0	-21.15	68.98	1022.80	
1838	11	23	8	0	0	-22.22	65.72	1022.80	
1838	11	24	8	0	0	-22.85	63.27	1022.80	
1838	11	25	8	0	0	-23.60	60.60	1029.40	qc_reject
1838	11	26	8	0	0	-24.35	58.95	1018.10	
1838	11	27	8	0	0	-25.05	55.93	1019.50	
1838	11	28	8	0	0	-25.75	55.10	1019.00	
1838	11	29	9	0	0	-26.27	52.27	1011.50	
1838	11	30	9	0	0	-26.78	49.97	1009.60	
1838	12	1	9	0	0	-27.33	47.63	1004.00	qc_reject
1838	12	2	9	0	0	-28.10	44.22	1006.80	
1838	12	3	9	0	0	-28.67	42.40	1005.60	
1838	12	4	9	0	0	-28.68	41.92	1008.40	
1838	12	5	9	0	0	-29.85	40.53	1018.10	
1838	12	6	9	0	0	-29.75	39.28	1019.50	
1838	12	7	9	0	0	-29.18	38.23	1019.70	
1838	12	8	10	0	0	-29.20	37.12	1025.10	
1838	12	9	10	0	0	-30.87	34.33	1011.00	
1838	12	10	10	0	0	-32.42	30.73	1010.60	
1838	12	11	10	0	0	-33.53	29.00	1023.70	
1838	12	12	10	0	0	-33.20	28.35	1005.40	
1838	12	13	10	0	0	-34.78	24.98	1004.00	
1838	12	14	10	0	0	-34.38	24.22	1023.70	
1838	12	15	10	0	0	-34.70	24.60	1004.90	
1838	12	16	10	0	0	-34.65	22.78	1008.00	
1838	12	17	11	0	0	-34.57	22.43	1018.10	
1838	12	18	11	0	0	-34.67	22.42	1020.90	
1838	12	19	10	0	0	-35.00	22.85	1021.60	
1838	12	20	10	0	0	-35.50	22.50	1020.90	
1838	12	21	11	0	0	-35.02	21.82	1006.80	
1838	12	22	11	0	0	-34.83	19.45	1007.70	
1839	1	7	11	0	0	-32.15	14.37	1010.60	
1839	1	8	11	0	0	-30.47	11.70	1018.10	
1839	1	9	11	0	0	-28.53	9.32	1026.60	qc_reject
1839	1	10	12	0	0	-26.45	6.37	1024.70	qc_reject
1839	1	11	12	0	0	-24.25	4.23	1024.90	qc_reject
1839	1	12	12	0	0	-22.65	2.40	1010.80	
1839	1	13	12	0	0	-21.08	1.00	1011.00	
1839	1	14	12	0	0	-19.53	-0.45	1019.30	
1839	1	15	12	0	0	-18.20	-2.18	1019.30	
1839	1	16	12	0	0	-16.95	-3.72	1019.00	
1839	1	17	12	0	0	-16.03	-5.35	1018.10	
1839	1	18	12	0	0	-15.52	-6.15	1019.00	
1839	1	19	12	0	0	-14.15	-7.47	1018.80	
1839	1	20	13	0	0	-12.47	-9.15	1018.10	
1839	1	21	13	0	0	-10.80	-11.02	1011.30	
1839	1	22	13	0	0	-9.02	-12.93	1011.30	
1839	1	23	13	0	0	-7.62	-14.47	1008.90	
1839	1	24	13	0	0	-5.98	-15.97	1008.70	
1839	1	25	13	0	0	-4.42	-17.58	1008.70	
1839	1	26	13	0	0	-2.67	-19.17	1008.70	
1839	1	27	13	0	0	-0.57	-20.43	1010.80	
1839	1	28	13	0	0	0.95	-21.28	1010.80	
1839	1	29	13	0	0	1.62	-21.65	1020.00	qc_reject
1839	1	30	14	0	0	2.42	-22.73	1011.50	
1839	1	31	14	0	0	3.33	-23.68	1018.60	qc_reject
1839	2	1	14	0	0	4.50	-24.98	1011.30	
1839	2	2	14	0	0	5.40	-26.40	1020.00	qc_reject
1839	2	3	14	0	0	7.43	-27.92	1020.20	qc_reject
1839	2	4	14	0	0	8.68	-29.60	1020.90	qc_reject
1839	2	5	14	0	0	10.00	-30.67	1018.60	
1839	2	6	14	0	0	10.88	-31.97	1022.10	qc_reject
1839	2	7	14	0	0	12.53	-33.38	1021.80	qc_reject
