SEFSHIP	1.0.0
ID	10-AJ--N12
Name	10-AJ-N12
Source	ISPDv4
Link	
Vbl	p
Stat	point
Units	hPa
Meta	
Year	Month	Day	Hour	Minute	Period	Lat	Long	Value	Meta
1838	1	1	14	0	0	31.32	-36.67	1028.40	
1838	1	2	14	0	0	32.68	-34.93	1023.80	
1838	1	3	14	0	0	33.58	-32.25	1024.90	
1838	1	4	14	0	0	33.62	-31.13	1028.60	
1838	1	5	14	0	0	34.52	-30.73	1023.30	
1838	1	6	14	0	0	35.73	-28.00	1021.70	
1838	1	7	14	0	0	36.08	-26.20	1017.30	
1838	1	8	14	0	0	36.47	-25.08	1011.30	
1838	1	9	14	0	0	36.88	-24.33	1014.70	
1838	1	10	14	0	0	37.48	-23.62	1010.00	
1838	1	11	14	0	0	38.23	-24.50	1019.90	
1838	1	12	14	0	0	38.60	-26.17	1030.80	
1838	1	13	14	0	0	38.62	-26.00	1028.40	
1838	1	14	14	0	0	39.93	-24.28	1017.70	
1838	1	15	14	0	0	41.15	-22.67	1025.60	
1838	1	16	13	0	0	41.70	-20.07	1037.50	
1838	1	17	13	0	0	41.97	-19.00	1035.50	
1838	1	18	13	0	0	42.50	-17.83	1017.90	
1838	1	19	13	0	0	44.60	-16.17	1004.60	
1838	1	20	13	0	0	46.12	-14.87	997.90	
1838	1	21	13	0	0	46.70	-13.67	1009.50	
1838	1	22	13	0	0	48.85	-12.00	996.10	
1838	1	23	13	0	0	49.17	-11.10	999.60	
1838	1	24	13	0	0	50.00	-10.55	1003.70	
1838	1	25	13	0	0	50.07	-10.50	1002.30	
1838	1	26	13	0	0	50.45	-11.08	998.60	
1838	1	27	13	0	0	50.88	-10.83	998.30	
1838	1	28	13	0	0	49.93	-10.67	991.50	
1838	1	29	13	0	0	49.60	-7.60	1007.70	
1838	1	30	12	0	0	49.68	-5.42	1012.50	
