SEFSHIP	1.0.0
ID	10-880
Name	10-880
Source	ISPDv4
Link	
Vbl	p
Stat	point
Units	hPa
Meta	
Year	Month	Day	Hour	Minute	Period	Lat	Long	Value	Meta
1838	11	14	12	0	0	50.37	-0.71	1021.10	
1838	11	15	12	0	0	49.76	-4.97	1020.70	
1838	11	16	13	0	0	48.70	-7.58	1003.50	
1838	11	17	13	0	0	47.69	-10.78	993.30	
1838	11	18	13	0	0	47.41	-13.43	993.30	
1838	11	19	13	0	0	46.65	-13.80	996.70	
1838	11	20	13	0	0	45.24	-12.87	1000.10	
1838	11	21	13	0	0	43.68	-11.98	986.50	
1838	11	22	13	0	0	42.75	-12.92	993.30	
1838	11	23	13	0	0	41.94	-13.36	993.30	
1838	11	24	13	0	0	40.80	-12.68	1010.20	
1838	11	25	13	0	0	39.18	-11.95	1021.40	
1838	11	26	13	0	0	38.36	-12.48	1003.50	
1838	11	27	13	0	0	38.19	-13.05	1008.50	
1838	11	28	13	0	0	37.84	-12.25	1000.10	
1838	11	29	13	0	0	36.84	-12.36	1010.20	
1838	11	30	13	0	0	35.26	-12.39	1021.10	
1838	12	1	13	0	0	34.92	-12.53	1021.10	
1838	12	2	13	0	0	34.30	-14.17	1028.90	
1838	12	3	13	0	0	33.52	-14.54	1030.50	
1838	12	4	13	0	0	31.60	-16.82	1027.20	
1838	12	5	13	0	0	28.74	-19.00	1020.40	
1838	12	6	13	0	0	26.93	-19.88	1020.40	
1838	12	7	13	0	0	24.03	-22.25	1020.40	
1838	12	8	14	0	0	21.12	-24.70	1020.40	
1838	12	9	14	0	0	17.95	-26.10	1020.40	qc_reject
1838	12	10	14	0	0	15.08	-25.92	1017.00	
1838	12	11	14	0	0	12.83	-24.63	1013.60	
1838	12	12	14	0	0	9.78	-23.08	1013.60	
1838	12	13	13	0	0	7.23	-21.66	1013.60	
1838	12	14	13	0	0	5.75	-21.14	1013.60	
1838	12	15	13	0	0	5.31	-21.36	1017.00	qc_reject
1838	12	16	13	0	0	4.95	-21.52	1017.00	qc_reject
1838	12	17	13	0	0	3.92	-21.55	1013.60	
1838	12	18	13	0	0	1.98	-22.42	1013.60	
1838	12	19	14	0	0	-0.32	-25.51	1017.00	qc_reject
1838	12	20	14	0	0	-2.54	-27.28	1017.00	qc_reject
1838	12	21	14	0	0	-4.87	-26.98	1017.00	qc_reject
1838	12	22	14	0	0	-7.31	-29.48	1017.00	qc_reject
1838	12	23	14	0	0	-9.87	-29.59	1017.00	qc_reject
1838	12	24	14	0	0	-12.46	-30.19	1017.00	
1838	12	25	14	0	0	-15.13	-29.99	1018.70	
1838	12	26	14	0	0	-17.43	-29.86	1018.70	
1838	12	27	14	0	0	-19.57	-31.09	1018.70	
1838	12	28	14	0	0	-19.88	-30.94	1020.40	
1838	12	29	14	0	0	-20.94	-33.44	1020.40	
1838	12	30	14	0	0	-21.93	-35.84	1020.40	
1839	1	1	15	0	0	-23.38	-41.97	1018.70	qc_reject
1839	2	28	15	0	0	-24.34	-42.56	1027.20	qc_reject
1839	3	2	15	0	0	-26.69	-41.20	1020.40	
1839	3	3	15	0	0	-28.64	-38.57	1020.40	
1839	3	4	14	0	0	-29.69	-36.49	1023.80	
1839	3	5	14	0	0	-30.58	-34.03	1023.80	
1839	3	6	14	0	0	-29.92	-30.86	1020.40	
1839	3	7	14	0	0	-30.41	-30.54	1020.40	
1839	3	8	14	0	0	-32.86	-29.99	1020.40	
1839	3	9	14	0	0	-33.80	-27.03	1020.40	
1839	3	10	14	0	0	-34.30	-23.43	1013.60	
1839	3	11	13	0	0	-34.58	-19.64	1011.90	
1839	3	12	13	0	0	-34.66	-17.67	1010.20	
1839	3	13	13	0	0	-34.64	-16.00	1015.30	
1839	3	14	13	0	0	-33.87	-14.39	1015.30	
1839	3	15	13	0	0	-34.57	-12.86	1017.00	
1839	3	16	13	0	0	-35.43	-11.46	1017.00	
1839	3	17	13	0	0	-35.86	-9.65	1020.40	
1839	3	18	13	0	0	-35.93	-7.57	1022.10	
1839	3	19	12	0	0	-36.70	-6.65	1023.80	
1839	3	20	12	0	0	-37.52	-4.48	1027.20	
1839	3	21	12	0	0	-38.18	-1.55	1030.50	
1839	3	22	12	0	0	-38.53	1.05	1030.50	
1839	3	23	12	0	0	-38.47	4.13	1025.50	
1839	3	24	12	0	0	-38.45	7.25	1023.80	
1839	3	25	11	0	0	-38.32	11.42	1020.40	
1839	3	26	11	0	0	-38.38	14.25	1017.00	
1839	3	27	11	0	0	-38.21	15.98	1022.10	
1839	3	28	11	0	0	-37.88	17.51	1018.70	
1839	3	29	11	0	0	-37.20	19.38	1018.70	
1839	3	30	11	0	0	-37.61	19.29	1020.40	
1839	3	31	11	0	0	-39.60	19.87	1020.40	
1839	7	13	5	0	0	-6.10	105.53	1011.90	
1839	7	14	5	0	0	-8.30	102.52	1006.80	
1839	7	15	5	0	0	-9.39	101.94	1007.50	
1839	7	16	5	0	0	-11.22	99.77	1009.20	
1839	7	17	5	0	0	-12.45	98.22	1012.30	
1839	7	18	6	0	0	-13.01	96.04	1006.80	
1839	7	19	6	0	0	-13.65	94.13	1008.90	
1839	7	20	6	0	0	-14.49	91.94	1012.60	
1839	7	21	6	0	0	-15.51	88.86	1010.60	
1839	7	22	6	0	0	-16.64	85.78	1010.60	
1839	7	23	6	0	0	-17.47	83.06	1011.90	
1839	7	24	7	0	0	-17.63	81.25	1011.90	
1839	7	25	7	0	0	-17.92	77.94	1010.20	
1839	7	26	7	0	0	-18.79	75.44	1010.20	
1839	7	27	7	0	0	-19.56	73.27	1012.30	
