SEFSHIP	1.0.0
ID	10-AJ--N13
Name	10-AJ-N13
Source	ISPDv4
Link	
Vbl	p
Stat	point
Units	hPa
Meta	
Year	Month	Day	Hour	Minute	Period	Lat	Long	Value	Meta
1838	4	2	12	0	0	48.83	-6.30	1016.50	
1838	4	3	13	0	0	46.48	-9.58	1014.20	
1838	4	4	13	0	0	43.80	-11.62	1019.10	
1838	4	5	13	0	0	40.90	-13.58	1020.80	
1838	4	6	13	0	0	38.22	-15.72	1022.30	
1838	4	7	13	0	0	35.95	-16.88	1024.40	
1838	4	8	13	0	0	33.22	-17.00	1022.80	
1838	4	9	13	0	0	31.07	-18.60	1014.20	
1838	4	10	13	0	0	28.95	-19.73	1009.30	
1838	4	11	13	0	0	26.90	-21.60	1015.90	
1838	4	12	14	0	0	25.43	-22.68	1017.80	
1838	4	13	14	0	0	24.40	-23.70	1018.10	
1838	4	14	14	0	0	23.08	-24.10	1017.60	
1838	4	15	14	0	0	21.77	-24.90	1017.90	
1838	4	16	14	0	0	19.58	-26.17	1017.40	
1838	4	17	14	0	0	16.42	-26.23	1016.90	
1838	4	18	14	0	0	13.78	-24.92	1015.40	
1838	4	19	14	0	0	11.80	-23.32	1013.70	
1838	4	20	13	0	0	9.83	-22.17	1013.30	
1838	4	21	13	0	0	8.28	-20.90	1013.90	
1838	4	22	13	0	0	6.58	-19.57	1014.20	
1838	4	23	13	0	0	5.25	-18.37	1013.50	
1838	4	24	13	0	0	3.60	-17.48	1013.50	
1838	4	25	13	0	0	2.30	-16.62	1013.50	
1838	4	26	13	0	0	1.73	-16.62	1014.10	
1838	4	27	13	0	0	1.00	-16.62	1012.80	
1838	4	28	13	0	0	0.33	-17.00	1012.40	
1838	4	29	13	0	0	-0.37	-18.87	1012.40	
1838	4	30	13	0	0	-2.00	-19.90	1014.10	
1838	5	1	13	0	0	-3.85	-21.07	1014.80	
1838	5	2	13	0	0	-6.22	-22.25	1014.50	
1838	5	3	14	0	0	-8.60	-23.27	1015.30	
1838	5	4	14	0	0	-11.18	-23.45	1013.60	
1838	5	5	14	0	0	-14.75	-23.27	1013.80	
1838	5	6	14	0	0	-15.47	-23.27	1013.80	
1838	5	7	14	0	0	-17.05	-23.00	1015.90	
1838	5	8	13	0	0	-18.70	-22.05	1017.40	
1838	5	9	13	0	0	-20.77	-21.67	1018.80	
1838	5	10	13	0	0	-22.63	-19.93	1019.00	
1838	5	11	13	0	0	-24.00	-18.88	1019.10	
1838	5	12	13	0	0	-25.48	-16.87	1018.20	
1838	5	13	13	0	0	-26.57	-14.90	1016.20	
1838	5	14	13	0	0	-26.80	-12.88	1019.30	
1838	5	15	13	0	0	-27.37	-12.75	1020.00	
1838	5	16	13	0	0	-28.78	-10.23	1014.70	
1838	5	17	12	0	0	-30.10	-6.97	1014.80	
1838	5	18	12	0	0	-30.52	-5.52	1014.80	
1838	5	19	12	0	0	-31.35	-3.18	1010.20	
1838	5	20	12	0	0	-32.20	-1.22	1013.90	
1838	5	21	12	0	0	-33.38	2.28	1015.10	
1838	5	22	12	0	0	-34.30	5.17	1016.20	
1838	5	23	11	0	0	-34.90	8.47	1012.10	
1838	5	24	11	0	0	-35.63	12.45	1009.80	
1838	5	25	11	0	0	-36.30	16.05	1013.60	
1838	5	26	11	0	0	-36.58	18.62	1024.50	
1838	5	27	11	0	0	-37.02	21.18	1026.50	
1838	5	28	10	0	0	-37.83	23.77	1014.80	
1838	5	29	10	0	0	-37.72	26.05	1017.80	
1838	5	30	10	0	0	-37.85	27.52	1019.20	
1838	5	31	10	0	0	-38.37	31.20	1010.40	
1838	6	1	10	0	0	-38.68	34.72	1003.00	
1838	6	2	10	0	0	-37.08	37.40	1020.50	
1838	6	3	9	0	0	-36.27	41.17	1022.10	
1838	6	4	9	0	0	-35.25	44.47	1026.40	
1838	6	5	9	0	0	-34.78	47.05	1025.30	
1838	6	6	9	0	0	-34.22	50.45	1022.60	
1838	6	7	8	0	0	-32.83	53.83	1021.10	
1838	6	8	8	0	0	-31.03	56.57	1020.60	
1838	6	9	8	0	0	-28.57	58.32	1020.40	
1838	6	10	8	0	0	-26.57	58.93	1019.90	
1838	6	11	8	0	0	-24.02	58.75	1017.70	
1838	6	12	8	0	0	-22.57	58.25	1017.60	
1838	6	13	8	0	0	-20.35	58.33	1016.80	
