SEFSHIP	1.0.0
ID	10-BROOKLIN
Name	10-BROOKLIN
Source	ISPDv4
Link	
Vbl	p
Stat	point
Units	hPa
Meta	
Year	Month	Day	Hour	Minute	Period	Lat	Long	Value	Meta
1839	7	27	17	0	0	42.67	-70.57	1012.00	
1839	7	28	16	0	0	42.32	-65.85	1016.70	
1839	7	29	16	0	0	42.53	-65.45	1017.70	
1839	7	30	16	0	0	42.22	-64.17	1019.00	
1839	7	31	16	0	0	42.13	-62.85	1018.00	
1839	8	1	16	0	0	41.97	-61.07	1011.90	
1839	8	2	16	0	0	41.03	-57.58	1014.20	
1839	8	3	16	0	0	40.22	-55.77	1014.80	
1839	8	4	16	0	0	40.63	-54.23	1011.40	
1839	8	5	15	0	0	39.43	-51.83	1019.10	
1839	8	6	15	0	0	39.12	-50.28	1008.90	qc_reject
1839	8	7	15	0	0	37.83	-48.85	1025.70	
1839	8	8	15	0	0	37.65	-48.62	1024.70	
1839	8	9	15	0	0	37.72	-46.35	1024.00	
1839	8	10	15	0	0	37.38	-44.87	1026.40	
1839	8	11	15	0	0	37.28	-44.25	1026.00	
1839	8	12	15	0	0	37.05	-44.15	1030.40	
1839	8	13	15	0	0	35.48	-43.35	1025.90	
1839	8	14	15	0	0	33.47	-43.08	1026.70	
1839	8	15	15	0	0	34.10	-42.48	1025.10	
1839	8	16	15	0	0	33.95	-41.68	1025.70	
1839	8	17	15	0	0	33.60	-40.22	1025.40	
1839	8	18	15	0	0	32.32	-38.02	1023.60	
1839	8	19	14	0	0	31.65	-37.10	1023.50	
1839	8	20	14	0	0	31.17	-36.25	1021.10	
1839	8	21	14	0	0	30.88	-35.90	1019.70	
1839	8	22	14	0	0	30.42	-35.65	1018.00	
1839	8	23	14	0	0	29.82	-34.82	1021.30	
1839	8	24	14	0	0	28.68	-34.88	1023.90	
1839	8	25	14	0	0	25.97	-33.85	1021.00	
1839	8	26	14	0	0	22.80	-32.72	1016.70	
1839	8	27	14	0	0	19.97	-31.43	1013.20	
1839	8	28	14	0	0	17.22	-29.83	1012.00	
1839	8	29	14	0	0	15.42	-28.78	1011.90	
1839	8	30	14	0	0	13.70	-27.73	1012.20	
1839	8	31	14	0	0	11.22	-26.20	1012.10	
1839	9	1	14	0	0	9.47	-24.70	1012.40	
1839	9	2	13	0	0	8.37	-22.42	1015.00	
1839	9	3	13	0	0	7.17	-21.52	1014.00	
1839	9	4	13	0	0	6.15	-20.58	1015.70	
1839	9	5	13	0	0	5.37	-19.68	1015.00	
1839	9	6	13	0	0	4.58	-18.72	1014.60	
1839	9	7	13	0	0	3.68	-17.98	1012.60	
1839	9	8	13	0	0	3.53	-19.37	1012.60	
1839	9	9	13	0	0	3.18	-19.02	1013.60	
1839	9	10	13	0	0	3.12	-19.58	1012.20	
1839	9	11	13	0	0	2.75	-19.62	1013.60	
1839	9	12	13	0	0	2.35	-19.70	1014.30	
1839	9	13	13	0	0	1.72	-21.37	1013.60	
1839	9	14	13	0	0	1.15	-20.25	1013.60	
1839	9	15	13	0	0	0.40	-21.22	1013.60	
1839	9	16	13	0	0	-0.58	-21.97	1015.90	
1839	9	17	14	0	0	-1.87	-23.10	1014.90	
1839	9	18	14	0	0	-3.70	-23.85	1014.60	
1839	9	19	14	0	0	-5.67	-24.67	1016.70	
1839	9	20	14	0	0	-8.00	-25.40	1017.10	
1839	9	21	14	0	0	-10.75	-26.10	1018.20	
1839	9	22	14	0	0	-13.48	-26.72	1019.30	
1839	9	23	14	0	0	-15.57	-27.38	1016.70	
1839	9	24	14	0	0	-17.10	-28.10	1019.40	
1839	9	25	14	0	0	-19.17	-29.32	1019.90	
