SEFSHIP	1.0.0
ID	10-68
Name	10-68
Source	ISPDv4
Link	
Vbl	p
Stat	point
Units	hPa
Meta	
Year	Month	Day	Hour	Minute	Period	Lat	Long	Value	Meta
1838	4	21	12	0	0	52.10	3.70	1003.20	
1838	4	22	12	0	0	52.12	3.68	997.90	
1838	4	23	12	0	0	51.85	3.30	999.20	
1838	4	24	12	0	0	51.03	1.32	1001.90	
1838	4	25	12	0	0	50.13	-1.54	1007.20	
1838	4	26	12	0	0	49.20	-5.22	1015.20	
1838	4	27	13	0	0	47.55	-8.62	1019.20	
1838	4	30	13	0	0	43.10	-14.35	1000.60	
1838	5	1	13	0	0	43.60	-13.83	1003.20	
1838	5	3	13	0	0	40.95	-11.22	1012.60	
1838	5	4	13	0	0	38.58	-12.34	1023.20	
1838	5	5	13	0	0	36.87	-13.10	1025.90	
1838	5	6	13	0	0	34.85	-14.08	1024.60	
1838	5	7	13	0	0	32.65	-14.56	1020.60	
1838	5	8	13	0	0	30.62	-14.97	1019.20	
1838	5	9	13	0	0	28.77	-15.93	1020.60	
1838	5	15	13	0	0	27.62	-16.60	1020.60	
1838	5	16	13	0	0	25.60	-17.46	1020.60	
1838	5	18	13	0	0	20.52	-19.34	1021.90	qc_reject
1838	5	19	13	0	0	17.37	-20.07	1020.60	qc_reject
1838	5	20	13	0	0	14.47	-19.96	1019.20	qc_reject
1838	5	21	13	0	0	12.92	-19.77	1019.20	qc_reject
1838	5	22	13	0	0	10.94	-19.42	1019.20	qc_reject
1838	5	23	13	0	0	9.00	-18.39	1020.60	qc_reject
1838	6	2	13	0	0	5.23	-10.33	1019.20	qc_reject
1838	6	3	13	0	0	4.98	-9.92	1019.20	qc_reject
1838	9	14	14	0	0	19.77	-29.84	1021.90	
1838	9	15	14	0	0	21.77	-31.28	1023.20	
1838	9	16	14	0	0	23.52	-32.49	1021.90	
1838	9	17	14	0	0	24.96	-33.40	1023.20	
1838	9	19	14	0	0	28.90	-34.63	1025.90	
1838	9	21	14	0	0	34.18	-35.11	1032.60	
1838	9	22	14	0	0	35.01	-35.53	1031.20	
1838	9	24	14	0	0	37.69	-36.60	964.60	qc_reject
1838	9	25	14	0	0	39.08	-36.42	1035.20	
1838	9	26	14	0	0	39.29	-36.77	1029.90	
1838	9	28	14	0	0	39.15	-31.53	1020.60	
1838	9	29	14	0	0	39.83	-29.71	1020.60	
1838	10	3	13	0	0	46.36	-20.05	1025.90	
1838	10	4	13	0	0	48.19	-19.79	1023.20	
1838	10	6	13	0	0	48.23	-18.40	1028.60	
1838	10	9	13	0	0	48.13	-17.09	1029.90	
1838	10	10	13	0	0	47.04	-15.07	1028.60	
1838	10	11	13	0	0	46.92	-13.34	1028.60	
1838	10	12	13	0	0	48.33	-9.41	1016.60	
1838	10	13	12	0	0	49.19	-6.72	1017.90	
1838	10	14	12	0	0	50.04	-3.64	1017.90	
1838	10	15	12	0	0	51.00	1.80	1004.60	
1838	10	16	12	0	0	52.57	3.92	996.60	
1838	10	17	12	0	0	52.90	4.02	995.20	
1839	5	27	12	0	0	52.18	3.05	1027.20	
1839	5	28	12	0	0	51.33	1.77	1025.90	
1839	5	29	12	0	0	50.47	-2.30	1020.60	
1839	5	31	13	0	0	47.27	-9.08	1019.20	
1839	6	2	13	0	0	46.82	-10.97	1009.90	
1839	6	3	13	0	0	44.82	-10.37	1013.90	
1839	6	4	13	0	0	43.73	-10.00	1015.20	
1839	6	8	13	0	0	39.75	-11.56	1017.90	
1839	6	9	13	0	0	38.39	-11.75	1028.60	
1839	6	11	13	0	0	34.18	-13.92	1027.20	qc_reject
1839	6	12	13	0	0	31.40	-15.17	1024.60	qc_reject
1839	6	20	14	0	0	22.75	-23.89	1023.20	qc_reject
1839	6	23	14	0	0	18.24	-31.57	1021.90	
1839	6	24	14	0	0	17.07	-34.09	1021.90	
1839	6	25	14	0	0	15.91	-36.76	1021.90	
1839	6	28	15	0	0	11.35	-44.23	1021.90	qc_reject
1839	6	29	15	0	0	9.50	-46.48	1021.90	qc_reject
1839	7	3	16	0	0	5.97	-52.91	1021.90	qc_reject
