SEFSHIP	1.0.0
ID	10-1137
Name	10-1137
Source	ISPDv4
Link	
Vbl	p
Stat	point
Units	hPa
Meta	
Year	Month	Day	Hour	Minute	Period	Lat	Long	Value	Meta
1838	3	27	12	0	0	52.35	2.83	1033.40	
1838	3	29	12	0	0	50.83	1.05	1036.80	
1838	3	31	12	0	0	50.33	-2.25	1021.50	
1838	4	2	13	0	0	46.25	-9.10	1016.70	
1838	4	3	13	0	0	42.40	-12.80	1015.00	
1838	4	4	13	0	0	38.77	-14.22	1019.60	
1838	4	5	13	0	0	35.17	-15.13	1022.50	
1838	4	6	13	0	0	33.38	-15.68	1022.50	
1838	4	7	13	0	0	31.75	-15.78	1022.50	
1838	4	8	13	0	0	28.42	-16.13	1019.60	
1838	4	9	13	0	0	26.92	-16.65	1016.70	
1838	4	10	13	0	0	26.33	-17.45	1010.90	
1838	4	11	13	0	0	24.08	-18.67	1013.80	
1838	4	12	13	0	0	22.68	-19.82	1015.00	
1838	4	13	13	0	0	20.63	-20.53	1013.80	
1838	4	14	13	0	0	18.27	-21.02	1013.80	
1838	4	15	13	0	0	15.23	-21.65	1010.90	
1838	4	16	13	0	0	12.40	-21.78	1010.90	
1838	4	17	13	0	0	10.32	-21.40	1005.10	qc_reject
1838	4	18	13	0	0	8.20	-20.97	1002.20	qc_reject
1838	4	20	13	0	0	5.92	-21.08	1006.30	
1838	4	21	13	0	0	4.00	-20.85	1008.00	
1838	4	23	13	0	0	3.33	-20.18	1007.20	
1838	4	24	13	0	0	2.15	-19.10	1005.10	
1838	4	25	13	0	0	1.27	-18.20	1003.40	
1838	4	26	13	0	0	0.73	-19.28	1005.10	
1838	4	27	13	0	0	-0.33	-20.78	1005.10	
