SEFSHIP	1.0.0
ID	10-BROXBORN
Name	10-BROXBORN
Source	ISPDv4
Link	
Vbl	p
Stat	point
Units	hPa
Meta	
Year	Month	Day	Hour	Minute	Period	Lat	Long	Value	Meta
1838	7	25	7	0	0	-0.55	74.60	1014.70	
1838	7	26	7	0	0	0.42	75.48	1014.70	
1838	7	27	7	0	0	2.00	77.42	1014.70	
1838	7	28	7	0	0	4.43	79.62	1014.00	
1838	7	29	7	0	0	6.35	82.12	1009.30	
1838	7	30	7	0	0	7.42	82.28	1009.00	
1838	7	31	6	0	0	8.90	82.53	1009.10	
1838	8	1	6	0	0	11.00	83.05	1009.10	
1838	8	2	6	0	0	13.60	83.55	1007.20	
1838	8	3	6	0	0	16.57	84.50	1004.00	
1838	8	4	6	0	0	19.33	85.55	1003.10	
1838	8	5	6	0	0	20.58	87.50	1004.90	
1838	9	19	6	0	0	21.00	87.83	1011.00	
1838	9	20	6	0	0	20.13	87.13	1008.20	
1838	9	21	6	0	0	19.45	85.83	1009.50	
1838	9	22	6	0	0	19.08	85.42	1009.20	
1838	9	23	6	0	0	18.25	85.42	1008.40	
1838	9	24	6	0	0	17.80	84.33	1008.10	
1838	9	25	6	0	0	17.40	83.50	1008.10	
1838	9	26	6	0	0	17.00	82.90	1009.40	
1838	9	27	6	0	0	16.38	82.50	1011.70	
1838	9	28	7	0	0	16.15	82.00	1011.40	
1838	9	29	7	0	0	15.97	81.70	1012.00	
1838	9	30	7	0	0	15.37	81.18	1012.70	
1838	10	1	7	0	0	14.93	80.52	1012.30	
1838	10	2	7	0	0	13.83	80.87	1011.30	
1838	10	3	7	0	0	13.13	80.70	1011.60	
1838	10	4	7	0	0	12.15	80.20	1012.90	
1838	10	5	7	0	0	12.04	80.23	1013.20	
1838	10	28	7	0	0	9.58	80.92	1011.10	
1838	10	29	7	0	0	7.78	82.25	1012.80	
1838	10	30	7	0	0	7.07	82.22	1012.70	
1838	10	31	7	0	0	6.65	82.22	1012.70	
1838	11	1	6	0	0	5.32	82.63	1014.10	
1838	11	2	6	0	0	3.42	83.52	1014.40	
1838	11	3	6	0	0	0.83	84.25	1013.70	
1838	11	4	6	0	0	-0.95	85.30	1013.70	
1838	11	5	6	0	0	-2.30	85.47	1013.70	
1838	11	6	6	0	0	-3.07	85.97	1012.30	
1838	11	7	6	0	0	-3.53	85.63	1011.70	
1838	11	8	6	0	0	-4.47	84.25	1010.00	
1838	11	9	6	0	0	-5.70	82.67	1007.60	
1838	11	10	7	0	0	-6.57	81.80	1011.70	
1838	11	11	7	0	0	-8.38	80.73	1012.40	
1838	11	12	7	0	0	-9.38	78.85	1013.10	
1838	11	13	7	0	0	-11.27	77.08	1013.50	
1838	11	14	7	0	0	-12.62	75.58	1013.90	
1838	11	15	7	0	0	-13.60	73.30	1014.60	
1838	11	16	7	0	0	-14.95	70.72	1013.30	
1838	11	17	7	0	0	-16.20	68.47	1010.70	
1838	11	18	8	0	0	-16.93	66.32	1013.40	
1838	11	19	8	0	0	-17.87	64.37	1015.90	
1838	11	20	8	0	0	-18.38	62.10	1016.60	
1838	11	21	8	0	0	-19.58	59.17	1016.30	
1838	12	31	8	0	0	-20.33	56.72	1021.70	
1839	1	1	8	0	0	-20.90	56.38	1021.80	qc_reject
1839	1	2	8	0	0	-22.07	54.88	1024.20	qc_reject
1839	1	3	8	0	0	-23.47	52.72	1027.40	qc_reject
1839	1	4	9	0	0	-24.95	51.02	1028.80	qc_reject
1839	1	5	9	0	0	-25.92	48.87	1027.90	qc_reject
1839	1	6	9	0	0	-26.95	46.92	1024.60	qc_reject
1839	1	7	9	0	0	-28.02	45.00	1021.60	qc_reject
