SEFSHIP	1.0.0
ID	10-GEN--PAL
Name	10-GEN-PAL
Source	ISPDv4
Link	
Vbl	p
Stat	point
Units	hPa
Meta	
Year	Month	Day	Hour	Minute	Period	Lat	Long	Value	Meta
1838	3	20	12	0	0	-37.27	2.87	1012.50	
1838	3	21	12	0	0	-37.93	6.70	1007.50	
1838	3	22	11	0	0	-38.65	11.02	1003.80	
1838	3	23	11	0	0	-38.08	13.62	1011.90	
1838	3	24	11	0	0	-37.90	15.58	1009.20	
1838	3	25	11	0	0	-37.27	18.85	1017.60	
1838	3	26	11	0	0	-37.32	19.42	1024.40	
1838	3	27	11	0	0	-37.65	19.60	1021.00	
1838	3	28	11	0	0	-39.28	18.27	1019.50	
1838	3	29	11	0	0	-39.42	18.53	1010.00	
1838	3	30	11	0	0	-39.72	20.22	1011.00	
1838	3	31	11	0	0	-38.97	22.42	1017.70	
1838	4	1	10	0	0	-38.73	23.58	1014.30	
1838	4	2	10	0	0	-39.38	27.07	1009.00	
1838	4	3	10	0	0	-39.28	30.70	1011.00	
1838	4	4	10	0	0	-38.50	33.20	1002.50	
1838	4	5	10	0	0	-35.92	34.88	1008.70	
1838	4	6	10	0	0	-34.72	36.73	1017.00	
1838	4	7	9	0	0	-33.43	37.97	1020.60	
1838	4	8	9	0	0	-30.65	39.80	1021.10	
1838	4	9	9	0	0	-27.45	40.45	1016.80	
1838	4	10	9	0	0	-24.03	40.43	1014.80	
1838	4	11	9	0	0	-21.75	40.58	1016.30	
1838	4	12	9	0	0	-19.07	40.63	1014.50	
1838	4	13	9	0	0	-17.83	41.53	1013.70	
1838	4	14	9	0	0	-16.98	42.02	1012.70	
1838	4	15	9	0	0	-16.08	41.57	1012.60	
1838	4	16	9	0	0	-15.08	41.23	1015.00	
1838	4	17	9	0	0	-12.58	43.67	1014.20	
1838	4	18	9	0	0	-10.72	44.42	1014.10	
1838	4	19	9	0	0	-9.58	44.00	1013.40	
1838	4	20	9	0	0	-7.22	45.30	1010.60	
1838	4	21	9	0	0	-5.83	45.83	1010.60	
1838	4	22	9	0	0	-4.65	47.58	1009.20	
1838	4	23	9	0	0	-3.13	48.53	1010.60	
1838	4	24	9	0	0	-2.97	49.67	1010.60	
1838	4	25	9	0	0	-2.48	51.05	1013.30	
1838	4	26	9	0	0	-2.13	52.07	1012.20	
1838	4	27	8	0	0	-1.32	53.47	1010.90	
1838	4	28	8	0	0	0.02	54.72	1010.50	
1838	4	29	8	0	0	1.05	54.97	1010.50	
1838	4	30	8	0	0	2.10	55.25	1012.20	
1838	5	1	8	0	0	2.75	55.63	1012.20	
1838	5	2	8	0	0	3.35	56.30	1012.60	
1838	5	3	8	0	0	4.48	57.53	1012.60	
1838	5	4	8	0	0	5.87	58.75	1012.60	
1838	5	5	8	0	0	6.68	59.63	1012.60	
1838	5	6	8	0	0	7.15	60.15	1013.30	
1838	5	7	8	0	0	7.82	60.68	1012.30	
1838	5	8	8	0	0	7.87	61.15	1013.00	
1838	5	9	8	0	0	8.70	61.03	1013.40	
1838	5	10	8	0	0	10.17	63.23	1011.40	
1838	5	11	8	0	0	10.82	64.17	1010.70	
1838	5	12	8	0	0	10.93	64.37	1012.40	
1838	5	13	8	0	0	11.30	64.73	1013.10	
1838	5	14	8	0	0	11.82	65.38	1014.10	
1838	5	15	8	0	0	12.62	66.52	1013.50	
1838	5	16	8	0	0	14.03	67.13	1012.20	
1838	5	17	7	0	0	15.12	68.73	1012.30	
1838	5	18	7	0	0	16.48	70.15	1012.30	
1838	5	19	7	0	0	17.57	71.70	1011.40	
1838	7	6	7	0	0	18.08	72.88	1006.00	
1838	7	7	7	0	0	16.78	72.98	1005.90	
1838	7	8	7	0	0	14.68	73.45	1006.20	
1838	7	9	7	0	0	12.10	74.47	1010.10	
1838	7	10	7	0	0	10.23	75.40	1010.00	
1838	7	11	7	0	0	7.50	76.52	1008.90	
1838	7	12	7	0	0	5.35	78.60	1009.90	
1838	7	13	7	0	0	4.78	81.10	1008.90	
1838	7	14	6	0	0	5.20	84.03	1007.90	
1838	7	15	6	0	0	5.35	87.12	1007.20	
1838	7	16	6	0	0	5.52	89.55	1007.90	
1838	7	17	6	0	0	5.55	92.17	1008.90	
1838	7	18	6	0	0	6.37	94.78	1008.90	
1838	7	19	6	0	0	6.42	97.08	1011.30	
1838	7	20	5	0	0	6.60	98.40	1010.60	
1838	7	21	5	0	0	6.25	98.85	1010.90	
1838	7	22	5	0	0	6.02	99.43	1011.30	
1838	7	23	5	0	0	5.85	99.65	1011.30	
1838	7	24	5	0	0	5.75	100.00	1011.90	
1838	7	25	5	0	0	5.63	99.98	1012.30	
1838	7	26	5	0	0	5.60	99.97	1012.30	
1838	7	27	5	0	0	4.87	99.72	1012.30	
1838	7	28	5	0	0	4.82	100.02	1010.60	
1838	7	29	5	0	0	4.53	100.28	1009.90	
1838	7	30	5	0	0	4.38	100.10	1009.90	
