SEFSHIP	1.0.0
ID	10-ROME
Name	10-ROME
Source	ISPDv4
Link	
Vbl	p
Stat	point
Units	hPa
Meta	
Year	Month	Day	Hour	Minute	Period	Lat	Long	Value	Meta
1839	4	28	4	0	0	13.32	120.10	1007.40	
1839	4	29	4	0	0	12.75	120.60	1007.30	
1839	5	1	4	0	0	11.17	121.80	1008.30	
1839	5	2	4	0	0	11.02	121.95	1008.00	
1839	5	3	4	0	0	10.65	121.98	1008.30	
1839	5	4	4	0	0	9.95	122.10	1008.30	
1839	5	5	4	0	0	9.10	122.15	1008.20	
1839	5	7	4	0	0	8.17	122.43	1008.20	
1839	5	9	4	0	0	8.12	121.23	1007.20	
1839	5	10	4	0	0	8.13	121.83	1008.20	
1839	5	11	4	0	0	7.87	121.70	1009.20	
1839	5	12	4	0	0	7.87	121.70	1009.20	
1839	5	13	4	0	0	7.48	121.50	1007.20	
1839	5	14	4	0	0	7.63	121.80	1010.20	
1839	5	15	4	0	0	7.40	121.50	1010.20	
1839	5	17	4	0	0	7.10	121.92	1007.20	
1839	5	19	4	0	0	6.57	123.00	1007.20	
1839	5	21	4	0	0	6.35	123.15	1005.10	
1839	5	22	4	0	0	6.08	123.37	1007.10	
1839	5	23	4	0	0	6.23	123.38	1006.10	
1839	5	25	4	0	0	5.22	123.05	1007.10	
1839	5	26	4	0	0	4.53	122.62	1006.10	
1839	5	27	4	0	0	4.77	121.50	1005.40	
1839	5	28	4	0	0	4.25	121.48	1005.40	
1839	5	29	4	0	0	3.58	121.65	1004.70	
1839	5	31	4	0	0	2.57	121.00	1007.10	
1839	6	1	4	0	0	2.35	121.07	1007.10	
1839	6	2	4	0	0	1.42	121.50	1007.10	
1839	6	3	4	0	0	1.00	120.12	1007.80	
1839	6	4	4	0	0	0.72	119.37	1007.10	
1839	6	5	4	0	0	-0.17	118.83	1007.10	
1839	6	6	4	0	0	-1.00	118.63	1007.80	
1839	6	7	4	0	0	-1.55	118.97	1007.40	
1839	6	8	4	0	0	-1.93	118.92	1008.40	
1839	6	9	4	0	0	-2.17	118.75	1009.10	
1839	6	10	4	0	0	-2.78	118.40	1008.80	
1839	6	11	4	0	0	-3.78	118.25	1008.10	
1839	6	12	4	0	0	-3.93	117.12	1008.10	
1839	6	13	4	0	0	-4.32	116.28	1008.10	
1839	6	14	4	0	0	-4.62	114.02	1008.10	
1839	6	15	5	0	0	-5.15	111.43	1007.80	
1839	6	16	5	0	0	-5.50	109.63	1008.20	
1839	6	17	5	0	0	-5.53	108.12	1007.50	
1839	6	18	5	0	0	-5.83	107.11	1007.80	
