TBC = barometer temperature °C, p_fransk - instrument reading fr.inches-12lines,then decimal: 

INDEX	YR	MON	DAY	HR	TBC	P_FR	HPA	TP0C	GP45 	PSL
27	1851	1	9	21	4.0	27044	987.7	987.0	988.6	989.2
28	1851	1	10	9	5.0	26116	973.2	972.4	974.0	974.6
29	1851	1	10	16	4.0	26112	972.0	971.3	972.9	973.5
30	1851	1	10	21	4.0	26114	972.6	971.9	973.5	974.1
31	1851	1	11	9	2.0	26118	973.8	973.5	975.1	975.7
32	1851	1	11	16	4.0	27003	975.3	974.6	976.2	976.8
33	1851	1	11	21	4.0	27014	978.7	978.0	979.6	980.2
34	1851	1	12	9	7.0	27030	983.5	982.3	983.9	984.5
35	1851	1	12	16	15.0	27050	989.5	987.0	988.6	989.2
36	1851	1	12	21	13.0	27057	991.6	989.4	991.0	991.6
37	1851	1	13	9	8.0	27035	985.0	983.6	985.2	985.8
38	1851	1	13	16	7.0	27005	975.9	974.7	976.3	976.9
39	1851	1	13	21	8.0	26111	971.7	970.3	971.9	972.5
40	1851	1	14	9	7.0	26105	969.9	968.7	970.3	970.9
41	1851	1	14	16	7.0	26113	972.3	971.1	972.7	973.3
42	1851	1	14	21	6.0	26116	973.2	972.2	973.8	974.4
43	1851	1	15	9	6.0	26113	972.3	971.3	972.9	973.5
44	1851	1	15	16	6.0	27002	975.0	974.0	975.6	976.2
45	1851	1	15	21	6.0	27000	974.4	973.4	975.0	975.6
46	1851	1	16	9	4.0	26106	970.2	969.5	971.1	971.7
47	1851	1	16	16	5.0	26110	971.4	970.6	972.2	972.8
48	1851	1	16	21	7.0	27007	976.5	975.3	976.9	977.5
49	1851	1	17	9	5.0	27005	975.9	975.1	976.7	977.3
50	1851	1	17	16	5.0	27003	975.3	974.5	976.1	976.7
51	1851	1	17	21	5.0	27007	976.5	975.7	977.3	977.9
52	1851	1	18	9	8.0	27024	981.7	980.3	981.9	982.5
53	1851	1	18	16	10.0	27042	987.1	985.4	987.0	987.6
54	1851	1	18	21	5.0	27051	989.8	989.0	990.6	991.2
55	1851	1	19	9	6.0	27040	986.5	985.5	987.1	987.7
56	1851	1	19	16	16.0	27030	983.5	980.8	982.4	983.0
57	1851	1	19	21	8.0	27040	986.5	985.1	986.7	987.3
58	1851	1	20	9	6.0	26085	963.9	962.9	964.5	965.1
59	1851	1	20	16	13.0	26078	961.8	959.6	961.2	961.8
60	1851	1	20	21	16.0	26063	957.3	954.6	956.2	956.8
61	1851	1	21	9	5.0	26074	960.6	959.8	961.4	962.0
62	1851	1	21	16	5.0	26084	963.6	962.8	964.4	965.0
63	1851	1	21	21	4.0	26118	973.8	973.1	974.7	975.3
64	1851	1	22	9	2.0	27042	987.1	986.8	988.4	989.0
65	1851	1	22	16	2.0	27049	989.2	988.9	990.5	991.1
66	1851	1	22	21	6.0	27026	982.3	981.3	982.9	983.5
67	1851	1	23	9	6.0	27006	976.2	975.2	976.8	977.4
68	1851	1	23	16	6.0	27017	979.6	978.6	980.2	980.8
69	1851	1	23	21	5.0	27042	987.1	986.3	987.9	988.5
70	1851	1	24	9	4.0	27058	991.9	991.2	992.8	993.4
71	1851	1	24	16	5.0	27061	992.8	992.0	993.6	994.2
72	1851	1	24	21	5.0	27061	992.8	992.0	993.6	994.2
73	1851	1	25	9	3.0	27064	993.7	993.2	994.8	995.4
74	1851	1	25	16	11.0	27077	997.6	995.7	997.3	997.9
75	1851	1	25	21	8.0	27078	997.9	996.5	998.1	998.7
76	1851	1	26	9	9.0	27046	988.3	986.8	988.4	989.0
77	1851	1	26	16	16.0	27042	987.1	984.4	986.0	986.6
78	1851	1	26	21	9.0	27045	988.0	986.5	988.1	988.7
79	1851	1	27	9	9.0	27060	992.5	991.0	992.6	993.2
80	1851	1	27	16	9.0	27070	995.5	994.0	995.6	996.2
81	1851	1	27	21	9.0	27069	995.2	993.7	995.3	995.9
82	1851	1	28	9	7.0	27060	992.5	991.3	992.9	993.5
83	1851	1	28	16	8.0	27059	992.2	990.8	992.4	993.0
84	1851	1	28	21	8.0	27014	978.7	977.3	978.9	979.5
85	1851	1	29	9	8.0	26117	973.5	972.1	973.7	974.3
86	1851	1	29	16	8.0	26110	971.4	970.0	971.6	972.2
87	1851	1	29	21	7.0	26065	957.9	956.7	958.3	958.9
88	1851	1	30	9	8.0	26104	969.6	968.2	969.8	970.4
89	1851	1	30	16	8.0	27020	980.5	979.1	980.7	981.3
90	1851	1	30	21	8.0	27070	995.5	994.1	995.7	996.3
91	1851	1	31	9	8.0	28000	1010.5	1009.1	1010.7	1011.3
92	1851	1	31	16	13.0	28033	1020.5	1018.3	1019.9	1020.5
93	1851	1	31	21	10.0	28040	1022.6	1020.9	1022.5	1023.1
94	1851	2	1	9	6.0	27117	1009.6	1008.6	1010.2	1010.8
95	1851	2	1	16	6.0	27091	1001.8	1000.8	1002.4	1003.0
96	1851	2	1	21	5.0	27038	985.9	985.1	986.7	987.3
97	1851	2	2	9	9.0	27005	975.9	974.4	976.0	976.6
98	1851	2	2	16	16.0	26116	973.2	970.5	972.1	972.7
99	1851	2	2	21	8.0	26100	968.4	967.0	968.6	969.2
100	1851	2	3	9	5.0	26101	968.7	967.9	969.5	970.1
101	1851	2	3	16	5.0	26103	969.3	968.5	970.1	970.7
102	1851	2	3	21	6.0	27010	977.4	976.4	978.0	978.6
103	1851	2	4	9	5.0	27026	982.3	981.5	983.1	983.7
104	1851	2	4	16	5.0	27026	982.3	981.5	983.1	983.7
105	1851	2	4	21	5.0	27024	981.7	980.9	982.5	983.1
106	1851	2	5	9	5.0	26112	972.0	971.2	972.8	973.4
107	1851	2	5	16	5.0	26090	965.4	964.6	966.2	966.8
108	1851	2	5	21	6.0	26095	966.9	965.9	967.5	968.1
109	1851	2	6	9	4.0	27012	978.0	977.3	978.9	979.5
110	1851	2	6	16	4.0	27044	987.7	987.0	988.6	989.2
111	1851	2	6	21	3.0	27060	992.5	992.0	993.6	994.2
112	1851	2	7	9	1.0	27044	987.7	987.5	989.1	989.7
113	1851	2	7	16	1.0	27021	980.8	980.6	982.2	982.8
114	1851	2	7	21	5.0	27052	990.1	989.3	990.9	991.5
115	1851	2	8	9	1.0	27073	996.4	996.2	997.8	998.4
116	1851	2	8	16	2.0	27073	996.4	996.1	997.7	998.3
117	1851	2	8	21	4.0	27070	995.5	994.8	996.4	997.0
118	1851	2	9	9	6.0	27076	997.3	996.3	997.9	998.5
119	1851	2	9	16	6.0	27071	995.8	994.8	996.4	997.0
120	1851	2	9	21	6.0	27047	988.6	987.6	989.2	989.8
121	1851	2	10	9	5.0	27040	986.5	985.7	987.3	987.9
122	1851	2	10	16	6.0	27052	990.1	989.1	990.7	991.3
123	1851	2	10	21	6.0	27088	1000.9	999.9	1001.5	1002.1
124	1851	2	11	9	3.0	28010	1013.5	1013.0	1014.6	1015.2
125	1851	2	11	16	3.0	28021	1016.8	1016.3	1017.9	1018.5
126	1851	2	11	21	1.0	28033	1020.5	1020.3	1021.9	1022.5
127	1851	2	12	9	-1.0	28014	1014.7	1014.9	1016.5	1017.1
128	1851	2	12	16	2.0	28006	1012.3	1012.0	1013.6	1014.2
129	1851	2	12	21	8.0	27109	1007.2	1005.8	1007.4	1008.0
130	1851	2	13	9	10.0	27061	992.8	991.1	992.7	993.3
131	1851	2	13	16	12.0	27042	987.1	985.1	986.7	987.3
132	1851	2	13	21	8.0	27037	985.6	984.2	985.8	986.4
133	1851	2	14	9	8.0	27053	990.4	989.0	990.6	991.2
134	1851	2	14	16	6.0	27045	988.0	987.0	988.6	989.2
135	1851	2	14	21	5.0	27033	984.4	983.6	985.2	985.8
136	1851	2	15	9	2.0	27030	983.5	983.2	984.8	985.4
137	1851	2	15	16	3.0	27027	982.6	982.1	983.7	984.3
138	1851	2	15	21	5.0	27073	996.4	995.6	997.2	997.8
139	1851	2	16	9	4.0	27074	996.7	996.0	997.6	998.2
140	1851	2	16	16	6.0	27076	997.3	996.3	997.9	998.5
141	1851	2	16	21	6.0	27013	978.3	977.3	978.9	979.5
142	1851	2	17	9	5.0	27013	978.3	977.5	979.1	979.7
143	1851	2	17	16	6.0	27013	978.3	977.3	978.9	979.5
144	1851	2	17	21	6.0	26099	968.1	967.1	968.7	969.3
145	1851	2	18	9	8.0	26071	959.7	958.3	959.9	960.5
146	1851	2	18	16	18.0	26085	963.9	960.8	962.4	963.0
147	1851	2	18	21	12.0	26101	968.7	966.7	968.3	968.9
148	1851	2	19	9	9.0	26098	967.8	966.3	967.9	968.5
149	1851	2	19	16	8.0	26102	969.0	967.6	969.2	969.8
150	1851	2	19	21	9.0	27015	979.0	977.5	979.1	979.7
151	1851	2	20	9	8.0	27042	987.1	985.7	987.3	987.9
152	1851	2	20	16	7.0	27051	989.8	988.6	990.2	990.8
153	1851	2	20	21	6.0	27062	993.1	992.1	993.7	994.3
154	1851	2	21	9	5.0	27070	995.5	994.7	996.3	996.9
155	1851	2	21	16	7.0	27071	995.8	994.6	996.2	996.8
156	1851	2	21	21	5.0	27085	1000.0	999.2	1000.8	1001.4
157	1851	2	22	9	3.0	27092	1002.1	1001.6	1003.2	1003.8
158	1851	2	22	16	3.0	27112	1008.1	1007.6	1009.2	1009.8
159	1851	2	22	21	5.0	28013	1014.4	1013.6	1015.2	1015.8
160	1851	2	23	9	5.0	28038	1022.0	1021.2	1022.8	1023.4
161	1851	2	23	16	17.0	28054	1026.8	1023.9	1025.5	1026.1
162	1851	2	23	21	18.0	28058	1028.0	1024.9	1026.5	1027.1
163	1851	2	24	9	6.0	28053	1026.5	1025.5	1027.1	1027.7
164	1851	2	24	16	10.0	28058	1028.0	1026.3	1027.9	1028.5
165	1851	2	24	21	7.0	28062	1029.2	1028.0	1029.6	1030.2
166	1851	2	25	9	2.0	28060	1028.6	1028.3	1029.9	1030.5
167	1851	2	25	16	6.0	28068	1031.0	1030.0	1031.6	1032.2
168	1851	2	25	21	8.0	28081	1034.9	1033.5	1035.1	1035.7
169	1851	2	26	9	3.0	28088	1037.0	1036.5	1038.1	1038.7
170	1851	2	26	16	7.0	28091	1037.9	1036.7	1038.3	1038.9
171	1851	2	26	21	5.0	28095	1039.1	1038.3	1039.9	1040.5
172	1851	2	27	9	4.0	28082	1035.2	1034.5	1036.1	1036.7
173	1851	2	27	16	8.0	28081	1034.9	1033.5	1035.1	1035.7
174	1851	2	27	21	6.0	28078	1034.0	1033.0	1034.6	1035.2
175	1851	2	28	9	3.0	28074	1032.8	1032.3	1033.9	1034.5
176	1851	2	28	16	5.0	28073	1032.5	1031.7	1033.3	1033.9
177	1851	2	28	21	5.0	28073	1032.5	1031.7	1033.3	1033.9
178	1851	3	1	9	5.0	28070	1031.6	1030.8	1032.4	1033.0
179	1851	3	1	16	7.0	28063	1029.5	1028.3	1029.9	1030.5
180	1851	3	1	21	8.0	28051	1025.9	1024.5	1026.1	1026.7
181	1851	3	2	9	2.0	28038	1022.0	1021.7	1023.3	1023.9
182	1851	3	2	16	9.0	28034	1020.8	1019.3	1020.9	1021.5
183	1851	3	2	21	16.0	28029	1019.3	1016.6	1018.2	1018.8
184	1851	3	3	9	10.0	28002	1011.1	1009.4	1011.0	1011.6
185	1851	3	3	16	15.0	27112	1008.1	1005.6	1007.2	1007.8
186	1851	3	3	21	18.0	27094	1002.7	999.6	1001.2	1001.8
187	1851	3	4	9	10.0	27074	996.7	995.0	996.6	997.2
188	1851	3	4	16	11.0	27069	995.2	993.3	994.9	995.5
189	1851	3	4	21	13.0	27112	1008.1	1005.9	1007.5	1008.1
190	1851	3	5	9	3.0	28033	1020.5	1020.0	1021.6	1022.2
191	1851	3	5	16	3.0	28037	1021.7	1021.2	1022.8	1023.4
192	1851	3	5	21	3.0	28020	1016.5	1016.0	1017.6	1018.2
193	1851	3	6	9	3.0	27086	1000.3	999.8	1001.4	1002.0
194	1851	3	6	16	9.0	27070	995.5	994.0	995.6	996.2
195	1851	3	6	21	8.0	27070	995.5	994.1	995.7	996.3
196	1851	3	7	9	5.0	27062	993.1	992.3	993.9	994.5
197	1851	3	7	16	8.0	27028	982.9	981.5	983.1	983.7
198	1851	3	7	21	8.0	27040	986.5	985.1	986.7	987.3
199	1851	3	8	9	4.0	27004	975.6	974.9	976.5	977.1
200	1851	3	8	16	10.0	26010	941.4	939.7	941.3	941.9
201	1851	3	8	21	12.0	26086	964.2	962.2	963.8	964.4
202	1851	3	9	9	5.0	26090	965.4	964.6	966.2	966.8
203	1851	3	9	16	7.0	27018	979.9	978.7	980.3	980.9
204	1851	3	9	21	7.0	27017	979.6	978.4	980.0	980.6
205	1851	3	10	9	5.0	27070	995.5	994.7	996.3	996.9
206	1851	3	10	16	12.0	27088	1000.9	998.9	1000.5	1001.1
207	1851	3	10	21	8.0	27095	1003.0	1001.6	1003.2	1003.8
208	1851	3	11	9	4.0	27093	1002.4	1001.7	1003.3	1003.9
209	1851	3	11	16	14.0	27095	1003.0	1000.6	1002.2	1002.8
210	1851	3	11	21	11.0	27081	998.8	996.9	998.5	999.1
211	1851	3	12	9	8.0	27082	999.1	997.7	999.3	999.9
212	1851	3	12	16	9.0	27077	997.6	996.1	997.7	998.3
213	1851	3	12	21	9.0	27087	1000.6	999.1	1000.7	1001.3
214	1851	3	13	9	7.0	27105	1006.0	1004.8	1006.4	1007.0
215	1851	3	13	16	7.0	27118	1009.9	1008.7	1010.3	1010.9
216	1851	3	13	21	7.0	28007	1012.6	1011.4	1013.0	1013.6
217	1851	3	14	9	6.0	28017	1015.6	1014.6	1016.2	1016.8
218	1851	3	14	16	7.0	28021	1016.8	1015.6	1017.2	1017.8
219	1851	3	14	21	8.0	28024	1017.7	1016.3	1017.9	1018.5
220	1851	3	15	9	6.0	28015	1015.0	1014.0	1015.6	1016.2
221	1851	3	15	16	15.0	28020	1016.5	1014.0	1015.6	1016.2
222	1851	3	15	21	11.0	28024	1017.7	1015.8	1017.4	1018.0
223	1851	3	16	9	5.0	28031	1019.9	1019.1	1020.7	1021.3
224	1851	3	16	16	18.0	28037	1021.7	1018.6	1020.2	1020.8
225	1851	3	16	21	15.0	28034	1020.8	1018.3	1019.9	1020.5
226	1851	3	17	9	9.0	28015	1015.0	1013.5	1015.1	1015.7
227	1851	3	17	16	16.0	28015	1015.0	1012.3	1013.9	1014.5
228	1851	3	17	21	19.0	28022	1017.1	1013.9	1015.5	1016.1
229	1851	3	18	9	9.0	28011	1013.8	1012.3	1013.9	1014.5
230	1851	3	18	16	16.0	28012	1014.1	1011.4	1013.0	1013.6
231	1851	3	18	21	14.0	28016	1015.3	1012.9	1014.5	1015.1
232	1851	3	19	9	5.0	28012	1014.1	1013.3	1014.9	1015.5
233	1851	3	19	16	7.0	28010	1013.5	1012.3	1013.9	1014.5
234	1851	3	19	21	12.0	28020	1016.5	1014.5	1016.1	1016.7
235	1851	3	20	9	6.0	28025	1018.0	1017.0	1018.6	1019.2
236	1851	3	20	16	7.0	28019	1016.2	1015.0	1016.6	1017.2
237	1851	3	20	21	7.0	28016	1015.3	1014.1	1015.7	1016.3
238	1851	3	21	9	1.0	27106	1006.3	1006.1	1007.7	1008.3
239	1851	3	21	16	8.0	27091	1001.8	1000.4	1002.0	1002.6
240	1851	3	21	21	6.0	27081	998.8	997.8	999.4	1000.0
241	1851	3	22	9	2.0	27073	996.4	996.1	997.7	998.3
242	1851	3	22	16	5.0	27053	990.4	989.6	991.2	991.8
243	1851	3	22	21	5.0	27076	997.3	996.5	998.1	998.7
244	1851	3	23	9	5.0	27084	999.7	998.9	1000.5	1001.1
245	1851	3	23	16	14.0	27101	1004.8	1002.4	1004.0	1004.6
246	1851	3	23	21	12.0	27115	1009.0	1007.0	1008.6	1009.2
247	1851	3	24	9	5.0	28001	1010.8	1010.0	1011.6	1012.2
248	1851	3	24	16	12.0	28005	1012.0	1010.0	1011.6	1012.2
249	1851	3	24	21	9.0	28050	1025.6	1024.1	1025.7	1026.3
250	1851	3	25	9	5.0	27111	1007.8	1007.0	1008.6	1009.2
251	1851	3	25	16	9.0	27113	1008.4	1006.9	1008.5	1009.1
252	1851	3	25	21	8.0	27117	1009.6	1008.2	1009.8	1010.4
253	1851	3	26	9	5.0	27116	1009.3	1008.5	1010.1	1010.7
254	1851	3	26	16	9.0	27108	1006.9	1005.4	1007.0	1007.6
255	1851	3	26	21	6.0	27093	1002.4	1001.4	1003.0	1003.6
256	1851	3	27	9	5.0	27067	994.6	993.8	995.4	996.0
257	1851	3	27	16	5.0	27065	994.0	993.2	994.8	995.4
258	1851	3	27	21	5.0	27066	994.3	993.5	995.1	995.7
259	1851	3	28	9	6.0	27086	1000.3	999.3	1000.9	1001.5
260	1851	3	28	16	7.0	27084	999.7	998.5	1000.1	1000.7
261	1851	3	28	21	7.0	27093	1002.4	1001.2	1002.8	1003.4
262	1851	3	29	9	6.0	27093	1002.4	1001.4	1003.0	1003.6
263	1851	3	29	16	8.0	27111	1007.8	1006.4	1008.0	1008.6
264	1851	3	29	21	9.0	27030	983.5	982.0	983.6	984.2
265	1851	3	30	9	6.0	28015	1015.0	1014.0	1015.6	1016.2
266	1851	3	30	16	10.0	28028	1019.0	1017.3	1018.9	1019.5
267	1851	3	30	21	9.0	28028	1019.0	1017.5	1019.1	1019.7
268	1851	3	31	9	7.0	28080	1034.6	1033.4	1035.0	1035.6
269	1851	3	31	16	7.0	27109	1007.2	1006.0	1007.6	1008.2
270	1851	3	31	21	11.0	27086	1000.3	998.4	1000.0	1000.6
271	1851	4	1	9	9.0	27064	993.7	992.2	993.8	994.4
272	1851	4	1	16	10.0	27062	993.1	991.4	993.0	993.6
273	1851	4	1	21	10.0	27055	991.0	989.3	990.9	991.5
274	1851	4	2	9	7.0	27060	992.5	991.3	992.9	993.5
275	1851	4	2	16	12.0	27078	997.9	995.9	997.5	998.1
276	1851	4	2	21	11.0	27064	993.7	991.8	993.4	994.0
277	1851	4	3	9	9.0	28032	1020.2	1018.7	1020.3	1020.9
278	1851	4	3	16	10.0	28017	1015.6	1013.9	1015.5	1016.1
279	1851	4	3	21	11.0	28015	1015.0	1013.1	1014.7	1015.3
280	1851	4	4	9	9.0	27119	1010.2	1008.7	1010.3	1010.9
281	1851	4	4	16	16.0	27113	1008.4	1005.7	1007.3	1007.9
282	1851	4	4	21	11.0	27119	1010.2	1008.3	1009.9	1010.5
283	1851	4	5	9	9.0	28015	1015.0	1013.5	1015.1	1015.7
284	1851	4	5	16	12.0	28017	1015.6	1013.6	1015.2	1015.8
285	1851	4	5	21	11.0	28000	1010.5	1008.6	1010.2	1010.8
286	1851	4	6	9	9.0	27088	1000.9	999.4	1001.0	1001.6
287	1851	4	6	16	15.0	27086	1000.3	997.8	999.4	1000.0
288	1851	4	6	21	15.0	27088	1000.9	998.4	1000.0	1000.6
289	1851	4	7	9	10.0	27102	1005.1	1003.4	1005.0	1005.6
290	1851	4	7	16	12.0	27114	1008.7	1006.7	1008.3	1008.9
291	1851	4	7	21	11.0	28007	1012.6	1010.7	1012.3	1012.9
292	1851	4	8	9	8.0	28017	1015.6	1014.2	1015.8	1016.4
293	1851	4	8	16	13.0	28020	1016.5	1014.3	1015.9	1016.5
294	1851	4	8	21	12.0	28029	1019.3	1017.3	1018.9	1019.5
295	1851	4	9	9	8.0	28025	1018.0	1016.6	1018.2	1018.8
296	1851	4	9	16	14.0	28026	1018.4	1016.0	1017.6	1018.2
297	1851	4	9	21	12.0	28036	1021.4	1019.4	1021.0	1021.6
298	1851	4	10	9	8.0	28044	1023.8	1022.4	1024.0	1024.6
299	1851	4	10	16	13.0	28052	1026.2	1024.0	1025.6	1026.2
300	1851	4	10	21	12.0	28051	1025.9	1023.9	1025.5	1026.1
301	1851	4	11	9	8.0	28056	1027.4	1026.0	1027.6	1028.2
302	1851	4	11	16	12.0	28057	1027.7	1025.7	1027.3	1027.9
303	1851	4	11	21	12.0	28060	1028.6	1026.6	1028.2	1028.8
304	1851	4	12	9	8.0	28059	1028.3	1026.9	1028.5	1029.1
305	1851	4	12	16	16.0	28059	1028.3	1025.6	1027.2	1027.8
306	1851	4	12	21	14.0	28055	1027.1	1024.7	1026.3	1026.9
307	1851	4	13	9	11.0	28045	1024.1	1022.2	1023.8	1024.4
308	1851	4	13	16	18.0	28041	1022.9	1019.8	1021.4	1022.0
309	1851	4	13	21	16.0	28025	1018.0	1015.3	1016.9	1017.5
310	1851	4	14	9	10.0	28002	1011.1	1009.4	1011.0	1011.6
311	1851	4	14	16	16.0	28000	1010.5	1007.8	1009.4	1010.0
312	1851	4	14	21	14.0	28000	1010.5	1008.1	1009.7	1010.3
313	1851	4	15	9	10.0	27114	1008.7	1007.0	1008.6	1009.2
314	1851	4	15	16	14.0	27106	1006.3	1003.9	1005.5	1006.1
315	1851	4	15	21	12.0	27098	1003.9	1001.9	1003.5	1004.1
316	1851	4	16	9	7.0	27109	1007.2	1006.0	1007.6	1008.2
317	1851	4	16	16	13.0	28005	1012.0	1009.8	1011.4	1012.0
318	1851	4	16	21	11.0	28022	1017.1	1015.2	1016.8	1017.4
319	1851	4	17	9	8.0	28025	1018.0	1016.6	1018.2	1018.8
320	1851	4	17	16	9.0	28023	1017.4	1015.9	1017.5	1018.1
321	1851	4	17	21	9.0	28026	1018.4	1016.9	1018.5	1019.1
322	1851	4	18	9	8.0	28020	1016.5	1015.1	1016.7	1017.3
323	1851	4	18	16	9.0	28012	1014.1	1012.6	1014.2	1014.8
324	1851	4	18	21	9.0	28011	1013.8	1012.3	1013.9	1014.5
325	1851	4	19	9	7.0	28003	1011.4	1010.2	1011.8	1012.4
326	1851	4	19	16	7.0	27118	1009.9	1008.7	1010.3	1010.9
327	1851	4	19	21	7.0	28002	1011.1	1009.9	1011.5	1012.1
328	1851	4	20	9	4.0	28008	1012.9	1012.2	1013.8	1014.4
329	1851	4	20	16	14.0	28001	1010.8	1008.4	1010.0	1010.6
330	1851	4	20	21	6.0	28017	1015.6	1014.6	1016.2	1016.8
331	1851	4	21	9	4.0	28012	1014.1	1013.4	1015.0	1015.6
332	1851	4	21	16	7.0	28012	1014.1	1012.9	1014.5	1015.1
333	1851	4	21	21	8.0	28013	1014.4	1013.0	1014.6	1015.2
334	1851	4	22	9	5.0	28008	1012.9	1012.1	1013.7	1014.3
335	1851	4	22	16	7.0	28010	1013.5	1012.3	1013.9	1014.5
336	1851	4	22	21	4.0	28022	1017.1	1016.4	1018.0	1018.6
337	1851	4	23	9	3.0	28030	1019.6	1019.1	1020.7	1021.3
338	1851	4	23	16	10.0	28038	1022.0	1020.3	1021.9	1022.5
339	1851	4	23	21	8.0	28047	1024.7	1023.3	1024.9	1025.5
340	1851	4	24	9	5.0	28048	1025.0	1024.2	1025.8	1026.4
341	1851	4	24	16	12.0	28054	1026.8	1024.8	1026.4	1027.0
342	1851	4	24	21	11.0	28054	1026.8	1024.9	1026.5	1027.1
343	1851	4	25	9	6.0	28058	1028.0	1027.0	1028.6	1029.2
344	1851	4	25	16	12.0	28065	1030.1	1028.1	1029.7	1030.3
345	1851	4	25	21	10.0	28075	1033.1	1031.4	1033.0	1033.6
346	1851	4	26	9	5.0	28056	1027.4	1026.6	1028.2	1028.8
347	1851	4	26	16	14.0	28060	1028.6	1026.2	1027.8	1028.4
348	1851	4	26	21	13.0	28061	1028.9	1026.7	1028.3	1028.9
349	1851	4	27	9	8.0	28055	1027.1	1025.7	1027.3	1027.9
350	1851	4	27	16	12.0	28053	1026.5	1024.5	1026.1	1026.7
351	1851	4	27	21	12.0	28050	1025.6	1023.6	1025.2	1025.8
352	1851	4	28	9	8.0	28043	1023.5	1022.1	1023.7	1024.3
353	1851	4	28	16	11.0	28037	1021.7	1019.8	1021.4	1022.0
354	1851	4	28	21	12.0	28035	1021.1	1019.1	1020.7	1021.3
355	1851	4	29	9	10.0	28029	1019.3	1017.6	1019.2	1019.8
356	1851	4	29	16	17.0	28026	1018.4	1015.5	1017.1	1017.7
357	1851	4	29	21	15.0	28026	1018.4	1015.9	1017.5	1018.1
358	1851	4	30	9	10.0	28030	1019.6	1017.9	1019.5	1020.1
359	1851	4	30	16	16.0	28040	1022.6	1019.9	1021.5	1022.1
360	1851	4	30	21	15.0	28048	1025.0	1022.5	1024.1	1024.7
361	1851	5	1	9	10.0	28060	1028.6	1026.9	1028.5	1029.1
362	1851	5	1	16	15.0	28063	1029.5	1027.0	1028.6	1029.2
363	1851	5	1	21	13.0	28057	1027.7	1025.5	1027.1	1027.7
364	1851	5	2	9	10.0	28061	1028.9	1027.2	1028.8	1029.4
365	1851	5	2	16	13.0	28053	1026.5	1024.3	1025.9	1026.5
366	1851	5	2	21	14.0	28063	1029.5	1027.1	1028.7	1029.3
367	1851	5	3	9	10.0	28037	1021.7	1020.0	1021.6	1022.2
368	1851	5	3	16	18.0	28035	1021.1	1018.0	1019.6	1020.2
369	1851	5	3	21	15.0	28034	1020.8	1018.3	1019.9	1020.5
370	1851	5	4	9	14.0	28031	1019.9	1017.5	1019.1	1019.7
371	1851	5	4	16	19.0	28034	1020.8	1017.6	1019.2	1019.8
372	1851	5	4	21	19.0	28038	1022.0	1018.8	1020.4	1021.0
373	1851	5	5	9	15.0	28029	1019.3	1016.8	1018.4	1019.0
374	1851	5	5	16	16.0	28026	1018.4	1015.7	1017.3	1017.9
375	1851	5	5	21	16.0	28024	1017.7	1015.0	1016.6	1017.2
376	1851	5	6	9	16.0	28020	1016.5	1013.8	1015.4	1016.0
377	1851	5	6	16	19.0	28011	1013.8	1010.6	1012.2	1012.8
378	1851	5	6	21	17.0	27112	1008.1	1005.2	1006.8	1007.4
379	1851	5	7	9	12.0	27087	1000.6	998.6	1000.2	1000.8
380	1851	5	7	16	12.0	27079	998.2	996.2	997.8	998.4
381	1851	5	7	21	12.0	27093	1002.4	1000.4	1002.0	1002.6
382	1851	5	8	9	13.0	27111	1007.8	1005.6	1007.2	1007.8
