1862,11,11,Tuesday,DWR_1862_11-9.jpg
NAIRN,29.14,33,,
ABERDEEN,29.21,33,,
LEITH,29.28,37,,
BERWICK,29.29,41,,
COPENHAGEN,999,999,,
ARDROSSAN,29.27,39,,
PORTRUSH,29.38,37,,
SHIELDS,29.34,33,,
SCARBOROUGH,29.4,35,,
HELIGOLAND,29.49,45,,
LIVERPOOL,29.42,38,,
HOLYHEAD,29.42,41,,
GALWAY,29.57,38,,
HELDER,999,999,,
YARMOUTH,29.46,35,,
VALENTIA,29.7,39,,
QUEENSTOWN,29.67,38,,
LONDON,29.47,37,,
DOVER,29.45,39,,
PORTSMOUTH,29.47,39,,
WEYMOUTH,29.51,39,,
PORTLAND,999,999,,
PLYMOUTH,29.5,40,,
PENZANCE,29.58,42,,
JERSEY,29.56,38,,
BREST,999,999,,
LORIENT,999,999,,
ROCHEFORT,999,999,,
BAYONNE,999,999,,
LISBON,999,999,,
