1862,9,10,Wednesday,DWR_1862_09-8.jpg
NAIRN,29.9,45,,
ABERDEEN,29.91,51,,
LEITH,29.94,54,,
BERWICK,29.97,52,,
COPENHAGEN,29.97,62,,
ARDROSSAN,29.94,55,,
PORTRUSH,29.98,58,,
SHIELDS,29.96,50,,
SCARBOROUGH,29.97,54,,
HELIGOLAND,29.96,60,,
LIVERPOOL,30.02,56,,
HOLYHEAD,30.01,57,,
GALWAY,30.07,53,,
HELDER,29.86,58,,
YARMOUTH,29.91,58,,
VALENTIA,30.16,58,,
QUEENSTOWN,30.1,54,,
LONDON,29.95,57,,
DOVER,29.9,61,,
PORTSMOUTH,29.9,57,,
WEYMOUTH,29.97,56,,
PORTLAND,999,999,,
PLYMOUTH,30.01,57,,
PENZANCE,30.05,57,,
JERSEY,29.97,60,,
BREST,29.97,57,,
LORIENT,999,999,,
ROCHEFORT,999,999,,
BAYONNE,999,999,,
LISBON,30.02,69,,
