1862,12,26,Friday,DWR_1862_12-23.jpg
NAIRN,29.7,36,,
ABERDEEN,29.7,38,,
LEITH,29.85,43,,
BERWICK,29.89,46,,
COPENHAGEN,29.45,40,,
ARDROSSAN,30.01,45,,
PORTRUSH,30.1,43,,
SHIELDS,29.99,47,,
SCARBOROUGH,29.9,48,,
HELIGOLAND,29.9,44,,
LIVERPOOL,30.19,49,,
HOLYHEAD,30.23,49,,
GALWAY,30.34,50,,
HELDER,999,999,,
YARMOUTH,30.18,44,,
VALENTIA,30.4,48,,
QUEENSTOWN,30.4,50,,
LONDON,30.29,45,,
DOVER,30.34,44,,
PORTSMOUTH,30.39,46,,
WEYMOUTH,30.42,48,,
PORTLAND,999,999,,
PLYMOUTH,30.47,49,,
PENZANCE,30.5,48,,
JERSEY,30.52,50,,
BREST,30.57,50,,
LORIENT,30.51,52,,
ROCHEFORT,30.62,43,,
BAYONNE,999,47,,
LISBON,999,44,,
