1861,11,11,Monday,DWR_1861_11-9.jpg
NAIRN,29.05,43,,
ABERDEEN,29.18,42,,
LEITH,29.16,40,,
BERWICK,29.15,39,,
COPENHAGEN,29.63,43,,
ARDROSSAN,29.09,39,,
PORTRUSH,29.05,44,,
SHIELDS,29.32,39,,
SCARBOROUGH,29.3,39,,
HELIGOLAND,999,999,,
LIVERPOOL,29.28,41,,
HOLYHEAD,999,999,,
GALWAY,29.41,40,,
HELDER,29.55,44,,
YARMOUTH,29.58,40,,
VALENTIA,29.55,43,,
QUEENSTOWN,29.5,38,,
LONDON,29.59,41,,
DOVER,29.62,46,,
PORTSMOUTH,29.62,46,,
WEYMOUTH,999,999,,
PORTLAND,29.62,47,,
PLYMOUTH,29.6,46,,
PENZANCE,29.7,44,,
JERSEY,999,999,,
BREST,29.82,47,,
LORIENT,999,999,,
ROCHEFORT,999,999,,
BAYONNE,30.05,46,,
LISBON,999,999,,
