1861,5,8,Wednesday,DWR_1861_05-6.jpg
NAIRN,30.01,38,,
ABERDEEN,29.92,37,,
LEITH,29.98,44,,
BERWICK,29.92,46,,
COPENHAGEN,999,999,,
ARDROSSAN,30,43,,
PORTRUSH,30.05,44,,
SHIELDS,29.97,40,,
SCARBOROUGH,29.96,40,,
HELIGOLAND,999,999,,
LIVERPOOL,30.02,42,,
HOLYHEAD,999,999,,
GALWAY,29.99,48,,
HELDER,999,999,,
YARMOUTH,29.95,42,,
VALENTIA,29.93,51,,
QUEENSTOWN,29.93,51,,
LONDON,29.96,42,,
DOVER,29.93,45,,
PORTSMOUTH,29.93,43,,
WEYMOUTH,999,999,,
PORTLAND,29.91,41,,
PLYMOUTH,29.81,48,,
PENZANCE,29.85,53,,
JERSEY,29.88,53,,
BREST,999,999,,
LORIENT,999,999,,
ROCHEFORT,999,999,,
BAYONNE,999,999,,
LISBON,999,999,,
