1861,4,11,Thursday,DWR_1861_04-9.jpg
NAIRN,30.38,50,,
ABERDEEN,30.36,47,,
LEITH,30.42,52,,
BERWICK,30.41,49,,
COPENHAGEN,999,999,,
ARDROSSAN,30.49,48,,
PORTRUSH,30.47,48,,
SHIELDS,30.44,50,,
SCARBOROUGH,30.47,46,,
HELIGOLAND,999,999,,
LIVERPOOL,30.53,44,,
HOLYHEAD,999,999,,
GALWAY,30.47,54,,
HELDER,999,999,,
YARMOUTH,30.51,41,,
VALENTIA,30.53,52,,
QUEENSTOWN,30.48,48,,
LONDON,30.5,43,,
DOVER,30.47,49,,
PORTSMOUTH,30.49,42,,
WEYMOUTH,999,999,,
PORTLAND,30.5,45,,
PLYMOUTH,30.48,45,,
PENZANCE,30.51,48,,
JERSEY,999,999,,
BREST,999,999,,
LORIENT,999,999,,
ROCHEFORT,999,999,,
BAYONNE,999,999,,
LISBON,999,999,,
