1861,10,10,Thursday,DWR_1861_10-9.jpg
NAIRN,29.89,43,,
ABERDEEN,29.95,45,,
LEITH,29.97,54,,
BERWICK,30.01,50,,
COPENHAGEN,30.01,55,,
ARDROSSAN,29.97,53,,
PORTRUSH,29.92,49,,
SHIELDS,30.02,46,,
SCARBOROUGH,30.04,51,,
HELIGOLAND,999,999,,
LIVERPOOL,29.98,51,,
HOLYHEAD,999,999,,
GALWAY,29.85,51,,
HELDER,30.08,56,,
YARMOUTH,29.99,57,,
VALENTIA,29.72,55,,
QUEENSTOWN,29.81,56,,
LONDON,30.01,53,,
DOVER,30.01,61,,
PORTSMOUTH,29.98,61,,
WEYMOUTH,999,999,,
PORTLAND,29.93,60,,
PLYMOUTH,29.84,60,,
PENZANCE,29.81,59,,
JERSEY,999,999,,
BREST,29.74,61,,
LORIENT,999,999,,
ROCHEFORT,999,999,,
BAYONNE,29.79,69,,
LISBON,999,999,,
