1862,7,24,Thursday,DWR_1862_07-24.jpg
NAIRN,29.69,52,,
ABERDEEN,29.75,53,,
LEITH,999,55,,
BERWICK,29.83,53,,
COPENHAGEN,29.93,57,,
ARDROSSAN,29.61,56,,
PORTRUSH,29.63,53,,
SHIELDS,29.87,53,,
SCARBOROUGH,29.94,55,,
HELIGOLAND,29.95,55,,
LIVERPOOL,29.98,66,,
HOLYHEAD,29.79,58,,
GALWAY,29.73,61,,
HELDER,30.05,57,,
YARMOUTH,999,58,,
VALENTIA,29.83,59,,
QUEENSTOWN,29.86,62,,
LONDON,30.05,59,,
DOVER,30.07,61,,
PORTSMOUTH,30.06,60,,
WEYMOUTH,999,999,,
PORTLAND,30.06,60,,
PLYMOUTH,30.04,61,,
PENZANCE,30.09,62,,
JERSEY,30.16,62,,
BREST,30.17,59,,
LORIENT,999,999,,
ROCHEFORT,999,999,,
BAYONNE,999,69,,
LISBON,30.04,84,,
