1861,3,11,Monday,DWR_1861_03-8.jpg
NAIRN,28.91,33,,
ABERDEEN,28.92,36,,
LEITH,29.03,38,,
BERWICK,28.95,41,,
COPENHAGEN,29.09,39,,
ARDROSSAN,29.1,39,,
PORTRUSH,29.15,38,,
SHIELDS,29.06,37,,
SCARBOROUGH,29.12,40,,
HELIGOLAND,999,999,,
LIVERPOOL,29.28,41,,
HOLYHEAD,999,999,,
GALWAY,29.46,40,,
HELDER,29.24,42,,
YARMOUTH,29.26,41,,
VALENTIA,999,999,,
QUEENSTOWN,29.53,42,,
LONDON,29.35,44,,
DOVER,29.38,45,,
PORTSMOUTH,29.38,41,,
WEYMOUTH,999,999,,
PORTLAND,29.51,44,,
PLYMOUTH,29.56,43,,
PENZANCE,29.71,43,,
JERSEY,29.71,42,,
BREST,29.83,47,,
LORIENT,999,999,,
ROCHEFORT,999,999,,
BAYONNE,30.19,54,,
LISBON,30.29,59,,
