1861,8,22,Thursday,DWR_1861_08-19.jpg
NAIRN,30.01,54,,
ABERDEEN,30.07,56,,
LEITH,29.97,56,,
BERWICK,30.09,57,,
COPENHAGEN,999,999,,
ARDROSSAN,30.02,58,,
PORTRUSH,29.95,58,,
SHIELDS,30.15,57,,
SCARBOROUGH,30.19,56,,
HELIGOLAND,999,999,,
LIVERPOOL,30.19,59,,
HOLYHEAD,999,999,,
GALWAY,30.01,61,,
HELDER,999,999,,
YARMOUTH,30.28,59,,
VALENTIA,30.09,59,,
QUEENSTOWN,30.13,60,,
LONDON,30.29,57,,
DOVER,30.28,67,,
PORTSMOUTH,30.31,60,,
WEYMOUTH,999,999,,
PORTLAND,30.32,61,,
PLYMOUTH,30.29,62,,
PENZANCE,30.33,63,,
JERSEY,999,999,,
BREST,999,999,,
LORIENT,999,999,,
ROCHEFORT,999,999,,
BAYONNE,999,999,,
LISBON,999,999,,
