Daily corrected cloud cover in the evening, 1900-1909 (oktas).
Column 1 - date, column 2 Jan, column 3 Feb, column 4 March etc.
Key: -999 date does not exist, -888 data unavailable, *** data cannot be read.

1900                         
  1        8.0        8.0  	 8.0  	    8.0        8.0  	  0.0	     7.2   	7.2  	   5.6        8.0  	 8.0  	    8.0  
  2        6.4        0.0  	 8.0  	    0.0        8.0  	  0.0	     6.4   	8.0  	   0.0        2.4  	 8.0  	    7.2  
  3        8.0        8.0  	 3.2  	    7.2        0.0  	  0.8	     2.4   	7.2  	   7.2        8.0  	 8.0  	    8.0  
  4        0.0        5.6  	 7.2  	    0.0        8.0  	  8.0	     8.0   	8.0  	   8.0        8.0  	 6.4  	    7.2  
  5        8.0        7.2  	 8.0  	    0.0        1.6  	  5.6	     7.2   	3.2  	   3.2        1.6  	 8.0  	    6.4  
  6        4.8        5.6  	 8.0  	    2.4        8.0  	  8.0	     0.0   	8.0  	   6.4        8.0  	 8.0  	    6.4  
  7        8.0        0.0  	 8.0  	    8.0        1.6  	  7.2	     0.8   	2.4  	   6.4        8.0  	 3.2  	    8.0  
  8        8.0        8.0  	 8.0  	    8.0        8.0  	  8.0	     8.0   	6.4  	   8.0        8.0  	 7.2  	    8.0  
  9        8.0        8.0  	 8.0  	    1.6        0.0  	  8.0	     8.0   	8.0  	   8.0        6.4  	 3.2  	    0.0  
 10        8.0        7.2  	 6.4  	    8.0        8.0  	  8.0	     0.8   	0.8  	   5.6        0.8  	 6.4  	    8.0  
 11        8.0        0.0  	 6.4  	    2.4        8.0  	  1.6	     8.0   	8.0  	   0.0        7.2  	 8.0  	    8.0  
 12        6.4        8.0  	 8.0  	    8.0        8.0  	  8.0	     7.2   	1.6  	   0.0        7.2  	 8.0  	    6.4  
 13        8.0        3.2  	 0.0  	    7.2        3.2  	  7.2	     8.0   	0.0  	   0.0        3.2  	 8.0  	    5.6  
