Halfweg (Huize Zwanenburg)(42_G) "52° 23'" NB "4° 45'" OL  9999.9 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 FK  Windkracht  :  Meestal in Bft  (Onbekend). ;  FK  Wind power  :  usual in Bft  (Unknown).
 TA  Temp anomalie  :  Afwijking van klimatologoie  (0.1 Celcius). ;  TA  Temp anomaly  :  Relative to climatology  (0.1 Celcius).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).

DATUM,tijd,DD,Q_DD,FK,Q_FK,TA,Q_TA,T,Q_T
18510615,1300,ZW,0,,,,,183,0
18510615,2200,ZW,0,5,0,,,144,0
18510616,700,ZW,0,4,0,,,161,0
18510616,1300,ZZW,0,,,,,183,0
18510616,2200,ZW,0,3,0,,,150,0
18510617,700,W,0,5,0,,,128,0
18510617,1300,NW,0,,,,,142,0
18510617,2200,NW,0,4,0,,,114,0
18510618,700,NW,0,4,0,,,117,0
18510618,1300,WZW,0,,,,,158,0
18510618,2200,W,0,2,0,,,133,0
18510619,700,ZW,0,3,0,,,158,0
18510619,1300,WZW,0,,,,,183,0
18510619,2200,ZW,0,2,0,,,155,0
18510620,700,W,0,2,0,,,153,0
18510620,1300,ZW,0,,,,,211,0
18510620,2200,NO,0,2,0,,,153,0
18510621,700,ZO,0,2,0,,,178,0
18510621,1300,ZO,0,,,,,239,0
18510621,2200,Z,0,2,0,,,211,0
18510622,700,ZW,0,2,0,,,183,0
18510622,1300,Z,0,,,,,203,0
18510622,2200,W,0,2,0,,,133,0
18510623,700,WZW,0,2,0,,,139,0
18510623,1300,NW,0,,,,,142,0
18510623,2200,NW,0,2,0,,,111,0
18510624,700,WZW,0,2,0,,,139,0
18510624,1300,W,0,,,,,155,0
18510624,2200,WZW,0,2,0,,,139,0
18510625,700,W,0,2,0,,,168,0
18510625,1300,W,0,,,,,197,0
18510625,2200,W,0,2,0,,,144,0
18510626,700,ZW,0,,,,,178,0
18510626,1300,ZW,0,,,,,217,0
18510626,2200,NW,0,1,0,,,175,0
18510627,700,ZW,0,,,,,180,0
18510627,1300,NW,0,,,,,217,0
18510627,2200,NO,0,2,0,,,183,0
18510628,700,O,0,2,0,,,178,0
18510628,1300,NO,0,,,,,197,0
18510628,2200,NO,0,2,0,,,178,0
18510629,700,NO,0,2,0,,,166,0
18510629,1300,NO,0,,,,,200,0
18510629,2200,NO,0,3,0,,,178,0
18510630,700,O,0,2,0,,,180,0
18510630,1300,NO,0,,,,,228,0
18510630,2200,NO,0,2,0,,,200,0
18510701,700,O,0,2,0,,,189,0
18510701,1300,O,0,,,,,244,0
18510701,2200,O,0,2,0,,,211,0
18510702,700,ONO,0,2,0,,,208,0
18510702,1300,ONO,0,,,,,247,0
18510702,2200,NNW,0,5,0,,,186,0
18510703,700,NO,0,4,0,,,178,0
18510703,1300,NNO,0,,,,,189,0
18510703,2200,NNW,0,4,0,,,150,0
18510704,700,NW,0,4,0,,,155,0
18510704,1300,NW,0,,,,,158,0
18510704,2200,N,0,4,0,,,133,0
18510705,700,NW,0,2,0,,,128,0
18510705,1300,NW,0,,,,,164,0
18510705,2200,ZW,0,2,0,,,128,0
18510706,700,NW,0,2,0,,,150,0
18510706,1300,NW,0,,,,,166,0
18510706,2200,WNW,0,2,0,,,147,0
18510707,700,WZW,0,2,0,,,161,0
18510707,1300,ZW,0,,,,,178,0
18510707,2200,ZW,0,2,0,,,166,0
18510708,700,ZW,0,2,0,,,166,0
18510708,1300,ZW,0,,,,,155,0
18510708,2200,NNW,0,4,0,,,133,0
18510709,700,NW,0,3,0,,,136,0
18510709,1300,W,0,,,,,155,0
18510709,2200,ZZO,0,2,0,,,139,0
18510710,700,NW,0,2,0,,,136,0
18510710,1300,ZW,0,,,,,191,0
18510710,2200,NW,0,7,0,,,133,0
18510711,700,NW,0,4,0,,,122,0
18510711,1300,NW,0,,,,,153,0
18510711,2200,ZW,0,2,0,,,133,0
18510712,700,WZW,0,2,0,,,150,0
18510712,1300,WNW,0,,,,,178,0
18510712,2200,ZW,0,2,0,,,166,0
18510713,700,ZW,0,2,0,,,172,0
18510713,1300,WZW,0,,,,,194,0
18510713,2200,ZW,0,2,0,,,166,0
18510714,700,Z,0,3,0,,,155,0
18510714,1300,Z,0,,,,,172,0
18510714,2200,ZW,0,5,0,,,161,0
18510715,700,WZW,0,3,0,,,150,0
18510715,1300,ZW,0,,,,,172,0
18510715,2200,ZW,0,2,0,,,139,0
18510716,700,WNW,0,2,0,,,133,0
18510716,1300,W,0,,,,,158,0
18510716,2200,NW,0,2,0,,,122,0
18510717,700,NW,0,,,,,144,0
18510717,1300,NW,0,,,,,178,0
18510717,2200,NNO,0,3,0,,,133,0
18510718,700,N,0,2,0,,,130,0
18510718,1300,N,0,,,,,166,0
18510718,2200,NNW,0,3,0,,,133,0
18510719,700,Z,0,2,0,,,144,0
18510719,1300,ZW,0,,,,,200,0
18510719,2200,ZO,0,,,,,150,0
18510720,700,ZO,0,,,,,166,0
18510720,1300,ZZW,0,,,,,197,0
18510720,2200,ZZO,0,4,0,,,178,0
18510721,700,ZW,0,2,0,,,166,0
18510721,1300,W,0,,,,,183,0
18510721,2200,WZW,0,2,0,,,161,0
18510722,700,ZZW,0,,,,,164,0
18510722,1300,NNW,0,,,,,191,0
18510722,2200,NNO,0,2,0,,,161,0
18510723,700,ONO,0,2,0,,,164,0
18510723,1300,NO,0,,,,,205,0
18510723,2200,O,0,3,0,,,178,0
18510724,700,ZW,0,4,0,,,175,0
18510724,1300,ZW,0,,,,,175,0
18510724,2200,ZW,0,6,0,,,139,0
18510725,700,ZW,0,4,0,,,155,0
18510725,1300,ZW,0,,,,,172,0
18510725,2200,W,0,,,,,150,0
18510726,700,ZW,0,2,0,,,158,0
18510726,1300,NW,0,,,,,164,0
18510726,2200,WNW,0,2,0,,,130,0
18510727,700,W,0,3,0,,,136,0
18510727,1300,ZW,0,,,,,166,0
18510727,2200,ZW,0,2,0,,,155,0
18510728,700,ZW,0,3,0,,,161,0
18510728,1300,ZW,0,,,,,222,0
18510728,2200,ZW,0,2,0,,,189,0
18510729,700,ZZO,0,2,0,,,183,0
18510729,1300,Z,0,,,,,222,0
18510729,2200,W,0,,,,,183,0
18510730,700,N,0,2,0,,,183,0
18510730,1300,N,0,,,,,200,0
18510730,2200,NNW,0,3,0,,,178,0
18510731,700,NW,0,2,0,,,172,0
18510731,1300,NW,0,,,,,178,0
18510731,2200,NW,0,2,0,,,147,0
18510801,700,ZW,0,2,0,,,183,0
18510801,1300,ZW,0,,,,,222,0
18510801,2200,WZW,0,2,0,,,172,0
18510802,700,N,0,2,0,,,155,0
18510802,1300,N,0,,,,,189,0
18510802,2200,NW,0,2,0,,,172,0
18510803,700,Z,0,,,,,178,0
18510803,1300,ZW,0,,,,,222,0
18510803,2200,ZW,0,,,,,178,0
18510804,700,ZW,0,2,0,,,180,0
18510804,1300,ZW,0,,,,,222,0
18510804,2200,N,0,5,0,,,166,0
18510805,700,ONO,0,4,0,,,155,0
18510805,1300,NO,0,,,,,178,0
18510805,2200,ONO,0,4,0,,,158,0
18510806,700,NO,0,3,0,,,150,0
18510806,1300,N,0,,,,,166,0
18510806,2200,NO,0,4,0,,,161,0
18510807,700,NO,0,2,0,,,178,0
18510807,1300,NO,0,,,,,222,0
18510807,2200,ONO,0,2,0,,,186,0
18510808,700,ONO,0,4,0,,,183,0
18510808,1300,ONO,0,,,,,219,0
18510808,2200,NO,0,4,0,,,194,0
18510809,700,N,0,2,0,,,178,0
18510809,1300,N,0,,,,,216,0
18510809,2200,N,0,3,0,,,158,0
18510810,700,NNW,0,2,0,,,155,0
18510810,1300,NW,0,,,,,166,0
18510810,2200,WNW,0,2,0,,,153,0
18510811,700,NW,0,,,,,155,0
18510811,1300,N,0,,,,,194,0
18510811,2200,NW,0,1,0,,,155,0
18510812,700,W,0,,,,,166,0
18510812,1300,Z,0,,,,,216,0
18510812,2200,O,0,1,0,,,166,0
18510813,700,ZO,0,2,0,,,178,0
18510813,1300,ZZO,0,,,,,247,0
18510813,2200,OZO,0,1,0,,,211,0
18510814,700,Z,0,2,0,,,183,0
18510814,1300,ZZW,0,,,,,222,0
18510814,2200,ZW,0,2,0,,,178,0
18510815,700,WZW,0,2,0,,,183,0
18510815,1300,WZW,0,,,,,211,0
18510815,2200,W,0,,,,,166,0
18510816,700,ZW,0,,,,,183,0
18510816,1300,ZW,0,,,,,216,0
18510816,2200,ZW,0,,,,,180,0
18510817,700,ZW,0,2,0,,,191,0
18510817,1300,ZW,0,,,,,211,0
18510817,2200,W,0,,,,,183,0
18510818,700,W,0,2,0,,,172,0
18510818,1300,NNW,0,,,,,166,0
18510818,2200,NW,0,4,0,,,144,0
18510819,700,NW,0,2,0,,,155,0
18510819,1300,NW,0,,,,,183,0
18510819,2200,NW,0,1,0,,,158,0
18510820,700,ZW,0,,,,,155,0
18510820,1300,ZW,0,,,,,183,0
18510820,2200,W,0,,,,,166,0
18510821,700,ZW,0,2,0,,,175,0
18510821,1300,ZW,0,,,,,222,0
18510821,2200,ZW,0,2,0,,,178,0
18510822,700,WZW,0,2,0,,,183,0
18510822,1300,WZW,0,,,,,225,0
18510822,2200,ZW,0,3,0,,,189,0
18510823,700,ZW,0,2,0,,,189,0
18510823,1300,ZW,0,,,,,230,0
18510823,2200,W,0,,,,,178,0
18510824,700,ZW,0,2,0,,,166,0
18510824,1300,ZW,0,,,,,211,0
18510824,2200,ZW,0,4,0,,,178,0
18510825,700,W,0,4,0,,,144,0
18510825,1300,W,0,,,,,178,0
18510825,2200,ZW,0,1,0,,,147,0
18510826,700,Z,0,2,0,,,150,0
18510826,1300,ZZW,0,,,,,189,0
18510826,2200,ZZW,0,4,0,,,144,0
18510827,700,WZW,0,4,0,,,155,0
18510827,1300,WZW,0,,,,,186,0
18510827,2200,WZW,0,4,0,,,144,0
18510828,700,ZW,0,2,0,,,139,0
18510828,1300,N,0,,,,,150,0
18510828,2200,WNW,0,3,0,,,128,0
18510829,700,N,0,4,0,,,116,0
18510829,1300,N,0,,,,,141,0
18510829,2200,NW,0,1,0,,,125,0
18510830,700,N,0,4,0,,,122,0
18510830,1300,N,0,,,,,161,0
18510830,2200,NW,0,5,0,,,128,0
18510831,700,NNW,0,,,,,130,0
18510831,1300,NW,0,,,,,208,0
18510831,2200,NW,0,1,0,,,122,0
18510901,700,ZZW,0,,,,,144,0
18510901,1300,NW,0,,,,,161,0
18510901,2200,NW,0,1,0,,,150,0
18510902,700,W,0,,,,,158,0
18510902,1300,NW,0,,,,,180,0
18510902,2200,NNW,0,2,0,,,155,0
18510903,700,NNW,0,2,0,,,153,0
18510903,1300,NNW,0,,,,,178,0
18510903,2200,NNW,0,4,0,,,150,0
18510904,700,NNW,0,4,0,,,144,0
18510904,1300,NNW,0,,,,,158,0
18510904,2200,NW,0,2,0,,,141,0
18510905,700,NW,0,2,0,,,150,0
18510905,1300,NW,0,,,,,172,0
18510905,2200,N,0,4,0,,,150,0
18510906,700,N,0,2,0,,,139,0
18510906,1300,N,0,,,,,150,0
18510906,2200,NW,0,3,0,,,133,0
18510907,700,N,0,2,0,,,139,0
18510907,1300,N,0,,,,,158,0
18510907,2200,NNW,0,4,0,,,128,0
18510908,700,N,0,2,0,,,133,0
18510908,1300,NNO,0,,,,,155,0
18510908,2200,NO,0,2,0,,,125,0
18510909,700,NO,0,2,0,,,114,0
18510909,1300,NO,0,,,,,164,0
18510909,2200,NW,0,2,0,,,128,0
18510910,700,NO,0,2,0,,,130,0
18510910,1300,N,0,,,,,155,0
18510910,2200,NNO,0,2,0,,,128,0
18510911,700,ZO,0,,,,,128,0
18510911,1300,NW,0,,,,,166,0
18510911,2200,NW,0,2,0,,,128,0
18510912,700,NW,0,,,,,139,0
18510912,1300,NW,0,,,,,164,0
18510912,2200,NW,0,2,0,,,150,0
18510913,700,NNW,0,2,0,,,155,0
18510913,1300,NW,0,,,,,169,0
18510913,2200,NW,0,2,0,,,139,0
18510914,700,N,0,,,,,144,0
18510914,1300,NW,0,,,,,161,0
18510914,2200,N,0,,,,,139,0
18510915,700,N,0,2,0,,,141,0
18510915,1300,N,0,,,,,166,0
18510915,2200,N,0,4,0,,,136,0
18510916,700,N,0,2,0,,,141,0
18510916,1300,N,0,,,,,166,0
18510916,2200,N,0,3,0,,,147,0
18510917,700,N,0,2,0,,,128,0
18510917,1300,N,0,,,,,155,0
18510917,2200,NO,0,4,0,,,139,0
18510918,700,NO,0,4,0,,,133,0
18510918,1300,NO,0,,,,,150,0
18510918,2200,NO,0,3,0,,,130,0
18510919,700,NO,0,3,0,,,128,0
18510919,1300,NO,0,,,,,161,0
18510919,2200,NO,0,2,0,,,139,0
18510920,700,NO,0,2,0,,,139,0
18510920,1300,NO,0,,,,,166,0
18510920,2200,NNO,0,4,0,,,155,0
18510921,700,NO,0,5,0,,,153,0
18510921,1300,NO,0,,,,,175,0
18510921,2200,NNO,0,4,0,,,158,0
18510922,700,N,0,3,0,,,155,0
18510922,1300,N,0,,,,,166,0
18510922,2200,NNW,0,2,0,,,133,0
18510923,700,N,0,,,,,141,0
18510923,1300,ZW,0,,,,,180,0
18510923,2200,NW,0,2,0,,,153,0
18510924,700,NO,0,2,0,,,122,0
18510924,1300,NO,0,,,,,166,0
18510924,2200,NW,0,,,,,136,0
18510925,700,WNW,0,,,,,150,0
18510925,1300,Z,0,,,,,172,0
18510925,2200,ZZO,0,4,0,,,150,0
18510926,700,ZW,0,3,0,,,111,0
18510926,1300,ZW,0,,,,,128,0
18510926,2200,ZW,0,6,0,,,94,0
18510927,700,Z,0,6,0,,,78,0
18510927,1300,ZZW,0,,,,,122,0
18510927,2200,ZZW,0,5,0,,,100,0
18510928,700,ZW,0,2,0,,,94,0
18510928,1300,NW,0,,,,,136,0
18510928,2200,NW,0,2,0,,,100,0
18510929,700,N,0,,,,,100,0
18510929,1300,N,0,,,,,136,0
18510929,2200,N,0,2,0,,,94,0
18510930,700,Z,0,2,0,,,100,0
18510930,1300,ZZO,0,,,,,147,0
18510930,2200,ZO,0,4,0,,,125,0
18511001,700,Z,0,2,0,,,114,0
18511001,1300,Z,0,,,,,169,0
18511001,2200,ZO,0,5,0,,,144,0
18511002,700,Z,0,4,0,,,122,0
18511002,1300,Z,0,,,,,166,0
18511002,2200,ZO,0,4,0,,,111,0
18511003,700,ZZO,0,4,0,,,94,0
18511003,1300,ZZO,0,,,,,150,0
18511003,2200,ZO,0,4,0,,,116,0
18511004,700,ZO,0,3,0,,,97,0
18511004,1300,ZZO,0,,,,,155,0
18511004,2200,ZW,0,2,0,,,122,0
18511005,700,Z,0,3,0,,,100,0
18511005,1300,Z,0,,,,,147,0
18511005,2200,ZW,0,4,0,,,105,0
18511006,700,Z,0,4,0,,,100,0
18511006,1300,ZW,0,,,,,144,0
18511006,2200,ZZW,0,2,0,,,94,0
18511007,700,ZW,0,2,0,,,100,0
18511007,1300,ZW,0,,,,,144,0
18511007,2200,ZW,0,2,0,,,133,0
18511008,700,WZW,0,2,0,,,111,0
18511008,1300,WZW,0,,,,,100,0
18511008,2200,NW,0,2,0,,,100,0
18511009,700,Z,0,2,0,,,83,0
18511009,1300,ZZO,0,,,,,111,0
18511009,2200,ZO,0,3,0,,,103,0
18511010,700,ZZO,0,,,,,105,0
18511010,1300,Z,0,,,,,144,0
18511010,2200,W,0,,,,,116,0
18511011,700,ZW,0,2,0,,,125,0
18511011,1300,ZW,0,,,,,150,0
18511011,2200,ZW,0,2,0,,,122,0
18511012,700,WNW,0,2,0,,,133,0
18511012,1300,ZW,0,,,,,164,0
18511012,2200,ZZW,0,2,0,,,128,0
18511013,700,ZW,0,2,0,,,128,0
18511013,1300,ZW,0,,,,,166,0
18511013,2200,ZW,0,4,0,,,139,0
18511014,700,ZW,0,2,0,,,139,0
18511014,1300,ZW,0,,,,,164,0
18511014,2200,O,0,,,,,133,0
18511015,700,ZW,0,3,0,,,122,0
18511015,1300,ZW,0,,,,,153,0
18511015,2200,ZW,0,2,0,,,122,0
18511016,700,ZW,0,3,0,,,100,0
18511016,1300,ZW,0,,,,,125,0
18511016,2200,ZW,0,2,0,,,83,0
18511017,700,ZW,0,2,0,,,72,0
18511017,1300,ZW,0,,,,,111,0
18511017,2200,NW,0,2,0,,,100,0
18511018,700,ZW,0,2,0,,,72,0
18511018,1300,ZW,0,,,,,122,0
18511018,2200,ZZW,0,4,0,,,108,0
18511019,700,ZW,0,4,0,,,105,0
18511019,1300,ZW,0,,,,,139,0
18511019,2200,ZW,0,2,0,,,133,0
18511020,700,ZW,0,2,0,,,83,0
18511020,1300,ZW,0,,,,,150,0
18511020,2200,ZW,0,,,,,133,0
18511021,700,ZO,0,,,,,125,0
18511021,1300,O,0,,,,,155,0
18511021,2200,O,0,1,0,,,128,0
18511022,700,ZO,0,2,0,,,111,0
18511022,1300,ZZO,0,,,,,144,0
18511022,2200,ZW,0,1,0,,,111,0
18511023,700,ZW,0,,,,,111,0
18511023,1300,ZW,0,,,,,139,0
18511023,2200,O,0,2,0,,,111,0
18511024,700,N,0,2,0,,,111,0
18511024,1300,N,0,,,,,133,0
18511024,2200,NNW,0,2,0,,,122,0
18511025,700,NNW,0,2,0,,,111,0
18511025,1300,NNW,0,,,,,133,0
18511025,2200,NO,0,2,0,,,89,0
18511026,700,Z,0,,,,,44,0
18511026,1300,ZW,0,,,,,133,0
18511026,2200,ZW,0,3,0,,,116,0
18511027,700,ZW,0,2,0,,,122,0
18511027,1300,NW,0,,,,,141,0
18511027,2200,NW,0,3,0,,,119,0
18511028,700,WNW,0,,,,,100,0
18511028,1300,WZW,0,,,,,122,0
18511028,2200,ZW,0,4,0,,,116,0
18511029,700,ZW,0,2,0,,,94,0
18511029,1300,ZW,0,,,,,105,0
18511029,2200,ZW,0,2,0,,,78,0
18511030,700,NW,0,4,0,,,55,0
18511030,1300,W,0,,,,,100,0
18511030,2200,WNW,0,1,0,,,69,0
18511031,700,W,0,2,0,,,72,0
18511031,1300,WNW,0,,,,,100,0
18511031,2200,NW,0,2,0,,,66,0
18511101,700,ZW,0,2,0,,,58,0
18511101,1300,ZW,0,,,,,78,0
18511101,2200,ZW,0,2,0,,,66,0
18511102,700,Z,0,3,0,,,44,0
18511102,1300,Z,0,,,,,86,0
18511102,2200,WNW,0,3,0,,,75,0
18511103,700,W,0,4,0,,,50,0
18511103,1300,NW,0,,,,,58,0
18511103,2200,NW,0,4,0,,,61,0
18511104,700,W,0,2,0,,,33,0
18511104,1300,Z,0,,,,,89,0
18511104,2200,NW,0,2,0,,,41,0
18511105,700,NW,0,4,0,,,72,0
18511105,1300,NW,0,,,,,78,0
18511105,2200,NW,0,6,0,,,83,0
18511106,700,NW,0,5,0,,,66,0
18511106,1300,NW,0,,,,,78,0
18511106,2200,NW,0,2,0,,,66,0
18511107,700,ZO,0,2,0,,,33,0
18511107,1300,O,0,,,,,72,0
18511107,2200,NO,0,2,0,,,61,0
18511108,700,N,0,2,0,,,44,0
18511108,1300,NW,0,,,,,83,0
18511108,2200,NW,0,1,0,,,66,0
18511109,700,NW,0,2,0,,,33,0
18511109,1300,ZZW,0,,,,,78,0
18511109,2200,Z,0,2,0,,,50,0
18511110,700,ZO,0,3,0,,,33,0
18511110,1300,ZO,0,,,,,58,0
18511110,2200,O,0,2,0,,,44,0
18511111,700,ZW,0,2,0,,,39,0
18511111,1300,W,0,,,,,83,0
18511111,2200,WNW,0,1,0,,,69,0
18511112,700,NW,0,1,0,,,47,0
18511112,1300,NNW,0,,,,,89,0
18511112,2200,NW,0,1,0,,,66,0
18511113,700,W,0,2,0,,,72,0
18511113,1300,ZW,0,,,,,100,0
18511113,2200,ZW,0,2,0,,,89,0
18511114,700,NW,0,4,0,,,55,0
18511114,1300,WNW,0,,,,,58,0
18511114,2200,NW,0,1,0,,,30,0
18511115,700,W,0,2,0,,,16,0
18511115,1300,W,0,,,,,55,0
18511115,2200,W,0,2,0,,,44,0
18511116,700,ZW,0,2,0,,,44,0
18511116,1300,NW,0,,,,,53,0
18511116,2200,NW,0,5,0,,,33,0
18511117,700,NW,0,7,0,,,22,0
18511117,1300,NW,0,,,,,44,0
18511117,2200,Z,0,1,0,,,3,0
18511118,700,W,0,2,0,,,8,0
18511118,1300,NW,0,,,,,25,0
18511118,2200,WNW,0,2,0,,,19,0
18511119,700,ZW,0,2,0,,,3,0
18511119,1300,Z,0,,,,,19,0
18511119,2200,W,0,2,0,,,8,0
18511120,700,N,0,2,0,,,5,0
18511120,1300,NO,0,,,,,11,0
18511120,2200,NW,0,1,0,,,-8,0
18511121,700,ZW,0,2,0,,,33,0
18511121,1300,ZW,0,,,,,47,0
18511121,2200,NW,0,4,0,,,61,0
18511122,700,N,0,5,0,,,39,0
18511122,1300,NW,0,,,,,44,0
18511122,2200,NO,0,2,0,,,33,0
18511123,700,N,0,2,0,,,22,0
18511123,1300,NO,0,,,,,33,0
18511123,2200,ZZO,0,2,0,,,11,0
18511124,700,ZO,0,4,0,,,5,0
18511124,1300,ZO,0,,,,,5,0
18511124,2200,ZZO,0,3,0,,,3,0
18511125,700,ZO,0,2,0,,,0,0
18511125,1300,ZZO,0,,,,,5,0
18511125,2200,ZO,0,2,0,,,3,0
18511126,700,NO,0,,,,,0,0
18511126,1300,NO,0,,,,,5,0
18511126,2200,NNO,0,2,0,,,0,0
18511127,700,NW,0,2,0,,,0,0
18511127,1300,WZW,0,,,,,39,0
18511127,2200,NW,0,2,0,,,44,0
18511128,700,WNW,0,2,0,,,50,0
18511128,1300,NW,0,,,,,55,0
18511128,2200,NW,0,2,0,,,55,0
18511129,700,N,0,2,0,,,61,0
18511129,1300,N,0,,,,,72,0
18511129,2200,NW,0,2,0,,,50,0
18511130,700,WZW,0,2,0,,,28,0
18511130,1300,NW,0,,,,,55,0
18511130,2200,NNW,0,1,0,,,16,0
18511201,700,W,0,2,0,,,22,0
18511201,1300,Z,0,,,,,44,0
18511201,2200,NW,0,2,0,,,50,0
18511202,2400,,,,,2,0,,
18511203,2400,,,,,3,0,,
18511204,2400,,,,,3,0,,
18511205,2400,,,,,7,0,,
18511206,2400,,,,,41,0,,
18511207,2400,,,,,28,0,,
18511208,2400,,,,,19,0,,
18511209,2400,,,,,29,0,,
18511210,2400,,,,,55,0,,
18511211,2400,,,,,39,0,,
18511212,2400,,,,,-10,0,,
18511213,2400,,,,,-11,0,,
18511214,2400,,,,,-5,0,,
18511215,2400,,,,,-10,0,,
18511216,2400,,,,,-15,0,,
18511217,2400,,,,,6,0,,
18511218,2400,,,,,-6,0,,
18511219,2400,,,,,-17,0,,
18511220,2400,,,,,4,0,,
18511221,2400,,,,,2,0,,
18511222,2400,,,,,6,0,,
18511223,2400,,,,,-11,0,,
18511224,2400,,,,,-5,0,,
18511225,2400,,,,,8,0,,
18511226,2400,,,,,5,0,,
18511227,2400,,,,,8,0,,
18511228,2400,,,,,1,0,,
18511229,2400,,,,,0,0,,
18511230,2400,,,,,-2,0,,
18511231,2400,,,,,3,0,,
18520101,2400,,,,,-1,0,,
18520102,2400,,,,,-16,0,,
18520103,2400,,,,,12,0,,
18520104,2400,,,,,40,0,,
18520105,2400,,,,,20,0,,
18520106,2400,,,,,19,0,,
18520107,2400,,,,,33,0,,
18520108,2400,,,,,20,0,,
18520109,2400,,,,,41,0,,
18520110,2400,,,,,20,0,,
18520111,2400,,,,,45,0,,
18520112,2400,,,,,54,0,,
18520113,2400,,,,,45,0,,
18520114,2400,,,,,55,0,,
18520115,2400,,,,,76,0,,
18520116,2400,,,,,66,0,,
18520117,2400,,,,,46,0,,
18520118,2400,,,,,47,0,,
18520119,2400,,,,,15,0,,
18520120,2400,,,,,18,0,,
18520121,2400,,,,,51,0,,
18520122,2400,,,,,52,0,,
18520123,2400,,,,,113,0,,
18520124,2400,,,,,18,0,,
18520125,2400,,,,,37,0,,
18520126,2400,,,,,24,0,,
18520127,2400,,,,,15,0,,
18520128,2400,,,,,40,0,,
18520129,2400,,,,,2,0,,
18520130,2400,,,,,5,0,,
18520131,2400,,,,,-5,0,,
18520201,2400,,,,,52,0,,
18520202,2400,,,,,46,0,,
18520203,2400,,,,,41,0,,
18520204,2400,,,,,36,0,,
18520205,2400,,,,,60,0,,
18520206,2400,,,,,42,0,,
18520207,2400,,,,,33,0,,
18520208,2400,,,,,50,0,,
18520209,2400,,,,,29,0,,
18520210,2400,,,,,9,0,,
18520211,2400,,,,,-12,0,,
18520212,2400,,,,,-23,0,,
18520213,2400,,,,,-20,0,,
18520214,2400,,,,,-19,0,,
18520215,2400,,,,,6,0,,
18520216,2400,,,,,37,0,,
18520217,2400,,,,,40,0,,
18520218,2400,,,,,22,0,,
18520219,2400,,,,,-2,0,,
18520220,2400,,,,,-8,0,,
18520221,2400,,,,,2,0,,
18520222,2400,,,,,-2,0,,
18520223,2400,,,,,-27,0,,
18520224,2400,,,,,-37,0,,
18520225,2400,,,,,-38,0,,
18520226,2400,,,,,-43,0,,
18520227,2400,,,,,-14,0,,
18520228,2400,,,,,4,0,,
18520229,2400,,,,,-4,0,,
18520301,2400,,,,,-16,0,,
18520302,2400,,,,,-32,0,,
18520303,2400,,,,,-47,0,,
18520304,2400,,,,,-43,0,,
18520305,2400,,,,,-36,0,,
18520306,2400,,,,,-43,0,,
18520307,2400,,,,,-22,0,,
18520308,2400,,,,,-2,0,,
18520309,2400,,,,,2,0,,
18520310,2400,,,,,-2,0,,
18520311,2400,,,,,5,0,,
18520312,2400,,,,,2,0,,
18520313,2400,,,,,-16,0,,
18520314,2400,,,,,-37,0,,
18520315,2400,,,,,-14,0,,
18520316,2400,,,,,5,0,,
18520317,2400,,,,,-12,0,,
18520318,2400,,,,,-9,0,,
18520319,2400,,,,,-15,0,,
18520320,2400,,,,,-33,0,,
18520321,2400,,,,,-11,0,,
18520322,2400,,,,,-6,0,,
18520323,2400,,,,,7,0,,
18520324,2400,,,,,-9,0,,
18520325,2400,,,,,-26,0,,
18520326,2400,,,,,-31,0,,
18520327,2400,,,,,-31,0,,
18520328,2400,,,,,-16,0,,
18520329,2400,,,,,1,0,,
18520330,2400,,,,,45,0,,
18520331,2400,,,,,9,0,,
18520401,2400,,,,,-14,0,,
18520402,2400,,,,,-21,0,,
18520403,2400,,,,,-23,0,,
18520404,2400,,,,,-16,0,,
18520405,2400,,,,,7,0,,
18520406,2400,,,,,4,0,,
18520407,2400,,,,,-16,0,,
18520408,2400,,,,,-22,0,,
18520409,2400,,,,,-27,0,,
18520410,2400,,,,,-20,0,,
18520411,2400,,,,,-20,0,,
18520412,2400,,,,,-24,0,,
18520413,2400,,,,,-37,0,,
18520414,2400,,,,,-6,0,,
18520415,2400,,,,,-26,0,,
18520416,2400,,,,,-61,0,,
18520417,2400,,,,,-44,0,,
18520418,2400,,,,,-60,0,,
18520419,2400,,,,,-70,0,,
18520420,2400,,,,,-59,0,,
18520421,2400,,,,,-35,0,,
18520422,2400,,,,,-16,0,,
