Numansdorp(36_G) "51:44:33" NB "4:27:13" OL    -0.5 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. 

 N  Bedekkingsgraad  :  Bedekkingsgraad van de bovenlucht  (deca). ;  N  Cloudvover  :  Cloud of upper air   (decas).
 R6  Dagsom neerslag  :  dagsom  (0.1 mm). ;  R6  Daily precipitation  :  sum  (0.1 mm).
 T10  Grastemperatuur  :  Temperatuur op 10 cm boven de bodem  (0.1 Celcius). ;  T10  Gras temperature  :  at 10 cm above surface  (0.1 Celcius).
 TD  Maximum Temp  :  Maximum temparatuur  (0.1 Celcius). ;  TD  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).
 TN6  Minimum Temp  :  Minimum temparature sinds vorige meting   (0.1 Celcius). ;  TN6  Minimum Temp  :  Minimum temperature   (0.1 Celcius).
 TX6  Maximum Temp  :  Maximum temparature sinds vorige meting  (0.1 Celcius). ;  TX6  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 U  Relatieve Vochtigheid  :  Hoeveelheid vocht in de lucht in % van verzadiging  (%). ;  U  Rel Humidity  :  Amount of moist in the air as % of saturation  (%).
 SX  Sneeuwdikte  :  Kwalitatieve beschrijving  (code). ;  SX  Snowdepth  :  Qualitative description  (code).

DATUM,tijd,N,Q_N,R6,Q_R6,T10,Q_T10,TD,Q_TD,T,Q_T,TN6,Q_TN6,TX6,Q_TX6,U,Q_U,SX,Q_SX
19670810,1400,4,0,8,0,192,0,171,0,236,0,189,0,237,0,49,0,0,0
19670810,1900,9,0,0,0,175,0,153,0,180,0,179,0,240,0,74,0,0,0
19670811,800,10,0,0,0,145,0,163,0,175,0,150,0,182,0,88,0,0,0
19670811,1400,8,0,0,0,185,0,165,0,204,0,170,0,215,0,65,0,0,0
19670811,1900,9,0,0,0,182,0,155,0,185,0,185,0,214,0,71,0,0,0
19670812,800,10,0,6,0,143,0,140,0,158,0,148,0,186,0,81,0,0,0
19670812,1400,5,0,0,0,158,0,147,0,192,0,158,0,199,0,59,0,0,0
19670812,1900,9,0,0,0,141,0,136,0,152,0,143,0,195,0,83,0,0,0
19670813,800,10,0,86,0,134,0,138,0,149,0,138,0,152,0,88,0,0,0
19670813,1400,10,0,1,0,149,0,138,0,166,0,148,0,177,0,71,0,0,0
19670813,1900,3,0,2,0,153,0,130,0,160,0,158,0,173,0,69,0,0,0
19670814,800,9,0,2,0,114,0,120,0,144,0,117,0,160,0,74,0,0,0
19670814,1400,10,0,22,0,142,0,142,0,146,0,141,0,162,0,96,0,0,0
19670814,1900,9,0,19,0,144,0,150,0,160,0,142,0,160,0,89,0,0,0
19670815,800,9,0,2,0,144,0,146,0,166,0,150,0,174,0,79,0,0,0
19670815,1400,10,0,0,0,165,0,151,0,170,0,166,0,190,0,81,0,0,0
19670815,1900,10,0,153,0,160,0,183,0,186,0,160,0,186,0,97,0,0,0
19670816,800,6,0,55,0,155,0,157,0,173,0,162,0,189,0,84,0,0,0
19670816,1400,10,0,46,0,162,0,157,0,162,0,162,0,189,0,95,0,0,0
19670816,1900,8,0,10,0,159,0,147,0,163,0,161,0,168,0,83,0,0,0
19670817,800,8,0,0,0,133,0,142,0,159,0,139,0,163,0,82,0,0,0
19670817,1400,4,0,0,0,149,0,137,0,187,0,148,0,187,0,54,0,0,0
19670817,1900,9,0,0,0,165,0,143,0,170,0,170,0,192,0,73,0,0,0
19670818,800,3,0,0,0,136,0,143,0,160,0,138,0,170,0,82,0,0,0
19670818,1400,8,0,0,0,172,0,169,0,204,0,160,0,206,0,68,0,0,0
19670818,1900,9,0,0,0,159,0,150,0,170,0,168,0,207,0,80,0,0,0
19670819,800,9,0,3,0,149,0,158,0,170,0,155,0,171,0,88,0,0,0
19670819,1400,10,0,10,0,165,0,156,0,165,0,155,0,178,0,91,0,0,0
19670819,1900,10,0,73,0,149,0,150,0,152,0,150,0,169,0,98,0,0,0
19670820,800,9,0,2,0,58,0,125,0,140,0,92,0,152,0,84,0,0,0
19670820,1400,7,0,0,0,143,0,140,0,179,0,140,0,188,0,63,0,0,0
19670820,1900,3,0,0,0,129,0,132,0,146,0,146,0,192,0,85,0,0,0
19670821,800,10,0,0,0,62,0,137,0,171,0,92,0,171,0,66,0,0,0
19670821,1400,4,0,0,0,188,0,162,0,209,0,171,0,209,0,59,0,0,0
19670821,1900,7,0,0,0,170,0,162,0,182,0,182,0,212,0,80,0,0,0
19670822,800,10,0,0,0,110,0,150,0,153,0,119,0,182,0,97,0,0,0
19670822,1400,3,0,0,0,164,0,183,0,221,0,151,0,221,0,68,0,0,0
19670822,1900,1,0,0,0,163,0,160,0,178,0,178,0,223,0,82,0,0,0
19670823,800,1,0,0,0,110,0,160,0,172,0,119,0,178,0,88,0,0,0
19670823,1400,1,0,0,0,189,0,193,0,244,0,172,0,244,0,60,0,0,0
19670823,1900,2,0,0,0,174,0,184,0,196,0,196,0,248,0,89,0,0,0
19670824,800,5,0,0,0,104,0,165,0,165,0,119,0,196,0,100,0,0,0
19670824,1400,5,0,0,0,193,0,194,0,239,0,165,0,239,0,63,0,0,0
19670824,1900,2,0,0,0,151,0,165,0,176,0,176,0,243,0,89,0,0,0
19670825,800,10,0,1,0,110,0,164,0,165,0,124,0,176,0,99,0,0,0
19670825,1400,1,0,0,0,188,0,185,0,224,0,165,0,225,0,67,0,0,0
19670825,1900,2,0,0,0,135,0,149,0,156,0,156,0,229,0,92,0,0,0
19670826,800,10,0,1,0,94,0,159,0,164,0,128,0,164,0,95,0,0,0
19670826,1400,10,0,0,0,179,0,179,0,198,0,164,0,201,0,82,0,0,0
19670826,1900,7,0,0,0,167,0,171,0,186,0,186,0,209,0,85,0,0,0
19670827,800,8,0,0,0,113,0,150,0,170,0,136,0,186,0,80,0,0,0
19670827,1400,7,0,0,0,196,0,174,0,222,0,170,0,222,0,60,0,0,0
19670827,1900,4,0,0,0,159,0,150,0,172,0,172,0,225,0,78,0,0,0
19670828,800,0,0,0,0,82,0,161,0,182,0,116,0,182,0,79,0,0,0
19670828,1400,6,0,0,0,196,0,183,0,231,0,182,0,231,0,61,0,0,0
19670828,1900,6,0,0,0,151,0,179,0,187,0,187,0,234,0,92,0,0,0
19670829,800,7,0,0,0,100,0,162,0,179,0,142,0,187,0,83,0,0,0
19670829,1400,7,0,0,0,180,0,172,0,206,0,179,0,206,0,70,0,0,0
19670829,1900,8,0,0,0,157,0,157,0,170,0,170,0,206,0,87,0,0,0
19670830,800,2,0,0,0,76,0,150,0,174,0,131,0,174,0,76,0,0,0
19670830,1400,4,0,0,0,183,0,164,0,206,0,174,0,209,0,63,0,0,0
19670830,1900,7,0,0,0,149,0,125,0,162,0,162,0,206,0,62,0,0,0
19670831,800,10,0,0,0,141,0,151,0,162,0,146,0,164,0,88,0,0,0
19670831,1400,8,0,0,0,167,0,152,0,191,0,161,0,196,0,63,0,0,0
19670831,1900,10,0,0,0,166,0,157,0,177,0,175,0,195,0,80,0,0,0
19670901,800,9,0,0,0,146,0,157,0,169,0,151,0,178,0,88,0,0,0
19670901,1400,10,0,9,0,164,0,167,0,174,0,160,0,184,0,93,0,0,0
19670901,1900,10,0,15,0,164,0,164,0,167,0,167,0,182,0,97,0,0,0
19670902,800,10,0,30,0,164,0,170,0,174,0,167,0,174,0,96,0,0,0
19670902,1400,10,0,14,0,173,0,155,0,183,0,169,0,190,0,73,0,0,0
19670902,1900,9,0,0,0,164,0,150,0,172,0,170,0,192,0,78,0,0,0
19670903,800,10,0,0,0,136,0,139,0,158,0,142,0,172,0,80,0,0,0
19670903,1400,10,0,0,0,153,0,137,0,168,0,157,0,168,0,69,0,0,0
19670903,1900,10,0,10,0,151,0,147,0,155,0,155,0,176,0,91,0,0,0
19670904,800,2,0,6,0,125,0,122,0,139,0,130,0,158,0,81,0,0,0
19670904,1400,5,0,93,0,125,0,137,0,164,0,131,0,167,0,72,0,0,0
19670904,1900,1,0,0,0,144,0,138,0,156,0,156,0,176,0,81,0,0,0
19670905,800,10,0,0,0,123,0,120,0,146,0,128,0,157,0,72,0,0,0
19670905,1400,10,0,30,0,131,0,130,0,135,0,131,0,152,0,95,0,0,0
19670905,1900,9,0,12,0,132,0,120,0,137,0,135,0,139,0,81,0,0,0
19670906,800,6,0,3,0,120,0,126,0,140,0,126,0,144,0,85,0,0,0
19670906,1400,8,0,17,0,125,0,138,0,165,0,129,0,168,0,72,0,0,0
19670906,1900,8,0,0,0,130,0,110,0,141,0,141,0,168,0,66,0,0,0
19670907,800,5,0,0,0,104,0,124,0,141,0,116,0,143,0,81,0,0,0
19670907,1400,5,0,0,0,133,0,122,0,164,0,134,0,171,0,58,0,0,0
19670907,1900,6,0,0,0,134,0,110,0,120,0,119,0,164,0,89,0,0,0
19670908,800,6,0,0,0,32,0,112,0,124,0,52,0,124,0,87,0,0,0
19670908,1400,6,0,0,0,132,0,133,0,157,0,124,0,163,0,75,0,0,0
19670908,1900,2,0,0,0,116,0,102,0,110,0,110,0,170,0,90,0,0,0
19670909,800,5,0,0,0,38,0,128,0,142,0,83,0,142,0,85,0,0,0
19670909,1400,7,0,0,0,129,0,142,0,170,0,135,0,172,0,72,0,0,0
19670909,1900,1,0,0,0,73,0,107,0,122,0,122,0,175,0,83,0,0,0
19670910,800,4,0,0,0,36,0,123,0,134,0,88,0,134,0,88,0,0,0
19670910,1400,8,0,0,0,149,0,136,0,166,0,134,0,177,0,69,0,0,0
19670910,1900,5,0,0,0,94,0,119,0,130,0,130,0,174,0,88,0,0,0
19670911,800,9,0,1,0,56,0,126,0,132,0,100,0,132,0,94,0,0,0
19670911,1400,8,0,0,0,145,0,145,0,181,0,132,0,181,0,65,0,0,0
19670911,1900,9,0,0,0,136,0,130,0,146,0,146,0,181,0,83,0,0,0
19670912,800,1,0,15,0,98,0,122,0,142,0,109,0,146,0,78,0,0,0
19670912,1400,5,0,0,0,148,0,133,0,186,0,142,0,186,0,51,0,0,0
19670912,1900,8,0,0,0,127,0,130,0,142,0,142,0,191,0,87,0,0,0
19670913,800,10,0,6,0,94,0,132,0,136,0,110,0,142,0,96,0,0,0
19670913,1400,10,0,6,0,136,0,146,0,157,0,136,0,161,0,88,0,0,0
19670913,1900,10,0,25,0,135,0,139,0,144,0,144,0,161,0,95,0,0,0
19670914,800,10,0,3,0,120,0,151,0,155,0,131,0,155,0,96,0,0,0
19670914,1400,10,0,2,0,156,0,157,0,166,0,155,0,171,0,91,0,0,0
19670914,1900,10,0,5,0,149,0,153,0,158,0,158,0,169,0,94,0,0,0
19670915,800,10,0,22,0,140,0,150,0,156,0,148,0,162,0,93,0,0,0
19670915,1400,5,0,0,0,155,0,170,0,192,0,156,0,192,0,79,0,0,0
19670915,1900,10,0,35,0,143,0,152,0,156,0,150,0,201,0,96,0,0,0
19670916,800,9,0,22,0,93,0,119,0,124,0,107,0,156,0,95,0,0,0
19670916,1400,7,0,0,0,136,0,154,0,183,0,124,0,183,0,72,0,0,0
19670916,1900,9,0,56,0,124,0,124,0,131,0,131,0,183,0,93,0,0,0
19670917,800,10,0,2,0,91,0,130,0,134,0,115,0,139,0,96,0,0,0
19670917,1400,10,0,0,0,138,0,148,0,166,0,134,0,172,0,81,0,0,0
19670917,1900,7,0,0,0,128,0,133,0,145,0,145,0,168,0,87,0,0,0
19670918,800,9,0,1,0,100,0,136,0,146,0,119,0,148,0,89,0,0,0
19670918,1400,10,0,2,0,149,0,154,0,166,0,146,0,179,0,87,0,0,0
19670918,1900,4,0,0,0,125,0,126,0,133,0,133,0,167,0,93,0,0,0
19670919,800,10,0,1,0,97,0,115,0,121,0,104,0,136,0,94,0,0,0
19670919,1400,8,0,4,0,124,0,127,0,134,0,121,0,148,0,93,0,0,0
19670919,1900,7,0,29,0,130,0,130,0,144,0,134,0,155,0,85,0,0,0
19670920,800,9,0,7,0,114,0,117,0,128,0,120,0,145,0,88,0,0,0
19670920,1400,8,0,5,0,127,0,122,0,156,0,126,0,158,0,64,0,0,0
19670920,1900,8,0,0,0,122,0,116,0,130,0,130,0,160,0,85,0,0,0
19670921,800,9,0,1,0,93,0,109,0,112,0,98,0,133,0,97,0,0,0
19670921,1400,10,0,4,0,114,0,122,0,129,0,112,0,129,0,93,0,0,0
19670921,1900,4,0,11,0,108,0,111,0,120,0,116,0,130,0,90,0,0,0
19670922,800,9,0,48,0,103,0,123,0,142,0,117,0,142,0,79,0,0,0
19670922,1400,7,0,0,0,142,0,131,0,158,0,142,0,162,0,72,0,0,0
19670922,1900,7,0,0,0,132,0,132,0,143,0,142,0,159,0,88,0,0,0
19670923,800,0,0,0,0,108,0,128,0,140,0,116,0,143,0,87,0,0,0
19670923,1400,4,0,0,0,147,0,137,0,177,0,140,0,180,0,61,0,0,0
19670923,1900,4,0,0,0,146,0,131,0,149,0,149,0,181,0,81,0,0,0
19670924,800,8,0,0,0,116,0,137,0,160,0,139,0,160,0,76,0,0,0
19670924,1400,7,0,0,0,159,0,170,0,193,0,160,0,197,0,78,0,0,0
19670924,1900,1,0,0,0,147,0,161,0,169,0,169,0,203,0,92,0,0,0
19670925,800,10,0,1,0,142,0,161,0,166,0,159,0,181,0,95,0,0,0
19670925,1400,9,0,5,0,169,0,181,0,196,0,166,0,197,0,86,0,0,0
19670925,1900,4,0,0,0,163,0,171,0,178,0,176,0,204,0,93,0,0,0
19670926,800,6,0,1,0,157,0,176,0,187,0,166,0,187,0,89,0,0,0
19670926,1400,8,0,0,0,189,0,206,0,225,0,187,0,227,0,83,0,0,0
19670926,1900,6,0,0,0,185,0,180,0,196,0,196,0,251,0,85,0,0,0
19670927,800,7,0,0,0,118,0,141,0,151,0,131,0,197,0,89,0,0,0
19670927,1400,9,0,0,0,155,0,175,0,198,0,151,0,208,0,79,0,0,0
19670927,1900,3,0,0,0,101,0,140,0,144,0,144,0,200,0,96,0,0,0
19670928,800,0,0,0,0,88,0,150,0,155,0,128,0,155,0,94,0,0,0
19670928,1400,6,0,0,0,157,0,184,0,220,0,155,0,228,0,69,0,0,0
19670928,1900,8,0,0,0,126,0,163,0,171,0,171,0,221,0,92,0,0,0
19670929,800,10,0,0,0,107,0,140,0,140,0,130,0,172,0,100,0,0,0
19670929,1400,9,0,0,0,149,0,188,0,219,0,140,0,223,0,73,0,0,0
19670929,1900,10,0,2,0,172,0,176,0,181,0,181,0,220,0,95,0,0,0
19670930,800,5,0,16,0,140,0,126,0,158,0,148,0,190,0,66,0,0,0
19670930,1400,3,0,0,0,167,0,136,0,178,0,158,0,181,0,60,0,0,0
19670930,1900,1,0,0,0,136,0,132,0,147,0,147,0,178,0,84,0,0,0
19671001,800,7,0,0,0,120,0,128,0,138,0,126,0,147,0,90,0,0,0
19671001,1400,9,0,0,0,140,0,130,0,162,0,134,0,173,0,67,0,0,0
19671001,1900,8,0,0,0,134,0,129,0,148,0,148,0,166,0,80,0,0,0
19671002,800,10,0,0,0,120,0,118,0,132,0,129,0,148,0,85,0,0,0
19671002,1400,4,0,20,0,124,0,116,0,152,0,129,0,153,0,62,0,0,0
19671002,1900,0,0,0,0,116,0,112,0,128,0,128,0,153,0,82,0,0,0
19671003,800,9,0,0,0,103,0,107,0,116,0,108,0,130,0,89,0,0,0
19671003,1400,6,0,0,0,114,0,116,0,161,0,116,0,161,0,55,0,0,0
19671003,1900,2,0,0,0,130,0,103,0,138,0,138,0,163,0,61,0,0,0
19671004,800,4,0,69,0,104,0,113,0,125,0,111,0,138,0,87,0,0,0
19671004,1400,9,0,5,0,115,0,105,0,122,0,114,0,144,0,87,0,0,0
19671004,1900,7,0,15,0,83,0,97,0,114,0,98,0,128,0,79,0,0,0
19671005,800,5,0,7,0,88,0,100,0,123,0,105,0,123,0,73,0,0,0
19671005,1400,10,0,0,0,120,0,97,0,123,0,122,0,143,0,70,0,0,0
19671005,1900,7,0,0,0,99,0,92,0,113,0,113,0,130,0,74,0,0,0
19671006,800,7,0,0,0,89,0,100,0,113,0,95,0,118,0,84,0,0,0
19671006,1400,10,0,2,0,115,0,126,0,128,0,112,0,128,0,98,0,0,0
19671006,1900,10,0,0,0,130,0,142,0,149,0,128,0,149,0,92,0,0,0
19671007,800,6,0,0,0,128,0,139,0,154,0,136,0,154,0,84,0,0,0
19671007,1400,10,0,0,0,154,0,148,0,164,0,153,0,164,0,83,0,0,0
19671007,1900,0,0,0,0,143,0,134,0,150,0,150,0,164,0,83,0,0,0
19671008,800,9,0,0,0,126,0,134,0,147,0,131,0,151,0,86,0,0,0
19671008,1400,10,0,0,0,146,0,153,0,165,0,147,0,169,0,87,0,0,0
19671008,1900,10,0,0,0,155,0,148,0,154,0,154,0,167,0,93,0,0,0
19671009,800,10,0,0,0,153,0,157,0,165,0,154,0,165,0,92,0,0,0
19671009,1400,10,0,0,0,170,0,154,0,171,0,165,0,173,0,83,0,0,0
19671009,1900,9,0,0,0,155,0,145,0,160,0,158,0,172,0,84,0,0,0
19671010,800,10,0,0,0,126,0,142,0,147,0,130,0,160,0,94,0,0,0
19671010,1400,10,0,0,0,147,0,151,0,156,0,147,0,159,0,94,0,0,0
19671010,1900,10,0,4,0,145,0,143,0,146,0,146,0,156,0,97,0,0,0
19671011,800,10,0,2,0,137,0,137,0,149,0,141,0,149,0,87,0,0,0
19671011,1400,10,0,0,0,150,0,129,0,151,0,149,0,157,0,76,0,0,0
19671011,1900,10,0,0,0,131,0,127,0,140,0,138,0,152,0,86,0,0,0
19671012,800,9,0,1,0,107,0,145,0,152,0,120,0,152,0,92,0,0,0
19671012,1400,10,0,4,0,151,0,154,0,163,0,152,0,163,0,90,0,0,0
19671012,1900,10,0,3,0,150,0,150,0,156,0,156,0,164,0,93,0,0,0
19671013,800,10,0,87,0,132,0,131,0,138,0,136,0,158,0,93,0,0,0
19671013,1400,5,0,7,0,120,0,110,0,146,0,128,0,147,0,61,0,0,0
19671013,1900,0,0,0,0,102,0,100,0,117,0,117,0,148,0,79,0,0,0
19671014,800,3,0,0,0,73,0,95,0,105,0,79,0,122,0,88,0,0,0
19671014,1400,5,0,0,0,111,0,113,0,143,0,105,0,145,0,67,0,0,0
19671014,1900,9,0,0,0,127,0,110,0,133,0,133,0,144,0,74,0,0,0
19671015,800,3,0,22,0,116,0,120,0,134,0,124,0,145,0,85,0,0,0
19671015,1400,10,0,17,0,106,0,118,0,126,0,116,0,152,0,91,0,0,0
19671015,1900,10,0,4,0,116,0,114,0,126,0,118,0,130,0,87,0,0,0
19671016,800,5,0,68,0,118,0,114,0,129,0,124,0,131,0,83,0,0,0
19671016,1400,10,0,2,0,115,0,101,0,122,0,122,0,139,0,75,0,0,0
19671016,1900,9,0,97,0,90,0,151,0,160,0,92,0,160,0,90,0,0,0
19671017,800,10,0,2,0,147,0,149,0,172,0,160,0,177,0,77,0,0,0
19671017,1400,8,0,6,0,103,0,90,0,111,0,111,0,172,0,74,0,0,0
19671017,1900,7,0,4,0,93,0,83,0,108,0,104,0,111,0,69,0,0,0
19671018,800,5,0,24,0,63,0,48,0,78,0,74,0,108,0,59,0,0,0
19671018,1400,7,0,2,0,76,0,82,0,103,0,78,0,103,0,73,0,0,0
19671018,1900,9,0,1,0,83,0,72,0,91,0,88,0,105,0,75,0,0,0
19671019,800,6,0,1,0,33,0,40,0,58,0,40,0,92,0,73,0,0,0
19671019,1400,9,0,0,0,60,0,88,0,118,0,58,0,125,0,65,0,0,0
19671019,1900,10,0,0,0,106,0,88,0,119,0,112,0,119,0,64,0,0,0
19671020,800,9,0,0,0,105,0,105,0,123,0,112,0,123,0,79,0,0,0
19671020,1400,1,0,0,0,122,0,130,0,177,0,123,0,179,0,56,0,0,0
19671020,1900,3,0,0,0,134,0,118,0,145,0,143,0,178,0,71,0,0,0
19671021,800,7,0,0,0,103,0,137,0,152,0,117,0,152,0,84,0,0,0
19671021,1400,5,0,0,0,150,0,160,0,184,0,152,0,192,0,77,0,0,0
19671021,1900,10,0,6,0,139,0,146,0,150,0,149,0,193,0,96,0,0,0
19671022,800,10,0,6,0,116,0,111,0,119,0,117,0,173,0,91,0,0,0
19671022,1400,5,0,0,0,118,0,109,0,137,0,119,0,146,0,69,0,0,0
19671022,1900,2,0,0,0,41,0,94,0,96,0,92,0,142,0,98,0,0,0
19671023,800,0,0,0,0,46,0,87,0,91,0,79,0,99,0,95,0,0,0
19671023,1400,3,0,0,0,88,0,111,0,140,0,91,0,144,0,68,0,0,0
19671023,1900,1,0,0,0,81,0,99,0,112,0,112,0,143,0,84,0,0,0
19671024,800,7,0,2,0,80,0,104,0,109,0,87,0,112,0,94,0,0,0
19671024,1400,9,0,0,0,109,0,110,0,130,0,109,0,140,0,77,0,0,0
19671024,1900,7,0,0,0,106,0,99,0,112,0,112,0,130,0,84,0,0,0
19671025,800,7,0,2,0,76,0,92,0,98,0,82,0,112,0,92,0,0,0
19671025,1400,10,0,0,0,96,0,112,0,134,0,98,0,136,0,75,0,0,0
19671025,1900,9,0,0,0,123,0,105,0,132,0,127,0,134,0,69,0,0,0
19671026,800,4,0,0,0,113,0,111,0,125,0,120,0,135,0,85,0,0,0
19671026,1400,4,0,2,0,118,0,110,0,142,0,125,0,146,0,65,0,0,0
19671026,1900,0,0,0,0,110,0,103,0,119,0,119,0,144,0,81,0,0,0
19671027,800,10,0,0,0,86,0,90,0,98,0,91,0,119,0,89,0,0,0
19671027,1400,10,0,0,0,96,0,120,0,131,0,98,0,134,0,88,0,0,0
19671027,1900,9,0,96,0,110,0,90,0,118,0,118,0,141,0,67,0,0,0
19671028,800,10,0,24,0,92,0,99,0,113,0,99,0,121,0,83,0,0,0
19671028,1400,10,0,20,0,107,0,108,0,121,0,109,0,121,0,85,0,0,0
19671028,1900,2,0,18,0,80,0,75,0,92,0,89,0,124,0,78,0,0,0
19671029,800,10,0,11,0,73,0,85,0,90,0,86,0,94,0,93,0,0,0
19671029,1400,5,0,0,0,89,0,81,0,106,0,90,0,107,0,69,0,0,0
19671029,1900,10,0,4,0,73,0,69,0,78,0,75,0,106,0,88,0,0,0
19671030,800,2,0,8,0,62,0,67,0,75,0,69,0,85,0,89,0,0,0
19671030,1400,5,0,24,0,72,0,87,0,106,0,75,0,106,0,75,0,0,0
19671030,1900,1,0,0,0,68,0,66,0,76,0,76,0,108,0,86,0,0,0
19671031,800,10,0,36,0,62,0,68,0,73,0,69,0,83,0,93,0,0,0
19671031,1400,9,0,20,0,72,0,79,0,87,0,73,0,98,0,89,0,0,0
19671031,1900,8,0,1,0,68,0,68,0,77,0,74,0,94,0,88,0,0,0
19671101,800,7,0,50,0,66,0,79,0,90,0,68,0,90,0,86,0,0,0
19671101,1400,10,0,0,0,84,0,75,0,95,0,90,0,97,0,74,0,0,0
19671101,1900,10,0,30,0,68,0,66,0,70,0,68,0,95,0,94,0,0,0
19671102,800,0,0,18,0,64,0,65,0,81,0,68,0,103,0,78,0,0,0
19671102,1400,10,0,0,0,78,0,85,0,111,0,81,0,111,0,68,0,0,0
19671102,1900,7,0,54,0,68,0,70,0,83,0,72,0,115,0,82,0,0,0
19671103,800,10,0,42,0,70,0,78,0,85,0,78,0,91,0,91,0,0,0
19671103,1400,6,0,6,0,81,0,81,0,104,0,85,0,105,0,71,0,0,0
19671103,1900,1,0,0,0,75,0,69,0,84,0,84,0,105,0,79,0,0,0
19671104,800,10,0,11,0,68,0,71,0,94,0,77,0,94,0,70,0,0,0
19671104,1400,10,0,0,0,85,0,80,0,100,0,92,0,111,0,74,0,0,0
19671104,1900,10,0,4,0,81,0,75,0,83,0,83,0,104,0,89,0,0,0
19671105,800,10,0,72,0,80,0,82,0,84,0,81,0,89,0,98,0,0,0
19671105,1400,8,0,18,0,82,0,76,0,96,0,83,0,100,0,74,0,0,0
19671105,1900,5,0,0,0,68,0,59,0,74,0,72,0,96,0,79,0,0,0
19671106,800,10,0,50,0,55,0,50,0,58,0,58,0,77,0,88,0,0,0
19671106,1400,10,0,39,0,50,0,61,0,80,0,52,0,80,0,73,0,0,0
19671106,1900,6,0,0,0,74,0,59,0,78,0,78,0,83,0,73,0,0,0
19671107,800,8,0,0,0,34,0,38,0,45,0,39,0,78,0,89,0,0,0
19671107,1400,3,0,0,0,44,0,62,0,84,0,45,0,86,0,70,0,0,0
19671107,1900,1,0,0,0,23,0,29,0,44,0,44,0,86,0,76,0,0,0
19671108,800,0,0,0,0,-37,0,3,0,5,0,-7,0,48,0,96,0,0,0
19671108,1400,0,0,0,0,-2,0,71,0,87,0,5,0,87,0,78,0,0,0
19671108,1900,10,0,0,0,-15,0,17,0,32,0,32,0,91,0,75,0,0,0
19671109,800,8,0,2,0,-44,0,20,0,21,0,-5,0,33,0,98,0,0,0
19671109,1400,10,0,0,0,14,0,57,0,69,0,21,0,73,0,83,0,0,0
19671109,1900,10,0,3,0,65,0,69,0,74,0,69,0,77,0,93,0,0,0
19671110,800,9,0,39,0,42,0,59,0,68,0,61,0,77,0,87,0,0,0
19671110,1400,8,0,0,0,61,0,73,0,87,0,68,0,92,0,81,0,0,0
19671110,1900,1,0,0,0,48,0,56,0,61,0,61,0,89,0,93,0,0,0
19671111,800,10,0,34,0,48,0,67,0,70,0,53,0,70,0,96,0,0,0
19671111,1400,10,0,3,0,68,0,96,0,98,0,70,0,98,0,98,0,0,0
19671111,1900,10,0,0,0,88,0,104,0,110,0,95,0,110,0,93,0,0,0
19671112,800,8,0,9,0,70,0,81,0,90,0,80,0,114,0,88,0,0,0
19671112,1400,7,0,0,0,89,0,84,0,103,0,90,0,103,0,75,0,0,0
19671112,1900,8,0,0,0,60,0,66,0,73,0,73,0,103,0,90,0,0,0
19671113,800,0,0,1,0,33,0,45,0,47,0,39,0,74,0,97,0,0,0
19671113,1400,6,0,0,0,47,0,86,0,101,0,47,0,106,0,80,0,0,0
19671113,1900,6,0,0,0,43,0,64,0,68,0,65,0,103,0,94,0,0,0
19671114,800,10,0,0,0,27,0,64,0,65,0,48,0,70,0,99,0,0,0
19671114,1400,10,0,1,0,67,0,84,0,87,0,65,0,87,0,96,0,0,0
19671114,1900,10,0,3,0,85,0,85,0,91,0,86,0,93,0,92,0,0,0
19671115,800,10,0,4,0,63,0,69,0,74,0,71,0,93,0,93,0,0,0
19671115,1400,9,0,0,0,63,0,77,0,90,0,74,0,96,0,83,0,0,0
19671115,1900,5,0,0,0,61,0,55,0,68,0,67,0,91,0,81,0,0,0
19671116,800,7,0,0,0,49,0,51,0,58,0,54,0,68,0,90,0,0,0
19671116,1400,8,0,0,0,53,0,77,0,86,0,58,0,86,0,88,0,0,0
19671116,1900,4,0,4,0,38,0,45,0,58,0,58,0,86,0,81,0,0,0
19671117,800,1,0,0,0,-29,0,18,0,20,0,13,0,58,0,96,0,0,0
19671117,1400,2,0,0,0,-22,0,66,0,84,0,20,0,87,0,76,0,0,0
19671117,1900,0,0,0,0,-32,0,19,0,22,0,22,0,85,0,94,0,0,0
19671118,800,0,0,2,0,-54,0,7,0,9,0,-15,0,24,0,96,0,0,0
19671118,1400,0,0,0,0,-1,0,45,0,58,0,9,0,58,0,81,0,0,0
19671118,1900,0,0,0,0,-49,0,6,0,6,0,4,0,59,0,100,0,0,0
