Numansdorp(36_G) "51:44:33" NB "4:27:13" OL    -0.5 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. 

 N  Bedekkingsgraad  :  Bedekkingsgraad van de bovenlucht  (deca). ;  N  Cloudvover  :  Cloud of upper air   (decas).
 R6  Dagsom neerslag  :  dagsom  (0.1 mm). ;  R6  Daily precipitation  :  sum  (0.1 mm).
 T10  Grastemperatuur  :  Temperatuur op 10 cm boven de bodem  (0.1 Celcius). ;  T10  Gras temperature  :  at 10 cm above surface  (0.1 Celcius).
 TD  Maximum Temp  :  Maximum temparatuur  (0.1 Celcius). ;  TD  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).
 TN6  Minimum Temp  :  Minimum temparature sinds vorige meting   (0.1 Celcius). ;  TN6  Minimum Temp  :  Minimum temperature   (0.1 Celcius).
 TX6  Maximum Temp  :  Maximum temparature sinds vorige meting  (0.1 Celcius). ;  TX6  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 U  Relatieve Vochtigheid  :  Hoeveelheid vocht in de lucht in % van verzadiging  (%). ;  U  Rel Humidity  :  Amount of moist in the air as % of saturation  (%).
 SX  Sneeuwdikte  :  Kwalitatieve beschrijving  (code). ;  SX  Snowdepth  :  Qualitative description  (code).

DATUM,tijd,N,Q_N,R6,Q_R6,T10,Q_T10,TD,Q_TD,T,Q_T,TN6,Q_TN6,TX6,Q_TX6,U,Q_U,SX,Q_SX
19630509,1400,10,0,17,0,100,0,102,0,106,0,99,0,127,0,95,0,0,0
19630509,1900,3,0,0,0,99,0,83,0,105,0,105,0,124,0,72,0,0,0
19630510,800,7,0,0,0,57,0,95,0,120,0,67,0,120,0,71,0,0,0
19630510,1400,10,0,18,0,90,0,89,0,101,0,96,0,138,0,84,0,0,0
19630510,1900,8,0,0,0,101,0,94,0,116,0,100,0,124,0,74,0,0,0
19630511,800,10,0,24,0,89,0,86,0,99,0,91,0,117,0,83,0,0,0
19630511,1400,10,0,17,0,84,0,81,0,90,0,90,0,101,0,88,0,0,0
19630511,1900,10,0,7,0,83,0,90,0,103,0,87,0,105,0,83,0,0,0
19630512,800,5,0,0,0,61,0,88,0,101,0,65,0,104,0,83,0,0,0
19630512,1400,8,0,0,0,115,0,108,0,155,0,101,0,155,0,52,0,0,0
19630512,1900,9,0,0,0,135,0,116,0,140,0,140,0,159,0,74,0,0,0
19630513,800,10,0,10,0,109,0,106,0,115,0,113,0,142,0,89,0,0,0
19630513,1400,9,0,115,0,96,0,97,0,110,0,97,0,117,0,84,0,0,0
19630513,1900,6,0,0,0,109,0,101,0,117,0,108,0,140,0,81,0,0,0
19630514,800,8,0,1,0,92,0,93,0,107,0,95,0,119,0,83,0,0,0
19630514,1400,6,0,0,0,110,0,99,0,124,0,104,0,131,0,71,0,0,0
19630514,1900,10,0,3,0,92,0,81,0,100,0,100,0,137,0,75,0,0,0
19630515,800,8,0,44,0,75,0,87,0,98,0,76,0,101,0,86,0,0,0
19630515,1400,10,0,0,0,95,0,90,0,101,0,92,0,118,0,86,0,0,0
19630515,1900,3,0,0,0,95,0,85,0,95,0,91,0,119,0,87,0,0,0
19630516,800,10,0,0,0,39,0,75,0,83,0,44,0,95,0,89,0,0,0
19630516,1400,6,0,0,0,91,0,99,0,139,0,78,0,142,0,57,0,0,0
19630516,1900,3,0,0,0,103,0,90,0,107,0,107,0,143,0,79,0,0,0
19630517,800,10,0,0,0,30,0,94,0,108,0,61,0,109,0,83,0,0,0
19630517,1400,10,0,3,0,100,0,101,0,109,0,98,0,113,0,90,0,0,0
19630517,1900,9,0,0,0,91,0,81,0,92,0,92,0,121,0,86,0,0,0
19630518,800,1,0,0,0,24,0,103,0,119,0,61,0,119,0,81,0,0,0
19630518,1400,10,0,0,0,135,0,109,0,147,0,117,0,152,0,59,0,0,0
19630518,1900,10,0,0,0,115,0,99,0,120,0,120,0,149,0,75,0,0,0
19630519,800,8,0,0,0,72,0,67,0,96,0,75,0,122,0,62,0,0,0
19630519,1400,7,0,0,0,83,0,75,0,109,0,81,0,113,0,59,0,0,0
19630519,1900,4,0,0,0,80,0,64,0,85,0,85,0,115,0,71,0,0,0
19630520,800,2,0,0,0,56,0,84,0,105,0,60,0,105,0,73,0,0,0
19630520,1400,10,0,0,0,126,0,92,0,136,0,105,0,151,0,52,0,0,0
19630520,1900,10,0,0,0,122,0,102,0,126,0,126,0,150,0,72,0,0,0
19630521,800,10,0,12,0,103,0,115,0,120,0,104,0,128,0,95,0,0,0
19630521,1400,10,0,40,0,120,0,123,0,127,0,118,0,141,0,96,0,0,0
19630521,1900,9,0,7,0,105,0,102,0,114,0,105,0,144,0,86,0,0,0
19630522,800,10,0,1,0,72,0,95,0,105,0,80,0,116,0,88,0,0,0
19630522,1400,7,0,0,0,103,0,116,0,147,0,103,0,147,0,67,0,0,0
19630522,1900,10,0,0,0,115,0,109,0,119,0,119,0,149,0,89,0,0,0
19630523,800,10,0,57,0,85,0,87,0,89,0,87,0,120,0,98,0,0,0
19630523,1400,10,0,18,0,86,0,96,0,97,0,88,0,97,0,99,0,0,0
19630523,1900,8,0,0,0,97,0,115,0,119,0,96,0,125,0,96,0,0,0
19630524,800,10,0,0,0,85,0,93,0,105,0,89,0,122,0,85,0,0,0
19630524,1400,9,0,0,0,105,0,100,0,123,0,100,0,130,0,73,0,0,0
19630524,1900,2,0,0,0,112,0,97,0,113,0,113,0,134,0,80,0,0,0
19630525,800,1,0,0,0,19,0,107,0,125,0,46,0,125,0,79,0,0,0
19630525,1400,5,0,0,0,150,0,119,0,169,0,122,0,169,0,52,0,0,0
19630525,1900,1,0,0,0,132,0,110,0,139,0,138,0,172,0,68,0,0,0
19630526,800,1,0,0,0,65,0,106,0,138,0,76,0,141,0,65,0,0,0
19630526,1400,4,0,0,0,160,0,135,0,190,0,138,0,190,0,50,0,0,0
19630526,1900,8,0,0,0,142,0,115,0,149,0,149,0,194,0,64,0,0,0
19630527,800,10,0,0,0,97,0,124,0,132,0,107,0,149,0,91,0,0,0
19630527,1400,10,0,0,0,138,0,151,0,175,0,131,0,176,0,76,0,0,0
19630527,1900,10,0,0,0,155,0,129,0,162,0,162,0,175,0,66,0,0,0
19630528,800,10,0,0,0,92,0,119,0,131,0,101,0,163,0,87,0,0,0
19630528,1400,10,0,0,0,138,0,137,0,154,0,130,0,160,0,82,0,0,0
19630528,1900,10,0,0,0,125,0,118,0,125,0,125,0,159,0,93,0,0,0
19630529,800,10,0,0,0,100,0,113,0,114,0,100,0,126,0,99,0,0,0
19630529,1400,10,0,0,0,117,0,146,0,158,0,112,0,159,0,87,0,0,0
19630529,1900,7,0,0,0,146,0,139,0,148,0,148,0,160,0,90,0,0,0
19630530,800,4,0,0,0,110,0,135,0,164,0,118,0,164,0,70,0,0,0
19630530,1400,3,0,0,0,175,0,162,0,244,0,161,0,245,0,38,0,0,0
19630530,1900,1,0,0,0,199,0,162,0,213,0,213,0,248,0,56,0,0,0
19630531,800,1,0,0,0,106,0,152,0,190,0,119,0,214,0,64,0,0,0
19630531,1400,1,0,0,0,198,0,173,0,259,0,190,0,259,0,39,0,0,0
19630531,1900,1,0,0,0,213,0,167,0,222,0,222,0,259,0,54,0,0,0
19630601,800,1,0,0,0,120,0,153,0,184,0,131,0,222,0,70,0,0,0
19630601,1400,2,0,0,0,195,0,159,0,224,0,183,0,231,0,47,0,0,0
19630601,1900,1,0,0,0,190,0,151,0,196,0,196,0,230,0,59,0,0,0
19630602,800,1,0,0,0,84,0,115,0,155,0,93,0,198,0,59,0,0,0
19630602,1400,0,0,0,0,165,0,131,0,206,0,152,0,208,0,37,0,0,0
19630602,1900,0,0,0,0,170,0,118,0,175,0,175,0,206,0,46,0,0,0
19630603,800,0,0,0,0,84,0,105,0,149,0,93,0,178,0,54,0,0,0
19630603,1400,2,0,0,0,160,0,124,0,198,0,149,0,200,0,36,0,0,0
19630603,1900,4,0,0,0,175,0,132,0,180,0,180,0,208,0,55,0,0,0
19630604,800,5,0,0,0,85,0,127,0,171,0,99,0,181,0,57,0,0,0
19630604,1400,3,0,0,0,181,0,143,0,226,0,170,0,238,0,35,0,0,0
19630604,1900,7,0,0,0,210,0,157,0,216,0,216,0,240,0,51,0,0,0
19630605,800,2,0,0,0,119,0,159,0,190,0,127,0,216,0,71,0,0,0
19630605,1400,8,0,0,0,200,0,168,0,215,0,188,0,232,0,60,0,0,0
19630605,1900,10,0,6,0,154,0,159,0,167,0,164,0,241,0,92,0,0,0
19630606,800,10,0,0,0,102,0,149,0,164,0,130,0,171,0,84,0,0,0
19630606,1400,9,0,0,0,167,0,172,0,206,0,163,0,206,0,70,0,0,0
19630606,1900,8,0,0,0,189,0,171,0,191,0,191,0,220,0,81,0,0,0
19630607,800,9,0,1,0,95,0,167,0,167,0,103,0,193,0,100,0,0,0
19630607,1400,10,0,0,0,191,0,181,0,235,0,166,0,240,0,57,0,0,0
19630607,1900,8,0,0,0,182,0,163,0,182,0,182,0,241,0,81,0,0,0
19630608,800,9,0,0,0,136,0,174,0,194,0,142,0,199,0,81,0,0,0
19630608,1400,7,0,0,0,205,0,205,0,262,0,193,0,262,0,58,0,0,0
19630608,1900,7,0,0,0,219,0,203,0,231,0,231,0,264,0,76,0,0,0
19630609,800,0,0,0,0,127,0,188,0,211,0,151,0,233,0,79,0,0,0
19630609,1400,1,0,0,0,228,0,181,0,263,0,211,0,266,0,42,0,0,0
19630609,1900,2,0,0,0,223,0,163,0,227,0,227,0,269,0,48,0,0,0
19630610,800,8,0,0,0,102,0,164,0,204,0,125,0,227,0,64,0,0,0
19630610,1400,2,0,0,0,220,0,168,0,252,0,202,0,252,0,38,0,0,0
19630610,1900,2,0,0,0,228,0,179,0,224,0,224,0,259,0,63,0,0,0
19630611,800,10,0,0,0,126,0,146,0,162,0,133,0,226,0,83,0,0,0
19630611,1400,3,0,0,0,173,0,173,0,205,0,161,0,223,0,71,0,0,0
19630611,1900,0,0,0,0,149,0,128,0,145,0,145,0,208,0,82,0,0,0
19630612,800,10,0,0,0,59,0,109,0,124,0,68,0,147,0,83,0,0,0
19630612,1400,1,0,0,0,140,0,155,0,212,0,123,0,212,0,52,0,0,0
19630612,1900,6,0,0,0,170,0,160,0,181,0,181,0,231,0,79,0,0,0
19630613,800,10,0,0,0,85,0,174,0,209,0,119,0,209,0,69,0,0,0
19630613,1400,10,0,20,0,155,0,165,0,184,0,161,0,229,0,81,0,0,0
19630613,1900,9,0,0,0,177,0,165,0,180,0,178,0,200,0,85,0,0,0
19630614,800,10,0,63,0,140,0,137,0,141,0,139,0,183,0,96,0,0,0
19630614,1400,10,0,29,0,139,0,137,0,139,0,139,0,149,0,98,0,0,0
19630614,1900,9,0,20,0,130,0,126,0,142,0,135,0,142,0,83,0,0,0
19630615,800,9,0,0,0,88,0,105,0,125,0,96,0,142,0,77,0,0,0
19630615,1400,9,0,0,0,130,0,113,0,136,0,120,0,139,0,74,0,0,0
19630615,1900,8,0,0,0,127,0,112,0,131,0,128,0,146,0,78,0,0,0
19630616,800,10,0,0,0,79,0,127,0,141,0,90,0,141,0,85,0,0,0
19630616,1400,10,0,0,0,150,0,145,0,165,0,138,0,179,0,79,0,0,0
19630616,1900,10,0,3,0,151,0,138,0,159,0,157,0,167,0,78,0,0,0
19630617,800,10,0,3,0,135,0,142,0,150,0,140,0,161,0,91,0,0,0
19630617,1400,10,0,13,0,147,0,151,0,160,0,149,0,163,0,90,0,0,0
19630617,1900,10,0,0,0,164,0,165,0,178,0,159,0,189,0,87,0,0,0
19630618,800,10,0,40,0,153,0,168,0,171,0,164,0,181,0,97,0,0,0
19630618,1400,10,0,59,0,147,0,144,0,154,0,147,0,174,0,89,0,0,0
19630618,1900,9,0,8,0,137,0,139,0,148,0,146,0,177,0,90,0,0,0
19630619,800,5,0,70,0,92,0,106,0,133,0,108,0,150,0,70,0,0,0
19630619,1400,7,0,0,0,125,0,110,0,145,0,126,0,152,0,62,0,0,0
19630619,1900,10,0,1,0,117,0,109,0,120,0,120,0,150,0,88,0,0,0
19630620,800,10,0,32,0,101,0,138,0,141,0,102,0,145,0,97,0,0,0
19630620,1400,10,0,11,0,140,0,156,0,157,0,139,0,159,0,99,0,0,0
19630620,1900,10,0,7,0,149,0,146,0,154,0,152,0,158,0,91,0,0,0
19630621,800,10,0,8,0,137,0,145,0,156,0,144,0,157,0,88,0,0,0
19630621,1400,9,0,0,0,159,0,144,0,171,0,153,0,177,0,73,0,0,0
19630621,1900,9,0,0,0,153,0,139,0,157,0,157,0,175,0,81,0,0,0
19630622,800,10,0,7,0,129,0,136,0,144,0,133,0,159,0,92,0,0,0
19630622,1400,8,0,17,0,137,0,137,0,159,0,136,0,161,0,77,0,0,0
19630622,1900,7,0,0,0,145,0,133,0,152,0,149,0,169,0,80,0,0,0
19630623,800,4,0,0,0,120,0,132,0,151,0,125,0,154,0,80,0,0,0
19630623,1400,4,0,0,0,146,0,129,0,156,0,143,0,166,0,71,0,0,0
19630623,1900,2,0,0,0,150,0,131,0,152,0,152,0,167,0,77,0,0,0
19630624,800,2,0,0,0,95,0,112,0,143,0,99,0,154,0,66,0,0,0
19630624,1400,8,0,0,0,157,0,144,0,185,0,141,0,189,0,61,0,0,0
19630624,1900,3,0,0,0,165,0,144,0,164,0,159,0,186,0,79,0,0,0
19630625,800,9,0,0,0,95,0,136,0,169,0,114,0,171,0,67,0,0,0
19630625,1400,10,0,0,0,170,0,151,0,190,0,165,0,193,0,63,0,0,0
19630625,1900,9,0,100,0,126,0,128,0,137,0,135,0,193,0,91,0,0,0
19630626,800,9,0,3,0,115,0,121,0,139,0,119,0,144,0,80,0,0,0
19630626,1400,3,0,0,0,136,0,134,0,173,0,138,0,173,0,62,0,0,0
19630626,1900,1,0,0,0,150,0,129,0,155,0,155,0,176,0,72,0,0,0
19630627,800,3,0,0,0,109,0,127,0,147,0,116,0,156,0,78,0,0,0
19630627,1400,9,0,0,0,164,0,136,0,189,0,146,0,190,0,52,0,0,0
19630627,1900,9,0,0,0,151,0,138,0,151,0,151,0,190,0,86,0,0,0
19630628,800,10,0,35,0,130,0,140,0,142,0,134,0,153,0,98,0,0,0
19630628,1400,10,0,18,0,134,0,129,0,133,0,132,0,162,0,96,0,0,0
19630628,1900,4,0,2,0,132,0,119,0,137,0,133,0,167,0,80,0,0,0
19630629,800,10,0,0,0,114,0,139,0,145,0,113,0,145,0,94,0,0,0
19630629,1400,8,0,0,0,147,0,145,0,178,0,145,0,184,0,68,0,0,0
19630629,1900,9,0,0,0,132,0,129,0,141,0,138,0,184,0,87,0,0,0
19630630,800,6,0,6,0,124,0,145,0,167,0,134,0,169,0,77,0,0,0
19630630,1400,8,0,0,0,166,0,153,0,196,0,150,0,202,0,61,0,0,0
19630630,1900,9,0,37,0,149,0,150,0,159,0,156,0,209,0,90,0,0,0
19630701,800,10,0,79,0,126,0,156,0,164,0,135,0,166,0,92,0,0,0
19630701,1400,10,0,4,0,157,0,144,0,159,0,159,0,194,0,84,0,0,0
19630701,1900,7,0,29,0,144,0,159,0,171,0,147,0,186,0,88,0,0,0
19630702,800,9,0,0,0,121,0,152,0,163,0,126,0,174,0,88,0,0,0
19630702,1400,9,0,0,0,170,0,166,0,189,0,162,0,208,0,78,0,0,0
19630702,1900,7,0,4,0,155,0,151,0,157,0,157,0,189,0,93,0,0,0
19630703,800,9,0,0,0,115,0,159,0,175,0,120,0,176,0,84,0,0,0
19630703,1400,6,0,0,0,185,0,173,0,226,0,173,0,228,0,56,0,0,0
19630703,1900,8,0,0,0,200,0,187,0,203,0,203,0,229,0,85,0,0,0
19630704,800,8,0,0,0,135,0,173,0,194,0,143,0,204,0,80,0,0,0
19630704,1400,10,0,0,0,199,0,184,0,206,0,191,0,220,0,80,0,0,0
19630704,1900,9,0,0,0,175,0,167,0,173,0,173,0,215,0,94,0,0,0
19630705,800,4,0,0,0,96,0,145,0,167,0,111,0,175,0,77,0,0,0
19630705,1400,2,0,0,0,188,0,162,0,213,0,167,0,213,0,56,0,0,0
19630705,1900,7,0,0,0,175,0,156,0,179,0,177,0,222,0,77,0,0,0
19630706,800,10,0,3,0,132,0,162,0,173,0,149,0,181,0,89,0,0,0
19630706,1400,9,0,0,0,172,0,159,0,206,0,173,0,212,0,58,0,0,0
19630706,1900,10,0,51,0,144,0,147,0,148,0,147,0,208,0,99,0,0,0
19630707,800,10,0,102,0,136,0,145,0,145,0,141,0,169,0,100,0,0,0
19630707,1400,8,0,0,0,144,0,147,0,171,0,145,0,175,0,76,0,0,0
19630707,1900,9,0,0,0,140,0,135,0,144,0,144,0,173,0,91,0,0,0
19630708,800,10,0,0,0,102,0,134,0,144,0,113,0,147,0,90,0,0,0
19630708,1400,7,0,0,0,152,0,142,0,175,0,142,0,179,0,68,0,0,0
19630708,1900,9,0,0,0,146,0,129,0,150,0,149,0,181,0,77,0,0,0
19630709,800,9,0,0,0,128,0,130,0,158,0,132,0,160,0,71,0,0,0
19630709,1400,10,0,0,0,157,0,138,0,170,0,156,0,177,0,68,0,0,0
19630709,1900,9,0,0,0,161,0,142,0,163,0,159,0,175,0,78,0,0,0
19630710,800,10,0,0,0,114,0,137,0,151,0,126,0,167,0,85,0,0,0
19630710,1400,9,0,0,0,146,0,138,0,163,0,148,0,171,0,74,0,0,0
19630710,1900,8,0,0,0,154,0,136,0,157,0,157,0,176,0,78,0,0,0
19630711,800,10,0,10,0,129,0,131,0,141,0,133,0,160,0,90,0,0,0
19630711,1400,4,0,0,0,140,0,145,0,172,0,140,0,176,0,73,0,0,0
19630711,1900,8,0,0,0,132,0,124,0,133,0,133,0,176,0,90,0,0,0
19630712,800,10,0,0,0,113,0,131,0,148,0,120,0,150,0,82,0,0,0
19630712,1400,9,0,0,0,155,0,143,0,174,0,148,0,181,0,69,0,0,0
19630712,1900,10,0,0,0,150,0,135,0,151,0,151,0,184,0,83,0,0,0
19630713,800,10,0,30,0,115,0,130,0,135,0,122,0,153,0,95,0,0,0
19630713,1400,10,0,29,0,130,0,151,0,157,0,134,0,180,0,93,0,0,0
19630713,1900,5,0,0,0,150,0,134,0,155,0,148,0,162,0,78,0,0,0
19630714,800,6,0,0,0,115,0,145,0,155,0,119,0,158,0,89,0,0,0
19630714,1400,8,0,0,0,160,0,151,0,184,0,153,0,185,0,68,0,0,0
19630714,1900,2,0,0,0,185,0,158,0,192,0,184,0,206,0,68,0,0,0
19630715,800,9,0,0,0,130,0,162,0,191,0,158,0,195,0,73,0,0,0
19630715,1400,10,0,0,0,195,0,168,0,200,0,189,0,210,0,71,0,0,0
19630715,1900,10,0,0,0,148,0,149,0,154,0,154,0,202,0,94,0,0,0
19630716,800,8,0,15,0,118,0,162,0,175,0,129,0,176,0,87,0,0,0
19630716,1400,4,0,0,0,166,0,160,0,193,0,166,0,195,0,69,0,0,0
19630716,1900,6,0,0,0,165,0,141,0,169,0,169,0,196,0,72,0,0,0
19630717,800,10,0,0,0,122,0,143,0,155,0,129,0,170,0,87,0,0,0
19630717,1400,10,0,0,0,159,0,153,0,186,0,155,0,189,0,69,0,0,0
19630717,1900,9,0,0,0,155,0,144,0,158,0,158,0,187,0,85,0,0,0
19630718,800,9,0,0,0,125,0,133,0,153,0,130,0,160,0,79,0,0,0
19630718,1400,9,0,0,0,151,0,151,0,178,0,145,0,181,0,73,0,0,0
19630718,1900,10,0,0,0,173,0,165,0,173,0,170,0,185,0,92,0,0,0
19630719,800,8,0,0,0,157,0,168,0,189,0,163,0,191,0,80,0,0,0
19630719,1400,10,0,3,0,174,0,170,0,196,0,176,0,197,0,76,0,0,0
19630719,1900,10,0,0,0,165,0,150,0,169,0,169,0,205,0,81,0,0,0
19630720,800,10,0,9,0,155,0,166,0,168,0,158,0,172,0,98,0,0,0
19630720,1400,10,0,0,0,167,0,178,0,208,0,167,0,209,0,73,0,0,0
19630720,1900,4,0,0,0,170,0,153,0,168,0,168,0,212,0,84,0,0,0
19630721,800,1,0,0,0,87,0,137,0,163,0,100,0,168,0,73,0,0,0
19630721,1400,1,0,0,0,204,0,169,0,228,0,160,0,229,0,52,0,0,0
19630721,1900,2,0,0,0,193,0,167,0,200,0,200,0,236,0,70,0,0,0
19630722,800,2,0,0,0,135,0,173,0,203,0,146,0,207,0,73,0,0,0
19630722,1400,0,0,0,0,237,0,225,0,280,0,203,0,281,0,60,0,0,0
19630722,1900,6,0,0,0,200,0,188,0,202,0,202,0,281,0,87,0,0,0
19630723,800,9,0,0,0,145,0,170,0,184,0,155,0,204,0,86,0,0,0
19630723,1400,3,0,0,0,191,0,187,0,239,0,184,0,240,0,59,0,0,0
19630723,1900,3,0,0,0,234,0,208,0,232,0,231,0,244,0,80,0,0,0
19630724,800,10,0,0,0,157,0,189,0,203,0,172,0,236,0,87,0,0,0
19630724,1400,9,0,0,0,205,0,194,0,232,0,200,0,234,0,68,0,0,0
19630724,1900,10,0,0,0,203,0,190,0,203,0,203,0,237,0,88,0,0,0
19630725,800,10,0,35,0,135,0,136,0,141,0,136,0,205,0,95,0,0,0
19630725,1400,10,0,22,0,141,0,133,0,151,0,140,0,155,0,81,0,0,0
19630725,1900,9,0,0,0,129,0,125,0,137,0,136,0,161,0,87,0,0,0
19630726,800,3,0,0,0,93,0,123,0,151,0,109,0,158,0,70,0,0,0
19630726,1400,6,0,0,0,159,0,134,0,175,0,150,0,180,0,60,0,0,0
19630726,1900,1,0,0,0,144,0,130,0,145,0,145,0,178,0,84,0,0,0
19630727,800,1,0,0,0,65,0,123,0,155,0,86,0,158,0,66,0,0,0
19630727,1400,8,0,0,0,163,0,133,0,182,0,147,0,184,0,54,0,0,0
19630727,1900,2,0,0,0,155,0,135,0,162,0,162,0,190,0,72,0,0,0
19630728,800,1,0,0,0,75,0,128,0,159,0,89,0,165,0,67,0,0,0
19630728,1400,1,0,0,0,184,0,131,0,210,0,158,0,212,0,35,0,0,0
19630728,1900,0,0,0,0,166,0,143,0,175,0,175,0,215,0,68,0,0,0
19630729,800,1,0,0,0,95,0,154,0,187,0,107,0,189,0,69,0,0,0
19630729,1400,0,0,0,0,204,0,167,0,242,0,187,0,245,0,43,0,0,0
19630729,1900,1,0,0,0,193,0,170,0,203,0,203,0,245,0,70,0,0,0
19630730,800,0,0,0,0,100,0,158,0,199,0,121,0,205,0,62,0,0,0
19630730,1400,1,0,0,0,229,0,172,0,240,0,199,0,246,0,48,0,0,0
19630730,1900,1,0,0,0,199,0,162,0,200,0,200,0,244,0,66,0,0,0
19630731,800,0,0,0,0,95,0,147,0,174,0,112,0,202,0,73,0,0,0
19630731,1400,7,0,0,0,204,0,156,0,217,0,174,0,219,0,49,0,0,0
19630731,1900,1,0,0,0,173,0,159,0,177,0,177,0,223,0,82,0,0,0
