Amsterdam (Filiaal Inrichting)(123_G) "52:22:29" NB "4:56:16" OL     1.4 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 FFb  Windsnelheid  :   herstelde Bft schaal  (Bft). ;  FFb  Windspeed  :  restored Bft scale  (Bft).
 N  Bedekkingsgraad  :  van de bovenlucht  (deca). ;  N  Cloudcover  :  Cloud cover of the upper air  (deca).
 Phpa  Druk  :  Totale luchtdruk  (0.1 hPa). ;  Phpa  Pressuse  :  Total air pressure  (0.1 hPa).
 R6  Dagsom neerslag  :  dagsom  (0.1 mm). ;  R6  Daily precipitation  :  sum  (0.1 mm).
 TD  Maximum Temp  :  Maximum temparatuur  (0.1 Celcius). ;  TD  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).
 TN6  Minimum Temp  :  Minimum temparature sinds vorige meting   (0.1 Celcius). ;  TN6  Minimum Temp  :  Minimum temperature   (0.1 Celcius).
 TX6  Maximum Temp  :  Maximum temparature sinds vorige meting  (0.1 Celcius). ;  TX6  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 U  Relatieve Vochtigheid  :  Hoeveelheid vocht in de lucht in % van verzadiging  (%). ;  U  Rel Humidity  :  Amount of moist in the air as % of saturation  (%).
 SX  Sneeuwdikte  :  Kwalitatieve beschrijving  (code). ;  SX  Snowdepth  :  Qualitative description  (code).
 WW  Weercode  :  SYNOP code   (code). ;  WW  Wheather code  :  SYNOP code   (code).
 DP  Drukanomalie  :  Afwijking van normaal  (0.01 cm Hg). ;  DP  Pressure anomaly  :  description  (0.01 cm Hg).
 EE  Dampdruk  :  Druk van het deel waterdamp  (0.01 mmHg). ;  EE  Vapourpressure  :  Pressure of the watervapour  (0.01 mmHg).
 RD  Dagsom neerslag  :  dagsom  (0.1 mm). ;  RD  Daily precipitation  :  sum  (0.1 mm).

DATUM,tijd,DD,Q_DD,FFb,Q_FFb,N,Q_N,Phpa,Q_Phpa,R6,Q_R6,TD,Q_TD,T,Q_T,TN6,Q_TN6,TX6,Q_TX6,U,Q_U,SX,Q_SX,WW,Q_WW,DP,Q_DP,EE,Q_EE,RD,Q_RD
18871003,800,NNW,0,,,,,,,,,,,107,0,,,,,,,,,,,53,0,,,,
18871003,1400,N,0,,,,,,,,,,,122,0,,,,,,,,,,,68,0,,,,
18871003,2000,N,0,,,,,,,,,,,107,0,,,,,,,,,,,69,0,,,,
18871003,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
18871004,800,N,0,,,,,,,,,,,116,0,,,,,,,,,,,68,0,,,,
18871004,1400,NNW,0,,,,,,,,,,,124,0,,,,,,,,,,,70,0,,,,
18871004,2000,N,0,,,,,,,,,,,115,0,,,,,,,,,,,71,0,,,,
18871004,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
18871005,800,N,0,,,,,,,,,,,106,0,,,,,,,,,,,69,0,,,,
18871005,1400,NNO,0,,,,,,,,,,,120,0,,,,,,,,,,,61,0,,,,
18871005,2000,NNO,0,,,,,,,,,,,104,0,,,,,,,,,,,55,0,,,,
18871005,2400,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,,
18871006,800,N,0,,,,,,,,,,,106,0,,,,,,,,,,,34,0,,,,
18871006,1400,NNO,0,,,,,,,,,,,115,0,,,,,,,,,,,30,0,,,,
18871006,2000,NNO,0,,,,,,,,,,,108,0,,,,,,,,,,,28,0,,,,
18871006,2400,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,,
18871007,800,ZW,0,,,,,,,,,,,102,0,,,,,,,,,,,15,0,,,,
18871007,1400,ZZW,0,,,,,,,,,,,115,0,,,,,,,,,,,-2,0,,,,
18871007,2000,ZZW,0,,,,,,,,,,,110,0,,,,,,,,,,,-10,0,,,,
18871007,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0
18871008,800,WZW,0,,,,,,,,,,,110,0,,,,,,,,,,,-25,0,,,,
18871008,1400,NNO,0,,,,,,,,,,,110,0,,,,,,,,,,,-13,0,,,,
18871008,2000,O,0,,,,,,,,,,,105,0,,,,,,,,,,,-13,0,,,,
18871008,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0
18871009,800,ZO,0,,,,,,,,,,,95,0,,,,,,,,,,,-39,0,,,,
18871009,1400,ZZO,0,,,,,,,,,,,132,0,,,,,,,,,,,-63,0,,,,
18871009,2000,OZO,0,,,,,,,,,,,109,0,,,,,,,,,,,-94,0,,,,
18871009,2400,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,,
18871010,800,NW,0,,,,,,,,,,,91,0,,,,,,,,,,,-165,0,,,,
18871010,1400,W,0,,,,,,,,,,,129,0,,,,,,,,,,,-161,0,,,,
18871010,2000,ZZW,0,,,,,,,,,,,99,0,,,,,,,,,,,-158,0,,,,
18871010,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0
18871011,800,W,0,,,,,,,,,,,88,0,,,,,,,,,,,-125,0,,,,
18871011,1400,W,0,,,,,,,,,,,88,0,,,,,,,,,,,-112,0,,,,
18871011,2000,WNW,0,,,,,,,,,,,62,0,,,,,,,,,,,-93,0,,,,
18871011,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,0
18871012,800,ZW,0,,,,,,,,,,,60,0,,,,,,,,,,,-105,0,,,,
18871012,1400,ZZW,0,,,,,,,,,,,63,0,,,,,,,,,,,-95,0,,,,
18871012,2000,ZZW,0,,,,,,,,,,,58,0,,,,,,,,,,,-78,0,,,,
18871012,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,0
18871013,800,ZZW,0,,,,,,,,,,,37,0,,,,,,,,,,,-51,0,,,,
18871013,1400,ZZW,0,,,,,,,,,,,92,0,,,,,,,,,,,-47,0,,,,
18871013,2000,W,0,,,,,,,,,,,72,0,,,,,,,,,,,-42,0,,,,
18871013,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0
18871014,800,WNW,0,,,,,,,,,,,74,0,,,,,,,,,,,-66,0,,,,
18871014,1400,N,0,,,,,,,,,,,32,0,,,,,,,,,,,-103,0,,,,
18871014,2000,W,0,,,,,,,,,,,41,0,,,,,,,,,,,-79,0,,,,
18871014,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,0
18871015,800,NNW,0,,,,,,,,,,,30,0,,,,,,,,,,,-32,0,,,,
18871015,1400,NO,0,,,,,,,,,,,54,0,,,,,,,,,,,-7,0,,,,
18871015,2000,O,0,,,,,,,,,,,47,0,,,,,,,,,,,49,0,,,,
18871015,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,0
18871016,800,ZW,0,,,,,,,,,,,46,0,,,,,,,,,,,105,0,,,,
18871016,1400,NNW,0,,,,,,,,,,,98,0,,,,,,,,,,,91,0,,,,
18871016,2000,NW,0,,,,,,,,,,,68,0,,,,,,,,,,,120,0,,,,
18871016,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0
18871017,800,NNW,0,,,,,,,,,,,94,0,,,,,,,,,,,128,0,,,,
18871017,1400,N,0,,,,,,,,,,,105,0,,,,,,,,,,,125,0,,,,
18871017,2000,NNW,0,,,,,,,,,,,91,0,,,,,,,,,,,152,0,,,,
18871017,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0
18871018,800,W,0,,,,,,,,,,,95,0,,,,,,,,,,,149,0,,,,
18871018,1400,WNW,0,,,,,,,,,,,104,0,,,,,,,,,,,136,0,,,,
18871018,2000,WNW,0,,,,,,,,,,,91,0,,,,,,,,,,,149,0,,,,
18871018,2400,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,,
18871019,800,WNW,0,,,,,,,,,,,99,0,,,,,,,,,,,132,0,,,,
18871019,1400,W,0,,,,,,,,,,,108,0,,,,,,,,,,,126,0,,,,
18871019,2000,WZW,0,,,,,,,,,,,95,0,,,,,,,,,,,124,0,,,,
18871019,2400,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,,
18871020,800,WZW,0,,,,,,,,,,,100,0,,,,,,,,,,,102,0,,,,
18871020,1400,WNW,0,,,,,,,,,,,110,0,,,,,,,,,,,101,0,,,,
18871020,2000,NW,0,,,,,,,,,,,87,0,,,,,,,,,,,115,0,,,,
18871020,2400,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,,
18871021,800,WNW,0,,,,,,,,,,,82,0,,,,,,,,,,,119,0,,,,
18871021,1400,N,0,,,,,,,,,,,77,0,,,,,,,,,,,127,0,,,,
18871021,2000,NW,0,,,,,,,,,,,60,0,,,,,,,,,,,154,0,,,,
18871021,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0
18871022,800,W,0,,,,,,,,,,,66,0,,,,,,,,,,,170,0,,,,
18871022,1400,WZW,0,,,,,,,,,,,89,0,,,,,,,,,,,167,0,,,,
18871022,2000,ZZO,0,,,,,,,,,,,82,0,,,,,,,,,,,163,0,,,,
18871022,2400,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,,
18871023,800,ZZW,0,,,,,,,,,,,52,0,,,,,,,,,,,120,0,,,,
18871023,1400,ZW,0,,,,,,,,,,,93,0,,,,,,,,,,,86,0,,,,
18871023,2000,ZZO,0,,,,,,,,,,,71,0,,,,,,,,,,,50,0,,,,
18871023,2400,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,,
18871024,800,NNW,0,,,,,,,,,,,65,0,,,,,,,,,,,-50,0,,,,
18871024,1400,NNO,0,,,,,,,,,,,49,0,,,,,,,,,,,-39,0,,,,
18871024,2000,NNW,0,,,,,,,,,,,55,0,,,,,,,,,,,8,0,,,,
18871024,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,0
18871025,800,NNO,0,,,,,,,,,,,25,0,,,,,,,,,,,79,0,,,,
18871025,1400,N,0,,,,,,,,,,,45,0,,,,,,,,,,,105,0,,,,
18871025,2000,N,0,,,,,,,,,,,34,0,,,,,,,,,,,129,0,,,,
18871025,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0
18871026,800,W,0,,,,,,,,,,,46,0,,,,,,,,,,,162,0,,,,
18871026,1400,ZW,0,,,,,,,,,,,78,0,,,,,,,,,,,147,0,,,,
18871026,2000,Z,0,,,,,,,,,,,44,0,,,,,,,,,,,151,0,,,,
18871026,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
18871027,800,Z,0,,,,,,,,,,,16,0,,,,,,,,,,,106,0,,,,
18871027,1400,Z,0,,,,,,,,,,,49,0,,,,,,,,,,,72,0,,,,
18871027,2000,Z,0,,,,,,,,,,,38,0,,,,,,,,,,,45,0,,,,
18871027,2400,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,,
18871028,800,ZZW,0,,,,,,,,,,,37,0,,,,,,,,,,,-14,0,,,,
18871028,1400,ZZW,0,,,,,,,,,,,46,0,,,,,,,,,,,-31,0,,,,
18871028,2000,ZZO,0,,,,,,,,,,,50,0,,,,,,,,,,,-27,0,,,,
18871028,2400,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,,
18871029,800,ZZW,0,,,,,,,,,,,70,0,,,,,,,,,,,-38,0,,,,
18871029,1400,ZZW,0,,,,,,,,,,,101,0,,,,,,,,,,,-41,0,,,,
18871029,2000,Z,0,,,,,,,,,,,84,0,,,,,,,,,,,-41,0,,,,
18871029,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0
18871030,800,ZZO,0,,,,,,,,,,,82,0,,,,,,,,,,,-206,0,,,,
18871030,1400,WZW,0,,,,,,,,,,,85,0,,,,,,,,,,,-137,0,,,,
18871030,2000,ZZW,0,,,,,,,,,,,76,0,,,,,,,,,,,-88,0,,,,
18871030,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0
18871031,800,ZZW,0,,,,,,,,,,,60,0,,,,,,,,,,,-89,0,,,,
18871031,1400,ZW,0,,,,,,,,,,,82,0,,,,,,,,,,,-84,0,,,,
18871031,2000,ZZW,0,,,,,,,,,,,59,0,,,,,,,,,,,-64,0,,,,
18871031,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
18871101,800,Z,0,,,,,,,,,,,28,0,,,,,,,,,,,-55,0,,,,
18871101,1400,ZO,0,,,,,,,,,,,75,0,,,,,,,,,,,-90,0,,,,
18871101,2000,ZO,0,,,,,,,,,,,42,0,,,,,,,,,,,-99,0,,,,
18871101,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0
18871102,800,ZO,0,,,,,,,,,,,23,0,,,,,,,,,,,-128,0,,,,
18871102,1400,Z,0,,,,,,,,,,,62,0,,,,,,,,,,,-123,0,,,,
18871102,2000,Z,0,,,,,,,,,,,67,0,,,,,,,,,,,-115,0,,,,
18871103,800,ZZO,0,,,,,,,,,,,71,0,,,,,,,,,,,-171,0,,,,
18871103,1400,ZZO,0,,,,,,,,,,,70,0,,,,,,,,,,,-221,0,,,,
18871103,2000,Z,0,,,,,,,,,,,72,0,,,,,,,,,,,-203,0,,,,
18871104,800,Z,0,,,,,,,,,,,82,0,,,,,,,,,,,-196,0,,,,
18871104,1400,ZZW,0,,,,,,,,,,,103,0,,,,,,,,,,,-170,0,,,,
18871104,2000,ZZO,0,,,,,,,,,,,79,0,,,,,,,,,,,-147,0,,,,
18871104,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,0
18871105,800,Z,0,,,,,,,,,,,60,0,,,,,,,,,,,-110,0,,,,
18871105,1400,ZZW,0,,,,,,,,,,,100,0,,,,,,,,,,,-87,0,,,,
18871105,2000,Z,0,,,,,,,,,,,70,0,,,,,,,,,,,-70,0,,,,
18871105,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0
18871106,800,ZZO,0,,,,,,,,,,,68,0,,,,,,,,,,,-96,0,,,,
18871106,1400,ZZO,0,,,,,,,,,,,74,0,,,,,,,,,,,-99,0,,,,
18871106,2000,ZO,0,,,,,,,,,,,70,0,,,,,,,,,,,-81,0,,,,
18871107,800,OZO,0,,,,,,,,,,,52,0,,,,,,,,,,,-82,0,,,,
18871107,1400,OZO,0,,,,,,,,,,,83,0,,,,,,,,,,,-73,0,,,,
18871107,2000,O,0,,,,,,,,,,,74,0,,,,,,,,,,,-46,0,,,,
18871107,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0
18871108,800,ONO,0,,,,,,,,,,,45,0,,,,,,,,,,,-17,0,,,,
18871108,1400,ONO,0,,,,,,,,,,,71,0,,,,,,,,,,,-9,0,,,,
18871108,2000,ONO,0,,,,,,,,,,,69,0,,,,,,,,,,,6,0,,,,
18871109,800,NO,0,,,,,,,,,,,65,0,,,,,,,,,,,10,0,,,,
18871109,1400,ONO,0,,,,,,,,,,,69,0,,,,,,,,,,,-8,0,,,,
18871109,2000,O,0,,,,,,,,,,,69,0,,,,,,,,,,,0,0,,,,
18871109,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0
18871110,800,O,0,,,,,,,,,,,61,0,,,,,,,,,,,0,0,,,,
18871110,1400,O,0,,,,,,,,,,,61,0,,,,,,,,,,,-2,0,,,,
18871110,2000,O,0,,,,,,,,,,,62,0,,,,,,,,,,,2,0,,,,
18871110,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0
18871111,800,NNO,0,,,,,,,,,,,55,0,,,,,,,,,,,2,0,,,,
18871111,1400,NNO,0,,,,,,,,,,,55,0,,,,,,,,,,,7,0,,,,
18871111,2000,NNO,0,,,,,,,,,,,49,0,,,,,,,,,,,33,0,,,,
18871111,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0
18871112,800,W,0,,,,,,,,,,,55,0,,,,,,,,,,,54,0,,,,
18871112,1400,NW,0,,,,,,,,,,,63,0,,,,,,,,,,,50,0,,,,
18871112,2000,NW,0,,,,,,,,,,,66,0,,,,,,,,,,,65,0,,,,
18871113,800,WNW,0,,,,,,,,,,,63,0,,,,,,,,,,,54,0,,,,
18871113,1400,NW,0,,,,,,,,,,,61,0,,,,,,,,,,,39,0,,,,
18871113,2000,ZW,0,,,,,,,,,,,56,0,,,,,,,,,,,8,0,,,,
18871113,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
18871114,800,NO,0,,,,,,,,,,,47,0,,,,,,,,,,,-50,0,,,,
18871114,1400,NO,0,,,,,,,,,,,51,0,,,,,,,,,,,-74,0,,,,
18871114,2000,NO,0,,,,,,,,,,,21,0,,,,,,,,,,,-46,0,,,,
18871115,800,NO,0,,,,,,,,,,,4,0,,,,,,,,,,,29,0,,,,
18871115,1400,NO,0,,,,,,,,,,,21,0,,,,,,,,,,,53,0,,,,
18871115,2000,NO,0,,,,,,,,,,,-2,0,,,,,,,,,,,95,0,,,,
18871116,800,ZZO,0,,,,,,,,,,,-10,0,,,,,,,,,,,127,0,,,,
18871116,1400,Z,0,,,,,,,,,,,8,0,,,,,,,,,,,100,0,,,,
18871116,2000,Z,0,,,,,,,,,,,-10,0,,,,,,,,,,,118,0,,,,
18871117,800,ZZO,0,,,,,,,,,,,-28,0,,,,,,,,,,,87,0,,,,
18871117,1400,ZO,0,,,,,,,,,,,20,0,,,,,,,,,,,43,0,,,,
18871117,2000,OZO,0,,,,,,,,,,,9,0,,,,,,,,,,,-1,0,,,,
18871118,800,ZZO,0,,,,,,,,,,,0,0,,,,,,,,,,,-86,0,,,,
18871118,1400,ZZO,0,,,,,,,,,,,40,0,,,,,,,,,,,-133,0,,,,
18871118,2000,Z,0,,,,,,,,,,,56,0,,,,,,,,,,,-154,0,,,,
18871119,800,Z,0,,,,,,,,,,,40,0,,,,,,,,,,,-145,0,,,,
18871119,1400,Z,0,,,,,,,,,,,46,0,,,,,,,,,,,-144,0,,,,
18871119,2000,Z,0,,,,,,,,,,,38,0,,,,,,,,,,,-120,0,,,,
18871119,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
18871120,800,stil,0,,,,,,,,,,,30,0,,,,,,,,,,,-95,0,,,,
18871120,1400,NW,0,,,,,,,,,,,39,0,,,,,,,,,,,-94,0,,,,
18871120,2000,NW,0,,,,,,,,,,,33,0,,,,,,,,,,,-87,0,,,,
18871120,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0
18871121,800,N,0,,,,,,,,,,,48,0,,,,,,,,,,,-89,0,,,,
18871121,1400,N,0,,,,,,,,,,,58,0,,,,,,,,,,,-91,0,,,,
18871121,2000,NNW,0,,,,,,,,,,,,,,,,,,,,,,,-74,0,,,,
18871121,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0
18871122,800,NO,0,,,,,,,,,,,35,0,,,,,,,,,,,-39,0,,,,
18871122,1400,NO,0,,,,,,,,,,,39,0,,,,,,,,,,,-40,0,,,,
18871122,2000,NNO,0,,,,,,,,,,,29,0,,,,,,,,,,,-23,0,,,,
18871122,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0
18871123,800,NO,0,,,,,,,,,,,16,0,,,,,,,,,,,3,0,,,,
18871123,1400,NO,0,,,,,,,,,,,29,0,,,,,,,,,,,0,0,,,,
18871123,2000,NO,0,,,,,,,,,,,26,0,,,,,,,,,,,17,0,,,,
18871123,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,0
18871124,800,O,0,,,,,,,,,,,26,0,,,,,,,,,,,-14,0,,,,
18871124,1400,OZO,0,,,,,,,,,,,16,0,,,,,,,,,,,-20,0,,,,
18871124,2000,stil,0,,,,,,,,,,,17,0,,,,,,,,,,,-31,0,,,,
18871124,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
18871125,800,ZZW,0,,,,,,,,,,,24,0,,,,,,,,,,,-56,0,,,,
18871125,1400,ZW,0,,,,,,,,,,,55,0,,,,,,,,,,,-70,0,,,,
18871125,2000,WZW,0,,,,,,,,,,,54,0,,,,,,,,,,,-56,0,,,,
18871125,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
18871126,800,ZZW,0,,,,,,,,,,,48,0,,,,,,,,,,,-35,0,,,,
18871126,1400,ZZW,0,,,,,,,,,,,72,0,,,,,,,,,,,-39,0,,,,
18871126,2000,ZZW,0,,,,,,,,,,,66,0,,,,,,,,,,,-32,0,,,,
18871126,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
18871127,800,ZZW,0,,,,,,,,,,,82,0,,,,,,,,,,,-36,0,,,,
18871127,1400,ZZW,0,,,,,,,,,,,88,0,,,,,,,,,,,-41,0,,,,
18871127,2000,ZW,0,,,,,,,,,,,80,0,,,,,,,,,,,-26,0,,,,
18871128,800,ZZW,0,,,,,,,,,,,37,0,,,,,,,,,,,25,0,,,,
18871128,1400,ZZW,0,,,,,,,,,,,77,0,,,,,,,,,,,10,0,,,,
18871128,2000,ZZW,0,,,,,,,,,,,47,0,,,,,,,,,,,19,0,,,,
18871128,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0
18871129,800,OZO,0,,,,,,,,,,,47,0,,,,,,,,,,,-55,0,,,,
18871129,1400,ZZW,0,,,,,,,,,,,71,0,,,,,,,,,,,-109,0,,,,
18871129,2000,W,0,,,,,,,,,,,62,0,,,,,,,,,,,-74,0,,,,
18871129,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,0
18871130,800,ZZW,0,,,,,,,,,,,41,0,,,,,,,,,,,-43,0,,,,
18871130,1400,ZW,0,,,,,,,,,,,60,0,,,,,,,,,,,-40,0,,,,
18871130,2000,WZW,0,,,,,,,,,,,51,0,,,,,,,,,,,2,0,,,,
18871130,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,0
18871201,800,ZW,0,,,,,,,,,,,30,0,,,,,,,,,,,56,0,,,,
18871201,1400,ZZW,0,,,,,,,,,,,61,0,,,,,,,,,,,46,0,,,,
18871201,2000,WZW,0,,,,,,,,,,,74,0,,,,,,,,,,,82,0,,,,
18871201,2400,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,,
18871202,800,ZW,0,,,,,,,,,,,77,0,,,,,,,,,,,106,0,,,,
18871202,1400,WZW,0,,,,,,,,,,,88,0,,,,,,,,,,,102,0,,,,
18871202,2000,ZZW,0,,,,,,,,,,,63,0,,,,,,,,,,,116,0,,,,
18871202,2400,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,,
18871203,800,ZW,0,,,,,,,,,,,72,0,,,,,,,,,,,80,0,,,,
18871203,1400,ZZW,0,,,,,,,,,,,77,0,,,,,,,,,,,45,0,,,,
18871203,2000,ZW,0,,,,,,,,,,,67,0,,,,,,,,,,,35,0,,,,
18871203,2400,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,,
18871204,800,ZZW,0,,,,,,,,,,,50,0,,,,,,,,,,,-13,0,,,,
18871204,1400,ZZW,0,,,,,,,,,,,49,0,,,,,,,,,,,-35,0,,,,
18871204,2000,ZZW,0,,,,,,,,,,,48,0,,,,,,,,,,,-30,0,,,,
18871204,2400,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,,
18871205,800,NNO,0,,,,,,,,,,,47,0,,,,,,,,,,,-11,0,,,,
18871205,1400,N,0,,,,,,,,,,,55,0,,,,,,,,,,,-12,0,,,,
18871205,2000,ZZW,0,,,,,,,,,,,35,0,,,,,,,,,,,11,0,,,,
18871205,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0
18871206,800,Z,0,,,,,,,,,,,17,0,,,,,,,,,,,-24,0,,,,
18871206,1400,Z,0,,,,,,,,,,,35,0,,,,,,,,,,,-94,0,,,,
18871206,2000,Z,0,,,,,,,,,,,42,0,,,,,,,,,,,-140,0,,,,
18871206,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0
18871207,800,ZZW,0,,,,,,,,,,,35,0,,,,,,,,,,,-99,0,,,,
18871207,1400,WZW,0,,,,,,,,,,,31,0,,,,,,,,,,,-97,0,,,,
18871207,2000,ZW,0,,,,,,,,,,,30,0,,,,,,,,,,,-69,0,,,,
18871207,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0
18871208,800,WZW,0,,,,,,,,,,,30,0,,,,,,,,,,,-38,0,,,,
18871208,1400,ZZW,0,,,,,,,,,,,34,0,,,,,,,,,,,-54,0,,,,
18871208,2000,Z,0,,,,,,,,,,,34,0,,,,,,,,,,,-116,0,,,,
18871208,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0
18871209,800,WZW,0,,,,,,,,,,,85,0,,,,,,,,,,,-168,0,,,,
18871209,1400,W,0,,,,,,,,,,,88,0,,,,,,,,,,,-158,0,,,,
18871209,2000,W,0,,,,,,,,,,,78,0,,,,,,,,,,,-135,0,,,,
18871209,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0
18871210,800,WNW,0,,,,,,,,,,,38,0,,,,,,,,,,,-45,0,,,,
18871210,1400,WNW,0,,,,,,,,,,,53,0,,,,,,,,,,,-37,0,,,,
18871210,2000,W,0,,,,,,,,,,,40,0,,,,,,,,,,,-14,0,,,,
18871210,2400,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,
18871211,800,W,0,,,,,,,,,,,35,0,,,,,,,,,,,9,0,,,,
18871211,1400,W,0,,,,,,,,,,,47,0,,,,,,,,,,,7,0,,,,
18871211,2000,ZW,0,,,,,,,,,,,17,0,,,,,,,,,,,26,0,,,,
18871211,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0
18871212,800,ZZW,0,,,,,,,,,,,5,0,,,,,,,,,,,31,0,,,,
18871212,1400,ZZW,0,,,,,,,,,,,5,0,,,,,,,,,,,35,0,,,,
18871212,2000,Z,0,,,,,,,,,,,-7,0,,,,,,,,,,,51,0,,,,
18871212,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0
18871213,800,Z,0,,,,,,,,,,,8,0,,,,,,,,,,,-32,0,,,,
18871213,1400,Z,0,,,,,,,,,,,18,0,,,,,,,,,,,-77,0,,,,
18871213,2000,Z,0,,,,,,,,,,,29,0,,,,,,,,,,,-95,0,,,,
18871213,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
18871214,800,W,0,,,,,,,,,,,51,0,,,,,,,,,,,-86,0,,,,
18871214,1400,Z,0,,,,,,,,,,,57,0,,,,,,,,,,,-86,0,,,,
18871214,2000,Z,0,,,,,,,,,,,35,0,,,,,,,,,,,-91,0,,,,
18871214,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,0
18871215,800,ZZO,0,,,,,,,,,,,38,0,,,,,,,,,,,-121,0,,,,
18871215,1400,Z,0,,,,,,,,,,,61,0,,,,,,,,,,,-136,0,,,,
18871215,2000,ZZW,0,,,,,,,,,,,45,0,,,,,,,,,,,-101,0,,,,
18871215,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0
