Hallum(104_G) "53:17:00" NB "05:46:00" OL     1.0 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 FFb  Windsnelheid  :   herstelde Bft schaal  (Bft). ;  FFb  Windspeed  :  restored Bft scale  (Bft).
 N  Bedekkingsgraad  :  Bedekkingsgraad van de bovenlucht  (deca). ;  N  Cloudvover  :  Cloud of upper air   (decas).
 R6  Dagsom neerslag  :  dagsom  (0.1 mm). ;  R6  Daily precipitation  :  sum  (0.1 mm).
 TD  Maximum Temp  :  Maximum temparatuur  (0.1 Celcius). ;  TD  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).
 TN6  Minimum Temp  :  Minimum temparature sinds vorige meting   (0.1 Celcius). ;  TN6  Minimum Temp  :  Minimum temperature   (0.1 Celcius).
 TX6  Maximum Temp  :  Maximum temparature sinds vorige meting  (0.1 Celcius). ;  TX6  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 U  Relatieve Vochtigheid  :  Hoeveelheid vocht in de lucht in % van verzadiging  (%). ;  U  Rel Humidity  :  Amount of moist in the air as % of saturation  (%).
 WW  Weercode  :  SYNOP code   (code). ;  WW  Wheather code  :  SYNOP code   (code).

DATUM,tijd,DD,Q_DD,FFb,Q_FFb,N,Q_N,R6,Q_R6,TD,Q_TD,T,Q_T,TN6,Q_TN6,TX6,Q_TX6,U,Q_U,WW,Q_WW
19440901,800,W,2,5,2,5,0,,,127,0,154,0,107,0,156,0,71,0,00,0
19440901,1400,W,2,5,2,4,0,,,128,0,167,0,154,0,185,0,61,0,00,0
19440901,1900,W,2,3,2,3,0,,,118,0,143,0,143,0,176,0,73,0,00,0
19440902,800,ZZO,2,3,2,10,0,,,131,0,143,0,86,0,144,0,87,0,00,0
19440902,1400,ZO,2,3,2,10,0,,,164,0,170,0,138,0,172,0,94,0,00,0
19440902,1900,ZO,2,3,2,8,0,,,138,0,145,0,145,0,170,0,93,0,95,0
19440903,800,NNW,2,6,2,10,0,,,127,0,139,0,111,0,151,0,97,0,00,0
19440903,1400,W,2,5,2,8,0,,,121,0,158,0,138,0,166,0,62,0,00,0
19440903,1900,W,2,4,2,10,0,,,103,0,130,0,128,0,160,0,69,0,00,0
19440904,800,W,2,5,2,10,0,,,162,0,169,0,108,0,169,0,93,0,00,0
19440904,1400,ZW,2,5,2,10,0,,,158,0,167,0,166,0,174,0,91,0,00,0
19440904,1900,Z,2,4,2,10,0,,,151,0,161,0,157,0,167,0,89,0,00,0
19440905,800,ZZW,2,4,2,5,0,,,147,0,152,0,147,0,164,0,94,0,00,0
19440905,1400,ZW,2,6,2,3,0,,,159,0,187,0,150,0,190,0,73,0,00,0
19440905,1900,ZZW,2,6,2,4,0,,,152,0,159,0,158,0,187,0,92,0,00,0
19440906,800,ZW,2,5,2,4,0,,,113,0,141,0,121,0,159,0,69,0,00,0
19440906,1400,ZW,2,5,2,4,0,,,127,0,174,0,139,0,181,0,55,0,00,0
19440906,1900,ZW,2,1,2,10,0,,,120,0,134,0,134,0,175,0,85,0,00,0
19440907,800,O,2,3,2,10,0,,,127,0,131,0,98,0,136,0,96,0,00,0
19440907,1400,Z,2,5,2,8,0,,,135,0,149,0,128,0,152,0,85,0,00,0
19440907,1900,Z,2,6,2,10,0,,,128,0,137,0,122,0,154,0,91,0,00,0
19440908,800,Z,2,1,2,8,0,,,116,0,124,0,108,0,138,0,91,0,00,0
19440908,1400,ZZW,2,4,2,10,0,,,113,0,118,0,111,0,136,0,95,0,00,0
19440908,1900,Z,2,4,2,10,0,,,106,0,110,0,108,0,118,0,95,0,63,0
19440909,800,Z,2,4,2,7,0,,,68,0,76,0,65,0,111,0,89,0,95,0
19440909,1400,NW,2,4,2,7,0,,,134,0,147,0,74,0,150,0,86,0,00,0
19440909,1900,WNW,2,3,2,10,0,,,110,0,115,0,114,0,148,0,95,0,00,0
19440910,800,NW,2,1,2,4,0,,,94,0,102,0,77,0,116,0,90,0,00,0
19440910,1400,NW,2,4,2,3,0,,,106,0,139,0,101,0,161,0,64,0,00,0
19440910,1900,N,2,2,2,1,0,,,104,0,119,0,117,0,139,0,83,0,00,0
19440911,800,Z,2,1,2,9,0,,,98,0,107,0,64,0,119,0,90,0,00,0
19440911,1400,N,2,1,2,4,0,,,115,0,142,0,107,0,174,0,71,0,00,0
19440911,1900,NO,2,1,2,0,0,,,120,0,126,0,126,0,146,0,93,0,00,0
19440912,800,O,2,1,2,0,0,,,112,0,126,0,54,0,126,0,85,0,00,0
19440912,1400,O,2,3,2,3,0,,,133,0,180,0,126,0,180,0,56,0,00,0
19440912,1900,O,2,3,2,0,0,,,126,0,132,0,132,0,180,0,95,0,00,0
19440913,800,O,2,3,2,0,0,,,83,0,91,0,65,0,134,0,89,0,00,0
19440913,1400,O,2,4,2,0,0,,,144,0,193,0,90,0,195,0,55,0,00,0
19440913,1900,O,2,2,2,0,0,,,114,0,133,0,133,0,193,0,78,0,00,0
19440914,800,O,2,3,2,0,0,,,98,0,111,0,75,0,134,0,84,0,00,0
19440914,1400,Z,2,3,2,3,0,,,160,0,211,0,110,0,223,0,56,0,00,0
19440914,1900,Z,2,1,2,4,0,,,158,0,171,0,171,0,211,0,87,0,00,0
19440915,800,Z,2,3,2,9,0,,,137,0,153,0,130,0,176,0,83,0,00,0
19440915,1400,Z,2,3,2,8,0,,,182,0,205,0,153,0,207,0,79,0,00,0
19440915,1900,C,2,C,2,9,0,,,176,0,181,0,181,0,207,0,95,0,00,0
19440916,800,ZW,2,4,2,4,0,,,137,0,154,0,130,0,184,0,82,0,00,0
19440916,1400,ZZW,2,4,2,3,0,,,140,0,180,0,154,0,186,0,62,0,00,0
19440916,1900,W,2,2,2,10,0,,,128,0,141,0,141,0,186,0,86,0,00,0
19440917,800,ZW,2,1,2,0,0,,,98,0,107,0,83,0,144,0,90,0,00,0
19440917,1400,N,2,1,2,3,0,,,144,0,163,0,106,0,178,0,80,0,00,0
19440917,1900,O,2,1,2,4,0,,,126,0,137,0,136,0,166,0,88,0,00,0
19440918,800,O,2,2,2,0,0,,,93,0,101,0,67,0,137,0,89,0,00,0
19440918,1400,O,2,3,2,1,0,,,143,0,171,0,101,0,178,0,72,0,00,0
19440918,1900,O,2,2,2,0,0,,,126,0,135,0,135,0,172,0,90,0,00,0
19440919,800,O,2,4,2,8,0,,,128,0,136,0,94,0,137,0,92,0,00,0
19440919,1400,O,2,4,2,8,0,,,163,0,177,0,136,0,186,0,86,0,00,0
19440919,1900,O,2,3,2,10,0,,,145,0,150,0,149,0,179,0,94,0,00,0
19440920,800,O,2,2,2,8,0,,,131,0,138,0,118,0,152,0,93,0,00,0
19440920,1400,OZO,2,1,2,10,0,,,158,0,175,0,137,0,184,0,83,0,00,0
19440920,1900,C,2,C,2,10,0,,,148,0,152,0,151,0,176,0,96,0,00,0
19440921,800,Z,2,1,2,4,0,,,126,0,133,0,74,0,154,0,93,0,10,0
19440921,1400,ZO,2,1,2,10,0,,,168,0,181,0,133,0,194,0,87,0,00,0
19440921,1900,Z,2,1,2,10,0,,,146,0,153,0,153,0,181,0,92,0,00,0
19440922,800,Z,2,1,2,10,0,,,138,0,146,0,104,0,154,0,91,0,10,0
19440922,1400,Z,2,1,2,7,0,,,166,0,189,0,146,0,207,0,78,0,00,0
19440922,1900,NW,2,1,2,7,0,,,148,0,155,0,155,0,189,0,92,0,00,0
19440923,800,Z,2,2,2,10,0,,,133,0,137,0,97,0,156,0,96,0,63,0
19440923,1400,W,2,3,2,10,0,,,145,0,149,0,136,0,151,0,96,0,00,0
19440923,1900,WNW,2,4,2,3,0,,,108,0,115,0,115,0,151,0,92,0,00,0
19440924,800,Z,2,4,2,8,0,,,106,0,124,0,88,0,124,0,79,0,00,0
19440924,1400,Z,2,3,2,10,0,,,126,0,131,0,122,0,136,0,95,0,63,0
19440924,1900,OZO,2,3,2,10,0,,,102,0,106,0,105,0,132,0,95,0,00,0
19440925,800,NNW,2,1,2,4,0,,,104,0,111,0,87,0,111,0,92,0,00,0
19440925,1400,NW,2,4,2,10,0,,,109,0,128,0,109,0,146,0,78,0,00,0
19440925,1900,NW,2,3,2,10,0,,,108,0,119,0,118,0,128,0,87,0,00,0
19440926,800,NW,2,4,2,4,0,,,124,0,144,0,106,0,144,0,78,0,00,0
19440926,1400,W,2,5,2,4,0,,,126,0,156,0,136,0,164,0,68,0,00,0
19440926,1900,W,2,4,2,3,0,,,106,0,117,0,116,0,156,0,87,0,00,0
19440927,800,W,2,5,2,6,0,,,110,0,102,0,102,0,117,0,90,0,00,0
19440927,1400,W,2,6,2,10,0,,,113,0,107,0,102,0,146,0,93,0,63,0
19440927,1900,W,2,5,2,7,0,,,96,0,104,0,94,0,117,0,91,0,81,0
19440928,800,N,2,3,2,1,0,,,88,0,116,0,84,0,116,0,67,0,00,0
19440928,1400,NW,2,4,2,4,0,,,122,0,151,0,116,0,156,0,69,0,00,0
19440928,1900,W,2,2,2,5,0,,,93,0,99,0,98,0,151,0,92,0,00,0
19440929,800,Z,2,4,2,10,0,,,105,0,118,0,73,0,118,0,85,0,00,0
19440929,1400,Z,2,5,2,10,0,,,115,0,131,0,117,0,131,0,82,0,00,0
19440929,1900,Z,2,4,2,10,0,,,122,0,129,0,124,0,131,0,93,0,00,0
19440930,800,W,2,1,2,10,0,,,116,0,121,0,106,0,144,0,95,0,00,0
19440930,1400,W,2,2,2,8,0,,,126,0,134,0,116,0,146,0,91,0,81,0
19440930,1900,ZW,2,1,2,10,0,,,106,0,112,0,111,0,136,0,93,0,00,0
19441001,800,ZW,2,1,2,10,0,,,112,0,116,0,88,0,116,0,96,0,63,0
19441001,1400,N,2,3,2,6,0,,,108,0,123,0,113,0,146,0,83,0,00,0
19441001,1900,NW,2,2,2,10,0,,,108,0,111,0,111,0,124,0,97,0,63,0
19441002,800,N,2,2,2,3,0,,,78,0,86,0,57,0,111,0,89,0,00,0
19441002,1400,N,2,3,2,3,0,,,103,0,131,0,83,0,136,0,68,0,00,0
19441002,1900,N,2,2,2,2,0,,,66,0,71,0,71,0,131,0,93,0,00,0
19441003,800,ZZW,2,3,2,9,0,,,106,0,112,0,55,0,112,0,93,0,00,0
19441003,1400,W,2,3,2,3,0,,,96,0,111,0,96,0,136,0,81,0,00,0
19441003,1900,NW,2,2,2,10,0,,,88,0,91,0,91,0,116,0,96,0,00,0
19441004,800,Z,2,3,2,4,0,,,92,0,106,0,50,0,106,0,83,0,00,0
19441004,1400,Z,2,3,2,5,0,,,123,0,138,0,104,0,146,0,84,0,00,0
19441004,1900,O,2,1,2,4,0,,,81,0,87,0,86,0,141,0,92,0,00,0
19441005,800,O,2,3,2,0,0,,,90,0,98,0,35,0,99,0,89,0,00,0
19441005,1400,O,2,4,2,2,0,,,100,0,131,0,98,0,136,0,65,0,00,0
19441005,1900,O,2,2,2,0,0,,,106,0,111,0,111,0,132,0,94,0,00,0
19441006,800,O,2,4,2,0,0,,,102,0,124,0,55,0,134,0,74,0,00,0
19441006,1400,O,2,4,2,0,0,,,103,0,141,0,124,0,145,0,59,0,00,0
19441006,1900,O,2,3,2,0,0,,,93,0,99,0,99,0,144,0,92,0,00,0
19441007,800,O,2,4,2,0,0,,,108,0,115,0,55,0,116,0,92,0,00,0
19441007,1400,O,2,4,2,4,0,,,108,0,136,0,115,0,142,0,69,0,00,0
19441007,1900,O,2,2,2,5,0,,,96,0,101,0,101,0,136,0,94,0,00,0
19441008,800,NW,2,1,2,10,0,,,117,0,120,0,59,0,120,0,97,0,00,0
19441008,1400,N,2,2,2,10,0,,,124,0,131,0,119,0,138,0,93,0,00,0
19441008,1900,N,2,1,2,10,0,,,118,0,121,0,119,0,132,0,97,0,00,0
19441009,800,NNO,2,3,2,10,0,,,112,0,125,0,114,0,126,0,86,0,00,0
19441009,1400,ONO,2,2,2,10,0,,,113,0,123,0,123,0,138,0,89,0,00,0
19441009,1900,NO,2,1,2,10,0,,,116,0,121,0,121,0,125,0,95,0,00,0
19441010,800,ONO,2,2,2,10,0,,,116,0,132,0,98,0,132,0,82,0,00,0
19441010,1400,N,2,2,2,10,0,,,115,0,126,0,125,0,136,0,88,0,00,0
19441010,1900,N,2,1,2,10,0,,,116,0,121,0,121,0,126,0,95,0,00,0
19441011,800,ZW,2,2,2,4,0,,,102,0,110,0,96,0,124,0,90,0,00,0
19441011,1400,Z,2,3,2,6,0,,,123,0,141,0,110,0,146,0,80,0,00,0
19441011,1900,Z,2,4,2,10,0,,,112,0,116,0,116,0,142,0,96,0,00,0
19441012,800,Z,2,4,2,8,0,,,107,0,111,0,101,0,116,0,95,0,00,0
19441012,1400,Z,2,4,2,8,0,,,127,0,142,0,111,0,157,0,84,0,00,0
19441012,1900,Z,2,1,2,0,0,,,110,0,115,0,115,0,142,0,95,0,00,0
19441013,800,Z,2,3,2,10,0,,,106,0,111,0,97,0,115,0,94,0,00,0
19441013,1400,Z,2,4,2,8,0,,,106,0,121,0,111,0,128,0,83,0,00,0
19441013,1900,Z,2,4,2,4,0,,,94,0,101,0,101,0,121,0,91,0,00,0
19441014,800,Z,2,5,2,4,0,,,106,0,120,0,76,0,120,0,84,0,00,0
19441014,1400,Z,2,5,2,5,0,,,113,0,131,0,119,0,136,0,80,0,00,0
19441014,1900,Z,2,2,2,5,0,,,106,0,111,0,108,0,131,0,94,0,00,0
19441015,800,Z,2,3,2,10,0,,,92,0,97,0,96,0,111,0,94,0,00,0
19441015,1400,Z,2,3,2,10,0,,,108,0,117,0,94,0,132,0,89,0,00,0
19441015,1900,Z,2,2,2,10,0,,,98,0,101,0,96,0,117,0,96,0,00,0
19441016,800,ZO,2,1,2,10,0,,,98,0,103,0,88,0,104,0,94,0,45,0
19441016,1400,Z,2,4,2,9,0,,,118,0,124,0,103,0,124,0,94,0,63,0
19441016,1900,Z,2,4,2,4,0,,,114,0,119,0,119,0,127,0,95,0,00,0
19441017,800,Z,2,4,2,10,0,,,98,0,106,0,96,0,119,0,91,0,00,0
19441017,1400,ZW,2,4,2,4,0,,,110,0,126,0,101,0,134,0,82,0,00,0
19441017,1900,Z,2,4,2,10,0,,,93,0,96,0,96,0,126,0,96,0,63,0
19441018,800,Z,2,3,2,10,0,,,97,0,107,0,96,0,107,0,89,0,00,0
19441018,1400,ZW,2,5,2,5,0,,,108,0,128,0,106,0,136,0,77,0,00,0
19441018,1900,ZW,2,4,2,10,0,,,88,0,93,0,93,0,128,0,93,0,00,0
19441019,800,N,2,3,2,7,0,,,106,0,122,0,75,0,123,0,82,0,00,0
19441019,1400,N,2,4,2,2,0,,,106,0,124,0,116,0,136,0,79,0,00,0
19441019,1900,N,2,3,2,3,0,,,94,0,101,0,101,0,126,0,91,0,00,0
19441020,800,Z,2,3,2,5,0,,,108,0,115,0,75,0,116,0,92,0,00,0
19441020,1400,Z,2,4,2,10,0,,,110,0,121,0,111,0,121,0,88,0,00,0
19441020,1900,Z,2,2,2,10,0,,,96,0,101,0,96,0,121,0,94,0,00,0
19441021,800,O,2,3,2,8,0,,,94,0,98,0,65,0,101,0,95,0,00,0
19441021,1400,O,2,3,2,3,0,,,118,0,129,0,96,0,130,0,88,0,00,0
19441021,1900,O,2,1,2,2,0,,,98,0,103,0,103,0,129,0,94,0,00,0
19441022,800,O,2,4,2,3,0,,,63,0,69,0,64,0,113,0,91,0,00,0
19441022,1400,O,2,4,2,8,0,,,113,0,122,0,67,0,126,0,90,0,00,0
19441022,1900,O,2,1,2,8,0,,,68,0,73,0,72,0,122,0,93,0,00,0
19441023,800,Z,2,1,2,10,0,,,68,0,73,0,73,0,83,0,93,0,00,0
19441023,1400,Z,2,2,2,10,0,,,89,0,101,0,72,0,104,0,84,0,00,0
19441023,1900,Z,2,2,2,10,0,,,54,0,57,0,56,0,102,0,96,0,00,0
19441024,800,O,2,3,2,10,0,,,80,0,86,0,57,0,86,0,92,0,00,0
19441024,1400,O,2,3,2,10,0,,,98,0,103,0,86,0,116,0,94,0,00,0
19441024,1900,O,2,2,2,10,0,,,95,0,99,0,96,0,104,0,95,0,00,0
19441025,800,O,2,1,2,0,0,,,76,0,77,0,55,0,102,0,99,0,45,0
19441025,1400,N,2,1,2,10,0,,,124,0,131,0,75,0,136,0,93,0,00,0
19441025,1900,N,2,1,2,10,0,,,95,0,99,0,99,0,131,0,95,0,00,0
19441026,800,O,2,2,2,10,0,,,98,0,101,0,86,0,106,0,96,0,45,0
19441026,1400,O,2,2,2,10,0,,,108,0,112,0,97,0,114,0,95,0,00,0
19441026,1900,O,2,4,2,10,0,,,85,0,91,0,86,0,112,0,92,0,00,0
19441027,800,Z,2,4,2,10,0,,,73,0,80,0,75,0,94,0,90,0,00,0
19441027,1400,Z,2,2,2,10,0,,,82,0,91,0,77,0,91,0,88,0,00,0
19441027,1900,Z,2,2,2,10,0,,,76,0,81,0,77,0,92,0,93,0,00,0
19441028,800,ZZW,2,2,2,9,0,,,61,0,66,0,56,0,83,0,93,0,00,0
