Breda(101_G) "51:35:27" NB "4:46:35" OL     4.0 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 DP  Drukanomalie  :  Afwijking van normaal  (0.01 cm Hg). ;  DP  Pressure anomaly  :  description  (0.01 cm Hg).
 N  Bedekkingsgraad  :  van de bovenlucht  (deca). ;  N  Cloudcover  :  Cloud cover of the upper air  (deca).
 Phg  Druk  :  Totale luchtdruk  (0.01 mm Hg). ;  Phg  Pressuse  :  Total air pressure  (0.01 mm Hg).
 RD  Dagsom neerslag  :  dagsom  (0.1 mm). ;  RD  Daily precipitation  :  sum  (0.1 mm).
 TA  Temp anomalie  :  Afwijking van klimatologoie  (0.1 Celcius). ;  TA  Temp anomaly  :  Relative to climatology  (0.1 Celcius).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).

DATUM,tijd,DD,Q_DD,DP,Q_DP,N,Q_N,Phg,Q_Phg,RD,Q_RD,TA,Q_TA,T,Q_T
18590710,800,NW,0,65,0,,,,,,,28,0,,
18590710,1400,,,63,0,,,,,,,47,0,,
18590711,800,N,0,85,0,,,,,,,31,0,,
18590711,1400,,,83,0,,,,,,,70,0,,
18590712,800,ZZW,0,58,0,,,,,,,75,0,,
18590712,1400,,,47,0,,,,,,,108,0,,
18590713,800,W,0,40,0,,,,,,,85,0,,
18590713,1400,,,35,0,,,,,,,118,0,,
18590714,800,W,0,60,0,,,,,,,46,0,,
18590714,1400,,,59,0,,,,,,,45,0,,
18590715,800,W,0,59,0,,,,,,,36,0,,
18590715,1400,,,60,0,,,,,,,43,0,,
18590716,800,WNW,0,49,0,,,,,,,54,0,,
18590716,1400,,,47,0,,,,,,,54,0,,
18590717,800,ZW,0,39,0,,,,,,,49,0,,
18590717,1400,,,10,0,,,,,,,89,0,,
18590718,800,W,0,-24,0,,,,,,,83,0,,
18590718,1400,,,-41,0,,,,,,,108,0,,
18590719,800,W,0,-20,0,,,,,,,69,0,,
18590719,1400,,,-16,0,,,,,,,110,0,,
18590720,800,ZW,0,6,0,,,,,,,81,0,,
18590720,1400,,,-2,0,,,,,,,119,0,,
18590721,800,ZW,0,-6,0,,,,,,,62,0,,
18590721,1400,,,-11,0,,,,,,,70,0,,
18590722,800,NW,0,-12,0,,,,,,,75,0,,
18590722,1400,,,-22,0,,,,,,,94,0,,
18590723,800,NW,0,-49,0,,,,,,,35,0,,
18590723,1400,,,-45,0,,,,,,,-6,0,,
18590724,800,N,0,7,0,,,,,,,14,0,,
18590724,1400,,,15,0,,,,,,,1,0,,
18590725,800,W,0,33,0,,,,,,,2,0,,
18590725,1400,,,33,0,,,,,,,9,0,,
18590726,800,W,0,38,0,,,,,,,23,0,,
18590726,1400,,,37,0,,,,,,,34,0,,
18590727,800,W,0,32,0,,,,,,,50,0,,
18590727,1400,,,29,0,,,,,,,38,0,,
18590728,800,W,0,26,0,,,,,,,63,0,,
18590728,1400,,,26,0,,,,,,,59,0,,
18590729,800,NW,0,13,0,,,,,,,59,0,,
18590729,1400,,,10,0,,,,,,,28,0,,
18590730,800,NW,0,1,0,,,,,,,11,0,,
18590730,1400,,,-16,0,,,,,,,-4,0,,
18590731,800,ZW,0,-51,0,,,,,,,30,0,,
18590731,1400,,,-59,0,,,,,,,4,0,,
18590801,800,ZW,0,-16,0,,,,,,,26,0,,
18590801,1400,,,-10,0,,,,,,,6,0,,
18590802,800,W,0,27,0,,,,,,,29,0,,
18590802,1400,,,25,0,,,,,,,22,0,,
18590803,800,WZW,0,20,0,,,,,,,47,0,,
18590803,1400,,,11,0,,,,,,,62,0,,
18590804,800,W,0,-12,0,,,,,,,60,0,,
18590804,1400,,,-15,0,,,,,,,63,0,,
18590805,800,ZZW,0,13,0,,,,,,,38,0,,
18590805,1400,,,12,0,,,,,,,25,0,,
18590806,800,W,0,35,0,,,,,,,29,0,,
18590806,1400,,,25,0,,,,,,,35,0,,
18590807,800,W,0,-3,0,,,,,,,41,0,,
18590807,1400,,,-26,0,,,,,,,71,0,,
18590808,800,ZW,0,-50,0,,,,,,,73,0,,
18590808,1400,,,-46,0,,,,,,,80,0,,
18590809,800,O,0,-13,0,,,,,,,16,0,,
18590809,1400,,,-7,0,,,,,,,-9,0,,
18590810,800,O,0,-5,0,,,,,,,-2,0,,
18590810,1400,,,-8,0,,,,,,,-38,0,,
18590811,800,OZO,0,0,0,,,,,,,3,0,,
18590811,1400,,,8,0,,,,,,,4,0,,
18590812,800,ZO,0,1,0,,,,,,,15,0,,
18590812,1400,,,-7,0,,,,,,,42,0,,
18590813,800,ZZO,0,-1,0,,,,,,,37,0,,
18590813,1400,,,-5,0,,,,,,,59,0,,
18590814,800,ZZW,0,-24,0,,,,,,,53,0,,
18590814,1400,,,-47,0,,,,,,,22,0,,
18590815,800,ZW,0,-24,0,,,,,,,23,0,,
18590815,1400,,,-27,0,,,,,,,1,0,,
18590816,800,NW,0,2,0,,,,,,,16,0,,
18590816,1400,,,17,0,,,,,,,20,0,,
18590817,800,W,0,41,0,,,,,,,-1,0,,
18590817,1400,,,36,0,,,,,,,-6,0,,
18590818,800,ZZW,0,37,0,,,,,,,16,0,,
18590818,1400,,,27,0,,,,,,,31,0,,
18590819,800,O,0,34,0,,,,,,,18,0,,
18590819,1400,,,33,0,,,,,,,39,0,,
18590820,800,NNO,0,40,0,,,,,,,36,0,,
18590820,1400,,,36,0,,,,,,,61,0,,
18590821,800,NNW,0,18,0,,,,,,,44,0,,
18590821,1400,,,28,0,,,,,,,11,0,,
18590822,800,WNW,0,61,0,,,,,,,25,0,,
18590822,1400,,,63,0,,,,,,,28,0,,
18590823,800,WNW,0,36,0,,,,,,,20,0,,
18590823,1400,,,31,0,,,,,,,59,0,,
18590824,800,W,0,18,0,,,,,,,35,0,,
18590824,1400,,,9,0,,,,,,,71,0,,
18590825,800,W,0,-22,0,,,,,,,52,0,,
18590825,1400,,,-33,0,,,,,,,114,0,,
18590826,800,NW,0,-63,0,,,,,,,80,0,,
18590826,1400,,,-57,0,,,,,,,35,0,,
18590827,800,W,0,-43,0,,,,,,,60,0,,
18590827,1400,,,-41,0,,,,,,,37,0,,
18590828,800,W,0,-25,0,,,,,,,40,0,,
18590828,1400,,,-20,0,,,,,,,50,0,,
18590829,800,WZW,0,-21,0,,,,,,,15,0,,
18590829,1400,,,-16,0,,,,,,,45,0,,
18590830,800,WZW,0,-87,0,,,,,,,11,0,,
18590830,1400,,,-88,0,,,,,,,10,0,,
18590831,800,WZW,0,-88,0,,,,,,,-12,0,,
18590831,1400,,,-90,0,,,,,,,-20,0,,
18590901,800,W,0,-100,0,,,,,,,-8,0,,
18590901,1400,,,-102,0,,,,,,,-22,0,,
18590902,800,W,0,-44,0,,,,,,,4,0,,
18590902,1400,,,-39,0,,,,,,,7,0,,
18590903,800,W,0,-57,0,,,,,,,26,0,,
18590903,1400,,,-39,0,,,,,,,19,0,,
18590904,800,WZW,0,-1,0,,,,,,,7,0,,
18590904,1400,,,0,0,,,,,,,19,0,,
18590905,800,N,0,32,0,,,,,,,-7,0,,
18590905,1400,,,37,0,,,,,,,-9,0,,
18590906,800,Z,0,15,0,,,,,,,-9,0,,
18590906,1400,,,-10,0,,,,,,,20,0,,
18590907,800,WZW,0,-37,0,,,,,,,8,0,,
18590907,1400,,,-30,0,,,,,,,-15,0,,
18590908,800,ZZW,0,1,0,,,,,,,0,0,,
18590908,1400,,,2,0,,,,,,,5,0,,
18590909,800,ZW,0,-7,0,,,,,,,22,0,,
18590909,1400,,,-24,0,,,,,,,28,0,,
18590910,800,W,0,3,0,,,,,,,8,0,,
18590910,1400,,,17,0,,,,,,,-13,0,,
18590911,800,WNW,0,40,0,,,,,,,7,0,,
18590911,1400,,,55,0,,,,,,,-17,0,,
18590912,800,WNW,0,57,0,,,,,,,-1,0,,
18590912,1400,,,36,0,,,,,,,24,0,,
18590913,800,ZW,0,-24,0,,,,,,,-4,0,,
18590913,1400,,,-47,0,,,,,,,27,0,,
18590914,800,ZZO,0,-66,0,,,,,,,-32,0,,
18590914,1400,,,-101,0,,,,,,,-52,0,,
18590915,800,OZO,0,-127,0,,,,,,,-13,0,,
18590915,1400,,,-138,0,,,,,,,-16,0,,
18590916,800,O,0,-151,0,,,,,,,-21,0,,
18590916,1400,,,-149,0,,,,,,,-4,0,,
18590917,800,NO,0,-121,0,,,,,,,-6,0,,
18590917,1400,,,-111,0,,,,,,,-14,0,,
18590918,800,NNO,0,-15,0,,,,,,,2,0,,
18590918,1400,,,-6,0,,,,,,,10,0,,
18590919,800,WZW,0,-6,0,,,,,,,-8,0,,
18590919,1400,,,-24,0,,,,,,,-21,0,,
18590920,800,W,0,-14,0,,,,,,,-28,0,,
18590920,1400,,,-22,0,,,,,,,20,0,,
18590921,800,ZZW,0,-61,0,,,,,,,3,0,,
18590921,1400,,,-120,0,,,,,,,10,0,,
18590922,800,WZW,0,-94,0,,,,,,,7,0,,
18590922,1400,,,-72,0,,,,,,,23,0,,
18590923,800,ZW,0,-38,0,,,,,,,14,0,,
18590923,1400,,,-41,0,,,,,,,9,0,,
18590924,800,ZW,0,-2,0,,,,,,,76,0,,
18590924,1400,,,-4,0,,,,,,,97,0,,
18590925,800,ZW,0,-7,0,,,,,,,83,0,,
18590925,1400,,,-11,0,,,,,,,109,0,,
18590926,800,ZW,0,24,0,,,,,,,75,0,,
18590926,1400,,,17,0,,,,,,,80,0,,
18590927,800,ZW,0,-2,0,,,,,,,76,0,,
18590927,1400,,,10,0,,,,,,,60,0,,
18590928,800,ZZO,0,-19,0,,,,,,,76,0,,
18590928,1400,,,-35,0,,,,,,,54,0,,
18590929,800,ZW,0,-68,0,,,,,,,72,0,,
18590929,1400,,,-66,0,,,,,,,28,0,,
18590930,800,WZW,0,-7,0,,,,,,,32,0,,
18590930,1400,,,-10,0,,,,,,,51,0,,
18591001,800,WZW,0,-4,0,,,,,,,41,0,,
18591001,1400,,,-6,0,,,,,,,72,0,,
18591002,800,W,0,44,0,,,,,,,63,0,,
18591002,1400,,,60,0,,,,,,,39,0,,
18591003,800,W,0,63,0,,,,,,,40,0,,
18591003,1400,,,52,0,,,,,,,72,0,,
18591004,800,Z,0,11,0,,,,,,,63,0,,
18591004,1400,,,-1,0,,,,,,,108,0,,
18591005,800,ZW,0,-3,0,,,,,,,64,0,,
18591005,1400,,,-4,0,,,,,,,111,0,,
18591006,800,NO,0,11,0,,,,,,,55,0,,
18591006,1400,,,7,0,,,,,,,92,0,,
18591007,800,NO,0,-9,0,,,,,,,51,0,,
18591007,1400,,,-10,0,,,,,,,98,0,,
18591008,800,ZW,0,-4,0,,,,,,,54,0,,
18591008,1400,,,2,0,,,,,,,68,0,,
18591009,800,OZO,0,-12,0,,,,,,,31,0,,
18591009,1400,,,-20,0,,,,,,,54,0,,
18591010,800,O,0,-54,0,,,,,,,5,0,,
18591010,1400,,,-66,0,,,,,,,14,0,,
18591011,800,Z,0,-103,0,,,,,,,32,0,,
18591011,1400,,,-100,0,,,,,,,38,0,,
18591012,800,Z,0,-53,0,,,,,,,37,0,,
18591012,1400,,,-55,0,,,,,,,50,0,,
18591013,800,W,0,-43,0,,,,,,,29,0,,
18591013,1400,,,-42,0,,,,,,,42,0,,
18591014,800,ZW,0,-63,0,,,,,,,13,0,,
18591014,1400,,,-79,0,,,,,,,20,0,,
18591015,800,ZO,0,-97,0,,,,,,,30,0,,
18591015,1400,,,-100,0,,,,,,,62,0,,
18591016,800,ZW,0,-86,0,,,,,,,63,0,,
18591016,1400,,,-83,0,,,,,,,38,0,,
18591017,800,ZW,0,-36,0,,,,,,,41,0,,
18591017,1400,,,-36,0,,,,,,,47,0,,
18591018,800,WZW,0,12,0,,,,,,,30,0,,
18591018,1400,,,-3,0,,,,,,,64,0,,
18591019,800,WNW,0,-2,0,,,,,,,24,0,,
18591019,1400,,,-9,0,,,,,,,29,0,,
18591020,800,W,0,-93,0,,,,,,,45,0,,
18591020,1400,,,-125,0,,,,,,,37,0,,
18591021,800,W,0,-198,0,,,,,,,-1,0,,
18591021,1400,,,-204,0,,,,,,,-22,0,,
18591022,800,ZW,0,-136,0,,,,,,,-33,0,,
18591022,1400,,,-104,0,,,,,,,-58,0,,
18591023,800,Z,0,-100,0,,,,,,,-62,0,,
18591023,1400,,,-110,0,,,,,,,-22,0,,
18591024,800,W,0,-123,0,,,,,,,-37,0,,
18591024,1400,,,-105,0,,,,,,,-15,0,,
18591025,800,WZW,0,-68,0,,,,,,,-35,0,,
18591025,1400,,,-168,0,,,,,,,-18,0,,
18591026,800,W,0,-128,0,,,,,,,34,0,,
18591026,1400,,,-106,0,,,,,,,23,0,,
18591027,800,WZW,0,-9,0,,,,,,,-38,0,,
18591027,1400,,,-2,0,,,,,,,-2,0,,
18591028,800,ZW,0,7,0,,,,,,,-23,0,,
18591028,1400,,,-7,0,,,,,,,5,0,,
18591029,800,ZW,0,-133,0,,,,,,,7,0,,
18591029,1400,,,-140,0,,,,,,,7,0,,
18591030,800,W,0,-91,0,,,,,,,1,0,,
18591030,1400,,,-98,0,,,,,,,6,0,,
18591031,800,NO,0,-218,0,,,,,,,2,0,,
18591031,1400,,,-151,0,,,,,,,-30,0,,
18591101,800,ZW,0,-189,0,,,,,,,42,0,,
18591101,1400,,,-192,0,,,,,,,41,0,,
18591102,800,W,0,-87,0,,,,,,,31,0,,
18591102,1400,,,-37,0,,,,,,,16,0,,
18591103,800,ZZW,0,-38,0,,,,,,,26,0,,
18591103,1400,,,-30,0,,,,,,,23,0,,
18591104,800,ZZO,0,-104,0,,,,,,,17,0,,
18591104,1400,,,-163,0,,,,,,,18,0,,
18591105,800,W,0,-143,0,,,,,,,48,0,,
18591105,1400,,,-82,0,,,,,,,38,0,,
18591106,800,WZW,0,-109,0,,,,,,,73,0,,
18591106,1400,,,-32,0,,,,,,,68,0,,
18591107,800,WZW,0,-57,0,,,,,,,79,0,,
18591107,1400,,,-43,0,,,,,,,64,0,,
18591108,800,WZW,0,-27,0,,,,,,,82,0,,
18591108,1400,,,-38,0,,,,,,,42,0,,
18591109,800,NW,0,12,0,,,,,,,17,0,,
18591109,1400,,,54,0,,,,,,,16,0,,
18591110,800,N,0,179,0,,,,,,,-7,0,,
18591110,1400,,,191,0,,,,,,,18,0,,
18591111,800,OZO,0,208,0,,,,,,,-38,0,,
18591111,1400,,,211,0,,,,,,,-9,0,,
18591112,800,OZO,0,181,0,,,,,,,-65,0,,
18591112,1400,,,163,0,,,,,,,-27,0,,
18591113,800,OZO,0,134,0,,,,,,,-66,0,,
18591113,1400,,,122,0,,,,,,,-18,0,,
18591114,800,ONO,0,111,0,,,,,,,-68,0,,
18591114,1400,,,89,0,,,,,,,-26,0,,
18591115,800,NNO,0,53,0,,,,,,,10,0,,
18591115,1400,,,55,0,,,,,,,9,0,,
18591116,800,NO,0,62,0,,,,,,,-30,0,,
18591116,1400,,,61,0,,,,,,,-34,0,,
18591117,800,NO,0,61,0,,,,,,,-27,0,,
18591117,1400,,,62,0,,,,,,,-35,0,,
18591118,800,ZO,0,115,0,,,,,,,-47,0,,
18591118,1400,,,121,0,,,,,,,-21,0,,
18591119,800,ZW,0,136,0,,,,,,,-65,0,,
18591119,1400,,,125,0,,,,,,,-28,0,,
18591120,800,ZO,0,76,0,,,,,,,-58,0,,
18591120,1400,,,47,0,,,,,,,-52,0,,
18591121,800,ZZO,0,5,0,,,,,,,-71,0,,
18591121,1400,,,0,0,,,,,,,-23,0,,
18591122,800,Z,0,11,0,,,,,,,-30,0,,
18591122,1400,,,26,0,,,,,,,10,0,,
18591123,800,ZZO,0,44,0,,,,,,,-21,0,,
18591123,1400,,,43,0,,,,,,,30,0,,
18591124,800,O,0,41,0,,,,,,,-16,0,,
18591124,1400,,,38,0,,,,,,,15,0,,
18591125,800,ZO,0,19,0,,,,,,,-21,0,,
18591125,1400,,,30,0,,,,,,,-17,0,,
18591126,800,Z,0,26,0,,,,,,,-58,0,,
18591126,1400,,,17,0,,,,,,,-28,0,,
18591127,800,ZO,0,-46,0,,,,,,,10,0,,
18591127,1400,,,-11,0,,,,,,,30,0,,
18591128,800,ZW,0,2,0,,,,,,,20,0,,
18591128,1400,,,-47,0,,,,,,,1,0,,
18591129,800,W,0,-44,0,,,,,,,1,0,,
18591129,1400,,,-45,0,,,,,,,18,0,,
18591130,800,WZW,0,-131,0,,,,,,,3,0,,
18591130,1400,,,-138,0,,,,,,,-3,0,,
18591201,800,W,0,-107,0,,,,,,,-18,0,,
18591201,1400,,,-75,0,,,,,,,-16,0,,
18591202,800,NO,0,-2,0,,,,,,,-45,0,,
18591202,1400,,,15,0,,,,,,,-51,0,,
18591203,800,NO,0,46,0,,,,,,,-41,0,,
18591203,1400,,,46,0,,,,,,,-50,0,,
18591204,800,ZO,0,36,0,,,,,,,-46,0,,
18591204,1400,,,19,0,,,,,,,-70,0,,
18591205,800,ZW,0,-74,0,,,,,,,5,0,,
18591205,1400,,,-87,0,,,,,,,1,0,,
18591206,800,ZZO,0,-25,0,,,,,,,25,0,,
18591206,1400,,,-29,0,,,,,,,19,0,,
18591207,800,ZW,0,11,0,,,,,,,26,0,,
18591207,1400,,,44,0,,,,,,,29,0,,
18591208,800,O,0,95,0,,,,,,,-2,0,,
18591208,1400,,,108,0,,,,,,,22,0,,
18591209,800,OZO,0,163,0,,,,,,,-5,0,,
18591209,1400,,,174,0,,,,,,,-5,0,,
18591210,800,O,0,217,0,,,,,,,-40,0,,
18591210,1400,,,209,0,,,,,,,-27,0,,
18591211,800,O,0,180,0,,,,,,,-58,0,,
18591211,1400,,,161,0,,,,,,,-39,0,,
18591212,800,W,0,118,0,,,,,,,-37,0,,
18591212,1400,,,95,0,,,,,,,-25,0,,
18591213,800,NW,0,81,0,,,,,,,-14,0,,
18591213,1400,,,53,0,,,,,,,-17,0,,
18591214,800,Z,0,-26,0,,,,,,,-14,0,,
18591214,1400,,,-32,0,,,,,,,-25,0,,
18591215,800,O,0,-20,0,,,,,,,-21,0,,
18591215,1400,,,-23,0,,,,,,,-34,0,,
18591216,800,Z,0,-49,0,,,,,,,-35,0,,
18591216,1400,,,-59,0,,,,,,,-46,0,,
18591217,800,ZW,0,-47,0,,,,,,,-81,0,,
18591217,1400,,,-42,0,,,,,,,-72,0,,
18591218,800,ZO,0,-50,0,,,,,,,-115,0,,
18591218,1400,,,-54,0,,,,,,,-90,0,,
18591219,800,ZW,0,-39,0,,,,,,,-100,0,,
18591219,1400,,,-34,0,,,,,,,-50,0,,
18591220,800,WZW,0,-8,0,,,,,,,-98,0,,
18591220,1400,,,-6,0,,,,,,,-55,0,,
18591221,800,ZW,0,-102,0,,,,,,,-27,0,,
18591221,1400,,,-155,0,,,,,,,1,0,,
18591222,800,W,0,-115,0,,,,,,,11,0,,
18591222,1400,,,-101,0,,,,,,,23,0,,
18591223,800,ZO,0,-105,0,,,,,,,22,0,,
18591223,1400,,,-123,0,,,,,,,4,0,,
18591224,800,W,0,-161,0,,,,,,,44,0,,
18591224,1400,,,-162,0,,,,,,,52,0,,
18591225,800,ZW,0,-218,0,,,,,,,67,0,,
18591225,1400,,,-219,0,,,,,,,61,0,,
18591226,800,ZZO,0,-278,0,,,,,,,79,0,,
18591226,1400,,,-287,0,,,,,,,81,0,,
18591227,800,ZZW,0,-162,0,,,,,,,51,0,,
18591227,1400,,,-148,0,,,,,,,49,0,,
18591228,800,ZZW,0,-124,0,,,,,,,59,0,,
18591228,1400,,,-147,0,,,,,,,61,0,,
18591229,800,WZW,0,-97,0,,,,,,,45,0,,
18591229,1400,,,-136,0,,,,,,,52,0,,
18591230,800,WZW,0,-94,0,,,,,,,86,0,,
18591230,1400,,,-66,0,,,,,,,87,0,,
18591231,800,W,0,-42,0,,,,,,,85,0,,
18591231,1400,,,-46,0,,,,,,,83,0,,
18600101,800,W,0,-30,0,,,,,,,83,0,,
18600101,1400,,,-56,0,,,,,,,106,0,,
18600102,800,W,0,-39,0,,,,,,,94,0,,
18600102,1400,,,-34,0,,,,,,,87,0,,
18600103,800,Z,0,-93,0,,,,,,,86,0,,
18600103,1400,,,-148,0,,,,,,,101,0,,
18600104,800,WZW,0,-272,0,,,,,,,92,0,,
18600104,1400,,,-244,0,,,,,,,65,0,,
18600105,800,WZW,0,-277,0,,,,,,,55,0,,
18600105,1400,,,-276,0,,,,,,,44,0,,
18600106,800,WZW,0,-246,0,,,,,,,53,0,,
18600106,1400,,,-195,0,,,,,,,46,0,,
18600107,800,NW,0,-12,0,,,,,,,24,0,,
18600107,1400,,,26,0,,,,,,,32,0,,
18600108,800,WNW,0,92,0,,,,,,,23,0,,
18600108,1400,,,98,0,,,,,,,40,0,,
18600109,800,W,0,100,0,,,,,,,10,0,,
18600109,1400,,,76,0,,,,,,,-2,0,,
18600110,800,ZW,0,66,0,,,,,,,-2,0,,
18600110,1400,,,62,0,,,,,,,8,0,,
18600111,800,ZO,0,76,0,,,,,,,7,0,,
18600111,1400,,,58,0,,,,,,,24,0,,
18600112,800,OZO,0,50,0,,,,,,,13,0,,
18600112,1400,,,51,0,,,,,,,11,0,,
18600113,800,OZO,0,53,0,,,,,,,2,0,,
18600113,1400,,,57,0,,,,,,,18,0,,
18600114,800,ZZO,0,50,0,,,,,,,6,0,,
18600114,1400,,,37,0,,,,,,,15,0,,
18600115,800,ZW,0,33,0,,,,,,,17,0,,
18600115,1400,,,50,0,,,,,,,41,0,,
18600116,800,W,0,18,0,,,,,,,63,0,,
18600116,1400,,,43,0,,,,,,,43,0,,
18600117,800,ZW,0,63,0,,,,,,,2,0,,
18600117,1400,,,50,0,,,,,,,24,0,,
18600118,800,ZO,0,0,0,,,,,,,-8,0,,
18600118,1400,,,-23,0,,,,,,,-5,0,,
18600119,800,OZO,0,-50,0,,,,,,,20,0,,
18600119,1400,,,-61,0,,,,,,,47,0,,
18600120,800,ZW,0,-83,0,,,,,,,14,0,,
18600120,1400,,,-108,0,,,,,,,36,0,,
18600121,800,ZW,0,-130,0,,,,,,,40,0,,
18600121,1400,,,-186,0,,,,,,,28,0,,
18600122,800,WZW,0,-207,0,,,,,,,50,0,,
18600122,1400,,,-188,0,,,,,,,38,0,,
18600123,800,ZW,0,-174,0,,,,,,,8,0,,
18600123,1400,,,-156,0,,,,,,,23,0,,
18600124,800,ZW,0,-299,0,,,,,,,55,0,,
18600124,1400,,,-291,0,,,,,,,30,0,,
18600125,800,WZW,0,-251,0,,,,,,,36,0,,
18600125,1400,,,-224,0,,,,,,,28,0,,
18600126,800,W,0,-48,0,,,,,,,11,0,,
18600126,1400,,,-34,0,,,,,,,21,0,,
18600127,800,W,0,-166,0,,,,,,,57,0,,
18600127,1400,,,-180,0,,,,,,,54,0,,
18600128,800,WNW,0,-25,0,,,,,,,2,0,,
18600128,1400,,,7,0,,,,,,,0,0,,
18600129,800,W,0,-104,0,,,,,,,9,0,,
18600129,1400,,,-106,0,,,,,,,37,0,,
18600130,800,Z,0,-132,0,,,,,,,-2,0,,
18600130,1400,,,-196,0,,,,,,,13,0,,
18600131,800,N,0,-203,0,,,,,,,14,0,,
18600131,1400,,,-154,0,,,,,,,-12,0,,
18600201,800,NW,0,-86,0,,,,,,,-7,0,,
18600201,1400,,,-86,0,,,,,,,-7,0,,
18600202,800,N,0,-69,0,,,,,,,-18,0,,
18600202,1400,,,-70,0,,,,,,,-34,0,,
18600203,800,N,0,11,0,,,,,,,-20,0,,
18600203,1400,,,52,0,,,,,,,-28,0,,
18600204,800,WNW,0,74,0,,,,,,,-21,0,,
18600204,1400,,,58,0,,,,,,,-15,0,,
18600205,800,W,0,19,0,,,,,,,34,0,,
18600205,1400,,,-15,0,,,,,,,37,0,,
18600206,800,W,0,-100,0,,,,,,,22,0,,
18600206,1400,,,-78,0,,,,,,,-1,0,,
18600207,800,WZW,0,17,0,,,,,,,5,0,,
18600207,1400,,,22,0,,,,,,,2,0,,
18600208,800,W,0,-80,0,,,,,,,48,0,,
18600208,1400,,,-87,0,,,,,,,33,0,,
18600209,800,NW,0,-107,0,,,,,,,10,0,,
18600209,1400,,,-94,0,,,,,,,-2,0,,
18600210,800,WNW,0,-12,0,,,,,,,-24,0,,
18600210,1400,,,3,0,,,,,,,-11,0,,
18600211,800,ZW,0,-2,0,,,,,,,-21,0,,
18600211,1400,,,-4,0,,,,,,,-16,0,,
18600212,800,NO,0,48,0,,,,,,,-38,0,,
18600212,1400,,,60,0,,,,,,,-41,0,,
18600213,800,NNO,0,121,0,,,,,,,-35,0,,
18600213,1400,,,112,0,,,,,,,-76,0,,
18600214,800,NO,0,143,0,,,,,,,-77,0,,
18600214,1400,,,130,0,,,,,,,-60,0,,
18600215,800,NNW,0,104,0,,,,,,,-36,0,,
18600215,1400,,,82,0,,,,,,,-9,0,,
18600216,800,NNO,0,-83,0,,,,,,,0,0,,
18600216,1400,,,-23,0,,,,,,,-21,0,,
18600217,800,ONO,0,85,0,,,,,,,-17,0,,
18600217,1400,,,95,0,,,,,,,-33,0,,
18600218,800,NW,0,67,0,,,,,,,4,0,,
18600218,1400,,,59,0,,,,,,,13,0,,
18600219,800,W,0,-47,0,,,,,,,12,0,,
18600219,1400,,,-104,0,,,,,,,16,0,,
18600220,800,W,0,-181,0,,,,,,,-15,0,,
18600220,1400,,,-175,0,,,,,,,-26,0,,
18600221,800,WNW,0,-104,0,,,,,,,-2,0,,
18600221,1400,,,-86,0,,,,,,,-9,0,,
18600222,800,NO,0,-24,0,,,,,,,-28,0,,
18600222,1400,,,-5,0,,,,,,,-42,0,,
18600223,800,O,0,81,0,,,,,,,-45,0,,
18600223,1400,,,71,0,,,,,,,-23,0,,
18600224,800,ZO,0,79,0,,,,,,,-77,0,,
18600224,1400,,,76,0,,,,,,,-33,0,,
18600225,800,ZZO,0,67,0,,,,,,,-61,0,,
18600225,1400,,,51,0,,,,,,,-17,0,,
18600226,800,ZZW,0,-41,0,,,,,,,0,0,,
18600226,1400,,,-92,0,,,,,,,-10,0,,
18600227,800,W,0,-228,0,,,,,,,33,0,,
18600227,1400,,,-201,0,,,,,,,-11,0,,
18600228,800,W,0,-77,0,,,,,,,23,0,,
18600228,1400,,,-190,0,,,,,,,32,0,,
18600229,800,W,0,-27,0,,,,,,,15,0,,
18600229,1400,,,-8,0,,,,,,,22,0,,
18600301,800,W,0,37,0,,,,,,,-11,0,,
18600301,1400,,,41,0,,,,,,,32,0,,
18600302,800,Z,0,38,0,,,,,,,-10,0,,
18600302,1400,,,26,0,,,,,,,16,0,,
18600303,800,ZW,0,40,0,,,,,,,-4,0,,
18600303,1400,,,53,0,,,,,,,6,0,,
18600304,800,WZW,0,-18,0,,,,,,,45,0,,
18600304,1400,,,-68,0,,,,,,,9,0,,
18600305,800,N,0,-68,0,,,,,,,46,0,,
18600305,1400,,,3,0,,,,,,,5,0,,
18600306,800,N,0,99,0,,,,,,,18,0,,
18600306,1400,,,108,0,,,,,,,1,0,,
18600307,800,O,0,-4,0,,,,,,,-12,0,,
