Slijk Ewijk(116_G) "51:53:10" NB "5:47:23" OL     8.5 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 FFb  Windsnelheid  :   herstelde Bft schaal  (Bft). ;  FFb  Windspeed  :  restored Bft scale  (Bft).
 N  Bedekkingsgraad  :  van de bovenlucht  (deca). ;  N  Cloudcover  :  Cloud cover of the upper air  (deca).
 TD  Maximum Temp  :  Maximum temparatuur  (0.1 Celcius). ;  TD  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).
 U  Relatieve Vochtigheid  :  Hoeveelheid vocht in de lucht in % van verzadiging  (%). ;  U  Rel Humidity  :  Amount of moist in the air as % of saturation  (%).
 RD  Dagsom neerslag  :  dagsom  (0.1 mm). ;  RD  Daily precipitation  :  sum  (0.1 mm).

DATUM,tijd,DD,Q_DD,FFb,Q_FFb,N,Q_N,TD,Q_TD,T,Q_T,U,Q_U,RD,Q_RD
19021104,1900,ZO,2,3,2,4,0,32,0,42,0,84,0,,
19021105,800,NO,2,4,2,5,0,16,0,22,0,89,0,,
19021105,1400,O,2,5,2,6,0,75,0,96,0,73,0,,
19021105,1900,Z,2,4,2,10,0,70,0,82,0,83,0,,
19021106,800,ZO,2,4,2,5,0,60,0,67,0,90,0,,
19021106,1400,ZO,2,5,2,5,0,98,0,127,0,67,0,,
19021106,1900,ZO,2,6,2,8,0,76,0,102,0,67,0,,
19021107,800,O,2,3,2,7,0,68,0,84,0,78,0,,
19021107,1400,ZO,2,3,2,7,0,108,0,134,0,71,0,,
19021107,1900,ZO,2,4,2,9,0,102,0,112,0,88,0,,
19021108,800,Z,2,4,2,5,0,70,0,74,0,94,0,,
19021108,1400,Z,2,5,2,7,0,102,0,120,0,79,0,,
19021108,1900,Z,2,6,2,9,0,92,0,110,0,77,0,,
19021109,800,ZW,2,5,2,4,0,72,0,76,0,94,0,,
19021109,1400,ZW,2,6,2,5,0,92,0,116,0,71,0,,
19021109,1900,ZW,2,2,2,3,0,62,0,72,0,86,0,,
19021110,800,ZW,2,4,2,9,0,74,0,78,0,94,0,,
19021110,1400,ZW,2,5,2,6,0,100,0,115,0,82,0,,
19021110,1900,ZW,2,4,2,7,0,65,0,70,0,92,0,,
19021111,800,ZO,2,3,2,8,0,48,0,52,0,94,0,,
19021111,1400,ZO,2,4,2,7,0,86,0,114,0,66,0,,
19021111,1900,ZO,2,6,2,7,0,65,0,76,0,85,0,,
19021112,800,ZO,2,4,2,8,0,64,0,75,0,90,0,,
19021112,1400,ZO,2,3,2,7,0,106,0,126,0,77,0,,
19021112,1900,Z,2,2,2,8,0,92,0,100,0,89,0,,
19021113,800,N,2,2,2,10,0,84,0,87,0,96,0,,
19021113,1400,N,2,2,2,6,0,110,0,121,0,88,0,,
19021113,1900,N,2,1,2,10,0,75,0,79,0,94,0,,
19021114,800,N,2,1,2,10,0,52,0,56,0,96,0,,
19021114,1400,N,2,1,2,10,0,70,0,80,0,92,0,,
19021114,1900,N,2,1,2,10,0,66,0,70,0,94,0,,
19021115,800,NO,2,3,2,10,0,48,0,54,0,91,0,,
19021115,1400,NO,2,4,2,9,0,26,0,48,0,65,0,,
19021115,1900,NO,2,2,2,0,0,2,0,6,0,92,0,,
19021116,800,NO,2,2,2,7,0,4,0,10,0,89,0,,
19021116,1400,NO,2,7,2,2,0,38,0,60,0,67,0,,
19021116,1900,O,2,4,2,0,0,0,0,9,0,84,0,,
19021117,800,O,2,5,2,2,0,-34,1,-34,0,97,0,,
19021117,1400,O,2,6,2,0,0,-8,0,2,0,81,0,,
19021117,1900,O,2,6,2,0,0,-38,1,-28,0,76,0,,
19021118,800,O,2,5,2,0,0,-68,1,-62,0,79,0,,
19021118,1400,O,2,6,2,0,0,-28,1,-16,0,74,0,,
19021118,1900,O,2,7,2,0,0,-55,1,-46,0,74,0,,
19021119,800,NO,2,5,2,0,0,-84,1,-78,0,76,0,,
19021119,1400,NO,2,7,2,0,0,-40,1,-24,0,64,0,,
19021119,1900,O,2,4,2,0,0,-62,1,-56,0,80,0,,
19021120,800,NO,2,3,2,6,0,-72,1,-68,0,83,0,,
19021120,1400,NO,2,1,2,2,0,-30,1,-14,0,66,0,,
19021120,1900,C,2,C,2,0,0,-74,1,-70,0,83,0,,
19021121,800,NO,2,1,2,0,0,-88,1,-88,0,92,0,,
19021121,1400,C,2,C,2,0,0,-19,1,-4,0,70,0,,
19021121,1900,C,2,C,2,0,0,-54,1,-50,0,86,0,,
19021122,800,NO,2,1,2,2,0,-96,1,-92,0,80,0,,
19021122,1400,NO,2,1,2,0,0,-20,1,0,0,62,0,,
19021122,1900,N,2,1,2,0,0,-52,1,-48,0,86,0,,
19021123,800,ZO,2,3,2,2,0,-68,1,-66,0,89,0,,
19021123,1400,Z,2,2,2,10,0,2,0,12,0,82,0,,
19021123,1900,Z,2,4,2,10,0,7,0,12,0,91,0,,
19021124,800,Z,2,3,2,10,0,19,0,22,0,94,0,,
19021124,1400,Z,2,3,2,10,0,52,0,58,0,91,0,,
19021124,1900,Z,2,5,2,8,0,30,0,35,0,92,0,,
19021125,800,O,2,5,2,10,0,38,0,41,0,95,0,,
19021125,1400,O,2,3,2,10,0,52,0,58,0,91,0,,
19021125,1900,O,2,4,2,7,0,30,0,34,0,93,0,,
19021126,800,N,2,4,2,8,0,28,0,32,0,90,0,,
19021126,1400,O,2,5,2,4,0,42,0,58,0,76,0,,
19021126,1900,O,2,4,2,0,0,0,0,8,0,85,0,,
19021127,800,NO,2,1,2,0,0,-38,1,-32,0,84,0,,
19021127,1400,NO,2,1,2,7,0,16,0,30,0,76,0,,
19021127,1900,O,2,3,2,10,0,14,0,20,0,89,0,,
19021128,800,O,2,3,2,10,0,30,0,35,0,92,0,,
19021128,1400,ZO,2,3,2,7,0,54,0,65,0,84,0,,
19021128,1900,ZO,2,4,2,10,0,50,0,58,0,88,0,,
19021129,800,Z,2,1,2,5,0,2,0,5,0,94,0,,
19021129,1400,Z,2,1,2,7,0,62,0,70,0,88,0,,
19021129,1900,Z,2,3,2,10,0,30,0,33,0,95,0,,
19021130,800,N,2,5,2,10,0,30,0,35,0,92,0,,
19021130,1400,NO,2,5,2,10,0,36,0,42,0,90,0,,
19021130,1900,O,2,6,2,10,0,28,0,34,0,90,0,,
19021201,800,NO,2,3,2,10,0,22,0,24,0,96,0,,
19021201,1400,NO,2,2,2,10,0,22,0,25,0,94,0,,
19021201,1900,NO,2,3,2,10,0,12,0,15,0,94,0,,
19021202,800,O,2,2,2,10,0,50,0,52,0,97,0,,
19021202,1400,W,2,4,2,10,0,62,0,67,0,93,0,,
19021202,1900,N,2,2,2,10,0,-15,0,-12,0,94,0,,
19021203,800,N,2,6,2,9,0,-64,1,-60,0,84,0,,
19021203,1400,N,2,7,2,6,0,-62,1,-56,0,80,0,,
19021203,1900,N,2,8,2,4,0,-72,1,-68,0,83,0,,
19021204,800,N,2,3,2,2,0,-68,1,-65,0,86,0,,
19021204,1400,N,2,5,2,7,0,-40,1,-30,0,75,0,,
19021204,1900,N,2,6,2,8,0,-40,1,-38,0,92,0,,
19021205,800,NO,2,5,2,0,0,-115,1,-110,0,73,0,,
19021205,1400,NO,2,6,2,9,0,-88,1,-83,0,78,0,,
19021205,1900,NO,2,6,2,3,0,-105,1,-102,0,81,0,,
19021206,800,NO,2,7,2,3,0,-126,1,-122,0,75,0,,
19021206,1400,NO,2,6,2,2,0,-94,1,-85,0,66,0,,
19021206,1900,NO,2,6,2,2,0,-113,1,-110,0,80,0,,
19021207,800,NO,2,6,2,10,0,-45,1,-42,0,89,0,,
19021207,1400,NO,2,6,2,6,0,-18,1,-10,0,83,0,,
19021207,1900,O,2,7,2,9,0,-43,1,-40,0,89,0,,
19021208,800,NO,2,2,2,10,0,-66,1,-64,0,89,0,,
19021208,1400,N,2,2,2,10,0,-58,1,-52,0,81,0,,
19021208,1900,N,2,4,2,10,0,-54,1,-52,0,91,0,,
19021209,800,N,2,3,2,9,0,-52,1,-48,0,86,0,,
19021209,1400,NO,2,4,2,10,0,-44,1,-32,0,70,0,,
19021209,1900,NO,2,6,2,0,0,-50,1,-48,0,91,0,,
19021210,800,NO,2,7,2,0,0,-80,1,-76,0,82,0,,
19021210,1400,NO,2,6,2,0,0,-45,1,-34,0,72,0,,
19021210,1900,NO,2,3,2,0,0,-65,1,-62,0,87,0,,
19021211,800,O,2,2,2,0,0,-78,1,-74,0,82,0,,
19021211,1400,O,2,4,2,0,0,-49,1,-36,0,67,0,,
19021211,1900,O,2,2,2,2,0,-71,1,-68,0,86,0,,
19021212,800,ZO,2,1,2,2,0,-72,1,-70,0,88,0,,
19021212,1400,ZO,2,1,2,5,0,-40,1,-35,0,85,0,,
19021212,1900,C,2,C,2,4,0,-50,1,-48,0,91,0,,
19021213,800,ZO,2,1,2,5,0,-48,1,-46,0,91,0,,
19021213,1400,Z,2,2,2,6,0,10,0,24,0,75,0,,
19021213,1900,Z,2,3,2,7,0,25,0,34,0,85,0,,
19021214,800,Z,2,2,2,8,0,35,0,38,0,95,0,,
19021214,1400,ZO,2,2,2,7,0,54,0,64,0,86,0,,
19021214,1900,Z,2,5,2,8,0,30,0,35,0,92,0,,
19021215,800,Z,2,4,2,10,0,22,0,26,0,93,0,,
19021215,1400,ZW,2,3,2,10,0,36,0,40,0,93,0,,
19021215,1900,Z,2,1,2,8,0,20,0,22,0,96,0,,
19021216,800,ZW,2,1,2,7,0,2,0,4,0,96,0,,
19021216,1400,Z,2,7,2,10,0,35,0,45,0,84,0,,
19021216,1900,Z,2,6,2,10,0,47,0,50,0,95,0,,
19021217,800,ZW,2,8,2,10,0,96,0,102,0,93,0,,
19021217,1400,ZW,2,8,2,10,0,100,0,105,0,94,0,,
19021217,1900,N,2,2,2,2,0,32,0,35,0,95,0,,
19021218,800,Z,2,2,2,10,0,35,0,37,0,97,0,,
19021218,1400,ZW,2,7,2,9,0,59,0,72,0,82,0,,
19021218,1900,ZW,2,6,2,10,0,45,0,54,0,86,0,,
19021219,800,W,2,3,2,7,0,16,0,20,0,93,0,,
19021219,1400,NW,2,6,2,4,0,40,0,58,0,73,0,,
19021219,1900,NW,2,2,2,2,0,12,0,14,0,96,0,,
19021220,800,W,2,4,2,10,0,42,0,45,0,96,0,,
19021220,1400,NW,2,4,2,9,0,70,0,79,0,88,0,,
19021220,1900,NW,2,5,2,4,0,60,0,68,0,88,0,,
19021221,800,NW,2,5,2,10,0,65,0,68,0,96,0,,
19021221,1400,NW,2,4,2,10,0,60,0,65,0,93,0,,
19021221,1900,NW,2,3,2,10,0,52,0,54,0,97,0,,
19021222,800,N,2,1,2,7,0,25,0,30,0,91,0,,
19021222,1400,N,2,2,2,10,0,25,0,28,0,94,0,,
19021222,1900,N,2,1,2,10,0,12,0,14,0,96,0,,
19021223,800,N,2,1,2,10,0,-6,0,-4,0,96,0,,
19021223,1400,N,2,2,2,10,0,-2,0,0,0,96,0,,
19021223,1900,NW,2,3,2,10,0,-5,0,-2,0,94,0,,
19021224,800,ZW,2,1,2,10,0,3,0,6,0,94,0,,
19021224,1400,ZW,2,1,2,10,0,14,0,18,0,93,0,,
19021224,1900,ZW,2,4,2,5,0,-8,0,-6,0,96,0,,
19021225,800,ZW,2,5,2,10,0,22,0,25,0,94,0,,
19021225,1400,ZW,2,7,2,10,0,50,0,55,0,93,0,,
19021225,1900,ZW,2,8,2,10,0,55,0,62,0,90,0,,
19021226,800,W,2,5,2,7,0,30,0,40,0,84,0,,
19021226,1400,W,2,4,2,8,0,54,0,65,0,84,0,,
19021226,1900,W,2,7,2,10,0,46,0,53,0,89,0,,
19021227,800,ZW,2,6,2,10,0,65,0,74,0,88,0,,
19021227,1400,ZW,2,5,2,8,0,74,0,86,0,84,0,,
19021227,1900,ZW,2,7,2,10,0,62,0,70,0,88,0,,
19021228,800,ZW,2,8,2,10,0,64,0,68,0,94,0,,
19021228,1400,ZW,2,7,2,8,0,62,0,78,0,78,0,,
19021228,1900,ZW,2,6,2,10,0,44,0,50,0,90,0,,
19021229,800,ZW,2,3,2,10,0,30,0,34,0,93,0,,
19021229,1400,ZW,2,3,2,10,0,33,0,38,0,92,0,,
19021229,1900,ZW,2,3,2,5,0,18,0,20,0,96,0,,
19021230,800,ZW,2,5,2,10,0,20,0,24,0,93,0,,
19021230,1400,ZW,2,4,2,7,0,30,0,41,0,82,0,,
19021230,1900,ZW,2,4,2,4,0,10,0,13,0,94,0,,
19021231,800,ZW,2,6,2,9,0,13,0,18,0,91,0,,
19021231,1400,ZW,2,5,2,8,0,26,0,34,0,87,0,,
19021231,1900,ZW,2,4,2,10,0,20,0,24,0,93,0,,
19030101,800,ZW,2,5,2,8,0,14,0,19,0,91,0,,
19030101,1400,ZW,2,4,2,5,0,30,0,38,0,87,0,,
19030101,1900,ZW,2,3,2,10,0,18,0,21,0,94,0,,
19030102,800,ZO,2,3,2,10,0,26,0,30,0,93,0,,
19030102,1400,Z,2,4,2,10,0,45,0,50,0,92,0,,
19030102,1900,Z,2,6,2,10,0,46,0,50,0,94,0,,
19030103,800,ZW,2,2,2,4,0,54,0,58,0,94,0,,
19030103,1400,ZW,2,4,2,6,0,90,0,99,0,88,0,,
19030103,1900,W,2,5,2,5,0,48,0,53,0,92,0,,
19030104,800,ZW,2,7,2,10,0,50,0,54,0,94,0,,
19030104,1400,W,2,6,2,8,0,56,0,70,0,79,0,,
19030104,1900,ZW,2,4,2,9,0,52,0,58,0,91,0,,
19030105,800,ZW,2,2,2,10,0,50,0,52,0,97,0,,
19030105,1400,ZW,2,1,2,10,0,64,0,69,0,93,0,,
19030105,1900,ZW,2,6,2,10,0,92,0,100,0,89,0,,
19030106,800,ZW,2,5,2,5,0,62,0,70,0,88,0,,
19030106,1400,ZW,2,6,2,7,0,76,0,94,0,76,0,,
19030106,1900,ZW,2,7,2,9,0,82,0,92,0,87,0,,
19030107,800,ZW,2,7,2,9,0,72,0,84,0,84,0,,
19030107,1400,ZW,2,7,2,8,0,78,0,92,0,81,0,,
19030107,1900,ZW,2,8,2,6,0,66,0,82,0,78,0,,
19030108,800,ZW,2,3,2,5,0,42,0,46,0,94,0,,
19030108,1400,ZW,2,2,2,8,0,72,0,82,0,86,0,,
19030108,1900,ZW,2,2,2,10,0,64,0,68,0,94,0,,
19030109,800,ZO,2,2,2,3,0,35,0,42,0,89,0,,
19030109,1400,Z,2,4,2,6,0,70,0,84,0,81,0,,
19030109,1900,Z,2,5,2,7,0,66,0,80,0,81,0,,
19030110,800,ZW,2,5,2,9,0,80,0,90,0,87,0,,
19030110,1400,Z,2,5,2,8,0,95,0,106,0,87,0,,
19030110,1900,Z,2,4,2,6,0,82,0,88,0,92,0,,
19030111,800,ZW,2,3,2,9,0,38,0,42,0,94,0,,
19030111,1400,N,2,6,2,6,0,22,0,44,0,65,0,,
19030111,1900,N,2,1,2,4,0,0,0,10,0,81,0,,
19030112,800,N,2,6,2,4,0,-28,0,-26,0,96,0,,
19030112,1400,N,2,6,2,7,0,-22,0,-18,0,92,0,,
19030112,1900,N,2,3,2,2,0,-50,1,-46,0,86,0,,
19030113,800,N,2,5,2,2,0,-67,1,-62,0,81,0,,
19030113,1400,N,2,6,2,7,0,-32,1,-23,0,79,0,,
19030113,1900,N,2,7,2,7,0,-40,1,-37,0,90,0,,
19030114,800,N,2,6,2,0,0,-75,1,-70,0,80,0,,
19030114,1400,NO,2,5,2,1,0,-38,1,-24,0,68,0,,
19030114,1900,NO,2,4,2,0,0,-58,1,-52,0,81,0,,
19030115,800,NO,2,5,2,0,0,-66,1,-62,0,84,0,,
19030115,1400,NO,2,4,2,0,0,-26,1,-14,0,74,0,,
19030115,1900,NO,2,5,2,0,0,-47,1,-42,0,84,0,,
19030116,800,O,2,3,2,0,0,-79,1,-76,0,85,0,,
19030116,1400,O,2,4,2,3,0,-28,1,-18,0,77,0,,
19030116,1900,O,2,2,2,0,0,-58,1,-52,0,81,0,,
19030117,800,O,2,3,2,2,0,-58,1,-54,0,85,0,,
19030117,1400,O,2,4,2,3,0,-18,1,-8,0,79,0,,
19030117,1900,O,2,3,2,2,0,-46,1,-36,0,74,0,,
19030118,800,ZO,2,5,2,5,0,-58,1,-46,0,67,0,,
19030118,1400,ZO,2,4,2,4,0,-16,1,-4,0,76,0,,
19030118,1900,Z,2,4,2,10,0,-30,1,-16,0,70,0,,
19030119,800,ZO,2,3,2,10,0,-4,0,0,0,92,0,,
19030119,1400,ZO,2,1,2,10,0,12,0,30,0,69,0,,
19030119,1900,ZO,2,1,2,10,0,8,0,18,0,82,0,,
19030120,800,ZO,2,2,2,10,0,2,0,10,0,85,0,,
19030120,1400,ZO,2,2,2,9,0,16,0,38,0,64,0,,
19030120,1900,ZO,2,2,2,10,0,12,0,22,0,84,0,,
19030121,800,N,2,1,2,4,0,-65,1,-60,0,82,0,,
19030121,1400,C,2,C,2,2,0,0,0,12,0,78,0,,
19030121,1900,N,2,2,2,0,0,-45,1,-42,0,89,0,,
19030122,800,ZO,2,1,2,10,0,-68,1,-68,0,94,0,,
19030122,1400,ZO,2,1,2,10,0,-22,1,-18,0,90,0,,
19030122,1900,ZO,2,2,2,5,0,-38,1,-36,0,92,0,,
19030123,800,Z,2,3,2,10,0,0,0,3,0,94,0,,
19030123,1400,ZW,2,1,2,3,0,30,0,36,0,90,0,,
19030123,1900,ZW,2,1,2,4,0,12,0,16,0,93,0,,
19030124,800,Z,2,3,2,4,0,-15,0,-15,0,100,0,,
19030124,1400,ZW,2,5,2,10,0,28,0,30,0,96,0,,
19030124,1900,ZW,2,7,2,10,0,32,0,36,0,93,0,,
19030125,800,ZW,2,5,2,10,0,48,0,50,0,97,0,,
19030125,1400,ZW,2,4,2,10,0,52,0,60,0,88,0,,
19030125,1900,ZW,2,7,2,10,0,48,0,54,0,88,0,,
19030126,800,ZW,2,5,2,10,0,58,0,60,0,97,0,,
19030126,1400,ZW,2,3,2,10,0,72,0,78,0,92,0,,
19030126,1900,ZW,2,5,2,10,0,52,0,59,0,90,0,,
19030127,800,ZW,2,7,2,9,0,48,0,55,0,89,0,,
19030127,1400,ZW,2,6,2,5,0,54,0,72,0,74,0,,
19030127,1900,ZW,2,6,2,2,0,35,0,46,0,82,0,,
19030128,800,ZW,2,6,2,10,0,45,0,50,0,92,0,,
19030128,1400,ZW,2,4,2,5,0,54,0,68,0,80,0,,
19030128,1900,ZW,2,5,2,3,0,32,0,42,0,84,0,,
19030129,800,ZW,2,6,2,5,0,32,0,38,0,90,0,,
19030129,1400,ZW,2,5,2,4,0,64,0,76,0,89,0,,
19030129,1900,ZW,2,6,2,8,0,48,0,54,0,91,0,,
19030130,800,W,2,8,2,8,0,52,0,66,0,80,0,,
19030130,1400,W,2,8,2,8,0,66,0,84,0,76,0,,
19030130,1900,W,2,5,2,9,0,62,0,70,0,88,0,,
19030131,800,ZW,2,4,2,8,0,36,0,52,0,75,0,,
19030131,1400,ZW,2,7,2,4,0,38,0,58,0,70,0,,
19030131,1900,ZW,2,4,2,0,0,4,0,10,0,89,0,,
19030201,800,Z,2,5,2,8,0,30,0,44,0,77,0,,
19030201,1400,ZW,2,5,2,8,0,58,0,74,0,77,0,,
19030201,1900,ZW,2,4,2,9,0,25,0,30,0,91,0,,
19030202,800,ZW,2,2,2,10,0,8,0,12,0,92,0,,
19030202,1400,NW,2,4,2,7,0,42,0,60,0,74,0,,
19030202,1900,NW,2,3,2,4,0,30,0,36,0,90,0,,
19030203,800,W,2,2,2,6,0,3,0,6,0,94,0,,
19030203,1400,ZW,2,5,2,10,0,34,0,42,0,87,0,,
19030203,1900,ZW,2,2,2,10,0,46,0,50,0,94,0,,
19030204,800,ZW,2,1,2,10,0,48,0,52,0,94,0,,
19030204,1400,ZW,2,2,2,9,0,74,0,84,0,87,0,,
19030204,1900,ZW,2,3,2,10,0,50,0,60,0,85,0,,
19030205,800,ZW,2,2,2,10,0,50,0,54,0,94,0,,
19030205,1400,ZW,2,4,2,10,0,60,0,65,0,93,0,,
19030205,1900,ZW,2,1,2,10,0,50,0,55,0,93,0,,
19030206,800,Z,2,1,2,5,0,0,0,3,0,94,0,,
19030206,1400,Z,2,3,2,4,0,54,0,70,0,77,0,,
19030206,1900,Z,2,4,2,0,0,30,0,38,0,87,0,,
19030207,800,ZW,2,1,2,5,0,0,0,2,0,96,0,,
19030207,1400,Z,2,5,2,7,0,60,0,76,0,77,0,,
19030207,1900,ZW,2,7,2,8,0,52,0,64,0,83,0,,
19030208,800,ZW,2,8,2,10,0,80,0,88,0,89,0,,
19030208,1400,W,2,8,2,10,0,92,0,100,0,89,0,,
19030208,1900,W,2,8,2,10,0,92,0,98,0,92,0,,
19030209,800,W,2,7,2,10,0,92,0,98,0,92,0,,
19030209,1400,W,2,6,2,10,0,92,0,98,0,92,0,,
19030209,1900,NW,2,5,2,8,0,70,0,80,0,86,0,,
19030210,800,ZW,2,1,2,10,0,50,0,56,0,91,0,,
19030210,1400,ZW,2,2,2,10,0,86,0,92,0,92,0,,
19030210,1900,ZW,2,5,2,10,0,80,0,85,0,93,0,,
19030211,800,W,2,6,2,10,0,65,0,72,0,90,0,,
19030211,1400,W,2,7,2,10,0,75,0,84,0,88,0,,
19030211,1900,ZW,2,4,2,10,0,68,0,72,0,94,0,,
19030212,800,W,2,7,2,10,0,62,0,68,0,91,0,,
19030212,1400,W,2,6,2,10,0,66,0,72,0,91,0,,
19030212,1900,NW,2,2,2,4,0,30,0,38,0,87,0,,
19030213,800,NW,2,2,2,10,0,16,0,27,0,80,0,,
19030213,1400,NW,2,2,2,8,0,30,0,52,0,66,0,,
19030213,1900,NW,2,2,2,10,0,20,0,32,0,80,0,,
19030214,800,W,2,5,2,10,0,45,0,50,0,92,0,,
19030214,1400,W,2,6,2,10,0,59,0,68,0,87,0,,
19030214,1900,W,2,4,2,10,0,65,0,70,0,92,0,,
19030215,800,NW,2,3,2,9,0,52,0,62,0,86,0,,
19030215,1400,N,2,4,2,7,0,45,0,74,0,60,0,,
19030215,1900,N,2,3,2,4,0,15,0,24,0,84,0,,
19030216,800,N,2,2,2,5,0,-2,0,10,0,79,0,,
19030216,1400,N,2,3,2,7,0,24,0,42,0,71,0,,
19030216,1900,N,2,2,2,0,0,-4,0,0,0,92,0,,
19030217,800,O,2,1,2,3,0,-34,1,-34,0,97,0,,
19030217,1400,ZW,2,3,2,6,0,18,0,36,0,70,0,,
19030217,1900,ZW,2,2,2,3,0,-8,0,-2,0,89,0,,
19030218,800,ZW,2,2,2,8,0,-30,1,-27,0,91,0,,
19030218,1400,ZW,2,3,2,4,0,24,0,48,0,62,0,,
19030218,1900,Z,2,1,2,2,0,-10,0,-2,0,85,0,,
19030219,800,ZW,2,5,2,7,0,-18,0,-8,0,81,0,,
19030219,1400,ZW,2,5,2,5,0,44,0,75,0,58,0,,
19030219,1900,ZW,2,4,2,4,0,14,0,23,0,84,0,,
19030220,800,ZW,2,5,2,8,0,40,0,50,0,84,0,,
19030220,1400,ZW,2,3,2,7,0,105,0,122,0,80,0,,
19030220,1900,ZW,2,7,2,5,0,72,0,78,0,92,0,,
19030221,800,ZW,2,7,2,10,0,80,0,94,0,82,0,,
19030221,1400,W,2,8,2,8,0,106,0,134,0,69,0,,
19030221,1900,W,2,9,2,10,0,98,0,115,0,80,0,,
19030222,800,W,2,6,2,9,0,52,0,60,0,88,0,,
19030222,1400,W,2,5,2,7,0,85,0,110,0,69,0,,
19030222,1900,ZW,2,8,2,10,0,104,0,112,0,90,0,,
19030223,800,ZW,2,7,2,10,0,90,0,99,0,88,0,,
19030223,1400,ZW,2,8,2,9,0,74,0,100,0,67,0,,
19030223,1900,Z,2,8,2,6,0,45,0,60,0,78,0,,
19030224,800,ZW,2,4,2,3,0,22,0,28,0,89,0,,
19030224,1400,ZW,2,7,2,7,0,58,0,86,0,63,0,,
19030224,1900,ZW,2,6,2,10,0,50,0,62,0,82,0,,
19030225,800,ZW,2,7,2,9,0,54,0,68,0,80,0,,
19030225,1400,ZW,2,7,2,8,0,84,0,108,0,70,0,,
19030225,1900,ZW,2,8,2,5,0,68,0,80,0,83,0,,
19030226,800,Z,2,6,2,10,0,70,0,77,0,90,0,,
19030226,1400,W,2,7,2,8,0,74,0,90,0,78,0,,
19030226,1900,W,2,4,2,2,0,38,0,46,0,87,0,,
19030227,800,ZW,2,8,2,10,0,60,0,72,0,83,0,,
19030227,1400,ZW,2,7,2,10,0,88,0,106,0,77,0,,
19030227,1900,ZW,2,2,2,10,0,78,0,84,0,92,0,,
19030228,800,N,2,1,2,10,0,47,0,50,0,95,0,,
19030228,1400,ZW,2,4,2,9,0,70,0,76,0,91,0,,
19030228,1900,N,2,6,2,10,0,22,0,26,0,93,0,,
19030301,800,ZW,2,2,2,2,0,30,0,32,0,97,0,,
19030301,1400,ZW,2,6,2,7,0,56,0,74,0,74,0,,
19030301,1900,ZW,2,5,2,4,0,36,0,50,0,78,0,,
19030302,800,ZW,2,6,2,5,0,35,0,38,0,95,0,,
19030302,1400,ZW,2,7,2,9,0,40,0,56,0,75,0,,
19030302,1900,ZW,2,8,2,10,0,55,0,62,0,90,0,,
19030303,800,ZW,2,4,2,10,0,70,0,75,0,93,0,,
19030303,1400,ZW,2,3,2,10,0,82,0,94,0,84,0,,
19030303,1900,NW,2,6,2,5,0,42,0,50,0,87,0,,
19030304,800,W,2,4,2,2,0,30,0,34,0,93,0,,
19030304,1400,W,2,6,2,6,0,62,0,88,0,66,0,,
19030304,1900,W,2,7,2,10,0,72,0,84,0,84,0,,
19030305,800,ZW,2,6,2,10,0,80,0,84,0,94,0,,
19030305,1400,ZW,2,4,2,10,0,105,0,112,0,92,0,,
19030305,1900,NW,2,2,2,9,0,60,0,66,0,91,0,,
19030306,800,NW,2,1,2,5,0,34,0,38,0,93,0,,
19030306,1400,NW,2,2,2,5,0,56,0,74,0,74,0,,
19030306,1900,C,2,C,2,0,0,23,0,30,0,88,0,,
19030307,800,W,2,4,2,6,0,18,0,23,0,91,0,,
19030307,1400,W,2,7,2,7,0,59,0,80,0,71,0,,
19030307,1900,ZW,2,6,2,8,0,52,0,68,0,77,0,,
19030308,800,NW,2,2,2,9,0,26,0,34,0,87,0,,
19030308,1400,NW,2,3,2,7,0,44,0,73,0,60,0,,
19030308,1900,NW,2,1,2,6,0,30,0,36,0,90,0,,
19030309,800,C,2,C,2,9,0,-8,0,-6,0,96,0,,
19030309,1400,W,2,1,2,5,0,50,0,70,0,71,0,,
19030309,1900,C,2,C,2,0,0,16,0,23,0,87,0,,
19030310,800,NO,2,1,2,9,0,-6,0,-6,0,100,0,,
19030310,1400,Z,2,2,2,3,0,50,0,72,0,69,0,,
19030310,1900,C,2,C,2,2,0,14,0,25,0,80,0,,
19030311,800,ZO,2,1,2,7,0,6,0,10,0,92,0,,
19030311,1400,ZO,2,2,2,4,0,60,0,86,0,65,0,,
